precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PAULA-MARINELA PÎRVĂNESCU-voturi","VLAD-DAN GHEORGHE-voturi","NICOLAE-BOGDĂNEL ȘTEFĂNUȚĂ-voturi","DUMITRU-SILVESTRU ȘOȘOACĂ-voturi"
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",99,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1984,1981,3,1406,1406,0,0,2132,726,1264,142,11,3,12,29,12,19,73,236,619,34,0,97,72,10,32,5
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",98,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1338,1328,10,1054,1044,0,10,1564,510,954,100,3,11,63,461,3,5,8,19,1,72,187,47,3,62,8,1
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",100,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1502,1500,2,1386,1385,0,1,1510,124,725,661,30,3,2,1,120,4,10,204,14,4,2,1,30,5,282,13
1,ALBA,"LICEUL ”DR. LAZĂR CHIRILĂ”",119,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2586,2582,4,2478,2473,2,3,2823,345,2302,176,209,46,140,14,2,74,344,4,24,812,281,3,5,87,87,170
1,ALBA,"LICEUL ”HOREA, CLOŞCA ŞI CRIŞAN” ABRUD",116,"ORAŞ ABRUD",1151,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",3237,3236,1,2773,2772,0,1,3581,808,2566,207,26,183,31,200,44,20,162,32,1305,12,1,4,118,264,153,11
1,ALBA,"LICEUL TEHNOLOGIC AGRICOL ”ALEXANDRU BORZA” CIUMBRUD",71,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2853,2848,5,2633,2624,5,4,3097,464,1970,663,15,816,7,66,509,173,11,26,2,14,11,8,73,0,65,174
1,ALBA,"LICEUL TEHNOLOGIC AIUD",65,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",3233,3225,8,3186,3180,3,3,3260,74,2468,718,13,15,66,347,2,728,31,12,80,152,199,172,21,500,78,52
1,ALBA,"LICEUL TEHNOLOGIC AIUD",64,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1548,1545,3,1497,1494,0,3,1937,440,1470,27,61,39,92,1,21,6,118,43,10,143,3,200,218,318,35,162
1,ALBA,"LICEUL TEHNOLOGIC „ION D.LĂZĂRESCU” CUGIR",144,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2929,2925,4,2872,2869,1,2,2995,123,2025,847,7,0,134,3,55,17,21,17,12,124,19,274,25,213,994,110
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",96,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1803,1798,5,1268,1266,0,2,2273,1005,1121,147,252,8,3,34,2,321,4,29,3,109,48,5,6,172,123,2
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",97,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1872,1863,9,1773,1768,4,1,2270,497,1717,56,209,61,49,502,2,1,71,14,12,7,9,255,22,126,108,269
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",94,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",3650,3647,3,2966,2961,2,3,4149,1183,2920,46,8,61,151,1126,165,7,557,26,204,407,1,42,0,5,150,10
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",95,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",704,694,10,683,678,0,5,910,227,634,49,109,2,1,92,136,6,92,14,18,3,95,10,4,29,13,10
1,ALBA,"LICEUL TEHNOLOGIC ”ŞTEFAN MANCIULEA” BLAJ",82,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1963,1963,0,1784,1784,0,0,2167,383,1293,491,43,42,15,301,9,6,31,104,3,86,0,16,54,15,8,560
1,ALBA,"LICEUL TEHNOLOGIC ”TIMOTEI CIPARIU”",85,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",3840,3833,7,3265,3260,1,4,4339,1074,2884,381,46,2,5,156,582,2,3,82,12,1199,154,456,15,168,0,2
1,ALBA,"LICEUL TEORETIC ”PETRU MAIOR”",159,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2836,2830,6,2707,2703,4,0,2911,204,2400,307,44,50,31,1,22,271,20,10,7,49,9,340,213,1210,36,87
1,ALBA,"LICEUL TEORETIC TEIUŞ",168,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2869,2864,5,2587,2578,5,4,3184,597,2406,181,46,5,23,4,46,1049,223,22,134,5,481,8,14,4,329,13
1,ALBA,"LOCUINȚE SOCIALE - CĂRPINIȘ",364,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2836,2832,4,2810,2803,3,4,3137,327,1873,937,41,3,7,20,12,934,71,64,282,260,138,8,2,17,14,0
1,ALBA,"PIAŢA AGROALIMENTARĂ",76,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",3216,3210,6,3115,3114,1,0,3643,528,2885,230,5,891,0,21,490,7,19,4,154,176,170,558,15,276,85,14
1,ALBA,"PRIMĂRIA CENADE",220,CENADE,3761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1075,1071,4,938,938,0,0,1497,559,844,94,13,13,1,3,93,11,48,17,2,136,385,5,0,73,42,2
1,ALBA,"PRIMĂRIA COMUNEI ALMAȘU MARE",189,"ALMAŞU MARE",2309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",3070,3064,6,2548,2542,4,2,3380,832,2140,408,50,883,24,9,321,102,13,136,113,340,20,40,78,0,5,6
1,ALBA,"PRIMARIA COMUNEI BLANDIANA",209,BLANDIANA,3397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1690,1680,10,1607,1591,7,9,1742,135,1577,30,720,4,5,5,110,18,8,195,11,55,35,97,152,127,5,30
1,ALBA,"PRIMĂRIA COMUNEI CÎLNIC",218,CÂLNIC,4106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2772,2762,10,2554,2546,5,3,3012,458,1949,605,44,59,9,83,589,246,46,239,22,19,205,3,25,61,115,184
1,ALBA,"PRIMĂRIA COMUNEI CIURULEASA",236,CIURULEASA,4008,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2842,2839,3,2647,2644,2,1,2929,282,2235,412,155,5,20,319,11,100,30,43,578,513,444,4,3,2,1,7
1,ALBA,"PRIMĂRIA COMUNEI CRĂCIUNELU DE JOS",238,"CRĂCIUNELU DE JOS",4188,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",3424,3416,8,2968,2962,1,5,3845,877,2921,47,33,1186,513,3,326,173,3,227,25,9,85,12,175,1,150,0
1,ALBA,"PRIMĂRIA COMUNEI GÂRBOVA",260,GÂRBOVA,4482,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2294,2293,1,1883,1883,0,0,2628,745,1375,508,67,79,3,152,115,11,86,144,252,18,12,12,40,9,353,22
1,ALBA,"PRIMĂRIA COMUNEI IGHIU",277,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2597,2595,2,2450,2449,0,1,2797,347,2026,424,25,77,3,6,113,1,62,227,32,52,903,494,6,16,0,9
1,ALBA,"PRIMĂRIA COMUNEI NOȘLAC",327,NOŞLAC,6048,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3305,3296,9,3260,3249,9,2,3727,467,2769,491,1,199,16,44,35,776,4,551,94,10,99,2,10,3,345,580
1,ALBA,"PRIMĂRIA COMUNEI POIANA VADULUI",342,"POIANA VADULUI",6271,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2390,2390,0,2299,2299,0,0,2772,473,2294,5,345,610,5,143,178,89,26,353,225,8,4,32,14,6,224,32
1,ALBA,"PRIMARIA COMUNEI PONOR",343,PONOR,6397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1454,1453,1,1428,1427,0,1,1614,186,807,621,19,190,20,20,13,1,92,246,31,29,18,8,63,42,5,10
1,ALBA,"PRIMĂRIA COMUNEI RÎMEŢ",353,RÂMEŢ,6627,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2030,2022,8,1508,1499,4,5,2177,669,1388,120,312,68,111,7,78,2,2,12,11,13,34,48,636,7,44,3
1,ALBA,"PRIMARIA COMUNEI ROȘIA MONTANĂ",362,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2977,2968,9,2369,2355,9,5,2990,621,2121,248,11,160,51,42,243,36,5,635,116,109,177,56,6,318,22,134
1,ALBA,"PRIMĂRIA COMUNEI SÂNTIMBRU",382,SÂNTIMBRU,7384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2028,2028,0,2028,2028,0,0,2298,270,1986,42,0,33,58,29,111,8,23,908,7,5,27,31,180,33,19,514
1,ALBA,"PRIMĂRIA COMUNEI ŞUGAG",414,ŞUGAG,8014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2783,2775,8,2530,2522,1,7,3230,700,2369,161,12,92,70,127,15,19,201,489,13,4,7,847,196,161,115,1
1,ALBA,"PRIMĂRIA COMUNEI VIDRA",431,VIDRA,8425,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",2930,2926,4,2520,2517,1,2,3319,799,2280,240,137,14,379,32,63,22,3,721,119,17,21,30,215,39,365,103
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",244,"DAIA ROMÂNĂ",4240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",993,992,1,936,934,1,1,1467,531,601,335,0,171,7,13,123,158,22,32,10,2,25,32,3,1,1,1
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",245,"DAIA ROMÂNĂ",4240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2377,2373,4,2339,2335,1,3,2649,310,2125,214,125,20,3,198,193,210,108,711,9,226,142,39,44,62,6,29
1,ALBA,"PRIMĂRIA LOPADEA NOUĂ",296,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1437,1429,8,1435,1421,8,6,1864,429,1278,157,10,0,7,26,9,271,103,27,9,209,200,70,18,263,9,47
1,ALBA,"PRIMĂRIA ORAŞULUI CÂMPENI",124,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2180,2177,3,2108,2107,0,1,2453,345,1860,248,3,1,425,3,38,103,1,6,487,2,330,169,17,99,119,57
1,ALBA,"PRIMĂRIA ROŞIA DE SECAŞ",359,"ROŞIA DE SECAŞ",6930,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1092,1091,1,1081,1079,1,1,1390,309,1003,78,0,169,9,1,178,0,88,38,103,9,333,26,7,2,13,27
1,ALBA,"PRIMĂRIA VALEA LUNGĂ",426,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",2090,2087,3,1747,1744,1,2,2530,783,1372,375,112,5,1,502,0,72,44,272,98,5,32,18,161,1,14,35
1,ALBA,"REFUGIU TURISTIC VALEA BARNII",326,MOGOŞ,5826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2464,2464,0,1640,1640,0,0,2627,987,1595,45,287,375,164,169,14,31,7,13,14,51,3,379,19,12,44,13
1,ALBA,"SALA DE FESTIVITĂŢI DIN SÎNCRAI",75,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1177,1174,3,888,884,2,2,1337,449,882,6,11,236,8,1,21,150,19,0,62,80,147,33,10,82,7,15
1,ALBA,"SALA DE FESTIVITĂŢI MESENTEA",257,"GALDA DE JOS",4366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2563,2555,8,2294,2284,4,6,2904,610,1801,493,0,7,2,746,12,32,174,14,306,349,39,59,1,0,47,13
1,ALBA,"SALA DE ÎNTRUNIRI",242,CRICĂU,4142,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2761,2753,8,1952,1947,2,3,3141,1189,1911,41,57,652,56,5,65,305,5,0,6,58,71,564,33,11,21,2
1,ALBA,"SALA MULTIFUNCȚIONALĂ BIIA",407,ŞONA,7865,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2139,2136,3,1478,1476,2,0,2268,790,1303,175,31,144,19,98,201,75,54,8,13,15,34,19,549,11,13,19
1,ALBA,"SALA PAROHIALĂ SIBIŞENI",436,"VINŢU DE JOS",8826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",2064,2056,8,2060,2049,8,3,2385,325,1745,315,625,5,240,2,236,66,205,4,1,4,1,193,87,21,35,20
1,ALBA,"SC HIDROCONSTRUCȚIA SA SEBEȘ PUNCT DE LUCRU SAT LAZURI",395,SOHODOL,7446,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2102,2094,8,1726,1720,5,1,2505,779,1469,257,8,2,160,1,21,12,13,163,3,5,63,9,26,139,349,495
1,ALBA,"ȘCOALA CU CLASELE I-IV - CORNA",365,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2015,2007,8,1346,1335,5,6,2115,769,1106,240,10,6,35,18,19,5,186,41,4,8,25,392,138,119,10,90
1,ALBA,"ȘCOALA CU CLASELE I-IV DEALU GEOAGIULUI",284,ÎNTREGALDE,4981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",654,645,9,654,648,6,0,791,137,536,118,7,11,8,104,0,0,13,0,16,0,1,2,24,30,85,235
1,ALBA,"ȘCOALA CU CLASELE I-IV GHIONCANI",285,ÎNTREGALDE,4981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1343,1338,5,1167,1160,4,3,1546,379,710,457,63,2,73,50,2,16,44,4,19,78,40,3,50,12,12,242
1,ALBA,"ŞCOALA CU CLASELE I-IV - GURA ROȘIEI",363,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2513,2503,10,2484,2468,10,6,2573,89,2225,259,4,3,77,212,18,30,3,10,426,2,137,10,51,132,1044,66
1,ALBA,"ȘCOALA CU CLASELE I-IV - LUNCA",346,POŞAGA,6468,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3216,3216,0,2956,2956,0,0,3493,537,2490,466,225,32,84,8,147,387,310,71,2,367,120,13,70,61,57,536
1,ALBA,"ȘCOALA CU CLASELE I-IV - ORĂȘTI",347,POŞAGA,6468,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3397,3389,8,3146,3134,5,7,3812,666,2628,518,59,406,18,172,5,78,5,23,911,524,46,4,4,6,365,2
1,ALBA,"ŞCOALA CU CLASELE I-IV RĂCĂTĂU",211,BLANDIANA,3397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2061,2051,10,1706,1693,3,10,2160,454,1694,12,0,59,32,30,242,323,197,7,591,84,12,12,88,5,11,1
1,ALBA,"ŞCOALA CU CLASELE I-IV, SAT BUTEŞTI",325,MOGOŞ,5826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1766,1756,10,1245,1233,10,2,1858,613,1019,226,187,16,7,141,10,1,43,21,3,416,33,8,53,2,62,16
1,ALBA,"ŞCOALA CU CLASELE I-IV - VÎRTOP",366,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",962,952,10,767,762,0,5,974,207,573,194,44,9,74,26,75,0,2,152,36,9,5,0,103,10,26,2
1,ALBA,"ŞCOALA GENERALĂ CISTEIU DE MUREŞ",163,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1994,1994,0,1871,1871,0,0,2483,612,1848,23,7,118,702,6,357,3,3,80,48,169,87,17,181,23,43,4
1,ALBA,"SCOALA GENERALA CRĂCIUNELU DE SUS",227,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",3280,3277,3,3121,3115,3,3,3649,528,2952,169,321,222,77,33,827,226,4,6,600,0,495,14,77,7,5,38
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",117,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2522,2516,6,2490,2484,1,5,2580,90,2314,176,4,17,308,2,4,555,3,64,128,2,81,131,21,973,19,2
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",118,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1682,1680,2,1554,1554,0,0,1913,359,1455,99,22,163,264,10,19,8,9,421,49,13,14,177,106,144,36,0
1,ALBA,"ŞCOALA GENERALĂ CUNŢA",411,ŞPRING,7945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2073,2073,0,2001,2001,0,0,2382,381,1996,5,10,143,23,0,187,44,2,2,554,70,22,3,800,90,33,13
1,ALBA,"SCOALA GENERALA SÎNTĂMĂRIE",228,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2242,2241,1,2242,2241,0,1,2503,261,2182,60,1,99,112,1039,133,53,9,118,24,209,23,95,133,20,17,97
1,ALBA,"ŞCOALA GIMNAZIALĂ AMPOIŢA",310,METEŞ,5577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1397,1391,6,1361,1355,2,4,1558,197,1097,264,8,79,15,96,106,114,22,4,262,138,24,7,43,121,22,36
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ARON COTRUŞ” CERGĂU MARE",221,CERGĂU,3805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1488,1485,3,1384,1384,0,0,1888,504,845,539,7,41,155,3,104,14,346,7,25,38,1,39,7,37,3,18
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AUGUSTIN BENA” PIANU DE JOS",338,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3256,3255,1,2987,2986,0,1,3697,710,2932,55,206,4,120,134,8,17,357,67,12,27,610,8,4,18,1216,124
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",5,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:22",2392,2385,7,1656,1649,5,2,2707,1051,1480,176,98,28,87,330,3,474,1,19,35,0,60,88,239,13,4,1
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",4,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:22",758,748,10,665,652,8,5,802,137,661,4,0,149,157,0,26,2,2,44,2,1,157,1,20,17,73,10
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” ABRUD",113,"ORAŞ ABRUD",1151,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",999,990,9,742,728,9,5,1073,331,688,54,0,290,114,26,1,0,74,1,5,65,41,14,2,26,7,22
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” GRADINIȚA CU PROGRAM NORMAL NR. 1 ABRUD",114,"ORAŞ ABRUD",1151,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",1514,1507,7,1502,1500,2,0,1649,147,1131,371,118,6,0,13,52,50,97,20,74,2,30,350,141,40,103,35
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU” GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1 ABRUD",115,"ORAŞ ABRUD",1151,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",3146,3137,9,3078,3074,3,1,3607,529,2993,85,78,70,3,558,441,98,19,56,28,2,128,1463,21,8,14,6
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",418,UNIREA,8158,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",2930,2929,1,2904,2903,0,1,2967,63,2901,3,381,17,312,12,4,75,91,626,168,50,46,272,17,514,169,147
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",417,UNIREA,8158,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",1539,1529,10,1421,1417,0,4,1566,145,976,445,3,247,17,1,5,299,31,36,17,174,21,28,34,13,2,48
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",173,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2189,2181,8,2151,2141,2,8,2370,219,2077,74,82,32,4,614,8,24,23,131,339,5,6,93,304,347,61,4
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",174,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2621,2611,10,2222,2214,6,2,2725,503,1817,405,319,1,249,151,2,27,17,885,2,79,6,28,0,30,4,17
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",60,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",3496,3492,4,3311,3305,4,2,3922,611,2773,538,20,794,5,35,37,1,2,1198,200,125,59,0,9,17,205,66
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",61,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",1879,1876,3,1826,1823,0,3,2255,429,1280,546,27,32,33,22,1,364,7,8,542,2,153,0,16,1,29,43
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",59,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2486,2482,4,2425,2422,2,1,2658,233,2406,19,54,103,644,22,207,871,64,34,33,9,158,21,23,10,143,10
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",58,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",597,592,5,597,591,1,5,648,51,564,33,1,1,0,18,251,39,5,4,15,155,0,8,2,1,47,17
1,ALBA,"ȘCOALA GIMNAZIALĂ „AXENTE SEVER” AIUD",62,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",1215,1214,1,1186,1185,1,0,1590,404,900,286,1,8,50,1,392,19,12,84,46,2,51,2,105,3,122,2
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” MĂNĂRADE",92,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",846,842,4,709,704,3,2,865,156,541,168,26,18,2,22,43,0,1,4,184,4,10,171,24,0,3,29
1,ALBA,"ŞCOALA GIMNAZIALĂ BENIC",254,"GALDA DE JOS",4366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",3163,3154,9,3144,3130,9,5,3621,477,2481,663,10,27,659,480,28,30,4,1,785,88,10,20,59,240,10,30
1,ALBA,"ŞCOALA GIMNAZIALĂ CÂMPENI",125,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2442,2441,1,2130,2128,1,1,2809,679,1680,450,181,6,188,20,14,372,534,5,44,84,27,116,13,52,2,22
1,ALBA,"ȘCOALA GIMNAZIALĂ CÂMPENI",126,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",3035,3029,6,2905,2898,4,3,3170,265,2415,490,50,22,13,823,11,661,118,27,37,4,131,7,445,2,36,28
1,ALBA,"ŞCOALĂ GIMNAZIALĂ CIUGUD",230,CIUGUD,1071,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",2217,2208,9,2039,2030,2,7,2569,530,1997,42,13,193,594,49,6,74,62,9,323,80,33,70,17,336,136,2
1,ALBA,"ŞCOALA GIMNAZIALĂ - CRĂCIUNELU DE JOS",239,"CRĂCIUNELU DE JOS",4188,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",2199,2197,2,1637,1633,2,2,2696,1059,1381,256,3,24,26,249,49,9,6,43,16,12,40,544,155,117,11,77
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DAVID PRODAN” SĂLIȘTEA",369,SĂLIŞTEA,7044,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2814,2808,6,2634,2628,2,4,2816,182,2213,421,42,7,41,13,7,33,134,272,2,437,102,47,88,15,294,679
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DEMETRIU RADU” RĂDEȘTI",350,RĂDEŞTI,6547,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2465,2460,5,2398,2389,5,4,2740,342,2384,14,54,170,101,104,7,335,597,607,325,9,0,2,8,36,13,16
