precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",13,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:06",1156,1156,0,539,486,0,53,1200,657,521,18,32,30,2,10,19,5,136,4,88,5,2,23,5,130,23,7
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",14,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:29:49",1264,1264,0,589,545,0,44,1500,911,573,16,38,18,14,16,30,2,159,0,76,5,6,14,8,164,17,6
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",112,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:59:58",1676,1676,0,823,744,0,79,2100,1277,802,21,94,23,4,29,39,4,186,0,80,2,5,14,9,260,47,6
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",113,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:43:05",1022,1022,0,500,383,0,117,1300,800,478,22,44,17,6,10,38,1,125,4,62,5,1,7,4,92,58,4
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",111,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:25:01",1138,1138,0,637,499,0,138,1200,563,619,18,54,15,3,40,32,4,186,2,49,4,4,18,5,126,67,10
37,TIMIŞ,"GRĂDINIȚA CU P.N. BENCECU DE JOS",520,PIŞCHIA,158181,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:30",318,318,0,235,221,0,14,399,164,221,14,4,18,1,1,6,0,140,1,30,1,2,2,1,9,4,1
37,TIMIŞ,"GRĂDINIȚA CU P.N.MURANI NR.383",522,PIŞCHIA,158181,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:28:42",509,509,0,352,329,0,23,600,248,328,24,11,22,2,5,6,0,188,2,37,4,6,9,12,20,3,1
37,TIMIŞ,"GRĂDINIȚA CU P.P. RECAȘ",284,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:30:13",1397,1397,0,784,760,0,24,1600,816,745,39,15,83,3,25,19,8,351,4,99,1,3,9,74,39,8,4
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",322,BELINŢ,155797,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:57",184,184,0,125,106,0,19,300,175,118,7,5,13,2,1,0,4,58,0,17,1,0,3,1,8,3,2
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",320,BELINŢ,155797,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:43",170,170,0,101,92,0,9,200,99,98,3,0,7,0,1,0,0,60,0,15,0,0,1,0,13,1,0
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CHIZATAU",321,BELINŢ,155797,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:06",599,599,0,422,373,0,49,708,286,397,25,4,19,0,2,6,5,264,1,34,1,1,9,1,34,15,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CLARII VII",282,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:19:20",216,216,0,96,85,0,11,400,304,91,5,2,4,0,1,2,0,39,0,32,1,0,1,0,4,0,5
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL CRIVINA DE SUS",516,PIETROASA,158136,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:27:55",163,163,0,112,111,0,1,198,86,104,8,2,4,0,0,0,1,65,0,31,1,0,0,0,0,0,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL FĂGET",258,"ORAŞ FĂGET",156801,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:59:58",1365,1365,0,750,731,0,19,1400,650,701,49,12,67,0,8,15,11,381,1,142,2,2,6,8,36,9,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL GRĂNICERII",421,GIERA,157273,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:04:31",198,198,0,88,84,0,4,300,212,82,6,2,6,0,5,2,1,38,0,17,0,0,3,0,8,0,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL IOHANISFELD",503,OTELEC,159525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:06",862,862,0,321,302,0,19,900,579,307,14,9,9,1,4,7,3,168,3,42,1,2,4,1,46,7,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.13",226,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:20:28",1546,1546,0,677,661,0,16,1600,923,653,24,40,39,5,46,18,2,241,2,106,10,1,21,6,94,14,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",219,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:54:53",1027,1027,0,475,466,0,9,1100,625,453,22,15,30,5,14,13,6,180,1,84,3,3,11,9,67,10,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 TĂPIA",239,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:31",273,273,0,129,119,0,10,300,171,125,4,2,15,1,0,1,1,60,0,24,0,0,1,2,13,3,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL OFSENIŢA",303,BANLOC,155591,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:37:51",314,314,0,150,142,0,8,400,250,145,5,2,5,1,0,3,1,104,0,19,1,0,0,1,7,0,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL PARTOŞ",304,BANLOC,155591,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:46:33",370,370,0,185,176,0,9,500,315,180,5,4,8,0,14,0,0,136,0,12,1,0,0,0,2,3,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL PIETROASA",515,PIETROASA,158136,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:45:58",268,268,0,220,217,0,3,299,79,203,17,0,5,0,2,2,1,143,0,34,2,0,2,2,8,2,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL REMETEA-LUNCĂ",472,MĂNĂŞTIUR,157736,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:10:42",330,330,0,237,217,0,20,400,163,215,22,0,25,0,27,3,5,66,0,58,1,2,1,7,17,1,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SÂNPETRU MIC",607,VARIAŞ,159213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:49",451,451,0,193,178,0,15,500,307,173,20,4,11,0,14,4,3,102,0,13,0,0,4,3,7,8,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SOCA",305,BANLOC,155591,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:48:03",444,444,0,250,235,0,15,500,250,229,21,4,16,1,3,3,4,134,0,46,2,1,3,0,9,3,0
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL TOAGER",422,GIERA,157273,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:18:08",305,305,0,165,159,0,6,400,235,146,19,0,12,0,14,0,5,72,0,18,1,0,1,12,9,1,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL VIZEJDIA",441,GOTTLOB,159419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:01:52",368,368,0,160,159,0,1,400,240,146,14,2,18,1,0,6,5,84,0,26,0,0,1,0,0,3,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT BECICHERECU MIC",317,"BECICHERECU MIC",155760,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:58",1572,1572,0,811,780,0,31,1800,989,755,56,27,46,2,19,18,1,355,7,131,6,3,15,19,87,12,7
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",379,"DUDEŞTII NOI",159384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:30:42",1513,1513,0,879,840,0,39,1700,821,845,34,23,42,6,6,26,4,255,1,110,8,2,14,58,275,13,2
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",380,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:47:37",1619,1619,0,985,944,0,41,1800,815,951,34,19,46,4,8,31,9,295,4,126,4,11,20,38,308,18,10
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT GIARMATA",416,GIARMATA,157246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:44",1669,1669,0,807,794,0,13,1805,998,774,33,29,44,6,11,24,5,378,7,147,2,3,21,4,72,17,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NADRAG",487,NĂDRAG,157898,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:30:01",1015,1015,0,538,514,0,24,1100,562,517,21,5,42,1,9,12,9,310,0,44,1,1,8,6,60,9,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12)",138,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:52",736,736,0,300,270,0,30,800,500,292,8,24,9,3,10,6,3,83,0,52,0,2,5,3,70,19,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",125,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:21",966,966,0,468,433,0,35,1000,532,450,18,50,8,13,6,13,2,140,0,61,4,3,14,5,98,28,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",124,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:17:44",1142,1142,0,523,473,0,50,1200,677,497,26,40,18,4,8,24,5,168,4,67,5,2,6,10,102,27,7
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.13 TIMIȘOARA",207,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:34",447,447,0,234,221,0,13,500,266,225,9,27,14,2,3,7,1,44,2,57,1,1,4,5,46,8,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",228,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:37",1415,1415,0,524,513,0,11,1500,976,498,26,10,35,6,31,15,4,173,2,100,3,0,10,7,73,23,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",49,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:36:40",1292,1292,0,615,598,0,17,1300,685,601,14,64,25,1,23,20,1,135,4,86,3,1,19,9,177,31,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",48,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:32",1350,1350,0,635,614,0,21,1400,765,613,22,43,21,6,12,30,2,168,4,77,5,3,21,8,175,28,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",177,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:54",1480,1480,0,615,587,0,28,1500,885,583,32,53,13,5,28,26,3,167,0,89,6,0,16,9,144,21,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",178,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:38:12",1276,1276,0,627,612,0,15,1300,673,612,15,46,27,3,20,21,6,188,1,81,3,1,12,12,161,27,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",176,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:50:57",1445,1445,0,605,576,0,29,1500,895,592,13,54,28,2,18,15,4,178,3,81,3,2,19,8,141,33,3
37,TIMIŞ,"GRADINIŢA CU PROGRAM PRELUNGIT NR.23",145,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:56",1103,1103,0,473,437,0,36,1200,727,465,8,37,28,7,18,15,2,123,2,32,2,2,16,12,136,26,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",46,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:26:19",1220,1220,0,561,514,0,47,1300,739,552,9,75,19,3,28,25,2,126,1,64,4,6,10,4,155,26,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",47,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:58",1203,1203,0,554,502,0,52,1300,746,547,7,65,15,5,12,21,5,138,3,67,1,8,8,4,161,27,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",106,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:40:16",1941,1941,0,973,943,0,30,2000,1027,951,22,129,18,12,28,41,1,254,2,87,9,6,16,5,291,50,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",107,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:15:43",1833,1833,0,904,866,0,38,1900,996,886,18,75,39,6,33,43,9,234,1,115,2,5,19,12,249,39,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",211,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:59:08",1338,1338,0,615,605,0,10,1400,785,594,21,29,34,4,16,25,8,212,2,167,5,2,13,5,53,17,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",210,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:41:28",1622,1622,0,662,644,0,18,1700,1038,619,43,37,35,2,18,14,8,221,3,145,4,5,9,13,88,15,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.36",41,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:36:57",1153,1153,0,526,457,0,69,1200,674,512,14,67,21,2,24,24,1,126,1,52,4,2,12,11,124,38,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",19,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:43",1335,1335,0,584,514,0,70,1400,816,558,26,60,16,8,15,20,5,150,0,70,11,1,7,7,139,46,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",18,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:37",1599,1599,0,732,690,0,42,1700,968,718,14,77,23,3,20,26,3,200,5,75,3,9,16,8,203,44,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",203,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:15",1282,1282,0,575,561,0,14,1300,725,561,14,42,26,3,25,20,7,152,2,88,4,2,18,7,131,23,11
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",204,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:00:53",1230,1230,0,539,520,0,19,1300,761,523,16,41,19,5,16,20,0,149,1,118,0,6,10,2,113,17,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",213,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:47",1007,1007,0,396,391,0,5,1100,704,372,24,17,28,2,12,11,8,137,2,75,0,1,11,5,52,6,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",212,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:20:59",1180,1180,0,471,461,0,10,1200,729,452,19,21,33,4,23,8,3,162,4,74,6,5,10,5,82,10,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",215,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:14:09",1243,1243,0,478,470,0,8,1300,822,451,27,16,26,6,19,19,2,178,0,72,5,4,10,11,69,9,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",216,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:50:53",1098,1098,0,454,445,0,9,1500,1046,437,17,20,24,2,23,11,2,173,1,86,3,3,8,8,59,13,1
37,TIMIŞ,"GRADINITA PN",373,DAROVA,156623,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:30",294,294,0,221,216,0,5,300,79,203,18,8,14,0,1,9,4,86,2,42,3,0,3,7,16,5,3
37,TIMIŞ,"GRADINITA PN BODO",299,BALINŢ,155546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:53:01",428,428,0,258,242,0,16,600,342,239,19,4,3,1,82,2,16,32,4,24,1,2,8,1,51,6,2
37,TIMIŞ,"GRADINITA PN JEBEL",450,JEBEL,157424,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:53:35",1582,1582,0,942,846,0,96,1700,758,896,46,28,60,0,18,21,14,487,2,186,8,1,12,5,34,13,7
37,TIMIŞ,"GRĂDINIŢA PN UTVIN",559,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:35:25",1348,1348,0,737,705,0,32,1400,663,702,35,32,24,1,11,24,6,246,3,196,1,5,19,3,100,21,10
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 ETAJ, SÂNNICOLAU MARE",295,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:10:43",1456,1456,0,683,662,0,21,1700,1017,657,26,26,31,3,48,18,6,236,3,90,0,4,19,58,96,16,3
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 PARTER, SÂNNICOLAU MARE",294,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:01",1930,1930,0,876,866,0,10,2200,1324,839,37,15,47,0,29,28,6,273,5,174,10,0,23,94,106,23,6
37,TIMIŞ,"IMOBIL PROPRIETATE A FUNDAȚIEI MISIUNEA PÂINEA VIEȚII",231,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:59:58",462,462,0,232,220,0,12,800,568,211,21,6,21,1,11,3,9,75,0,55,4,4,2,5,12,0,3
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII BOTEȘTI S.R.L.",229,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:48",1349,1349,0,636,623,0,13,1400,764,629,7,36,39,1,26,15,5,238,3,94,7,5,20,9,115,9,7
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII RIVA INTIMA S.R.L.",230,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:25:26",1315,1315,0,581,576,0,5,1400,819,558,23,31,31,8,20,12,8,222,4,103,8,1,11,13,70,14,2
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII VITIDA MINERAL SRL-FOST MAGAZIN PREZENTARE",218,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:40:57",1356,1356,0,562,551,0,11,1400,838,539,23,10,57,3,9,20,6,225,6,101,8,2,14,7,52,18,1
37,TIMIŞ,"INCUBATORUL DE AFACERI JIMBOLIA",279,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:25",1445,1445,0,578,560,0,18,1600,1022,543,35,17,27,3,56,11,7,185,2,127,2,5,14,2,63,10,12
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",11,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:28:46",1159,1159,0,463,422,0,41,1200,737,447,16,36,27,1,16,19,3,110,5,62,1,3,15,3,113,31,2
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",12,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:39",1301,1301,0,532,474,0,58,1400,868,520,12,62,23,2,9,24,5,131,3,61,1,1,6,3,146,39,4
37,TIMIŞ,"LICEUL CU PROGRAM SPORTIV ”BANATUL”",109,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:25",1192,1192,0,557,499,0,58,1600,1043,534,23,49,9,5,19,23,6,134,0,61,1,3,12,10,155,44,3
37,TIMIŞ,"LICEUL DE ARTĂ ”ION VIDU” TIMIȘOARA",110,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:02:15",501,501,0,780,216,0,564,1000,220,766,14,38,21,2,14,86,3,94,2,37,0,1,9,6,104,345,4
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",165,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:30",866,866,0,317,271,0,46,1200,883,304,13,27,16,5,7,22,2,71,1,44,1,1,9,6,66,24,2
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",163,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:05",1545,1545,0,645,600,0,45,1600,955,626,19,61,47,4,23,13,16,167,1,78,5,6,19,3,156,22,5
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",164,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:19:38",1298,1298,0,397,359,0,38,1300,903,384,13,24,32,6,7,9,5,104,0,55,4,4,13,8,94,16,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",127,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:29:09",916,916,0,521,467,0,54,1400,879,501,20,63,22,4,10,20,2,121,3,46,2,5,11,5,146,36,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",130,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:56:22",1274,1274,0,577,520,0,57,1300,723,560,17,48,20,8,13,32,7,145,3,78,5,6,13,14,145,19,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",128,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:36:01",1051,1051,0,470,434,0,36,1100,630,453,17,33,10,2,18,17,11,109,1,71,5,2,7,8,125,30,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",131,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:18:36",1025,1025,0,459,412,0,47,1100,641,441,18,37,12,3,10,15,4,111,0,65,3,5,11,2,124,35,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",129,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:12:06",1121,1121,0,489,446,0,43,1200,711,482,7,40,22,2,13,25,1,135,1,53,5,2,9,3,132,36,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",126,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:04:33",1210,1210,0,526,503,0,23,1300,774,514,12,51,42,2,10,25,4,138,2,58,1,1,15,5,135,23,2
