precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",132,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:01",1234,1234,0,514,505,0,9,1341,827,491,23,19,2,4,25,287,37,5,71,3,12,4,11,0,5,2,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",128,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:54",1189,1189,0,354,350,0,4,1300,946,346,8,2,4,3,21,169,33,11,69,2,9,3,5,4,0,10,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",129,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:08",1234,1234,0,405,398,0,7,1470,1065,394,11,5,1,3,18,188,46,9,86,1,15,5,4,8,3,2,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",114,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:44:04",1053,1053,0,421,414,0,7,1150,729,407,14,3,5,1,31,220,31,13,57,1,8,6,11,7,9,3,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",111,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:48:33",1338,1338,0,460,456,0,4,1500,1040,428,32,6,4,7,14,205,51,9,74,2,7,4,11,8,8,17,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",110,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:59:55",1246,1246,0,480,470,0,10,1400,920,452,28,3,3,2,11,267,44,9,78,4,7,2,9,5,2,3,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",113,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:09",1112,1112,0,450,441,0,9,1200,750,423,27,2,2,1,18,241,40,13,68,2,10,4,7,8,4,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",112,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:16",1146,1146,0,423,418,0,5,1250,827,408,15,4,6,9,28,206,35,3,57,0,11,2,16,12,7,11,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",101,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:44:22",900,900,0,307,295,0,12,1000,693,302,5,5,1,4,13,167,21,5,53,3,9,2,4,5,8,2,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",103,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:57:56",1074,1074,0,435,428,0,7,1200,765,420,15,3,2,3,27,227,32,4,80,3,18,1,11,4,3,2,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",102,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:42:31",1065,1065,0,356,339,0,17,1200,844,346,10,2,3,4,17,195,35,5,55,8,3,0,6,3,3,5,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",116,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:59",1306,1306,0,474,467,0,7,1450,976,450,24,4,0,2,10,259,34,7,94,4,11,4,6,4,2,8,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",117,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:08:21",1401,1401,0,544,528,0,16,1550,1006,517,27,3,4,1,22,273,75,7,76,10,12,5,11,10,0,8,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",118,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:13:25",1235,1235,0,548,532,0,16,1350,802,520,28,5,10,5,28,281,42,9,93,0,11,5,11,6,7,6,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",119,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:54",1420,1420,0,462,458,0,4,1550,1088,439,23,2,2,2,10,240,53,9,78,2,9,3,9,9,7,4,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",14,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:11",1290,1290,0,505,498,0,7,1400,895,487,18,1,2,4,46,245,33,11,78,2,17,3,16,11,8,5,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",13,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:15:37",1196,1196,0,526,519,0,7,1300,774,497,29,4,1,6,28,253,30,19,76,3,17,6,23,11,17,2,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",12,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:12:53",1400,1400,0,539,530,0,9,1550,1011,514,25,3,0,12,36,264,51,0,100,0,13,1,6,10,4,9,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",11,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:23",1289,1289,0,520,509,0,11,1393,873,494,26,3,4,2,37,249,53,16,66,4,20,5,14,6,8,3,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",28,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:55",791,791,0,287,280,0,7,900,613,283,4,1,2,0,17,163,25,0,43,1,6,0,4,6,7,6,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",27,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:40:48",1162,1162,0,462,455,0,7,1300,838,449,13,1,4,1,34,235,18,16,73,0,17,3,21,12,6,7,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",24,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:30",950,950,0,369,361,0,8,1050,681,354,15,4,0,3,35,199,25,5,45,1,14,3,7,6,4,2,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",25,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:29",885,885,0,304,295,0,9,1000,696,289,15,2,4,2,9,175,23,2,50,1,3,2,7,2,4,2,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",26,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:31:17",907,907,0,337,332,0,5,1000,663,325,12,4,2,0,18,200,21,8,53,1,1,5,5,2,3,1,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",30,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:25",632,632,0,268,254,0,14,700,432,261,7,1,1,3,22,128,16,7,38,7,14,3,10,4,4,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",31,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:37:23",1108,1108,0,422,412,0,10,1200,778,401,21,6,5,3,35,206,40,8,62,1,8,3,5,8,6,5,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",32,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:39:15",1250,1250,0,473,466,0,7,1400,927,458,15,5,1,5,30,253,33,18,63,1,10,3,8,8,8,9,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",17,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:23:28",1016,1016,0,460,454,0,6,1100,653,434,13,3,7,8,32,217,19,15,63,0,11,4,10,17,23,3,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",19,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:25:41",1034,1034,0,444,438,0,6,1150,706,430,14,5,7,6,33,230,28,7,61,7,6,6,13,6,10,4,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",18,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:39",1360,1360,0,631,619,0,12,1500,869,597,34,1,11,9,45,315,36,19,87,5,19,1,16,23,5,4,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",16,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:27",968,968,0,374,359,0,15,1100,726,355,19,2,4,6,27,205,25,8,50,9,4,2,7,4,2,0,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",15,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:18:34",853,853,0,365,294,0,71,950,585,344,19,2,1,5,22,208,22,6,45,1,9,0,6,10,4,3,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",3,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:02",946,946,0,381,374,0,7,1050,669,366,15,2,5,9,16,213,25,7,53,8,7,0,8,4,1,6,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",2,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:40:52",1080,1080,0,431,424,0,7,1210,779,416,15,6,1,3,16,251,31,9,53,4,8,5,9,10,6,3,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",1,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:14",1617,1617,0,478,472,0,6,1650,1172,464,14,6,0,9,27,257,42,13,74,5,6,3,5,8,4,4,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",4,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:53",1079,1079,0,465,462,0,3,1200,735,444,21,5,3,6,21,262,40,15,55,3,9,0,8,10,3,3,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",88,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:57:09",1297,1297,0,518,508,0,10,1450,932,507,11,1,3,5,31,319,19,10,70,8,11,1,10,12,4,1,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",87,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:10",1059,1059,0,409,400,0,9,1150,741,388,21,1,1,1,26,213,35,8,53,3,12,3,12,12,6,2,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",90,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:36",1148,1148,0,416,407,0,9,1249,833,407,9,0,4,4,28,238,35,19,42,1,18,4,3,4,1,4,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",89,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:21",779,779,0,293,285,0,8,850,557,283,10,2,2,4,19,152,19,12,45,2,7,3,5,4,3,3,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",91,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:48",1247,1247,0,532,523,0,9,1400,868,526,6,4,6,3,47,325,29,14,54,3,16,4,9,6,3,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",140,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:12",1006,1006,0,381,374,0,7,1100,719,369,12,3,1,2,21,225,27,8,51,2,7,0,5,9,5,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",139,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:16",1383,1383,0,522,514,0,8,1500,978,507,15,0,6,8,30,270,41,9,85,2,10,4,15,10,9,4,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",138,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:30",1020,1020,0,407,402,0,5,1100,693,387,20,6,5,1,20,196,48,5,70,1,6,4,10,4,2,7,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",42,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:22:00",1047,1047,0,491,475,0,16,1150,659,472,19,4,4,3,28,252,22,12,73,1,16,6,19,21,8,2,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",43,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:34",1209,1209,0,508,493,0,15,1350,842,468,40,4,1,10,47,237,47,6,70,1,9,4,0,16,4,6,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",44,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:16",1035,1035,0,479,469,0,10,1150,671,466,13,2,1,1,49,266,25,9,68,2,4,2,17,11,7,0,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 5 „NIKOS KAZANTZAKIS”",62,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:30",925,925,0,348,333,0,15,1000,652,337,11,0,1,4,27,140,43,11,57,8,11,1,13,13,4,3,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",78,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:35",1141,1141,0,459,453,0,6,1248,789,450,9,6,4,0,44,242,27,14,65,0,11,0,12,19,3,1,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",77,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:29:25",1210,1210,0,519,513,0,6,1350,831,510,9,5,5,2,35,292,29,12,57,7,18,2,16,23,4,1,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",79,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:52:39",1106,1106,0,459,449,0,10,1250,791,450,9,5,13,2,35,219,38,9,70,1,14,3,13,18,4,4,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",80,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:54:54",1126,1126,0,499,492,0,7,1250,751,477,22,5,4,2,65,244,22,8,67,10,11,3,14,14,4,2,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",58,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:31",1055,1055,0,402,386,0,16,1200,798,389,13,3,4,2,31,215,19,12,51,8,7,2,9,14,5,3,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",60,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:26:33",844,844,0,402,345,0,57,950,548,394,8,6,3,3,24,204,33,5,59,6,23,5,5,11,6,0,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",59,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:22:53",899,899,0,356,344,0,12,999,643,352,4,3,2,2,43,162,22,6,62,0,11,0,9,20,7,3,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",48,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:37",1034,1034,0,414,408,0,6,1150,736,399,15,2,3,1,28,224,25,12,53,0,5,2,11,18,7,6,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",51,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:05:11",646,646,0,249,241,0,8,700,451,236,13,3,2,1,22,145,9,6,28,0,3,0,3,10,0,4,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",49,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:04",680,680,0,281,273,0,8,750,469,275,6,0,1,2,27,161,10,6,43,1,5,3,4,7,3,0,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",50,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:20",623,623,0,268,263,0,5,700,432,261,7,2,3,3,23,135,17,8,29,11,8,3,3,9,2,0,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",47,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:49:07",1293,1293,0,499,480,0,19,1450,951,483,16,10,2,0,30,234,32,0,85,5,13,4,21,27,11,7,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",106,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:46:28",1299,1299,0,499,493,0,6,1439,940,466,30,3,1,1,15,270,54,3,85,4,5,1,4,6,7,7,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",104,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:46",1187,1187,0,412,402,0,10,1300,888,386,26,1,0,0,11,242,34,3,73,1,4,2,9,1,1,4,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",105,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:08",1205,1205,0,465,452,0,13,1350,885,435,30,5,0,0,17,251,49,7,74,5,3,3,5,7,5,4,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",107,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:54",1303,1303,0,546,540,0,6,1450,904,520,26,3,4,2,36,254,61,11,83,3,19,7,5,11,6,10,5
9,BRĂILA,"ȘCOALA GIMNAZIALA OANCEA",223,ROMANU,43787,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:43",324,324,0,217,206,0,11,350,133,203,14,0,0,1,8,147,15,1,21,2,0,0,2,1,2,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PÂNTECANI",190,GALBENU,43180,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:37:00",134,134,0,103,88,0,15,150,47,94,9,0,0,0,0,69,3,3,15,1,0,0,0,1,2,0,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PERIȘORU",151,"ORAŞ IANCA",43331,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:52",846,846,0,434,422,0,12,950,516,413,21,2,0,0,6,294,27,3,65,0,1,3,0,1,2,6,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PLOPU",152,"ORAŞ IANCA",43331,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:07",1216,1216,0,731,699,0,32,1250,519,689,42,2,1,5,13,463,45,15,84,4,14,2,0,7,10,16,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ RACOVIȚA",217,RACOVIŢA,43698,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:03:19",692,692,0,485,451,0,34,750,265,430,55,1,2,8,43,224,22,1,106,7,0,0,3,1,4,6,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ „RADU TUDORAN”",115,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:31",1349,1349,0,451,443,0,8,1500,1049,431,20,5,4,4,22,228,45,3,78,1,8,5,7,8,4,8,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ RÎMNICELU",219,RÂMNICELU,43732,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:06",1061,1061,0,559,546,0,13,1200,641,528,31,2,2,0,7,421,22,5,59,1,2,0,1,1,2,2,1
9,BRĂILA,"ȘCOALA GIMNAZIALA ROMANU",222,ROMANU,43787,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:12",1118,1118,0,714,689,0,25,1206,492,634,80,2,2,5,17,425,35,18,66,12,18,3,7,9,7,4,4
9,BRĂILA,"SCOALA GIMNAZIALA SAT DEDULESTI",212,"MIRCEA VODĂ",43625,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:00",626,626,0,465,411,0,54,700,235,428,37,0,1,0,6,354,28,2,32,0,0,0,1,0,1,2,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ SĂTUC",191,GALBENU,43180,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:00",563,563,0,365,340,0,25,600,235,341,24,2,0,0,1,201,10,3,102,7,6,0,1,1,2,5,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ SCORȚARU NOU",231,"SCORŢARU NOU",43929,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:53:48",632,632,0,401,386,0,15,721,320,358,43,1,0,0,4,248,23,4,67,2,3,0,0,1,2,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ÎNSURĂȚEI - LOCAȚIA 1",154,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:02",1041,1041,0,495,486,0,9,1150,655,463,32,4,1,0,31,309,30,4,69,1,4,3,3,1,0,3,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ÎNSURĂȚEI - LOCAȚIA 1",155,"ORAŞ ÎNSURĂŢEI",43411,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:28:47",1052,1052,0,580,562,0,18,1100,520,559,21,1,2,1,59,320,66,7,75,1,7,2,3,2,2,10,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ” SPIRU HARET ” ÎNSURĂȚEI - LOCAȚIA 2",158,"ORAŞ ÎNSURĂŢEI",43411,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:06:49",1236,1236,0,622,618,0,4,1350,728,588,34,4,1,3,45,352,64,5,77,1,5,5,2,2,9,13,0
9,BRĂILA,"ȘCOALA GIMNAZIALA STĂNCUȚA",238,STĂNCUŢA,44060,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:02:09",1167,1167,0,842,809,0,33,1300,458,796,46,1,3,3,11,578,61,7,108,4,5,2,4,3,1,5,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",248,ŞUŢEŞTI,44140,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:07:48",907,907,0,581,558,0,23,952,371,524,57,1,0,2,7,440,19,5,40,3,1,1,2,0,1,2,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",247,ŞUŢEŞTI,44140,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:06:13",1209,1209,0,800,763,0,37,1340,540,744,56,5,0,5,5,603,34,4,72,3,0,3,6,1,3,0,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ȚĂCĂU",205,MĂRAŞU,43493,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:00:04",496,496,0,370,360,0,10,550,180,327,43,0,0,1,3,284,8,2,21,1,0,0,1,0,1,4,1
