precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA AUR-voturi"
1,ALBA,"LICEUL ”HOREA, CLOŞCA ŞI CRIŞAN” ABRUD",116,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:08:03",986,986,0,573,537,0,36,1099,526,563,10,5,7,10,4,4,8,6,0,0,34,8,372,11,6,15,73
1,ALBA,"LICEUL TEHNOLOGIC AGRICOL ”ALEXANDRU BORZA” CIUMBRUD",71,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:22",1066,1066,0,549,541,0,8,1152,603,531,18,2,6,2,1,1,6,0,0,2,18,6,257,11,134,3,82
1,ALBA,"LICEUL TEHNOLOGIC AIUD",65,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:33:32",639,639,0,283,276,0,7,700,417,280,3,3,0,20,0,0,6,1,2,1,4,9,134,5,48,17,30
1,ALBA,"LICEUL TEHNOLOGIC AIUD",64,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:00:32",716,716,0,323,313,0,10,787,464,316,7,6,2,18,2,4,9,0,2,3,12,6,168,5,53,3,23
1,ALBA,"LICEUL TEHNOLOGIC „ION D.LĂZĂRESCU” CUGIR",144,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:03:59",987,987,0,371,359,0,12,1100,729,354,17,2,4,39,2,3,7,2,3,3,13,12,161,8,5,16,74
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",97,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:54",1032,1032,0,474,455,0,19,1100,626,461,13,3,4,23,5,1,6,1,2,1,20,26,228,11,1,8,121
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",96,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:36:53",1058,1058,0,555,534,0,21,1098,543,530,25,3,4,42,5,4,15,2,1,2,24,17,232,15,1,10,153
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",94,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:12",1480,1477,3,695,678,3,14,1600,905,611,84,1,10,3,3,3,3,7,0,3,21,6,416,5,2,3,125
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",95,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:55:52",1605,1605,0,840,805,0,35,1800,960,819,21,7,7,59,11,5,31,2,3,1,27,50,383,31,15,27,160
1,ALBA,"LICEUL TEHNOLOGIC ”ŞTEFAN MANCIULEA” BLAJ",82,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:37:41",613,613,0,310,281,0,29,700,390,294,16,3,3,31,5,0,8,1,0,0,26,9,157,10,3,6,32
1,ALBA,"LICEUL TEHNOLOGIC ”TIMOTEI CIPARIU”",85,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:36",1387,1383,4,787,777,4,6,1500,713,772,15,7,5,102,5,1,24,3,2,3,19,21,417,18,27,16,102
1,ALBA,"LICEUL TEORETIC ”PETRU MAIOR”",159,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:11:08",1283,1283,0,594,565,0,29,1400,806,563,31,6,11,27,5,5,9,2,1,7,31,11,269,7,44,9,119
1,ALBA,"LICEUL TEORETIC TEIUŞ",168,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:20",1382,1382,0,817,790,0,27,1524,707,782,35,1,3,31,4,5,14,9,1,4,39,13,441,20,20,7,170
1,ALBA,"LOCUINȚE SOCIALE - CĂRPINIȘ",364,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:02:04",655,655,0,444,435,0,9,730,286,418,26,0,5,14,5,0,5,1,1,2,12,8,199,14,6,2,144
1,ALBA,"PIAŢA AGROALIMENTARĂ",76,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:48",951,951,0,460,459,0,1,1146,686,445,15,1,6,38,0,1,12,6,0,2,26,10,244,10,13,15,61
1,ALBA,"PRIMĂRIA CENADE",220,CENADE,3761,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:10:36",802,802,0,470,437,0,33,900,430,426,44,5,7,7,0,0,5,5,1,2,39,2,303,12,3,4,31
1,ALBA,"PRIMĂRIA COMUNEI ALMAȘU MARE",189,"ALMAŞU MARE",2309,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:39:58",305,305,0,261,239,0,22,336,75,246,15,1,4,17,1,1,3,0,0,2,14,0,135,0,2,4,62
1,ALBA,"PRIMARIA COMUNEI BLANDIANA",209,BLANDIANA,3397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:00:37",448,447,1,332,286,0,46,463,131,324,8,2,7,6,2,0,4,1,2,4,6,6,225,2,1,3,53
1,ALBA,"PRIMĂRIA COMUNEI CÎLNIC",218,CÂLNIC,4106,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:09:24",1220,1220,0,796,777,0,19,1200,404,726,70,13,5,11,3,1,6,8,3,3,17,4,567,12,2,7,64
1,ALBA,"PRIMĂRIA COMUNEI CIURULEASA",236,CIURULEASA,4008,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:28:12",555,555,0,454,410,0,44,609,155,412,42,1,1,6,1,2,6,2,2,2,13,11,249,8,3,8,97
1,ALBA,"PRIMĂRIA COMUNEI CRĂCIUNELU DE JOS",238,"CRĂCIUNELU DE JOS",4188,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:33",836,836,0,588,570,0,18,920,332,544,44,2,6,123,2,1,6,2,0,1,18,7,273,14,14,4,71
1,ALBA,"PRIMĂRIA COMUNEI GÂRBOVA",260,GÂRBOVA,4482,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:39:58",1206,1206,0,810,737,0,73,1320,510,735,75,6,2,12,2,1,13,6,0,5,30,0,519,13,8,12,106
1,ALBA,"PRIMĂRIA COMUNEI IGHIU",277,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:16",1235,1235,0,771,758,0,13,1350,579,737,34,0,8,47,4,4,10,3,3,2,34,12,456,6,20,10,118
1,ALBA,"PRIMĂRIA COMUNEI NOȘLAC",327,NOŞLAC,6048,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:59",960,960,0,534,513,0,21,1040,506,507,27,3,9,33,4,0,4,0,0,2,16,2,281,5,57,4,87
1,ALBA,"PRIMĂRIA COMUNEI POIANA VADULUI",342,"POIANA VADULUI",6271,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:38:27",840,840,0,643,586,0,57,1000,357,593,50,4,14,20,2,2,5,2,1,4,34,3,334,2,2,5,159
1,ALBA,"PRIMARIA COMUNEI PONOR",343,PONOR,6397,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:24:16",334,334,0,274,229,0,45,365,91,251,23,1,2,3,0,0,3,0,0,0,7,1,127,3,2,8,94
1,ALBA,"PRIMĂRIA COMUNEI RÎMEŢ",353,RÂMEŢ,6627,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:25:39",166,166,0,181,131,0,50,220,39,170,11,1,1,4,0,0,0,4,0,1,9,0,107,1,2,2,38
1,ALBA,"PRIMARIA COMUNEI ROȘIA MONTANĂ",362,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:26:38",603,603,0,442,410,0,32,669,227,417,25,0,5,28,2,6,4,0,0,5,12,17,180,9,3,5,141
1,ALBA,"PRIMĂRIA COMUNEI SÂNTIMBRU",382,SÂNTIMBRU,7384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:23:46",728,728,0,435,421,0,14,792,357,418,17,7,7,16,3,1,16,1,1,1,19,5,266,2,3,0,70
1,ALBA,"PRIMĂRIA COMUNEI ŞUGAG",414,ŞUGAG,8014,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:23:19",1372,1372,0,931,914,0,17,1525,594,882,49,4,3,105,1,1,22,3,2,4,30,26,514,9,16,8,134
1,ALBA,"PRIMĂRIA COMUNEI VIDRA",431,VIDRA,8425,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:03:52",298,298,0,231,205,0,26,332,101,211,20,0,1,8,1,2,4,1,1,0,5,6,125,1,2,0,54
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",244,"DAIA ROMÂNĂ",4240,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:07:17",1270,1258,12,801,781,0,20,1400,599,757,44,2,2,34,1,0,12,10,2,0,33,6,512,9,12,3,119
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",245,"DAIA ROMÂNĂ",4240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:59",1282,1282,0,762,740,0,22,1400,638,720,42,0,2,20,3,2,14,4,0,2,25,6,532,4,5,8,93
1,ALBA,"PRIMĂRIA LOPADEA NOUĂ",296,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:46:25",806,784,22,660,621,22,17,896,236,639,21,2,0,0,1,1,2,1,1,0,3,0,101,3,521,0,3
1,ALBA,"PRIMĂRIA ORAŞULUI CÂMPENI",124,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:55:29",1208,1208,0,738,723,0,15,1332,594,687,51,2,10,24,6,1,11,6,0,5,74,12,380,15,8,11,122
1,ALBA,"PRIMĂRIA ROŞIA DE SECAŞ",359,"ROŞIA DE SECAŞ",6930,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:08:30",568,568,0,403,380,0,23,700,297,363,40,24,0,0,2,0,6,2,0,0,13,4,192,3,13,2,102
1,ALBA,"PRIMĂRIA VALEA LUNGĂ",426,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:12:38",1569,1569,0,989,966,0,23,1700,711,939,50,0,7,12,1,4,18,3,0,1,23,5,368,14,17,6,460
1,ALBA,"REFUGIU TURISTIC VALEA BARNII",326,MOGOŞ,5826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:03",112,112,0,86,67,0,19,125,39,74,12,0,0,2,1,0,1,0,0,0,2,1,61,0,1,0,5
1,ALBA,"SALA DE FESTIVITĂŢI DIN SÎNCRAI",75,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:36:00",550,550,0,297,283,0,14,585,288,291,6,2,5,10,3,4,7,2,0,1,10,4,135,3,59,4,42
1,ALBA,"SALA DE FESTIVITĂŢI MESENTEA",257,"GALDA DE JOS",4366,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:12",223,221,2,153,128,2,23,250,97,147,6,4,2,11,0,0,12,0,0,2,4,2,75,8,1,5,21
1,ALBA,"SALA DE ÎNTRUNIRI",242,CRICĂU,4142,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:52:21",305,305,0,237,202,0,35,342,105,229,8,4,1,12,0,1,9,2,0,2,4,3,151,5,1,6,28
1,ALBA,"SALA MULTIFUNCȚIONALĂ BIIA",407,ŞONA,7865,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:45:16",955,955,0,657,597,0,60,1050,393,628,29,4,0,19,1,2,14,2,1,2,25,3,427,6,50,3,69
1,ALBA,"SALA PAROHIALĂ SIBIŞENI",436,"VINŢU DE JOS",8826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:36",590,590,0,317,301,0,16,619,302,305,12,3,6,15,1,0,6,0,2,0,17,5,144,8,5,5,88
1,ALBA,"SC HIDROCONSTRUCȚIA SA SEBEȘ PUNCT DE LUCRU SAT LAZURI",395,SOHODOL,7446,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:49:38",183,183,0,122,116,0,6,201,79,114,8,0,2,3,0,1,1,0,0,1,3,0,69,4,0,2,28
1,ALBA,"ȘCOALA CU CLASELE I-IV - CORNA",365,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:28",108,108,0,85,77,0,8,120,35,83,2,1,0,4,0,0,1,0,0,0,10,1,40,2,1,2,21
1,ALBA,"ȘCOALA CU CLASELE I-IV DEALU GEOAGIULUI",284,ÎNTREGALDE,4981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:01:23",86,83,3,64,54,3,7,112,48,64,0,0,1,1,0,0,3,0,0,0,3,0,36,3,0,0,17
1,ALBA,"ȘCOALA CU CLASELE I-IV GHIONCANI",285,ÎNTREGALDE,4981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:45:33",33,32,1,40,32,1,7,75,35,37,3,0,0,0,0,0,1,2,0,0,1,0,27,3,0,2,1
1,ALBA,"ŞCOALA CU CLASELE I-IV - GURA ROȘIEI",363,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:19:11",614,614,0,485,471,0,14,690,205,434,51,1,5,17,3,2,1,0,0,0,17,8,142,10,5,0,223
1,ALBA,"ȘCOALA CU CLASELE I-IV - LUNCA",346,POŞAGA,6468,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:03",100,100,0,103,72,0,31,150,47,93,10,0,0,9,1,0,2,0,0,0,5,4,57,3,0,3,9
1,ALBA,"ȘCOALA CU CLASELE I-IV - ORĂȘTI",347,POŞAGA,6468,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:14:43",88,88,0,84,69,0,15,140,56,79,5,2,0,4,0,0,1,0,0,0,0,1,58,0,1,0,12
1,ALBA,"ŞCOALA CU CLASELE I-IV RĂCĂTĂU",211,BLANDIANA,3397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:57:08",28,28,0,31,26,0,5,37,6,29,2,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0
1,ALBA,"ŞCOALA CU CLASELE I-IV, SAT BUTEŞTI",325,MOGOŞ,5826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:10:44",41,41,0,37,28,0,9,45,8,36,1,0,0,1,0,0,2,0,0,0,0,0,20,0,0,0,13
1,ALBA,"ŞCOALA CU CLASELE I-IV - VÎRTOP",366,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:36",169,169,0,139,127,0,12,190,51,137,2,1,0,3,0,0,1,1,1,0,7,1,78,0,1,1,42
1,ALBA,"ŞCOALA GENERALĂ CISTEIU DE MUREŞ",163,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:46:51",551,551,0,225,218,0,7,600,375,211,14,3,3,4,0,0,3,1,2,0,8,2,96,1,21,0,67
1,ALBA,"SCOALA GENERALA CRĂCIUNELU DE SUS",227,"CETATEA DE BALTĂ",3958,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:50:09",53,53,0,47,37,0,10,54,7,43,4,0,0,0,0,0,0,1,0,0,0,0,37,0,2,1,2
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",117,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:06:21",880,880,0,540,480,0,60,970,430,503,37,11,1,17,0,0,9,1,2,1,17,4,191,5,5,8,231
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",118,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:08:59",776,776,0,381,368,0,13,850,469,372,9,11,1,11,1,1,14,2,1,0,14,11,105,7,2,3,188
1,ALBA,"ŞCOALA GENERALĂ CUNŢA",411,ŞPRING,7945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:02:11",467,467,0,327,308,0,19,510,183,312,15,3,4,38,0,2,8,4,5,4,15,4,182,5,3,3,32
1,ALBA,"SCOALA GENERALA SÎNTĂMĂRIE",228,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:50",235,235,0,130,115,0,15,260,130,121,9,0,1,2,0,0,3,3,0,0,10,2,46,0,42,0,12
1,ALBA,"ŞCOALA GIMNAZIALĂ AMPOIŢA",310,METEŞ,5577,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:18",590,589,1,387,364,1,22,681,294,378,9,4,0,10,0,0,7,10,0,2,17,0,252,3,2,7,64
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ARON COTRUŞ” CERGĂU MARE",221,CERGĂU,3805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:26",780,780,0,589,583,0,6,870,281,537,52,9,4,74,1,0,17,2,1,5,30,4,323,11,2,2,52
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AUGUSTIN BENA” PIANU DE JOS",338,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:42",1118,1118,0,668,640,0,28,1227,559,641,27,5,8,32,3,2,15,4,0,2,34,13,348,8,2,7,158
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",4,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:40:41",1265,1258,7,649,627,0,22,1400,751,627,22,14,3,54,5,4,19,8,3,4,15,47,286,26,17,19,103
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",5,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:18:34",959,954,5,477,456,0,21,1100,623,457,20,0,2,40,12,3,19,3,5,1,27,21,191,17,3,13,100
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” ABRUD",113,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:42:04",1086,1086,0,715,683,0,32,1200,485,681,34,7,5,12,4,1,9,4,2,1,42,12,421,17,6,4,134
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” GRADINIȚA CU PROGRAM NORMAL NR. 1 ABRUD",114,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:53:51",1037,1037,0,674,649,0,25,1200,526,652,22,2,4,11,2,2,10,3,2,7,23,9,430,14,17,8,108
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU” GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1 ABRUD",115,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:36:54",1235,1235,0,648,619,0,29,1400,752,622,26,4,9,17,1,2,14,0,0,0,44,6,377,17,8,5,118
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",418,UNIREA,8158,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:16:40",780,780,0,379,353,0,26,875,496,368,11,2,2,29,1,1,3,1,0,1,18,8,122,5,99,4,72
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",417,UNIREA,8158,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:15",898,898,0,401,352,0,49,1010,609,363,38,3,3,22,5,0,2,2,0,0,7,6,184,7,62,6,54
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",173,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:08",1154,1154,0,625,602,0,23,1269,644,588,37,0,6,15,2,2,12,4,1,5,32,13,365,14,11,4,102
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",174,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:20:50",957,957,0,543,536,0,7,1053,510,516,27,5,5,24,1,2,13,2,2,1,27,9,330,7,4,4,80
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",60,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:55",1108,1108,0,675,502,0,173,1218,543,631,44,6,5,25,5,1,9,1,2,5,16,25,339,7,71,8,106
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",61,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:24:52",1071,1071,0,632,481,0,151,1178,546,605,27,3,5,28,6,2,11,4,2,10,14,13,305,16,57,7,122
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",59,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:36",1108,1108,0,607,471,0,136,1218,611,589,18,6,2,17,7,3,11,5,1,3,16,19,285,8,85,10,111
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",58,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:15:06",1214,1214,0,622,489,0,133,1324,702,587,35,10,13,31,7,1,7,6,0,6,24,12,285,26,52,13,94
1,ALBA,"ȘCOALA GIMNAZIALĂ „AXENTE SEVER” AIUD",62,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:29:22",1195,1195,0,563,557,0,6,1314,751,543,20,4,0,25,4,4,4,2,1,6,14,14,330,8,44,14,69
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” MĂNĂRADE",92,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:52:41",887,887,0,427,410,0,17,900,473,398,29,9,7,18,1,0,6,1,0,5,27,2,258,11,2,1,50
1,ALBA,"ŞCOALA GIMNAZIALĂ BENIC",254,"GALDA DE JOS",4366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:56",425,425,0,339,294,0,45,500,161,331,8,2,4,42,3,1,5,1,3,3,13,6,155,10,3,3,77
1,ALBA,"ŞCOALA GIMNAZIALĂ CÂMPENI",125,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:15",805,805,0,517,501,0,16,888,371,500,17,0,3,24,3,1,13,2,1,5,49,9,262,9,17,15,87
1,ALBA,"ȘCOALA GIMNAZIALĂ CÂMPENI",126,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:37",766,766,0,454,445,0,9,844,390,434,20,1,6,14,0,2,6,0,0,9,31,11,234,15,6,15,84
1,ALBA,"ŞCOALĂ GIMNAZIALĂ CIUGUD",230,CIUGUD,1071,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:42",578,573,5,427,410,0,17,621,194,399,28,0,2,43,2,1,11,0,1,1,22,15,218,8,1,14,60
1,ALBA,"ŞCOALA GIMNAZIALĂ - CRĂCIUNELU DE JOS",239,"CRĂCIUNELU DE JOS",4188,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:43",903,903,0,607,592,0,15,980,373,545,62,7,9,99,6,0,7,2,0,1,24,8,289,7,3,2,81
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DAVID PRODAN” SĂLIȘTEA",369,SĂLIŞTEA,7044,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:05:40",1064,1064,0,854,789,0,65,1170,316,823,31,1,9,16,1,3,14,3,3,2,25,6,622,8,1,14,95
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DEMETRIU RADU” RĂDEȘTI",350,RĂDEŞTI,6547,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:59",544,544,0,426,393,0,33,624,198,405,21,1,6,6,1,2,4,1,2,1,14,6,289,1,24,5,42
1,ALBA,"ŞCOALA GIMNAZIALĂ ”EMIL RACOVIŢĂ” GÎRDA DE SUS",263,"GÂRDA DE SUS",4525,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:05:32",739,739,0,530,511,0,19,785,255,485,45,0,4,12,4,1,2,3,2,4,8,8,303,7,3,2,122
1,ALBA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE MAIER” UNIREA",419,UNIREA,8158,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:03:01",1164,1164,0,589,547,0,42,1300,711,543,46,3,2,19,1,0,10,0,3,2,26,15,347,13,10,6,86
1,ALBA,"ŞCOALA GIMNAZIALĂ GHEŢARI",265,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:44:07",377,377,0,323,305,0,18,400,77,293,30,2,0,7,1,0,7,1,1,1,6,6,183,3,2,2,71
1,ALBA,"ŞCOALA GIMNAZIALĂ GÎRDE I - COMUNA BISTRA",208,BISTRA,3039,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:20:07",572,572,0,382,370,0,12,628,246,351,31,2,4,1,1,1,3,3,2,3,26,5,229,6,1,9,55
1,ALBA,"ȘCOALA GIMNAZIALĂ HOREA",271,HOREA,4767,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:20:09",586,586,0,393,382,0,11,626,233,361,32,1,1,5,1,2,2,1,14,1,24,0,164,2,3,5,135
1,ALBA,"ȘCOALA GIMNAZIALĂ IGHIEL",279,IGHIU,4927,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:50:25",833,833,0,478,461,0,17,900,422,457,21,3,3,16,2,0,4,3,0,0,15,10,291,6,5,6,93
1,ALBA,"ȘCOALA GIMNAZIALĂ ÎNTREGALDE",283,ÎNTREGALDE,4981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:23:51",224,214,10,145,128,10,7,239,94,141,4,0,2,2,1,0,1,1,0,0,8,0,104,3,2,0,17
