precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL PODU VADULUI",216,"ORAŞ BREAZA",131103,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:12:58",1273,1273,0,631,596,0,35,1400,769,603,28,29,12,3,28,8,7,13,287,42,5,5,11,10,25,115,3
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL POIANA",233,"ORAŞ COMARNIC",131336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:58",821,821,0,474,465,0,9,900,426,448,26,6,14,0,31,1,0,10,289,15,3,1,4,8,6,59,1
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL POSADA",234,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:38:05",1071,1071,0,560,550,0,10,1200,640,524,36,9,3,3,21,4,3,5,340,19,4,2,4,8,6,93,0
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL POTIGRAFU, COMUNA GORGOTA",435,GORGOTA,133508,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:56",1030,1030,0,569,554,0,15,1100,531,520,49,16,7,6,32,6,3,10,307,28,1,2,6,15,18,62,1
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MARE PARTER,COM.BERCENI,SAT MOARA NOUA,STR.SCOLII,NR.106 C",330,BERCENI,130614,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:22:09",934,934,0,559,511,0,48,1000,441,511,48,7,2,3,37,5,0,1,309,39,4,2,36,5,6,55,0
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MICA PARTER,COM.BERCENI,SAT BERCENI,STR.GRADINITEI NR. 358 A",326,BERCENI,130614,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:12:16",732,732,0,419,408,0,11,800,381,403,16,5,3,1,19,1,1,4,236,31,5,1,18,9,12,56,1
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL,SALA MICA PARTER,COM.BERCENI,SAT CATUNU.STR.DEMOCRATIEI,NR.148 A",328,BERCENI,130614,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:36",523,523,0,314,303,0,11,600,286,304,10,8,0,1,15,2,2,3,186,12,1,5,10,8,7,43,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL SAT GORGOTA, COMUNA GORGOTA",432,GORGOTA,133508,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:43",1140,1140,0,620,608,0,12,1300,680,562,58,11,7,4,33,10,5,4,318,43,6,5,4,29,12,70,1
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL STREJNICU",578,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:02:32",1451,1451,0,761,742,0,19,1600,841,703,56,11,3,4,58,6,3,11,381,62,7,11,5,18,21,100,2
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL SURANI",557,SURANI,135404,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:53:56",1434,1434,0,885,868,0,17,1600,715,838,47,15,3,4,49,1,3,6,568,21,2,6,5,18,10,126,1
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL TINOSU, LOCALITATEA TINOSU",592,TINOSU,135850,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:05",897,897,0,387,381,0,6,1000,613,373,14,1,10,4,15,7,1,5,208,12,2,4,2,6,9,84,3
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ȚÎNȚĂRENI, SAT ȚÎNȚĂRENI, NR. 232 E",337,BLEJOI,130678,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:08:49",1459,1459,0,728,717,0,11,1600,872,704,24,18,10,16,34,12,11,31,300,63,8,8,10,29,29,122,3
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL TÎRGȘORU NOU, NR. 175",302,"ARICEŞTII RAHTIVANI",132075,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:52:22",911,911,0,650,538,0,112,1000,350,627,23,15,1,5,50,3,3,8,378,20,7,15,4,17,12,88,1
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL TÎRGŞORU VECHI",583,"TÂRGŞORU VECHI",130892,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:59:01",985,985,0,560,548,0,12,1100,540,529,31,12,4,3,33,8,2,11,192,157,3,4,4,15,5,74,2
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL TUFENI",185,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:24:22",1186,1186,0,616,607,0,9,1300,684,587,29,15,4,6,42,7,3,10,269,38,2,10,42,12,12,111,4
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL VALEA TÂRSEI ”FREAMĂT DE CODRU”",217,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:07:32",1221,1220,1,637,624,0,13,1300,663,609,28,13,9,3,28,4,2,9,371,46,3,3,3,10,12,93,0
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ”VALEA URLOI” ORAȘUL URLAȚI",274,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:31:57",885,885,0,382,368,0,14,1000,618,352,30,21,0,1,42,1,2,7,154,23,5,4,8,9,7,67,1
31,PRAHOVA,"GRĂDINIȚĂ CU PROGRAM NORMAL VARNIŢA",563,ŞIRNA,135431,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:57",669,669,0,418,406,0,12,700,282,391,27,4,2,4,22,1,2,4,240,46,2,4,3,6,6,43,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT",182,"ORAŞ AZUGA",130954,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:25",992,992,0,614,583,0,31,1100,486,572,42,18,1,1,21,11,8,21,305,34,5,6,3,20,31,85,2
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 23",131,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:40:49",972,972,0,353,345,0,8,1100,747,341,12,13,0,2,18,9,8,14,117,41,7,5,7,16,23,55,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28 (GRADINITA NR. 28)",19,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:22",926,923,3,414,396,0,18,1000,586,392,22,11,7,3,19,7,4,14,103,62,6,2,5,31,42,68,8
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",90,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:38:02",1061,1061,0,418,404,0,14,1200,782,394,24,11,2,1,28,6,7,16,136,41,6,6,8,19,25,77,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",91,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:56:19",832,832,0,357,352,0,5,900,543,342,15,14,0,0,19,11,12,10,103,38,8,4,6,24,30,57,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",92,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:13:06",1311,1311,0,513,502,0,11,1400,887,497,16,23,6,6,26,11,9,13,154,92,2,3,8,21,27,90,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",106,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:54",862,862,0,385,378,0,7,898,513,364,21,13,2,6,15,6,6,18,122,55,6,9,14,10,26,55,1
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",108,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:39:11",827,827,0,344,334,0,10,900,556,333,11,21,1,2,32,10,1,13,97,49,3,10,9,13,15,55,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",107,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:10",746,746,0,349,340,0,9,800,451,336,13,15,1,2,12,7,6,9,108,63,5,11,12,19,25,41,0
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",102,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:39:45",1247,1247,0,486,478,0,8,1402,916,463,23,26,4,6,34,13,15,26,128,62,11,6,13,23,23,63,10
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",103,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:44:44",1315,1315,0,514,490,0,24,1400,887,490,23,24,2,10,34,11,7,20,171,51,10,7,9,31,27,72,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",105,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:07",939,939,0,313,306,0,7,1000,687,298,15,11,5,5,29,6,7,16,88,40,2,7,6,13,8,51,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",104,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:22",1057,1057,0,424,413,0,11,1200,776,403,21,23,0,3,26,12,8,24,134,49,5,8,8,17,26,59,1
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ȘI PROGRAM NORMAL ”CASTELUL FERMECAT”",212,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:02",801,801,0,389,371,0,18,900,511,374,11,4,5,2,13,2,4,9,214,30,3,6,5,16,19,40,2
31,PRAHOVA,"GRĂDINIŢA DÂMBU",194,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:38:24",1070,1070,0,592,583,0,9,1200,608,554,38,10,3,5,45,7,2,10,299,24,5,7,43,14,12,66,2
31,PRAHOVA,"GRADINITA DE COPII",324,BĂTRÂNI,136278,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:28:03",722,722,0,521,478,0,43,800,279,477,44,11,2,1,33,3,0,2,307,9,0,5,16,2,9,75,2
31,PRAHOVA,"GRĂDINIŢA DE COPII",573,ŞTEFEŞTI,135618,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:40:43",613,613,0,386,371,0,15,706,320,360,22,7,1,1,8,2,0,5,154,7,0,2,6,2,5,159,1
31,PRAHOVA,"GRĂDINIŢA DE COPII CU PROGRAM PRELUNGIT ”CLOPOȚICA” ORAȘUL URLAȚI",268,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:49:09",1504,1504,0,744,733,0,11,1600,856,702,42,16,2,3,57,6,6,12,384,48,13,6,4,14,18,108,5
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN GÎRBEASCA",555,STARCHIOJD,135315,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:53:28",1121,1121,0,701,694,0,7,1200,499,670,31,8,3,2,57,6,0,5,415,19,8,4,7,7,13,113,3
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN SATUL STARCHIOJD",554,STARCHIOJD,135315,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:35:30",1279,1279,0,769,754,0,15,1400,631,711,58,20,4,2,44,5,2,9,395,38,3,14,20,8,11,136,0
31,PRAHOVA,"GRADINITA DE COPII NR.1",331,BERTEA,132342,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:49",1335,1335,0,802,785,0,17,1500,698,720,82,22,6,4,39,7,5,10,388,53,6,18,4,25,8,121,4
31,PRAHOVA,"GRADINITA DE COPII NR.2",332,BERTEA,132342,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:57:02",1096,1096,0,603,596,0,7,1200,597,563,40,23,3,5,30,1,0,8,343,16,6,17,4,13,4,87,3
31,PRAHOVA,"GRADINITA DE COPII POPESTI",504,"PODENII NOI",134443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:02",464,464,0,293,258,0,35,500,207,268,25,2,0,0,10,0,0,2,138,42,2,2,20,1,0,49,0
31,PRAHOVA,"GRADINITA DE COPII SAT CARBUNARI",512,"POIENARII BURCHII",134559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:43:54",581,581,0,378,352,0,26,600,222,347,31,5,5,3,16,3,3,5,190,18,2,6,14,5,16,52,4
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT COADA MALULUI",469,MĂGURELE,134014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:23:50",690,690,0,380,369,0,11,758,378,366,13,6,4,2,24,5,2,7,212,16,7,3,7,9,2,60,0
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT IAZU",470,MĂGURELE,134014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:12:23",504,504,0,318,315,0,3,600,282,303,15,8,1,2,13,2,2,2,163,18,8,7,5,6,11,54,1
31,PRAHOVA,"GRADINITA DE COPII SOIMESTI",367,CEPTURA,132510,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:39",566,563,3,312,303,3,6,600,288,293,19,4,0,2,8,2,0,8,191,9,4,3,7,2,4,49,0
31,PRAHOVA,"GRADINIȚA DIN SAT FLOREȘTI",421,FLOREŞTI,133330,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:38",997,997,0,676,618,0,58,1100,424,635,41,7,7,1,54,24,3,3,400,12,3,1,1,10,9,99,1
31,PRAHOVA,"GRADINITA DIRVARI",603,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:02",473,473,0,282,274,0,8,1000,718,248,34,7,12,0,15,1,0,2,156,8,0,4,3,4,15,21,0
31,PRAHOVA,"GRĂDINIȚA DOBROTA",442,GORNET-CRICOV,133615,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:59:26",357,357,0,257,250,0,7,400,143,233,24,3,1,3,19,1,0,1,127,15,1,7,2,8,1,43,1
31,PRAHOVA,"GRĂDINIȚA DRĂGĂNEȘTI",395,DRĂGĂNEŞTI,133018,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:07:12",1029,1029,0,588,577,0,11,1100,512,534,54,9,4,0,28,2,1,5,340,51,4,6,6,4,2,71,1
31,PRAHOVA,"GRǍDINIȚA IORDǍCHEANU",450,IORDĂCHEANU,133722,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:11:45",971,971,0,663,634,0,29,1100,437,621,42,20,10,4,44,9,7,9,393,16,1,5,7,13,9,74,0
31,PRAHOVA,"GRADINITA LILIESTI",189,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:59",990,989,1,482,471,0,11,1100,618,447,35,9,6,1,31,8,2,14,197,31,2,7,37,7,14,81,0
31,PRAHOVA,"GRADINITA LILIESTI",190,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:48:11",1003,1003,0,584,564,0,20,1100,516,520,59,21,2,5,42,3,2,9,230,47,2,4,32,24,9,85,3
31,PRAHOVA,"GRADINIȚA NR.1",413,"FILIPEŞTII DE PĂDURE",133161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:21:01",1077,1077,0,576,568,0,8,1200,624,521,55,6,6,2,30,2,2,2,334,19,3,5,7,2,3,97,1
31,PRAHOVA,"GRĂDINIŢA NR.1 TELEGA",589,TELEGA,135789,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:03",1064,1064,0,664,641,0,23,1200,536,629,35,11,17,1,24,10,5,4,301,111,11,6,14,21,10,81,2
31,PRAHOVA,"GRĂDINIŢA NR.1 TEŞILA",611,"VALEA DOFTANEI",136107,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:11:07",1086,1086,0,514,500,0,14,1155,641,484,30,14,8,3,25,4,4,6,264,35,4,5,2,10,9,90,1
31,PRAHOVA,"GRADINIȚA NR. 2",414,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:59",946,945,1,573,555,0,18,1000,427,538,35,17,4,3,27,2,6,7,267,29,2,4,8,20,15,123,4
31,PRAHOVA,"GRĂDINIȚA NR.2 CU PROGRAM NORMAL ”FLUTURAȘII”",254,"ORAŞ SINAIA",131540,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:55:43",736,736,0,443,416,0,27,800,368,411,21,26,7,3,16,6,7,15,195,29,2,1,9,10,18,65,2
31,PRAHOVA,"GRĂDINIŢA NR.2 TEŞILA",612,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:58",947,947,0,502,476,0,26,1000,498,483,19,16,7,5,10,5,3,8,237,28,2,6,3,18,7,126,2
31,PRAHOVA,"GRĂDINIȚA PLĂIȘANI",393,DRAJNA,132896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:03",694,694,0,419,409,0,10,800,381,398,21,8,1,1,23,2,0,8,239,14,1,3,10,4,5,79,0
31,PRAHOVA,"GRADINITA RADILA",606,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:33:23",236,236,0,127,119,0,8,300,173,121,6,0,0,0,13,0,3,2,75,2,0,3,9,0,1,13,0
31,PRAHOVA,"GRADINITA VITIOARA DE SUS",521,PREDEAL-SĂRARI,134755,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:47:32",966,966,0,603,588,0,15,1000,397,566,37,13,7,0,36,2,3,4,379,9,1,5,19,11,7,70,0
31,PRAHOVA,"GRĂDINŢA CU PROGRAM NORMAL IZVORU",526,"PROVIŢA DE SUS",134899,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:14:25",291,291,0,310,291,0,19,300,83,208,9,2,8,0,5,0,0,3,109,53,3,2,1,0,0,22,0
31,PRAHOVA,"GR. SC. C-TIN CANTACUZINO",188,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:25",1070,1070,0,562,548,0,14,1200,647,519,34,19,3,5,29,7,5,17,216,47,6,6,48,18,16,75,2
31,PRAHOVA,"GR. SC. C-TIN CANTACUZINO",187,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:12:28",1142,1142,0,596,575,0,21,1200,604,552,44,26,7,3,27,9,5,13,231,53,9,4,38,15,14,95,3
31,PRAHOVA,"IMOBIL PROPRIETATE ORAS SINAIA",257,"ORAŞ SINAIA",131540,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:52:34",854,854,0,530,503,0,27,900,370,507,23,16,7,3,25,6,7,13,249,39,3,5,9,15,26,80,4
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",251,"ORAŞ PLOPENI",131443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:55:39",1284,1284,0,812,782,0,30,1400,588,775,37,12,7,5,42,7,2,13,489,30,4,7,9,24,30,91,3
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",250,"ORAŞ PLOPENI",131443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:18:07",1357,1357,0,779,763,0,16,1500,721,733,46,27,2,3,59,3,8,12,457,28,13,8,4,4,10,94,1
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",249,"ORAŞ PLOPENI",131443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:48:13",1064,1064,0,612,581,0,31,1200,588,589,23,18,4,2,28,11,7,15,330,36,5,5,2,12,20,90,4
31,PRAHOVA,"LICEUL CIORANI",374,CIORANI,132681,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:23:33",927,927,0,549,525,0,24,1000,451,499,50,17,6,5,49,7,2,6,230,73,8,5,3,8,10,62,8
31,PRAHOVA,"LICEUL CIORANI",375,CIORANI,132681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:17:42",1484,1484,0,754,743,0,11,1600,846,698,56,14,10,0,55,7,3,11,276,98,8,10,5,10,0,185,6
31,PRAHOVA,"LICEUL SIMION STOLNICU",226,"ORAŞ COMARNIC",131336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:33:02",1468,1468,0,778,752,0,26,1600,822,741,37,10,11,7,43,7,2,14,419,50,3,2,5,24,25,116,3
31,PRAHOVA,"LICEUL TEHNOLOGIC",415,"FILIPEŞTII DE PĂDURE",133161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:57:57",1059,1059,0,580,566,0,14,1100,520,540,40,4,5,0,37,6,1,11,256,26,7,8,9,6,10,149,5
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",60,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:36:54",1398,1398,0,618,582,0,36,1500,882,573,15,43,3,1,32,11,10,23,193,66,6,6,12,32,30,102,3
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",61,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:09:16",1703,1703,0,681,666,0,15,1900,1219,641,40,21,8,5,46,14,6,7,255,64,8,15,10,24,18,134,6
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",55,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:16",1091,1091,0,477,463,0,14,1200,723,452,25,16,0,5,19,13,5,26,145,51,10,5,11,37,36,70,3
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",54,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:24:55",1090,1090,0,479,456,0,23,1200,721,456,23,23,2,2,33,9,7,18,119,71,9,7,18,24,38,72,4
31,PRAHOVA,"LICEUL TEHNOLOGIC AGROMONTAN ”ROMEO CONSTANTINESCU”",282,"ORAŞ VĂLENII DE MUNTE",131817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:57:40",937,937,0,516,492,0,24,1000,484,496,19,19,2,8,26,10,0,20,247,31,4,5,7,14,11,91,1
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY”",45,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:37:33",1122,1122,0,335,325,0,10,1200,865,317,18,8,2,4,37,8,10,8,91,27,5,7,0,23,14,72,1
31,PRAHOVA,"LICEUL TEHNOLOGIC ”CAROL I” VALEA DOFTANEI",610,"VALEA DOFTANEI",136107,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:03:41",1283,1283,0,589,555,0,34,1400,811,549,40,18,10,2,25,2,1,8,324,32,5,3,6,19,7,86,1
31,PRAHOVA,"LICEUL TEHNOLOGIC CERAŞU",368,CERAŞU,132574,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:03:56",1181,1181,0,833,792,0,41,1300,467,775,58,12,2,0,40,6,2,9,510,10,3,5,48,27,10,91,0
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",155,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:37",1157,1157,0,484,480,0,4,1300,816,453,31,13,4,4,29,3,7,23,133,89,6,4,12,27,28,63,8
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",153,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:32:53",1267,1267,0,502,441,0,61,1400,898,482,20,29,5,9,34,10,10,14,159,59,6,8,6,27,32,72,2
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",151,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:26:54",1237,1237,0,452,443,0,9,1400,948,429,23,20,4,11,31,12,9,23,125,54,4,4,5,23,30,71,3
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",152,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:22",1304,1304,0,535,519,0,16,1400,865,521,14,43,2,6,23,3,16,18,146,87,3,10,8,34,39,77,6
