precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi"
41,VRANCEA,"SCOALA GENERALA",342,VIDRA,178377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:06:39",545,545,0,288,277,0,11,600,312,270,18,1,8,1,5,1,199,0,0,1,2,1,35,0,3,12,1
41,VRANCEA,"SCOALA GENERALA",336,VIDRA,178377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 20:13:00",638,638,0,321,310,0,11,708,387,295,26,1,33,2,2,0,166,0,1,2,2,0,50,1,4,27,4
41,VRANCEA,"SCOALA GENERALA",343,VIDRA,178377,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:01",265,265,0,145,135,0,10,292,147,130,15,0,3,1,3,0,62,1,2,5,2,0,40,0,1,9,1
41,VRANCEA,"SCOALA GENERALA",340,VIDRA,178377,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:52",447,447,0,210,199,0,11,499,289,198,12,0,14,2,5,0,82,0,1,3,3,2,54,0,3,26,3
41,VRANCEA,"SCOALA GENERALA",272,RUGINEŞTI,177557,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:17:31",245,245,0,135,124,0,11,269,134,124,11,0,8,0,2,0,90,0,1,1,0,1,13,0,2,3,3
41,VRANCEA,"SCOALA GENERALA",271,RUGINEŞTI,177557,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:13:08",549,549,0,300,277,0,23,607,307,267,33,3,12,6,4,0,198,0,0,0,2,1,32,1,5,2,1
41,VRANCEA,"SCOALĂ GENERALA ADJUDU VECHI",72,"MUNICIPIUL ADJUD",174860,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 15:07:57",1391,1391,0,634,611,0,23,1535,901,586,48,7,29,25,12,2,376,4,2,13,3,9,80,3,2,12,7
41,VRANCEA,"SCOALA GENERALA NR.1, CORP A",244,PLOSCUŢENI,178894,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:17:27",990,990,0,468,428,0,40,1087,619,444,24,1,16,5,16,3,307,3,0,0,4,8,26,0,2,48,5
41,VRANCEA,"SCOALA GENERALA NR.1, CORP B",245,PLOSCUŢENI,178894,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:56",1123,1123,0,618,604,0,14,1234,616,585,33,0,34,3,19,3,393,2,2,5,1,16,46,3,6,39,13
41,VRANCEA,"SCOALA GENERALA PODURI",322,"VALEA SĂRII",178313,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:11:23",219,219,0,159,133,0,26,240,81,153,6,0,6,0,0,1,109,0,0,1,0,2,28,1,1,4,0
41,VRANCEA,"SCOALA GENERALA POIENILE",189,"GURA CALIŢEI",176338,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 21:34:50",272,272,0,181,164,0,17,300,119,151,30,5,4,1,0,1,90,0,0,1,1,0,27,2,1,17,1
41,VRANCEA,"SCOALA GENERALA REPEDEA",292,STRĂOANE,177799,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:48",298,298,0,147,138,0,9,329,182,138,9,1,6,0,2,0,93,0,2,0,1,8,18,1,1,4,1
41,VRANCEA,"SCOALA GENERALA SATU-NOU",207,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:25:28",193,193,0,122,97,0,25,208,86,112,10,0,5,2,2,0,72,0,0,1,0,0,13,0,2,15,0
41,VRANCEA,"SCOALA GENERALA TATARU",209,MĂICĂNEŞTI,176613,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:02:48",633,633,0,420,367,0,53,694,274,381,39,4,2,1,2,6,297,0,0,0,13,0,36,0,0,15,5
41,VRANCEA,"ȘCOALA GENERALĂ TICHIRIȘ - ȘCOALA NOUĂ",341,VIDRA,178377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:38:06",592,592,0,345,333,0,12,651,306,313,32,1,8,3,7,0,148,1,3,5,3,2,90,4,4,29,5
41,VRANCEA,"SCOALA GENERALA VULTURU",359,VULTURU,178821,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:45",1252,1252,0,421,413,0,8,1384,963,396,25,1,21,1,4,3,235,1,2,3,0,5,66,0,6,37,11
41,VRANCEA,"SCOALA GENERALA VULTURU",358,VULTURU,178821,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:21",1260,1260,0,464,450,0,14,1388,924,434,30,1,10,6,16,0,265,0,2,4,3,8,67,1,1,38,12
41,VRANCEA,"SCOALA GENERAL[ SIMION MEHEDINTI",285,SOVEJA,177762,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:49:09",975,975,0,643,583,0,60,1073,432,586,55,0,16,3,12,4,381,2,1,10,4,10,90,7,0,39,7
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",32,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:40",657,657,0,277,261,0,16,720,443,270,7,4,8,2,9,3,132,1,0,5,0,10,39,0,4,36,17
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",31,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:54:58",1146,1146,0,525,498,0,27,1268,743,507,18,4,17,11,19,7,225,3,2,14,1,30,80,1,2,67,24
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",13,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:23",1153,1153,0,493,480,0,13,1275,782,482,11,2,29,10,14,3,233,5,3,12,2,20,81,1,7,50,10
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",10,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:48:21",1591,1591,0,672,653,0,19,1752,1080,644,28,5,21,9,24,8,281,8,2,16,4,33,107,9,6,89,22
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",11,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:42:51",1612,1612,0,662,647,0,15,1777,1115,641,21,6,38,14,27,1,267,5,5,18,2,28,99,6,7,89,29
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",12,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:52:02",1551,1551,0,606,591,0,15,1711,1105,581,25,3,32,10,18,3,275,2,6,11,3,32,99,3,3,68,13
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",51,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:42:09",835,835,0,374,364,0,10,920,546,353,21,4,18,4,10,0,200,2,3,10,0,4,47,1,3,36,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",49,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:19:27",823,823,0,350,332,0,18,907,557,338,12,2,14,3,13,2,167,1,2,8,0,11,51,3,10,39,12
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",50,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:07",1356,1356,0,547,536,0,11,1496,949,530,17,2,26,3,15,2,284,6,4,5,1,11,85,9,7,51,19
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUȚĂ” GUGEŞTI",183,GUGEŞTI,176301,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:32",973,973,0,447,429,0,18,1076,629,434,13,2,25,3,10,0,261,4,3,9,0,8,76,1,6,16,10
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ANDREIAȘU DE JOS",100,"ANDREIAŞU DE JOS",175126,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:58:11",434,434,0,307,258,0,49,477,170,282,25,1,12,1,4,0,215,0,0,0,1,2,30,0,0,10,6
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ANDREIAȘU DE SUS",101,"ANDREIAŞU DE JOS",175126,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:40:05",357,357,0,239,224,0,15,395,156,215,24,2,7,0,3,0,165,0,0,0,1,0,33,1,0,3,0
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”ANGELA GHEORGHIU”",68,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:00:19",1569,1569,0,697,683,0,14,1726,1029,664,33,5,45,41,24,3,347,5,0,21,1,9,104,5,6,34,14
41,VRANCEA,"SCOALA GIMNAZIALA ANGHELESTI",270,RUGINEŞTI,177557,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:12:04",1014,1014,0,499,489,0,10,1117,618,453,46,1,21,7,6,0,281,2,1,8,2,5,92,2,3,18,4
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BĂTINEȘTI",314,ŢIFEŞTI,178180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:30:44",1325,1325,0,741,716,0,25,1463,722,690,51,2,38,4,8,5,373,3,1,7,8,13,88,0,9,118,13
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BOGHEȘTI",108,BOGHEŞTI,175260,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:38:07",625,625,0,464,434,0,30,828,364,415,49,2,36,83,8,0,181,4,3,4,5,3,57,3,6,15,5
41,VRANCEA,"ŞCOALA GIMNAZIALA CÎMPURI",125,CÂMPURI,175670,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:37",848,848,0,460,420,0,40,931,471,439,21,4,43,3,1,0,323,1,2,2,1,0,48,0,6,2,3
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CLIPICEȘTI",315,ŢIFEŞTI,178180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:48",666,666,0,303,287,0,16,735,432,281,22,1,25,1,0,0,136,0,2,1,2,0,57,1,2,49,4
41,VRANCEA,"ŞCOALA GIMNAZIALĂ COROTENI",282,"SLOBOZIA BRADULUI",177655,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:03:15",766,766,0,438,407,0,31,841,403,399,39,1,11,1,1,0,301,0,1,1,3,4,40,3,4,20,8
41,VRANCEA,"ŞCOALA GIMNAZIALĂ COZA - SALA 1",311,TULNICI,178117,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:32",635,635,0,356,344,0,12,700,344,331,25,1,10,1,1,1,272,0,1,2,1,3,25,1,4,5,3
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-IV ” EPISCOP MITROFAN ”",130,CÂRLIGELE,175732,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:49",379,379,0,214,206,0,8,416,202,202,12,1,6,0,0,1,152,0,0,10,2,1,19,5,1,4,0
41,VRANCEA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALESTI",104,BĂLEŞTI,175206,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:57:21",694,694,0,511,419,0,92,763,252,477,34,3,11,1,11,0,394,0,0,4,10,3,27,2,4,7,0
41,VRANCEA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALESTI",103,BĂLEŞTI,175206,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:41:01",808,808,0,604,481,0,123,883,279,529,75,2,13,1,5,0,426,0,0,2,2,2,36,2,3,30,5
41,VRANCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RĂSTOACA",263,RĂSTOACA,178956,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:03",1183,1183,0,683,677,0,6,1303,620,655,28,4,28,4,5,5,328,0,2,0,6,13,102,0,4,137,17
41,VRANCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RĂSTOACA",264,RĂSTOACA,178956,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:50:59",825,825,0,488,483,0,5,908,420,458,30,0,15,0,0,0,255,2,0,0,8,0,96,4,0,78,0
41,VRANCEA,"ŞCOALA GIMNAZIALĂ DOMNEŞTI-TÂRG",257,PUFEŞTI,177352,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:21",1233,1233,0,642,630,0,12,1356,714,590,52,2,27,4,11,0,278,0,2,0,6,3,189,3,2,51,12
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",39,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:56:30",1332,1332,0,593,582,0,11,1473,880,575,18,3,32,4,17,3,264,4,6,14,1,31,85,2,4,68,37
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",38,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:04:56",819,819,0,300,290,0,10,906,606,288,12,3,20,2,10,2,132,4,3,7,0,10,40,0,2,48,5
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",40,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:33:31",1606,1606,0,714,693,0,21,1776,1062,680,34,5,29,18,27,6,303,3,3,14,5,25,110,3,1,95,33
41,VRANCEA,"ȘCOALA GIMNAZIALĂ ”DUMITRU PRICOP”",227,NEGRILEŞTI,178885,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:16:17",1360,1360,0,750,707,0,43,1495,745,556,194,6,19,4,19,2,279,2,6,5,0,7,132,4,21,37,13
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ECATERINA TEODOROIU”",75,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 21:46:58",766,766,0,305,298,0,7,842,537,297,8,0,9,9,3,0,135,4,1,0,1,2,117,0,2,13,1
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ECATERINA TEODOROIU”",74,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:08:52",1324,1324,0,646,633,0,13,1451,805,622,24,4,32,14,8,0,298,3,1,9,5,9,194,4,5,27,9
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „EMIL ATANASIU” GAROAFA",171,GAROAFA,176212,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:45:05",1628,1628,0,862,838,0,24,1792,930,814,48,1,38,5,15,1,463,2,8,14,3,8,195,3,6,42,10
41,VRANCEA,"ȘCOALA GIMNAZIALĂ FELDIOARA",298,TĂNĂSOAIA,177879,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:01:56",532,532,0,311,280,0,31,587,276,290,21,1,17,1,6,0,120,1,0,2,0,0,100,1,2,33,6
41,VRANCEA,"SCOALA GIMNAZIALA GAGESTI",113,BOLOTEŞTI,175368,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:16:14",512,512,0,344,307,0,37,565,221,321,23,1,7,1,1,1,249,0,1,1,4,0,30,3,3,15,4
41,VRANCEA,"SCOALA GIMNAZIALA GAGESTI",112,BOLOTEŞTI,175368,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:10:20",1214,1214,0,738,701,0,37,1338,600,680,58,1,40,9,17,1,447,2,2,5,2,6,77,7,6,51,7
41,VRANCEA,"ŞCOALA GIMNAZIALĂ GOLEŞTI",175,GOLEŞTI,174824,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:47:18",1439,1439,0,683,668,0,15,1591,908,661,22,1,37,8,18,3,328,0,4,23,9,19,103,2,7,75,24
41,VRANCEA,"ȘCOALA GIMNAZIALĂ GURA CALIȚEI",185,"GURA CALIŢEI",176338,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:01",802,802,0,534,493,0,41,884,350,483,51,0,37,2,6,1,330,1,1,5,2,6,66,4,5,12,5
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ION BASGAN” FOCȘANI",20,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:55:40",1753,1753,0,823,804,0,19,1928,1105,803,20,2,33,21,23,4,361,5,8,27,2,52,125,3,0,107,30
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ION BASGAN” FOCȘANI",19,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:09:10",1633,1633,0,746,720,0,26,1795,1049,730,16,6,35,9,11,7,308,2,4,21,3,32,135,6,5,117,29
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „IONEL SÎRBU” CIORĂȘTI",137,CIORĂŞTI,175590,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:58:58",150,150,0,89,84,0,5,166,77,79,10,0,2,0,2,0,52,0,1,1,0,0,12,1,1,6,1
41,VRANCEA,"SCOALA GIMNAZIALA JARISTEA",195,JARIŞTEA,176506,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:16:10",1656,1656,0,889,848,0,41,1791,902,840,49,1,25,0,7,0,631,3,1,6,8,10,92,29,1,21,5
41,VRANCEA,"ȘCOALA GIMNAZIALĂ LĂSTUNI",161,DUMITREŞTI,175983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:13:22",245,245,0,188,163,0,25,268,80,184,4,0,3,1,2,1,145,0,0,0,1,0,27,0,0,2,2
41,VRANCEA,"SCOALA GIMNAZIALA MAICANESTI",204,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:38:52",1080,1080,0,631,578,0,53,1199,568,571,60,4,13,6,4,0,425,0,0,0,20,6,66,4,2,19,2
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”MAREȘAL ALEXANDRU AVERESCU”",62,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:56:12",1319,1319,0,538,531,0,7,1445,907,498,40,1,30,117,4,0,236,3,1,6,3,4,61,0,7,15,10
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”MIHAIL ARMENCEA”",61,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:38:21",981,981,0,458,443,0,15,1093,635,431,27,4,22,16,14,2,223,1,4,10,1,15,77,2,1,23,16
41,VRANCEA,"ŞCOALA GIMNAZIALĂ MIRCEŞTII NOI",327,VÂNĂTORI,178607,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:18",771,771,0,387,379,0,8,851,464,359,28,6,18,1,13,4,152,5,1,3,3,7,89,0,3,44,10
41,VRANCEA,"SCOALA GIMNAZIALA NEREJU-MIC",229,NEREJU,176944,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 21:45:23",1511,1511,0,985,968,0,17,1670,685,905,80,3,60,2,5,2,633,0,4,2,10,8,148,11,6,8,3
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",46,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:26:37",1421,1421,0,544,528,0,16,1575,1031,531,13,1,35,11,14,0,275,4,5,8,4,15,75,5,3,60,16
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",47,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:44:45",1203,1203,0,726,716,0,10,1322,597,698,27,6,49,10,27,1,296,4,2,16,0,30,116,1,7,92,41
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",44,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:46:54",1368,1368,0,550,530,0,20,1516,966,526,24,6,29,5,21,2,257,6,6,7,4,14,86,1,6,65,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",48,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:35:50",1545,1545,0,561,550,0,11,1705,1144,561,0,6,27,5,30,1,292,2,3,9,6,16,96,3,6,38,21
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",45,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:10:01",1419,1419,0,593,571,0,22,1564,971,564,29,2,32,4,20,4,291,6,0,9,5,13,90,4,7,45,32
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NISTOREȘTI",231,NISTOREŞTI,177003,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:34",831,831,0,469,421,0,48,914,445,430,39,1,14,0,4,0,279,1,0,4,2,2,97,9,3,8,6
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1- CORP A",212,MERA,176686,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:07:14",1568,1568,0,940,885,0,55,1727,787,883,57,3,49,9,3,2,601,1,4,5,22,6,137,21,9,7,4
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1 ȘINDRILARI",266,REGHIU,177469,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:03:02",932,932,0,575,556,0,19,1028,453,544,31,1,18,2,3,0,440,0,0,2,2,3,33,4,7,23,6
41,VRANCEA,"ȘCOALA GIMNAZIALĂ NR.1 ȘINDRILARI",267,REGHIU,177469,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:30:48",501,501,0,273,263,0,10,551,278,257,16,0,6,2,1,1,194,1,2,0,1,9,27,2,3,8,0
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2",79,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:08",1144,1144,0,446,435,0,11,1258,812,427,19,1,19,22,2,1,202,0,5,0,1,10,112,2,2,39,9
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2",80,"ORAŞ MĂRĂŞEŞTI",174922,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:25:30",297,297,0,122,109,0,13,327,205,118,4,2,7,7,6,1,50,1,0,2,0,0,34,0,1,4,3
41,VRANCEA,"SCOALA GIMNAZIALA NR. 2 BORDEASCA VECHE",302,TĂTĂRANU,177986,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:32",585,585,0,322,306,0,16,644,322,297,25,2,10,2,2,0,230,0,1,2,2,1,29,3,2,9,2
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2 GUGEŞTI",181,GUGEŞTI,176301,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:48:50",1424,1424,0,723,678,0,45,1571,848,690,33,2,34,6,0,4,468,3,2,11,5,4,88,6,11,34,12
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.4 OREAVU",184,GUGEŞTI,176301,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 20:03:13",440,440,0,222,200,0,22,483,261,201,21,2,15,3,2,1,143,2,1,1,1,1,20,0,4,4,1
41,VRANCEA,"SCOALA GIMNAZIALĂ OBREJIŢA",233,OBREJIŢA,178947,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:25:39",1298,1298,0,878,812,0,66,1426,548,821,55,1,52,2,17,4,575,0,1,3,4,2,114,6,16,18,6
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”PETRACHE BLÎNDU”",173,GAROAFA,176212,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:09:33",1326,1326,0,743,714,0,29,1457,714,682,61,4,30,1,1,0,435,2,2,8,4,6,142,17,8,19,3
41,VRANCEA,"SCOALA GIMNAZIALA „ PICTOR MIHAIL BALASESCU” BAHNELE",345,VINTILEASCA,178475,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:04:54",459,459,0,279,262,0,17,504,225,250,29,0,9,0,5,0,200,2,0,0,0,0,32,1,1,0,0
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „PRINCIPELE RADU”",66,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:11:26",1383,1383,0,574,565,0,9,1527,953,543,25,3,31,63,6,1,250,3,3,7,5,16,96,3,8,34,14
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” A",63,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:13",1174,1174,0,476,462,0,14,1293,817,453,23,5,20,35,12,4,259,3,5,7,2,9,47,5,5,24,11
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” B",64,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:14",1166,1166,0,477,469,0,8,1287,810,453,24,4,29,35,10,0,230,4,2,9,1,2,87,5,2,16,17
41,VRANCEA,"SCOALĂ GIMNAZIALĂ ”PRINCIPELE RADU” C",65,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:38",1168,1168,0,415,409,0,6,1289,874,391,24,3,15,22,17,1,198,4,6,4,5,10,63,3,6,22,12
41,VRANCEA,"SCOALA GIMNAZIALA PROFESOR DOCTOR GENERAL GHEORGHE V. ZAHARIA",252,POPEŞTI,178901,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:26:15",1098,1098,0,652,627,0,25,1214,562,609,43,1,43,7,6,2,368,4,4,7,1,4,118,3,10,19,12
