precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","GHEORGHE VLAD-DAN-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",13,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:06",1156,1156,0,539,486,0,53,1200,657,521,18,32,130,23,136,30,10,2,5,2,88,23,5,5,19,4,7
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",14,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:29:49",1264,1264,0,589,545,0,44,1500,911,573,16,38,164,17,159,18,16,14,5,6,76,14,8,2,30,0,6
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",112,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:59:58",1676,1676,0,823,744,0,79,2100,1277,802,21,94,260,47,186,23,29,4,2,5,80,14,9,4,39,0,6
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",113,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:43:05",1022,1022,0,500,383,0,117,1300,800,478,22,44,92,58,125,17,10,6,5,1,62,7,4,1,38,4,4
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",111,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:25:01",1138,1138,0,637,499,0,138,1200,563,619,18,54,126,67,186,15,40,3,4,4,49,18,5,4,32,2,10
37,TIMIŞ,"GRĂDINIȚA CU P.N. BENCECU DE JOS",520,PIŞCHIA,158181,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:30",318,318,0,235,221,0,14,399,164,221,14,4,9,4,140,18,1,1,1,2,30,2,1,0,6,1,1
37,TIMIŞ,"GRĂDINIȚA CU P.N.MURANI NR.383",522,PIŞCHIA,158181,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:28:42",509,509,0,352,329,0,23,600,248,328,24,11,20,3,188,22,5,2,4,6,37,9,12,0,6,2,1
37,TIMIŞ,"GRĂDINIȚA CU P.P. RECAȘ",284,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:30:13",1397,1397,0,784,760,0,24,1600,816,745,39,15,39,8,351,83,25,3,1,3,99,9,74,8,19,4,4
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",322,BELINŢ,155797,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:57",184,184,0,125,106,0,19,300,175,118,7,5,8,3,58,13,1,2,1,0,17,3,1,4,0,0,2
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",320,BELINŢ,155797,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:43",170,170,0,101,92,0,9,200,99,98,3,0,13,1,60,7,1,0,0,0,15,1,0,0,0,0,0
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CHIZATAU",321,BELINŢ,155797,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:06",599,599,0,422,373,0,49,708,286,397,25,4,34,15,264,19,2,0,1,1,34,9,1,5,6,1,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CLARII VII",282,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:19:20",216,216,0,96,85,0,11,400,304,91,5,2,4,0,39,4,1,0,1,0,32,1,0,0,2,0,5
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL CRIVINA DE SUS",516,PIETROASA,158136,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:27:55",163,163,0,112,111,0,1,198,86,104,8,2,0,0,65,4,0,0,1,0,31,0,0,1,0,0,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL FĂGET",258,"ORAŞ FĂGET",156801,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:59:58",1365,1365,0,750,731,0,19,1400,650,701,49,12,36,9,381,67,8,0,2,2,142,6,8,11,15,1,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL GRĂNICERII",421,GIERA,157273,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:04:31",198,198,0,88,84,0,4,300,212,82,6,2,8,0,38,6,5,0,0,0,17,3,0,1,2,0,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL IOHANISFELD",503,OTELEC,159525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:06",862,862,0,321,302,0,19,900,579,307,14,9,46,7,168,9,4,1,1,2,42,4,1,3,7,3,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.13",226,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:20:28",1546,1546,0,677,661,0,16,1600,923,653,24,40,94,14,241,39,46,5,10,1,106,21,6,2,18,2,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",219,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:54:53",1027,1027,0,475,466,0,9,1100,625,453,22,15,67,10,180,30,14,5,3,3,84,11,9,6,13,1,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 TĂPIA",239,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:31",273,273,0,129,119,0,10,300,171,125,4,2,13,3,60,15,0,1,0,0,24,1,2,1,1,0,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL OFSENIŢA",303,BANLOC,155591,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:37:51",314,314,0,150,142,0,8,400,250,145,5,2,7,0,104,5,0,1,1,0,19,0,1,1,3,0,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL PARTOŞ",304,BANLOC,155591,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:46:33",370,370,0,185,176,0,9,500,315,180,5,4,2,3,136,8,14,0,1,0,12,0,0,0,0,0,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL PIETROASA",515,PIETROASA,158136,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:45:58",268,268,0,220,217,0,3,299,79,203,17,0,8,2,143,5,2,0,2,0,34,2,2,1,2,0,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL REMETEA-LUNCĂ",472,MĂNĂŞTIUR,157736,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:10:42",330,330,0,237,217,0,20,400,163,215,22,0,17,1,66,25,27,0,1,2,58,1,7,5,3,0,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SÂNPETRU MIC",607,VARIAŞ,159213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:49",451,451,0,193,178,0,15,500,307,173,20,4,7,8,102,11,14,0,0,0,13,4,3,3,4,0,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SOCA",305,BANLOC,155591,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:48:03",444,444,0,250,235,0,15,500,250,229,21,4,9,3,134,16,3,1,2,1,46,3,0,4,3,0,0
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL TOAGER",422,GIERA,157273,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:18:08",305,305,0,165,159,0,6,400,235,146,19,0,9,1,72,12,14,0,1,0,18,1,12,5,0,0,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL VIZEJDIA",441,GOTTLOB,159419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:01:52",368,368,0,160,159,0,1,400,240,146,14,2,0,3,84,18,0,1,0,0,26,1,0,5,6,0,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT BECICHERECU MIC",317,"BECICHERECU MIC",155760,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:58",1572,1572,0,811,780,0,31,1800,989,755,56,27,87,12,355,46,19,2,6,3,131,15,19,1,18,7,7
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",379,"DUDEŞTII NOI",159384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:30:42",1513,1513,0,879,840,0,39,1700,821,845,34,23,275,13,255,42,6,6,8,2,110,14,58,4,26,1,2
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",380,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:47:37",1619,1619,0,985,944,0,41,1800,815,951,34,19,308,18,295,46,8,4,4,11,126,20,38,9,31,4,10
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT GIARMATA",416,GIARMATA,157246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:44",1669,1669,0,807,794,0,13,1805,998,774,33,29,72,17,378,44,11,6,2,3,147,21,4,5,24,7,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NADRAG",487,NĂDRAG,157898,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:30:01",1015,1015,0,538,514,0,24,1100,562,517,21,5,60,9,310,42,9,1,1,1,44,8,6,9,12,0,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12)",138,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:52",736,736,0,300,270,0,30,800,500,292,8,24,70,19,83,9,10,3,0,2,52,5,3,3,6,0,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",125,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:21",966,966,0,468,433,0,35,1000,532,450,18,50,98,28,140,8,6,13,4,3,61,14,5,2,13,0,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",124,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:17:44",1142,1142,0,523,473,0,50,1200,677,497,26,40,102,27,168,18,8,4,5,2,67,6,10,5,24,4,7
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.13 TIMIȘOARA",207,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:34",447,447,0,234,221,0,13,500,266,225,9,27,46,8,44,14,3,2,1,1,57,4,5,1,7,2,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",228,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:37",1415,1415,0,524,513,0,11,1500,976,498,26,10,73,23,173,35,31,6,3,0,100,10,7,4,15,2,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",49,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:36:40",1292,1292,0,615,598,0,17,1300,685,601,14,64,177,31,135,25,23,1,3,1,86,19,9,1,20,4,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",48,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:32",1350,1350,0,635,614,0,21,1400,765,613,22,43,175,28,168,21,12,6,5,3,77,21,8,2,30,4,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",177,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:54",1480,1480,0,615,587,0,28,1500,885,583,32,53,144,21,167,13,28,5,6,0,89,16,9,3,26,0,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",178,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:38:12",1276,1276,0,627,612,0,15,1300,673,612,15,46,161,27,188,27,20,3,3,1,81,12,12,6,21,1,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",176,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:50:57",1445,1445,0,605,576,0,29,1500,895,592,13,54,141,33,178,28,18,2,3,2,81,19,8,4,15,3,3
37,TIMIŞ,"GRADINIŢA CU PROGRAM PRELUNGIT NR.23",145,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:56",1103,1103,0,473,437,0,36,1200,727,465,8,37,136,26,123,28,18,7,2,2,32,16,12,2,15,2,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",46,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:26:19",1220,1220,0,561,514,0,47,1300,739,552,9,75,155,26,126,19,28,3,4,6,64,10,4,2,25,1,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",47,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:58",1203,1203,0,554,502,0,52,1300,746,547,7,65,161,27,138,15,12,5,1,8,67,8,4,5,21,3,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",106,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:40:16",1941,1941,0,973,943,0,30,2000,1027,951,22,129,291,50,254,18,28,12,9,6,87,16,5,1,41,2,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",107,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:15:43",1833,1833,0,904,866,0,38,1900,996,886,18,75,249,39,234,39,33,6,2,5,115,19,12,9,43,1,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",211,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:59:08",1338,1338,0,615,605,0,10,1400,785,594,21,29,53,17,212,34,16,4,5,2,167,13,5,8,25,2,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",210,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:41:28",1622,1622,0,662,644,0,18,1700,1038,619,43,37,88,15,221,35,18,2,4,5,145,9,13,8,14,3,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.36",41,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:36:57",1153,1153,0,526,457,0,69,1200,674,512,14,67,124,38,126,21,24,2,4,2,52,12,11,1,24,1,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",19,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:43",1335,1335,0,584,514,0,70,1400,816,558,26,60,139,46,150,16,15,8,11,1,70,7,7,5,20,0,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",18,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:37",1599,1599,0,732,690,0,42,1700,968,718,14,77,203,44,200,23,20,3,3,9,75,16,8,3,26,5,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",203,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:15",1282,1282,0,575,561,0,14,1300,725,561,14,42,131,23,152,26,25,3,4,2,88,18,7,7,20,2,11
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",204,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:00:53",1230,1230,0,539,520,0,19,1300,761,523,16,41,113,17,149,19,16,5,0,6,118,10,2,0,20,1,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",213,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:47",1007,1007,0,396,391,0,5,1100,704,372,24,17,52,6,137,28,12,2,0,1,75,11,5,8,11,2,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",212,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:20:59",1180,1180,0,471,461,0,10,1200,729,452,19,21,82,10,162,33,23,4,6,5,74,10,5,3,8,4,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",215,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:14:09",1243,1243,0,478,470,0,8,1300,822,451,27,16,69,9,178,26,19,6,5,4,72,10,11,2,19,0,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",216,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:50:53",1098,1098,0,454,445,0,9,1500,1046,437,17,20,59,13,173,24,23,2,3,3,86,8,8,2,11,1,1
37,TIMIŞ,"GRADINITA PN",373,DAROVA,156623,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:30",294,294,0,221,216,0,5,300,79,203,18,8,16,5,86,14,1,0,3,0,42,3,7,4,9,2,3
37,TIMIŞ,"GRADINITA PN BODO",299,BALINŢ,155546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:53:01",428,428,0,258,242,0,16,600,342,239,19,4,51,6,32,3,82,1,1,2,24,8,1,16,2,4,2
37,TIMIŞ,"GRADINITA PN JEBEL",450,JEBEL,157424,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:53:35",1582,1582,0,942,846,0,96,1700,758,896,46,28,34,13,487,60,18,0,8,1,186,12,5,14,21,2,7
37,TIMIŞ,"GRĂDINIŢA PN UTVIN",559,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:35:25",1348,1348,0,737,705,0,32,1400,663,702,35,32,100,21,246,24,11,1,1,5,196,19,3,6,24,3,10
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 ETAJ, SÂNNICOLAU MARE",295,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:10:43",1456,1456,0,683,662,0,21,1700,1017,657,26,26,96,16,236,31,48,3,0,4,90,19,58,6,18,3,3
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 PARTER, SÂNNICOLAU MARE",294,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:01",1930,1930,0,876,866,0,10,2200,1324,839,37,15,106,23,273,47,29,0,10,0,174,23,94,6,28,5,6
37,TIMIŞ,"IMOBIL PROPRIETATE A FUNDAȚIEI MISIUNEA PÂINEA VIEȚII",231,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:59:58",462,462,0,232,220,0,12,800,568,211,21,6,12,0,75,21,11,1,4,4,55,2,5,9,3,0,3
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII BOTEȘTI S.R.L.",229,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:48",1349,1349,0,636,623,0,13,1400,764,629,7,36,115,9,238,39,26,1,7,5,94,20,9,5,15,3,7
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII RIVA INTIMA S.R.L.",230,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:25:26",1315,1315,0,581,576,0,5,1400,819,558,23,31,70,14,222,31,20,8,8,1,103,11,13,8,12,4,2
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII VITIDA MINERAL SRL-FOST MAGAZIN PREZENTARE",218,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:40:57",1356,1356,0,562,551,0,11,1400,838,539,23,10,52,18,225,57,9,3,8,2,101,14,7,6,20,6,1
37,TIMIŞ,"INCUBATORUL DE AFACERI JIMBOLIA",279,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:25",1445,1445,0,578,560,0,18,1600,1022,543,35,17,63,10,185,27,56,3,2,5,127,14,2,7,11,2,12
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",11,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:28:46",1159,1159,0,463,422,0,41,1200,737,447,16,36,113,31,110,27,16,1,1,3,62,15,3,3,19,5,2
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",12,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:39",1301,1301,0,532,474,0,58,1400,868,520,12,62,146,39,131,23,9,2,1,1,61,6,3,5,24,3,4
37,TIMIŞ,"LICEUL CU PROGRAM SPORTIV ”BANATUL”",109,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:25",1192,1192,0,557,499,0,58,1600,1043,534,23,49,155,44,134,9,19,5,1,3,61,12,10,6,23,0,3
37,TIMIŞ,"LICEUL DE ARTĂ ”ION VIDU” TIMIȘOARA",110,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:02:15",501,501,0,780,216,0,564,1000,220,766,14,38,104,345,94,21,14,2,0,1,37,9,6,3,86,2,4
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",165,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:30",866,866,0,317,271,0,46,1200,883,304,13,27,66,24,71,16,7,5,1,1,44,9,6,2,22,1,2
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",163,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:05",1545,1545,0,645,600,0,45,1600,955,626,19,61,156,22,167,47,23,4,5,6,78,19,3,16,13,1,5
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",164,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:19:38",1298,1298,0,397,359,0,38,1300,903,384,13,24,94,16,104,32,7,6,4,4,55,13,8,5,9,0,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",127,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:29:09",916,916,0,521,467,0,54,1400,879,501,20,63,146,36,121,22,10,4,2,5,46,11,5,2,20,3,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",130,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:56:22",1274,1274,0,577,520,0,57,1300,723,560,17,48,145,19,145,20,13,8,5,6,78,13,14,7,32,3,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",128,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:36:01",1051,1051,0,470,434,0,36,1100,630,453,17,33,125,30,109,10,18,2,5,2,71,7,8,11,17,1,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",131,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:18:36",1025,1025,0,459,412,0,47,1100,641,441,18,37,124,35,111,12,10,3,3,5,65,11,2,4,15,0,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",129,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:12:06",1121,1121,0,489,446,0,43,1200,711,482,7,40,132,36,135,22,13,2,5,2,53,9,3,1,25,1,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",126,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:04:33",1210,1210,0,526,503,0,23,1300,774,514,12,51,135,23,138,42,10,2,1,1,58,15,5,4,25,2,2
