precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
10,BUZĂU,"PRIMARIA MĂRGĂRITEŞTI",273,MĂRGĂRITEŞTI,47417,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:13:41",441,441,0,387,309,0,78,490,103,350,37,2,10,0,1,0,1,294,5,1,20,1,7,2,5,1,0
10,BUZĂU,"PRIMĂRIA RACOVIŢENI",326,RACOVIŢENI,48922,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:30:52",982,982,0,605,589,0,16,1080,475,556,49,0,23,2,4,4,1,406,4,8,57,3,37,2,3,2,0
10,BUZĂU,"PRIMARIA STILPU",372,STÂLPU,49625,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:00:58",1170,1169,1,718,707,0,11,1290,572,672,46,3,21,2,5,9,1,483,7,8,86,1,34,2,7,0,3
10,BUZĂU,"SALA DE FESTIVITATI A PRIMARIEI BISOCA",155,BISOCA,45245,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:06:21",424,424,0,262,247,0,15,470,208,238,24,0,8,0,3,0,0,188,1,1,29,0,2,1,5,0,0
10,BUZĂU,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI VADU PAŞII",392,"VADU PAŞII",49956,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:22",1839,1839,0,1156,1137,0,19,2022,866,1099,57,4,54,6,13,4,2,787,12,19,106,5,45,2,22,15,3
10,BUZĂU,"SALA DE FESTIVITĂŢI SCORTOASA",351,SCORŢOASA,49313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:36:09",971,958,13,621,590,13,18,1072,451,570,51,2,17,2,2,2,5,440,1,9,66,2,9,1,8,3,1
10,BUZĂU,"SALA DE ŞEDINŢE PRIMĂRIA ZIDURI",421,ZIDURI,50479,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:34",805,805,0,473,461,0,12,877,404,442,31,1,22,2,2,4,1,300,7,1,74,0,18,1,4,5,0
10,BUZĂU,"SALA DE SPORT A ORASULUI",104,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:09",653,653,0,428,414,0,14,720,292,407,21,4,17,1,4,2,8,248,1,17,54,1,25,4,10,7,4
10,BUZĂU,"SALA DE SPORT SĂRATA MONTEORU",286,MEREI,47453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:01",662,662,0,408,341,0,67,730,322,396,12,0,16,4,4,3,1,235,13,10,66,1,19,2,11,8,3
10,BUZĂU,"SCOALA BANIŢA",339,SĂGEATA,49073,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:28:05",211,211,0,153,136,0,17,240,87,147,6,0,6,1,1,0,1,87,0,1,38,0,11,1,0,0,0
10,BUZĂU,"ŞCOALA BEILIC",340,SĂGEATA,49073,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:30",279,279,0,211,202,0,9,310,99,195,16,0,7,1,0,2,1,131,1,2,36,2,7,0,5,0,0
10,BUZĂU,"ŞCOALA BORDUŞANI",341,SĂGEATA,49073,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:21",301,301,0,232,203,0,29,334,102,228,4,2,5,2,2,1,2,172,0,1,31,0,6,1,2,1,0
10,BUZĂU,"ŞCOALA CARAGELE",265,LUCIU,47300,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:23",630,630,0,394,383,0,11,690,296,359,35,0,26,3,6,2,1,273,1,7,24,2,6,0,8,0,0
10,BUZĂU,"SCOALA CIOCÂRLIA",395,"VADU PAŞII",49956,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:00:07",560,560,0,392,384,0,8,591,199,371,21,1,25,1,5,2,0,257,2,6,39,0,24,0,6,3,0
10,BUZĂU,"ŞCOALA CÎRLIGU MARE",247,GLODEANU-SILIŞTEA,46910,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:18:32",300,300,0,214,188,0,26,330,116,198,16,0,12,1,0,1,0,135,2,2,35,1,5,2,1,1,0
10,BUZĂU,"ŞCOALA CLS.I-VIII VINTILEANCA",347,SĂHĂTENI,49153,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:01:01",652,652,0,462,423,0,39,720,258,425,37,4,20,5,4,5,1,328,2,4,29,2,5,2,9,5,0
10,BUZĂU,"ŞCOALA COZIENI",227,COZIENI,46554,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:53:32",468,468,0,350,314,0,36,510,160,305,45,2,17,2,1,2,8,182,0,8,25,2,35,3,10,7,1
10,BUZĂU,"ŞCOALA CU CLASELE I-IV GHERASENI",237,GHERĂSENI,46803,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:45",785,785,0,495,486,0,9,860,365,448,47,4,35,1,10,2,1,278,6,4,54,3,33,0,13,4,0
10,BUZĂU,"SCOALA CU CLASELE I-IV PRUND",114,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:21:50",372,372,0,268,248,0,20,410,142,254,14,2,11,2,1,2,0,160,2,2,28,1,27,1,6,8,1
10,BUZĂU,"ŞCOALA CU CLS.I-IV GĂGENI",345,SĂHĂTENI,49153,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:18:04",362,362,0,253,236,0,17,400,147,239,14,2,15,1,3,1,4,169,1,3,33,0,4,0,2,1,0
10,BUZĂU,"ŞCOALA CU CLS.I-IV ISTRIŢA DE JOS",346,SĂHĂTENI,49153,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:48",243,243,0,148,142,0,6,250,102,139,9,1,5,2,5,1,2,88,2,3,16,1,5,0,2,6,0
10,BUZĂU,"ŞCOALA CU CLS.I-IV SLOBOZIA",191,CĂTINA,45959,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:59",163,163,0,120,109,0,11,180,60,114,6,0,3,0,3,1,0,97,0,1,6,0,1,0,1,1,0
10,BUZĂU,"ŞCOALA CU CLS.I-IV SUDITI",238,GHERĂSENI,46803,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:42",405,405,0,225,220,0,5,440,215,212,13,0,6,0,3,0,1,154,3,6,22,0,7,1,6,0,3
10,BUZĂU,"SCOALA FOCŞĂNEI",394,"VADU PAŞII",49956,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:12:50",1424,1424,0,810,793,0,17,1571,761,766,44,2,60,0,47,3,7,520,7,2,53,0,45,0,0,19,1
10,BUZĂU,"ŞCOALA GĂVĂNEŞTI",343,SĂGEATA,49073,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:07:15",757,757,0,483,431,0,52,830,347,457,26,0,25,1,3,4,1,327,2,1,76,1,8,1,4,2,1
10,BUZĂU,"ŞCOALA GENERALĂ",120,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:52",554,554,0,355,348,0,7,610,255,334,21,0,9,0,3,0,3,261,0,0,32,1,9,0,3,12,1
10,BUZĂU,"ŞCOALA GENERALĂ BĂDILA",307,PÂRSCOV,48557,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:24",643,643,0,300,291,0,9,710,410,274,26,3,27,4,6,0,3,188,0,1,32,0,7,0,2,1,0
10,BUZĂU,"ŞCOALA GENERALĂ CĂLDĂRĂŞTI",131,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:32:42",1412,1412,0,995,973,0,22,1561,566,941,54,2,22,4,5,3,1,500,1,2,375,0,15,1,6,4,0
10,BUZĂU,"ŞCOALA GENERALA CIORANCA",290,"MOVILA BANULUI",47774,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:15",187,187,0,145,128,0,17,210,65,134,11,1,7,0,0,0,0,99,0,5,17,1,1,1,0,2,0
10,BUZĂU,"SCOALA GENERALA DIN POTIRNICHESTI",318,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:35",418,418,0,226,210,0,16,460,234,214,12,5,24,2,2,0,2,120,3,4,28,0,12,3,8,1,0
10,BUZĂU,"ŞCOALA GENERALĂ GRECEANCA",172,BREAZA,45619,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:45:13",740,740,0,372,323,0,49,820,448,351,21,6,29,3,4,1,1,225,3,4,48,2,17,1,3,4,0
10,BUZĂU,"SCOALA GENERALA MARACINENI",268,MĂRĂCINENI,47373,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:27:05",1476,1476,0,802,784,0,18,1610,808,762,40,0,50,3,17,0,7,444,13,21,95,6,55,4,37,10,0
10,BUZĂU,"ŞCOALA GENERALĂ MĂRĂCINENI",269,MĂRĂCINENI,47373,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:54",1260,1260,0,625,610,0,15,1380,755,602,23,1,47,8,8,1,10,330,22,25,75,5,40,3,13,13,1
10,BUZĂU,"ŞCOALA GENERALĂ NR.2 POGOANELE",130,"ORAŞ POGOANELE",48744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:42:49",1372,1372,0,961,911,0,50,1511,550,886,75,10,42,6,5,2,3,434,4,7,296,1,57,2,12,4,1
10,BUZĂU,"ŞCOALA GENERALĂ PLEŞI",156,BISOCA,45245,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:36",315,315,0,205,199,0,6,350,145,196,9,0,4,0,1,1,0,170,0,1,15,2,0,1,1,0,0
10,BUZĂU,"ŞCOALA GENERALĂ POTOCENI",272,MĂRĂCINENI,47373,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:17",1829,1829,0,995,985,0,10,2010,1015,956,39,3,55,11,15,8,5,587,19,16,128,4,39,4,45,14,3
10,BUZĂU,"SCOALA GENERALA PRUNENI",418,ZĂRNEŞTI,50415,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:20:37",273,273,0,220,190,0,30,300,80,212,8,1,7,1,0,2,0,170,6,0,12,1,9,0,2,1,0
10,BUZĂU,"ŞCOALA GENERALĂ ROBEŞTI",309,PÂRSCOV,48557,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:48:57",454,454,0,263,247,0,16,500,237,255,8,1,14,1,2,2,3,178,3,4,35,0,10,0,0,1,1
10,BUZĂU,"ŞCOALA GENERALĂ SĂRILE",158,BISOCA,45245,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:22:49",364,364,0,214,207,0,7,400,186,173,41,0,3,1,0,2,0,148,0,0,15,0,1,0,2,1,0
10,BUZĂU,"ŞCOALA GENERALĂ, SATUL SUDIŢI",319,"POŞTA CÂLNĂU",48771,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:11:51",1420,1420,0,840,810,0,30,1560,720,825,15,0,65,0,0,0,0,603,0,0,84,0,73,0,0,0,0
10,BUZĂU,"ŞCOALA GENERALĂ ZILIŞTEANCA",320,"POŞTA CÂLNĂU",48771,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:08:19",1055,1055,0,610,589,0,21,1160,550,579,31,4,29,7,6,3,4,366,4,14,76,1,40,2,11,12,0
10,BUZĂU,"ŞCOALĂ GIMNAZIALĂ",127,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:24:01",1180,1180,0,678,661,0,17,1301,623,643,35,5,10,1,0,3,4,410,9,9,134,0,20,3,7,28,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ALBEŞTI",366,SMEENI,49545,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:24:52",683,683,0,355,342,0,13,750,395,337,18,5,18,1,5,0,0,241,2,3,48,0,11,0,0,2,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALEXANDRU ODOBESCU",175,BUDA,45673,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:10:04",885,885,0,554,513,0,41,970,416,492,62,2,20,3,1,2,0,407,0,0,36,1,18,0,0,2,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALUNIȘ",219,COLŢI,46439,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:07:38",109,109,0,88,80,0,8,130,42,80,8,0,2,0,0,0,1,62,0,0,6,0,6,0,1,2,0
10,BUZĂU,"ŞCOALA GIMNAZIALA BĂBENI ”ION ARISTOTEL”",381,TOPLICENI,49769,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:44:26",813,813,0,448,420,0,28,900,452,413,35,0,14,3,8,5,5,264,2,8,56,1,32,0,12,1,2
10,BUZĂU,"ŞCOALA GIMNAZIALA BISCA-CHIOJDULUI",201,CHIOJDU,46180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:45:23",896,896,0,626,568,0,58,980,354,604,22,1,18,7,7,2,3,480,10,4,42,0,12,1,9,7,1
10,BUZĂU,"SCOALA GIMNAZIALA BÎSCENII DE SUS",180,CALVINI,45753,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:51:01",718,718,0,511,468,0,43,800,289,476,35,1,28,2,6,1,5,323,4,13,46,2,17,0,10,17,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOBOC",214,COCHIRLEANCA,46377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:02:45",1309,1309,0,817,796,0,21,1440,623,779,38,1,51,1,0,1,4,556,9,9,111,1,20,2,9,4,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOLDU",162,BOLDU,45361,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:51",799,799,0,524,506,0,18,880,356,494,30,0,14,0,6,3,2,385,4,8,41,2,25,1,2,1,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ BOZIORU",163,BOZIORU,45389,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:24:42",447,447,0,399,308,0,91,490,91,344,55,0,12,2,4,1,3,274,5,2,25,2,4,0,2,6,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BRĂTILEȘTI",169,BRĂEŞTI,45539,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:14:15",1020,1020,0,687,661,0,26,1121,434,611,76,5,18,7,7,1,4,497,2,7,41,0,13,1,4,2,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CAPITAN AVIATOR MIRCEA T. BĂDULESCU”",60,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:46:56",1225,1225,0,501,497,0,4,1300,799,475,26,4,19,0,1,5,3,224,22,10,64,6,60,7,27,20,3
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CAPITAN AVIATOR MIRCEA T. BĂDULESCU”",61,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:36:53",1104,1104,0,502,489,0,13,1200,698,481,21,1,14,4,2,4,7,245,36,14,53,3,67,3,10,16,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CĂPITAN AVIATOR MIRCEA T. BĂDULESCU”",59,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:30",1346,1346,0,1355,1339,0,16,1500,867,615,18,5,34,8,0,11,7,289,23,26,85,2,88,7,10,17,3
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CĂPITAN AVIATOR MIRCEA T. BĂDULESCU”",58,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:41:24",1239,1239,0,614,589,0,25,1400,786,594,20,2,26,6,1,7,12,297,0,3,85,9,85,4,27,24,6
10,BUZĂU,"ȘCOALA GIMNAZIALĂ C.A.ROSETTI",181,"C.A. ROSETTI",45815,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:53",645,645,0,414,410,0,4,710,296,386,28,4,14,1,3,0,1,265,6,10,52,0,9,0,10,8,3
10,BUZĂU,"ŞCOALA GIMNAZIALĂ CIUTA",267,MĂGURA,47337,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:59:26",674,674,0,495,484,0,11,740,245,459,36,1,30,0,4,0,2,315,1,0,86,3,11,0,3,3,0
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.1",212,COCHIRLEANCA,46377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:03:16",1219,1219,0,785,757,0,28,1340,555,750,35,1,22,3,3,3,1,347,1,4,327,1,18,6,10,3,0
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.2",213,COCHIRLEANCA,46377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:56:06",795,795,0,534,522,0,12,880,346,504,30,1,16,0,2,0,1,209,2,2,253,1,9,0,7,1,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COLȚI",218,COLŢI,46439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:08:12",350,350,0,278,259,0,19,380,102,244,34,1,11,1,0,4,2,158,1,4,27,0,21,2,2,9,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COLȚII DE JOS",220,COLŢI,46439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:47:10",222,222,0,169,159,0,10,251,82,148,21,2,3,2,2,1,2,102,0,1,20,0,5,0,2,6,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COMUNA BRĂDEANU",165,BRĂDEANU,45496,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:19",861,861,0,580,570,0,10,950,370,543,37,4,22,2,8,2,6,422,3,9,38,1,7,3,8,7,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COMUNA BRĂEŞTI",168,BRĂEŞTI,45539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:13:42",351,351,0,266,236,0,30,398,132,231,35,5,3,2,0,1,2,195,2,0,9,1,7,2,1,0,1
10,BUZĂU,"ŞCOALA GIMNAZIALA COMUNA SIRIU, JUDETUL BUZAU,DIN SATUL LUNCA JARISTEI",361,SIRIU,49484,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:15:16",1364,1364,0,972,931,0,41,1500,528,915,57,8,44,8,8,4,6,650,2,19,94,0,29,5,7,29,2
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN POPESCU” FUNDENI",417,ZĂRNEŞTI,50415,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:25:54",1831,1831,0,1176,1122,0,54,2010,834,1081,95,5,48,8,18,13,4,707,0,8,109,3,127,5,15,9,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COSTEȘTI",222,COSTEŞTI,46484,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:11",1289,1289,0,636,621,0,15,1420,784,609,27,0,42,3,1,2,1,407,3,13,87,1,28,1,9,10,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COȚATCU",314,PODGORIA,48682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:12",936,936,0,594,557,0,37,1020,426,561,33,2,33,1,4,2,2,387,2,3,59,5,54,2,2,3,0
10,BUZĂU,"ȘCOALA GIMNAZIALĂ DR. ILIE PAVEL",82,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:11:26",1810,1810,0,736,730,0,6,2000,1264,651,85,4,37,1,8,2,0,505,1,0,85,2,4,0,2,0,0
10,BUZĂU,"SCOALA GIMNAZIALA ”DUMITRU I. IONESCU” CALVINI",178,CALVINI,45753,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:05:39",1516,1516,0,903,862,0,41,1680,777,630,273,8,16,1,0,0,1,395,5,2,67,1,130,1,0,3,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DUMITRU N. CRISTEA” BEŞLII",275,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:22",386,386,0,259,232,0,27,420,161,233,26,2,4,0,3,1,1,173,0,3,30,0,10,0,4,1,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",2,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:37:37",1399,1399,0,647,633,0,14,1500,853,638,9,5,21,6,3,12,7,292,40,26,73,2,88,4,35,23,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",1,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:09:47",1491,1491,0,691,658,0,33,1600,909,661,30,5,40,8,3,13,10,324,27,17,84,5,63,6,28,24,4
10,BUZĂU,"ŞCOALA GIMNAZIALA FLORICA",231,FLORICA,50564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:38:06",989,989,0,719,676,0,43,1090,371,679,40,2,35,2,5,3,2,491,3,16,71,1,32,2,8,3,3
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GĂLBINAŞI",232,GĂLBINAŞI,46769,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:40:21",1129,1129,0,726,694,0,32,1240,514,692,34,0,30,7,14,0,11,428,8,14,82,0,64,4,14,16,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",18,"MUNICIPIUL BUZĂU",44818,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:27:34",1179,1179,0,476,466,0,10,1300,824,465,11,14,20,3,3,6,1,233,26,13,74,3,35,1,14,15,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",16,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:52:10",1032,1032,0,422,412,0,10,1100,678,408,14,0,11,0,3,3,5,217,14,11,62,6,37,6,25,7,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",17,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:24:12",1141,1141,0,520,512,0,8,1300,780,500,20,2,19,3,3,4,9,256,19,26,75,1,40,1,24,18,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",19,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:20",1136,1136,0,470,458,0,12,1200,730,461,9,1,29,7,7,4,4,231,14,5,79,2,55,1,13,8,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL ȘTEFAN GUȘĂ” SPĂTARU",226,COSTEŞTI,46484,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:12:03",1169,1169,0,650,635,0,15,1290,640,627,23,3,37,6,8,4,5,359,12,21,100,5,42,1,9,12,3
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",53,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:38:38",1111,1111,0,468,447,0,21,1200,732,443,25,1,12,0,1,3,3,253,21,10,58,5,47,2,17,8,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",54,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:34:09",1245,1245,0,597,582,0,15,1400,803,578,19,2,22,1,4,7,1,303,26,20,75,2,69,4,32,9,1
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",55,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:32:51",1091,1091,0,490,477,0,13,1200,710,466,24,4,16,2,2,9,4,235,22,16,55,6,54,1,23,15,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",56,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:18:13",1419,1419,0,669,651,0,18,1600,931,623,46,2,21,4,8,7,8,306,25,27,89,0,74,4,25,20,3
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",52,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:27",1388,1388,0,631,602,0,29,1600,969,619,12,8,22,5,6,8,11,304,27,12,87,1,74,12,22,16,4
10,BUZĂU,"ŞCOALA GIMNAZIALA GHERGHEASA",239,GHERGHEASA,46830,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:46:55",936,936,0,562,473,0,89,1030,468,542,20,2,18,2,1,0,1,448,0,2,55,1,7,0,1,4,0
10,BUZĂU,"SCOALA GIMNAZIALA GLODEANU SARAT",241,"GLODEANU SĂRAT",46867,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:20:25",1587,1587,0,1161,1103,0,58,1750,589,1028,133,7,30,5,10,2,3,705,7,18,145,5,64,4,9,12,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ GLODEANU-SILIȘTEA",245,GLODEANU-SILIŞTEA,46910,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:33:51",947,947,0,750,649,0,101,1040,290,692,58,0,38,1,3,6,0,516,2,14,95,2,6,0,9,0,0
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GREBĂNU",250,GREBĂNU,47006,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:25:45",1816,1816,0,1099,1021,0,78,2000,901,1003,96,6,80,10,9,7,0,740,6,5,105,3,13,3,5,8,3
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA BĂDICULUI",276,MÂNZĂLEŞTI,47630,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:32:59",333,333,0,194,185,0,9,370,176,181,13,0,2,1,0,1,1,149,0,0,18,0,4,0,2,3,0
