precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA AUR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL DIASPORA UNITĂ-voturi"
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BROŞTENI",295,DRĂGUŞENI,148382,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:37:07",268,268,0,136,132,0,4,300,164,128,8,1,1,1,2,1,0,2,0,0,1,1,12,84,17,3,2
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BUNEȘTI",243,BUNEŞTI,147465,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:45",579,579,0,359,353,0,6,700,341,336,23,1,1,4,9,1,0,1,0,2,11,3,12,238,45,3,5
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL CAJVANA",140,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:54:35",1538,1538,0,630,630,0,0,1600,970,579,51,1,0,6,24,1,14,4,0,1,10,8,36,271,177,19,7
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL CU 3 GRUPE NR.1 FÂNTÂNELE",305,FÂNTÂNELE,148453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:53",911,911,0,464,457,0,7,1000,536,441,23,21,0,6,29,2,13,2,1,1,4,3,29,212,112,5,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL DEMACUŞA",405,MOLDOVIŢA,149539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:44:42",797,797,0,544,540,0,4,878,334,510,34,0,1,4,23,2,5,5,0,0,10,4,0,285,135,29,7
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL FALCAU",242,BRODINA,147241,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:56:20",1106,1106,0,587,576,0,11,1200,613,553,34,4,1,17,25,8,3,1,1,3,11,12,51,234,148,15,19
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL IPOTEȘTI",369,IPOTEŞTI,146281,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:37:04",1928,1928,0,1016,1006,0,10,2100,1084,992,24,8,5,52,84,4,6,3,16,9,39,41,61,402,227,9,26
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL ”LUMEA COPIILOR”",198,"ORAŞ VICOVU DE SUS",151095,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:49:51",1329,1329,0,594,591,0,3,1400,806,567,27,3,3,9,11,2,3,1,1,0,18,6,28,262,204,11,5
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL NEGRILEASA",473,STULPICANI,150356,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:30",805,805,0,441,432,0,9,890,449,388,53,1,1,1,0,0,1,1,1,0,3,1,11,317,39,10,1
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1",392,"MITOCU DRAGOMIRNEI",146325,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:08:17",1891,1891,0,1136,1125,0,11,2000,864,1012,124,3,7,13,53,5,16,13,4,1,9,12,50,430,376,12,8
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 12 ”ŢĂNDĂRICĂ”",54,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:27:43",1640,1640,0,714,699,0,15,1799,1085,685,29,12,7,35,59,3,6,3,3,2,25,16,44,308,140,4,18
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 CAPU CÂMPULUI",255,"CAPU CÂMPULUI",151503,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:16",1898,1898,0,1394,1358,0,36,2000,606,1382,12,3,3,9,10,3,7,2,0,2,14,21,48,1106,137,4,13
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 DĂRMĂNEŞTI",278,DĂRMĂNEŞTI,147937,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:49:45",1011,1011,0,577,554,0,23,1111,534,535,42,4,3,6,22,6,1,2,4,3,7,9,40,350,64,7,7
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1-EST",193,"ORAŞ VICOVU DE SUS",151095,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:48:17",1379,1379,0,569,566,0,3,1500,931,560,9,4,2,2,7,3,4,1,1,1,0,4,19,370,133,6,3
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR 2 COSTIŞA",324,"FRĂTĂUŢII NOI",148667,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:57:49",489,489,0,200,192,0,8,600,400,186,14,1,0,1,10,1,3,4,1,1,2,5,2,116,39,0,0
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL NR.5",125,"MUNICIPIUL VATRA DORNEI",146744,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:13:38",1054,1054,0,576,563,0,13,1155,579,560,16,2,3,9,36,3,5,4,3,4,16,8,36,338,68,11,14
35,SUCEAVA,"GRADINIŢA CU PROGRAM NORMAL NR. 5",23,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:35:08",1635,1635,0,693,675,0,18,1800,1107,675,18,8,4,34,69,3,10,2,1,3,27,25,35,298,123,5,28
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7",63,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:10",1321,1321,0,573,559,0,14,1500,927,550,23,2,8,26,67,5,7,2,0,6,27,24,50,219,91,7,9
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.8",64,"MUNICIPIUL SUCEAVA",146263,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:23",1691,1691,0,662,650,0,12,1800,1138,631,31,6,5,15,80,7,8,9,7,2,16,21,40,251,140,6,18
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9 ”NOROCEL” SALA A",41,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:53:43",1931,1931,0,556,533,0,23,2100,1544,534,22,13,3,11,45,2,2,0,0,4,27,23,42,217,115,8,22
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.9 ”NOROCEL” SALA B",42,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:22:40",1956,1956,0,843,826,0,17,2100,1257,814,29,9,9,25,88,6,5,0,4,9,41,51,64,298,168,11,26
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL ”PINOCHIO”",157,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:44:24",1549,1549,0,652,639,0,13,1711,1059,615,37,7,2,30,46,9,8,6,4,7,19,15,47,280,111,10,14
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVĂLARI",498,UDEŞTI,150588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:36:10",921,921,0,410,397,0,13,1000,590,372,38,0,1,3,4,1,5,6,1,2,10,4,34,153,133,12,3
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL PODENI",245,BUNEŞTI,147465,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:15:05",505,505,0,245,238,0,7,600,355,225,20,0,0,0,12,0,2,1,0,2,3,3,9,128,61,1,3
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL RAŞCA",406,MOLDOVIŢA,149539,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:28:51",679,679,0,437,428,0,9,746,309,397,40,1,2,2,12,1,2,2,0,0,6,5,16,290,55,1,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL RUSCA, SAT RUSCA, NR. 59A",285,DORNA-ARINI,148131,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:48:30",642,642,0,443,437,0,6,902,459,419,24,2,3,7,1,5,4,1,3,2,14,10,15,300,43,4,5
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL STULPICANI",471,STULPICANI,150356,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:54:32",1070,1070,0,630,623,0,7,1180,550,579,51,4,3,2,4,3,2,2,1,0,3,3,29,439,69,7,8
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL ”VOINICEL” DEIA",329,FRUMOSU,148729,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:38:02",615,615,0,445,436,0,9,700,255,418,27,17,3,11,4,0,3,2,4,0,9,6,16,262,74,4,3
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL VORONET",164,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:15:50",693,693,0,382,357,0,25,800,418,351,31,5,1,6,20,1,4,2,1,5,14,11,20,177,75,2,7
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CĂSUȚA PITICILOR”- CORP B",163,"ORAŞ GURA HUMORULUI",146584,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:05:17",1045,1045,0,477,464,0,13,1100,623,440,37,2,1,10,23,5,2,1,1,4,8,6,56,200,111,4,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",92,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:55",1003,1003,0,400,390,0,10,1200,800,385,15,6,1,6,28,1,3,2,0,3,7,6,31,235,48,0,8
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",93,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:10:53",1029,1029,0,420,415,0,5,1200,780,403,17,7,2,4,33,1,2,5,0,4,8,10,30,213,70,3,11
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",94,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:02:26",895,895,0,414,393,0,21,1000,586,397,17,4,2,5,30,2,6,0,1,4,7,8,28,215,74,7,4
35,SUCEAVA,"GRADINIŢA CU PROGRAM PRELUNGIT NR.1 ”GULIVER”",24,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:21:49",1188,1188,0,557,540,0,17,1300,743,539,18,6,5,36,66,5,7,1,2,1,15,29,26,229,83,3,25
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3 ”SCUFIȚA ROȘIE”",124,"MUNICIPIUL VATRA DORNEI",146744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:25:09",1044,1044,0,561,529,0,32,1100,539,547,14,5,4,0,36,6,5,1,6,5,17,15,11,336,80,9,11
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7 ”ABC ”",19,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:15:15",1490,1490,0,578,560,0,18,1600,1022,559,19,12,4,31,61,1,3,1,5,4,20,16,29,273,79,3,17
35,SUCEAVA,"GRADINITA CU PROGRAM PRELUNGIT PINOCHIO",114,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:16:24",1723,1723,0,737,722,0,15,1700,963,710,27,5,1,26,33,4,3,0,7,9,30,16,53,370,130,6,17
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT MOARA NICA, COMUNA MOARA , JUDEȚUL SUCEAVA",395,MOARA,149414,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:50:48",1749,1749,0,993,987,0,6,1900,907,925,68,6,6,45,38,4,9,18,4,4,23,35,63,469,169,9,23
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 1 STRAJA",463,STRAJA,150294,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:20",1280,1280,0,749,742,0,7,1400,651,689,60,0,1,3,13,1,3,7,0,1,2,5,44,455,130,9,15
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 2 STRAJA",466,STRAJA,150294,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:27",992,992,0,561,547,0,14,1100,539,535,26,3,0,3,7,0,1,3,0,0,12,2,23,268,204,4,5
35,SUCEAVA,"GRĂDINIŢA DE COPII NR. 3 STRAJA",464,STRAJA,150294,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:16",1127,1127,0,664,632,0,32,1200,536,626,38,2,0,8,12,6,5,3,0,0,13,22,20,402,116,7,10
35,SUCEAVA,"GRĂDINIȚA MIRONU",516,"VALEA MOLDOVEI",150891,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:10:26",1729,1729,0,1182,1167,0,15,1864,682,1055,127,1,0,3,0,0,2,8,1,0,0,0,56,654,329,0,1
35,SUCEAVA,"GRĂDINIŢA NOUĂ BIVOLĂRIE",200,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:17:16",908,908,0,375,374,0,1,1000,625,356,19,4,5,6,6,2,1,2,0,0,10,2,17,181,107,4,9
35,SUCEAVA,"GRĂDINIŢA NR. 4 „VALEA SEACĂ”",77,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:28:07",1266,1266,0,692,686,0,6,1400,708,642,50,9,2,21,69,7,6,2,2,5,16,26,31,314,115,5,12
35,SUCEAVA,"GRĂDINIŢA ”POD DABÎCA”",536,"VICOVU DE JOS",151077,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:25:56",1077,1077,0,539,532,0,7,1200,661,501,38,0,1,7,13,1,2,3,1,2,15,10,38,270,119,8,11
35,SUCEAVA,"HOTEL BRADUL",118,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:54",787,787,0,527,391,0,136,900,373,507,20,7,6,15,33,5,4,6,5,4,15,14,24,270,79,3,17
35,SUCEAVA,"LICEUL CU PROGRAM SPORTIV SALA A",25,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:42:00",1453,1453,0,626,614,0,12,1600,974,603,23,3,11,40,60,4,3,6,3,5,26,25,24,279,92,12,10
35,SUCEAVA,"LICEUL CU PROGRAM SPORTIV SALA B",26,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:25",1669,1669,0,695,680,0,15,1800,1105,666,29,7,6,43,53,5,9,3,3,2,16,16,44,331,102,4,22
35,SUCEAVA,"LICEUL TEHHNOLOGIC ”ION NISTOR” VICOVU DE SUS-CORPUL 4",194,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:45:06",1091,1091,0,477,477,0,0,1200,723,447,30,0,0,0,12,1,5,5,1,2,7,3,23,260,116,9,3
35,SUCEAVA,"LICEUL TEHNOLOGIC CAJVANA",138,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:03:42",1962,1962,0,835,833,0,2,2100,1265,802,33,4,3,10,34,6,15,2,3,3,18,17,70,413,177,9,18
35,SUCEAVA,"LICEUL TEHNOLOGIC CAJVANA",139,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:10",1821,1821,0,729,724,0,5,2100,1371,687,42,1,7,7,45,4,17,1,2,1,20,12,60,331,160,9,10
35,SUCEAVA,"LICEUL TEHNOLOGIC LIVIU SUHAR IACOBENI CORP A STR. MINELOR NR 17 COMUNA IACOBENI JUDETUL SUCEAVA",362,IACOBENI,149138,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:54",536,536,0,341,319,0,22,590,249,325,16,2,4,7,7,3,8,1,1,2,3,9,17,217,40,2,2
35,SUCEAVA,"LICEUL TEHNOLOGIC MIHAI EMINESCU DUMBRAVENI",297,DUMBRĂVENI,148426,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:54:27",1871,1871,0,904,887,0,17,2000,1096,873,31,3,0,7,13,2,15,4,1,2,14,23,42,512,214,11,10
35,SUCEAVA,"LICEUL TEHNOLOGIC ”NICANOR MOROȘAN” PÎRTEȘTII DE JOS",424,"PÂRTEŞTII DE JOS",149780,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:38:33",1599,1599,0,935,915,0,20,1700,765,861,74,4,5,5,55,2,67,7,4,3,15,16,45,445,173,9,6
35,SUCEAVA,"LICEUL TEHNOLOGIC ”NICOLAI NANU” BROŞTENI",131,"ORAŞ BROŞTENI",147358,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:40:47",1389,1389,0,635,619,0,16,1500,865,601,34,21,6,8,11,1,11,8,4,2,9,19,21,384,84,7,5
35,SUCEAVA,"LICEUL TEHNOLOGIC NR. 1",67,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:45",841,841,0,391,344,0,47,1100,709,383,8,3,2,20,45,9,5,8,4,4,12,6,10,182,61,5,7
35,SUCEAVA,"LICEUL TEHNOLOGIC ”OLTEA DOAMNA”",141,"ORAŞ DOLHASCA",148006,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:33:48",1169,1169,0,573,561,0,12,1341,768,541,32,1,4,9,10,1,6,5,0,3,8,12,33,352,81,6,10
35,SUCEAVA,"LICEUL TEHNOLOGIC ”OLTEA DOAMNA” ȘCOALA PRIMARĂ - CORP C",142,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:25",991,991,0,521,516,0,5,1096,575,505,16,1,2,7,21,3,2,2,0,4,14,12,22,346,63,4,2
35,SUCEAVA,"LICEUL TEHNOLOGIC TOMŞA VODĂ SOLCA",191,"ORAŞ SOLCA",146708,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:05:09",1054,1054,0,556,551,0,5,1200,644,521,35,18,2,5,27,0,4,10,1,3,8,16,38,307,64,10,8
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",379,MARGINEA,149290,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:34:09",1731,1731,0,834,827,0,7,1800,966,776,58,32,3,11,22,2,7,1,1,5,11,16,35,325,282,7,16
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",378,MARGINEA,149290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:56:22",1695,1695,0,813,807,0,6,1800,987,742,71,16,3,10,23,3,2,0,0,5,20,18,36,284,299,10,13
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",377,MARGINEA,149290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:34:41",1701,1701,0,741,737,0,4,1800,1059,693,48,15,2,11,29,2,4,4,0,3,30,17,29,281,248,8,10
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI HREAŢCA (IMOBIL PROPRIETATEA SOCIETĂŢII COOPERATIVE ”VULTURUL PLEŞUV” VULTUREŞTI)",544,VULTUREŞTI,151157,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:45:42",335,335,0,218,209,0,9,400,182,208,10,0,2,0,0,1,1,3,0,1,3,1,15,141,37,3,0
35,SUCEAVA,"LOCALUL FOSTEI ŞCOLI JACOTA",545,VULTUREŞTI,151157,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:53:01",127,127,0,94,82,0,12,150,56,86,8,0,0,0,0,0,0,2,0,0,3,2,6,58,13,1,1
35,SUCEAVA,PRIMARIA,221,BILCA,147036,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:41:49",1172,1172,0,568,561,0,7,1300,732,521,47,3,3,9,11,0,2,5,1,0,11,5,38,350,73,3,7
35,SUCEAVA,"PRIMĂRIA BROŞTENI",130,"ORAŞ BROŞTENI",147358,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:52:51",803,803,0,482,468,0,14,900,418,453,29,26,1,13,21,7,8,6,2,1,7,11,18,280,47,2,3
35,SUCEAVA,"PRIMĂRIA BURDUJENI",60,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:13:21",1349,1349,0,618,591,0,27,1500,882,589,29,8,6,12,58,10,6,4,4,2,19,28,60,242,107,9,14
35,SUCEAVA,"PRIMĂRIA COM MOLDOVA SULIȚA",401,MOLDOVA-SULIŢA,149502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:40",1017,1017,0,596,563,0,33,1100,504,533,63,3,5,6,15,4,8,4,0,0,7,6,27,351,90,5,2
35,SUCEAVA,"PRIMARIA COMUNEI CIPRIAN PORUMBESCU",259,"CIPRIAN PORUMBESCU",151567,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:56:07",1747,1747,0,776,754,0,22,1900,1124,707,69,9,1,2,8,2,7,1,2,2,7,3,41,528,85,7,2
35,SUCEAVA,"PRIMĂRIA COMUNEI CRUCEA SALĂ FESTIVITĂȚI",272,CRUCEA,147884,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:27:43",1169,1169,0,641,629,0,12,1300,659,610,31,1,2,5,16,5,1,2,1,3,9,12,38,320,186,3,6
35,SUCEAVA,"PRIMĂRIA COMUNEI DORNA CANDRENILOR",286,"DORNA CANDRENILOR",148202,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:17:48",1710,1710,0,1074,1052,0,22,1200,126,1040,34,7,11,20,24,5,12,6,1,5,16,14,84,650,161,12,12
35,SUCEAVA,"PRIMĂRIA COMUNEI DORNEȘTI",289,DORNEŞTI,148293,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:13:07",1787,1787,0,942,924,0,18,1950,1008,880,62,15,6,23,40,3,7,7,3,3,10,22,124,433,165,8,11
35,SUCEAVA,"PRIMARIA COMUNEI DRĂGOIEŞTI",291,DRĂGOIEŞTI,148328,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:13:01",462,462,0,295,274,0,21,500,205,272,23,3,3,2,15,2,1,2,0,1,10,0,14,123,81,6,9
35,SUCEAVA,"PRIMĂRIA COMUNEI DRĂGUŞENI",294,DRĂGUŞENI,148382,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:08:27",1802,1802,0,864,846,0,18,1900,1036,809,55,4,0,6,0,3,0,1,3,2,1,0,62,595,126,0,6
35,SUCEAVA,"PRIMĂRIA COMUNEI HORODNICENI",356,HORODNICENI,149049,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:06:09",860,860,0,536,522,0,14,957,421,497,39,0,0,10,20,5,30,5,1,2,0,0,23,319,75,0,7
35,SUCEAVA,"PRIMĂRIA COMUNEI STRAJA",465,STRAJA,150294,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:56",1160,1160,0,677,645,0,32,1300,623,639,38,1,0,12,11,3,3,2,0,0,10,9,49,408,113,5,13
35,SUCEAVA,"PRIMĂRIA COMUNEI UDEŞTI",495,UDEŞTI,150588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:43:24",1964,1964,0,1005,972,0,33,2100,1095,938,67,3,7,9,47,6,14,6,6,11,27,24,53,459,235,14,17
35,SUCEAVA,"PRIMĂRIA COMUNEI VOLOVĂŢ",541,VOLOVĂŢ,151120,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:21",941,941,0,432,430,0,2,1000,568,409,23,6,0,9,12,1,6,2,1,0,4,13,25,230,91,6,3
35,SUCEAVA,"PRIMĂRIA DOLHEŞTI",280,DOLHEŞTI,148097,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:13:16",1378,1378,0,805,747,0,58,1500,695,749,56,1,4,1,13,4,1,2,2,0,12,20,46,512,118,7,6
35,SUCEAVA,"PRIMARIA ILISESTI",366,ILIŞEŞTI,147660,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:09:33",1983,1983,0,1086,1070,0,16,2000,914,1046,40,10,3,0,23,5,17,8,4,0,18,20,54,656,212,8,8
35,SUCEAVA,"PRIMARIA IZVOARELE SUCEVEI",373,"IZVOARELE SUCEVEI",149183,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:28:50",704,704,0,380,376,0,4,793,413,351,29,7,6,4,15,5,1,11,0,0,4,5,21,216,46,9,1
35,SUCEAVA,"PRIMARIA MALINI",381,MĂLINI,149316,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:49:12",1275,1275,0,852,831,0,21,1400,548,775,77,6,2,10,14,2,4,0,1,0,17,21,38,533,113,4,10
35,SUCEAVA,"PRIMĂRIA MUNICIPIULUI SUCEAVA",1,"MUNICIPIUL SUCEAVA",146263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:00:11",1737,1737,0,877,840,0,37,1900,1023,843,34,4,13,77,113,6,5,3,4,7,26,29,31,370,132,2,21
35,SUCEAVA,"PRIMĂRIA ORAŞULUI FRASIN",151,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:50:13",1317,1317,0,591,573,0,18,1400,809,575,16,10,2,5,34,3,2,5,1,3,11,9,37,246,197,5,5
35,SUCEAVA,"PRIMĂRIA ORAŞULUI SOLCA",190,"ORAŞ SOLCA",146708,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:41",988,988,0,466,449,0,17,1100,634,452,14,18,5,11,30,3,1,3,2,2,13,7,24,241,79,7,6
35,SUCEAVA,"PRIMĂRIA POIENI-SOLCA",429,POIENI-SOLCA,151585,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:35",1722,1722,0,818,802,0,16,1831,1013,756,62,2,1,10,12,2,3,0,2,2,0,9,27,560,107,4,15
