precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi"
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL PODU VADULUI",216,"ORAŞ BREAZA",131103,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:12:58",1273,1273,0,631,596,0,35,1400,769,603,28,5,115,287,42,28,29,13,5,12,3,11,3,10,8,25,7
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL POIANA",233,"ORAŞ COMARNIC",131336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:58",821,821,0,474,465,0,9,900,426,448,26,1,59,289,15,31,6,10,3,14,0,4,1,8,1,6,0
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL POSADA",234,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:38:05",1071,1071,0,560,550,0,10,1200,640,524,36,2,93,340,19,21,9,5,4,3,3,4,0,8,4,6,3
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL POTIGRAFU, COMUNA GORGOTA",435,GORGOTA,133508,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:56",1030,1030,0,569,554,0,15,1100,531,520,49,2,62,307,28,32,16,10,1,7,6,6,1,15,6,18,3
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MARE PARTER,COM.BERCENI,SAT MOARA NOUA,STR.SCOLII,NR.106 C",330,BERCENI,130614,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:22:09",934,934,0,559,511,0,48,1000,441,511,48,2,55,309,39,37,7,1,4,2,3,36,0,5,5,6,0
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MICA PARTER,COM.BERCENI,SAT BERCENI,STR.GRADINITEI NR. 358 A",326,BERCENI,130614,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:12:16",732,732,0,419,408,0,11,800,381,403,16,1,56,236,31,19,5,4,5,3,1,18,1,9,1,12,1
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL,SALA MICA PARTER,COM.BERCENI,SAT CATUNU.STR.DEMOCRATIEI,NR.148 A",328,BERCENI,130614,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:36",523,523,0,314,303,0,11,600,286,304,10,5,43,186,12,15,8,3,1,0,1,10,1,8,2,7,2
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL SAT GORGOTA, COMUNA GORGOTA",432,GORGOTA,133508,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:43",1140,1140,0,620,608,0,12,1300,680,562,58,5,70,318,43,33,11,4,6,7,4,4,1,29,10,12,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL STREJNICU",578,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:02:32",1451,1451,0,761,742,0,19,1600,841,703,56,11,100,381,62,58,11,11,7,3,4,5,2,18,6,21,3
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL SURANI",557,SURANI,135404,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:53:56",1434,1434,0,885,868,0,17,1600,715,838,47,6,126,568,21,49,15,6,2,3,4,5,1,18,1,10,3
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL TINOSU, LOCALITATEA TINOSU",592,TINOSU,135850,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:05",897,897,0,387,381,0,6,1000,613,373,14,4,84,208,12,15,1,5,2,10,4,2,3,6,7,9,1
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ȚÎNȚĂRENI, SAT ȚÎNȚĂRENI, NR. 232 E",337,BLEJOI,130678,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:08:49",1459,1459,0,728,717,0,11,1600,872,704,24,8,122,300,63,34,18,31,8,10,16,10,3,29,12,29,11
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL TÎRGȘORU NOU, NR. 175",302,"ARICEŞTII RAHTIVANI",132075,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:52:22",911,911,0,650,538,0,112,1000,350,627,23,15,88,378,20,50,15,8,7,1,5,4,1,17,3,12,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL TÎRGŞORU VECHI",583,"TÂRGŞORU VECHI",130892,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:59:01",985,985,0,560,548,0,12,1100,540,529,31,4,74,192,157,33,12,11,3,4,3,4,2,15,8,5,2
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL TUFENI",185,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:24:22",1186,1186,0,616,607,0,9,1300,684,587,29,10,111,269,38,42,15,10,2,4,6,42,4,12,7,12,3
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL VALEA TÂRSEI ”FREAMĂT DE CODRU”",217,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:07:32",1221,1220,1,637,624,0,13,1300,663,609,28,3,93,371,46,28,13,9,3,9,3,3,0,10,4,12,2
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ”VALEA URLOI” ORAȘUL URLAȚI",274,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:31:57",885,885,0,382,368,0,14,1000,618,352,30,4,67,154,23,42,21,7,5,0,1,8,1,9,1,7,2
31,PRAHOVA,"GRĂDINIȚĂ CU PROGRAM NORMAL VARNIŢA",563,ŞIRNA,135431,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:57",669,669,0,418,406,0,12,700,282,391,27,4,43,240,46,22,4,4,2,2,4,3,2,6,1,6,2
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT",182,"ORAŞ AZUGA",130954,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:25",992,992,0,614,583,0,31,1100,486,572,42,6,85,305,34,21,18,21,5,1,1,3,2,20,11,31,8
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 23",131,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:40:49",972,972,0,353,345,0,8,1100,747,341,12,5,55,117,41,18,13,14,7,0,2,7,6,16,9,23,8
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28 (GRADINITA NR. 28)",19,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:22",926,923,3,414,396,0,18,1000,586,392,22,2,68,103,62,19,11,14,6,7,3,5,8,31,7,42,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",90,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:38:02",1061,1061,0,418,404,0,14,1200,782,394,24,6,77,136,41,28,11,16,6,2,1,8,5,19,6,25,7
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",91,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:56:19",832,832,0,357,352,0,5,900,543,342,15,4,57,103,38,19,14,10,8,0,0,6,6,24,11,30,12
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",92,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:13:06",1311,1311,0,513,502,0,11,1400,887,497,16,3,90,154,92,26,23,13,2,6,6,8,6,21,11,27,9
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",106,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:54",862,862,0,385,378,0,7,898,513,364,21,9,55,122,55,15,13,18,6,2,6,14,1,10,6,26,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",108,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:39:11",827,827,0,344,334,0,10,900,556,333,11,10,55,97,49,32,21,13,3,1,2,9,2,13,10,15,1
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",107,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:10",746,746,0,349,340,0,9,800,451,336,13,11,41,108,63,12,15,9,5,1,2,12,0,19,7,25,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",102,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:39:45",1247,1247,0,486,478,0,8,1402,916,463,23,6,63,128,62,34,26,26,11,4,6,13,10,23,13,23,15
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",103,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:44:44",1315,1315,0,514,490,0,24,1400,887,490,23,7,72,171,51,34,24,20,10,2,10,9,4,31,11,27,7
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",105,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:07",939,939,0,313,306,0,7,1000,687,298,15,7,51,88,40,29,11,16,2,5,5,6,4,13,6,8,7
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",104,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:22",1057,1057,0,424,413,0,11,1200,776,403,21,8,59,134,49,26,23,24,5,0,3,8,1,17,12,26,8
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ȘI PROGRAM NORMAL ”CASTELUL FERMECAT”",212,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:02",801,801,0,389,371,0,18,900,511,374,11,6,40,214,30,13,4,9,3,5,2,5,2,16,2,19,4
31,PRAHOVA,"GRĂDINIŢA DÂMBU",194,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:38:24",1070,1070,0,592,583,0,9,1200,608,554,38,7,66,299,24,45,10,10,5,3,5,43,2,14,7,12,2
31,PRAHOVA,"GRADINITA DE COPII",324,BĂTRÂNI,136278,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:28:03",722,722,0,521,478,0,43,800,279,477,44,5,75,307,9,33,11,2,0,2,1,16,2,2,3,9,0
31,PRAHOVA,"GRĂDINIŢA DE COPII",573,ŞTEFEŞTI,135618,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:40:43",613,613,0,386,371,0,15,706,320,360,22,2,159,154,7,8,7,5,0,1,1,6,1,2,2,5,0
31,PRAHOVA,"GRĂDINIŢA DE COPII CU PROGRAM PRELUNGIT ”CLOPOȚICA” ORAȘUL URLAȚI",268,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:49:09",1504,1504,0,744,733,0,11,1600,856,702,42,6,108,384,48,57,16,12,13,2,3,4,5,14,6,18,6
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN GÎRBEASCA",555,STARCHIOJD,135315,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:53:28",1121,1121,0,701,694,0,7,1200,499,670,31,4,113,415,19,57,8,5,8,3,2,7,3,7,6,13,0
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN SATUL STARCHIOJD",554,STARCHIOJD,135315,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:35:30",1279,1279,0,769,754,0,15,1400,631,711,58,14,136,395,38,44,20,9,3,4,2,20,0,8,5,11,2
31,PRAHOVA,"GRADINITA DE COPII NR.1",331,BERTEA,132342,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:49",1335,1335,0,802,785,0,17,1500,698,720,82,18,121,388,53,39,22,10,6,6,4,4,4,25,7,8,5
31,PRAHOVA,"GRADINITA DE COPII NR.2",332,BERTEA,132342,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:57:02",1096,1096,0,603,596,0,7,1200,597,563,40,17,87,343,16,30,23,8,6,3,5,4,3,13,1,4,0
31,PRAHOVA,"GRADINITA DE COPII POPESTI",504,"PODENII NOI",134443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:02",464,464,0,293,258,0,35,500,207,268,25,2,49,138,42,10,2,2,2,0,0,20,0,1,0,0,0
31,PRAHOVA,"GRADINITA DE COPII SAT CARBUNARI",512,"POIENARII BURCHII",134559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:43:54",581,581,0,378,352,0,26,600,222,347,31,6,52,190,18,16,5,5,2,5,3,14,4,5,3,16,3
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT COADA MALULUI",469,MĂGURELE,134014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:23:50",690,690,0,380,369,0,11,758,378,366,13,3,60,212,16,24,6,7,7,4,2,7,0,9,5,2,2
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT IAZU",470,MĂGURELE,134014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:12:23",504,504,0,318,315,0,3,600,282,303,15,7,54,163,18,13,8,2,8,1,2,5,1,6,2,11,2
31,PRAHOVA,"GRADINITA DE COPII SOIMESTI",367,CEPTURA,132510,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:39",566,563,3,312,303,3,6,600,288,293,19,3,49,191,9,8,4,8,4,0,2,7,0,2,2,4,0
31,PRAHOVA,"GRADINIȚA DIN SAT FLOREȘTI",421,FLOREŞTI,133330,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:38",997,997,0,676,618,0,58,1100,424,635,41,1,99,400,12,54,7,3,3,7,1,1,1,10,24,9,3
31,PRAHOVA,"GRADINITA DIRVARI",603,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:02",473,473,0,282,274,0,8,1000,718,248,34,4,21,156,8,15,7,2,0,12,0,3,0,4,1,15,0
31,PRAHOVA,"GRĂDINIȚA DOBROTA",442,GORNET-CRICOV,133615,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:59:26",357,357,0,257,250,0,7,400,143,233,24,7,43,127,15,19,3,1,1,1,3,2,1,8,1,1,0
31,PRAHOVA,"GRĂDINIȚA DRĂGĂNEȘTI",395,DRĂGĂNEŞTI,133018,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:07:12",1029,1029,0,588,577,0,11,1100,512,534,54,6,71,340,51,28,9,5,4,4,0,6,1,4,2,2,1
31,PRAHOVA,"GRǍDINIȚA IORDǍCHEANU",450,IORDĂCHEANU,133722,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:11:45",971,971,0,663,634,0,29,1100,437,621,42,5,74,393,16,44,20,9,1,10,4,7,0,13,9,9,7
31,PRAHOVA,"GRADINITA LILIESTI",189,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:59",990,989,1,482,471,0,11,1100,618,447,35,7,81,197,31,31,9,14,2,6,1,37,0,7,8,14,2
31,PRAHOVA,"GRADINITA LILIESTI",190,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:48:11",1003,1003,0,584,564,0,20,1100,516,520,59,4,85,230,47,42,21,9,2,2,5,32,3,24,3,9,2
31,PRAHOVA,"GRADINIȚA NR.1",413,"FILIPEŞTII DE PĂDURE",133161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:21:01",1077,1077,0,576,568,0,8,1200,624,521,55,5,97,334,19,30,6,2,3,6,2,7,1,2,2,3,2
31,PRAHOVA,"GRĂDINIŢA NR.1 TELEGA",589,TELEGA,135789,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:03",1064,1064,0,664,641,0,23,1200,536,629,35,6,81,301,111,24,11,4,11,17,1,14,2,21,10,10,5
31,PRAHOVA,"GRĂDINIŢA NR.1 TEŞILA",611,"VALEA DOFTANEI",136107,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:11:07",1086,1086,0,514,500,0,14,1155,641,484,30,5,90,264,35,25,14,6,4,8,3,2,1,10,4,9,4
31,PRAHOVA,"GRADINIȚA NR. 2",414,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:59",946,945,1,573,555,0,18,1000,427,538,35,4,123,267,29,27,17,7,2,4,3,8,4,20,2,15,6
31,PRAHOVA,"GRĂDINIȚA NR.2 CU PROGRAM NORMAL ”FLUTURAȘII”",254,"ORAŞ SINAIA",131540,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:55:43",736,736,0,443,416,0,27,800,368,411,21,1,65,195,29,16,26,15,2,7,3,9,2,10,6,18,7
31,PRAHOVA,"GRĂDINIŢA NR.2 TEŞILA",612,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:58",947,947,0,502,476,0,26,1000,498,483,19,6,126,237,28,10,16,8,2,7,5,3,2,18,5,7,3
31,PRAHOVA,"GRĂDINIȚA PLĂIȘANI",393,DRAJNA,132896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:03",694,694,0,419,409,0,10,800,381,398,21,3,79,239,14,23,8,8,1,1,1,10,0,4,2,5,0
31,PRAHOVA,"GRADINITA RADILA",606,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:33:23",236,236,0,127,119,0,8,300,173,121,6,3,13,75,2,13,0,2,0,0,0,9,0,0,0,1,3
31,PRAHOVA,"GRADINITA VITIOARA DE SUS",521,PREDEAL-SĂRARI,134755,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:47:32",966,966,0,603,588,0,15,1000,397,566,37,5,70,379,9,36,13,4,1,7,0,19,0,11,2,7,3
31,PRAHOVA,"GRĂDINŢA CU PROGRAM NORMAL IZVORU",526,"PROVIŢA DE SUS",134899,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:14:25",291,291,0,310,291,0,19,300,83,208,9,2,22,109,53,5,2,3,3,8,0,1,0,0,0,0,0
31,PRAHOVA,"GR. SC. C-TIN CANTACUZINO",188,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:25",1070,1070,0,562,548,0,14,1200,647,519,34,6,75,216,47,29,19,17,6,3,5,48,2,18,7,16,5
31,PRAHOVA,"GR. SC. C-TIN CANTACUZINO",187,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:12:28",1142,1142,0,596,575,0,21,1200,604,552,44,4,95,231,53,27,26,13,9,7,3,38,3,15,9,14,5
31,PRAHOVA,"IMOBIL PROPRIETATE ORAS SINAIA",257,"ORAŞ SINAIA",131540,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:52:34",854,854,0,530,503,0,27,900,370,507,23,5,80,249,39,25,16,13,3,7,3,9,4,15,6,26,7
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",251,"ORAŞ PLOPENI",131443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:55:39",1284,1284,0,812,782,0,30,1400,588,775,37,7,91,489,30,42,12,13,4,7,5,9,3,24,7,30,2
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",250,"ORAŞ PLOPENI",131443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:18:07",1357,1357,0,779,763,0,16,1500,721,733,46,8,94,457,28,59,27,12,13,2,3,4,1,4,3,10,8
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",249,"ORAŞ PLOPENI",131443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:48:13",1064,1064,0,612,581,0,31,1200,588,589,23,5,90,330,36,28,18,15,5,4,2,2,4,12,11,20,7
31,PRAHOVA,"LICEUL CIORANI",374,CIORANI,132681,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:23:33",927,927,0,549,525,0,24,1000,451,499,50,5,62,230,73,49,17,6,8,6,5,3,8,8,7,10,2
31,PRAHOVA,"LICEUL CIORANI",375,CIORANI,132681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:17:42",1484,1484,0,754,743,0,11,1600,846,698,56,10,185,276,98,55,14,11,8,10,0,5,6,10,7,0,3
31,PRAHOVA,"LICEUL SIMION STOLNICU",226,"ORAŞ COMARNIC",131336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:33:02",1468,1468,0,778,752,0,26,1600,822,741,37,2,116,419,50,43,10,14,3,11,7,5,3,24,7,25,2
31,PRAHOVA,"LICEUL TEHNOLOGIC",415,"FILIPEŞTII DE PĂDURE",133161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:57:57",1059,1059,0,580,566,0,14,1100,520,540,40,8,149,256,26,37,4,11,7,5,0,9,5,6,6,10,1
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",60,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:36:54",1398,1398,0,618,582,0,36,1500,882,573,15,6,102,193,66,32,43,23,6,3,1,12,3,32,11,30,10
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",61,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:09:16",1703,1703,0,681,666,0,15,1900,1219,641,40,15,134,255,64,46,21,7,8,8,5,10,6,24,14,18,6
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",55,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:16",1091,1091,0,477,463,0,14,1200,723,452,25,5,70,145,51,19,16,26,10,0,5,11,3,37,13,36,5
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",54,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:24:55",1090,1090,0,479,456,0,23,1200,721,456,23,7,72,119,71,33,23,18,9,2,2,18,4,24,9,38,7
31,PRAHOVA,"LICEUL TEHNOLOGIC AGROMONTAN ”ROMEO CONSTANTINESCU”",282,"ORAŞ VĂLENII DE MUNTE",131817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:57:40",937,937,0,516,492,0,24,1000,484,496,19,5,91,247,31,26,19,20,4,2,8,7,1,14,10,11,0
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY”",45,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:37:33",1122,1122,0,335,325,0,10,1200,865,317,18,7,72,91,27,37,8,8,5,2,4,0,1,23,8,14,10
31,PRAHOVA,"LICEUL TEHNOLOGIC ”CAROL I” VALEA DOFTANEI",610,"VALEA DOFTANEI",136107,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:03:41",1283,1283,0,589,555,0,34,1400,811,549,40,3,86,324,32,25,18,8,5,10,2,6,1,19,2,7,1
31,PRAHOVA,"LICEUL TEHNOLOGIC CERAŞU",368,CERAŞU,132574,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:03:56",1181,1181,0,833,792,0,41,1300,467,775,58,5,91,510,10,40,12,9,3,2,0,48,0,27,6,10,2
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",155,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:37",1157,1157,0,484,480,0,4,1300,816,453,31,4,63,133,89,29,13,23,6,4,4,12,8,27,3,28,7
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",153,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:32:53",1267,1267,0,502,441,0,61,1400,898,482,20,8,72,159,59,34,29,14,6,5,9,6,2,27,10,32,10
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",151,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:26:54",1237,1237,0,452,443,0,9,1400,948,429,23,4,71,125,54,31,20,23,4,4,11,5,3,23,12,30,9
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",152,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:22",1304,1304,0,535,519,0,16,1400,865,521,14,10,77,146,87,23,43,18,3,2,6,8,6,34,3,39,16
