precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi"
10,BUZĂU,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI VADU PAŞII",392,"VADU PAŞII",49956,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:22",1839,1839,0,1156,1137,0,19,2022,866,1099,57,4,787,2,12,4,2,6,13,5,45,54,22,3,15,19,106
10,BUZĂU,"SALA DE FESTIVITĂŢI SCORTOASA",351,SCORŢOASA,49313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:36:09",971,958,13,621,590,13,18,1072,451,570,51,2,440,1,1,2,5,2,2,2,9,17,8,1,3,9,66
10,BUZĂU,"SALA DE ŞEDINŢE PRIMĂRIA ZIDURI",421,ZIDURI,50479,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:34",805,805,0,473,461,0,12,877,404,442,31,1,300,1,7,4,1,2,2,0,18,22,4,0,5,1,74
10,BUZĂU,"SALA DE SPORT A ORASULUI",104,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:09",653,653,0,428,414,0,14,720,292,407,21,4,248,4,1,2,8,1,4,1,25,17,10,4,7,17,54
10,BUZĂU,"SALA DE SPORT SĂRATA MONTEORU",286,MEREI,47453,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:01",662,662,0,408,341,0,67,730,322,396,12,0,235,2,13,3,1,4,4,1,19,16,11,3,8,10,66
10,BUZĂU,"SCOALA BANIŢA",339,SĂGEATA,49073,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:28:05",211,211,0,153,136,0,17,240,87,147,6,0,87,1,0,0,1,1,1,0,11,6,0,0,0,1,38
10,BUZĂU,"ŞCOALA BEILIC",340,SĂGEATA,49073,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:30",279,279,0,211,202,0,9,310,99,195,16,0,131,0,1,2,1,1,0,2,7,7,5,0,0,2,36
10,BUZĂU,"ŞCOALA BORDUŞANI",341,SĂGEATA,49073,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:21",301,301,0,232,203,0,29,334,102,228,4,2,172,1,0,1,2,2,2,0,6,5,2,0,1,1,31
10,BUZĂU,"ŞCOALA CARAGELE",265,LUCIU,47300,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:23",630,630,0,394,383,0,11,690,296,359,35,0,273,0,1,2,1,3,6,2,6,26,8,0,0,7,24
10,BUZĂU,"SCOALA CIOCÂRLIA",395,"VADU PAŞII",49956,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:00:07",560,560,0,392,384,0,8,591,199,371,21,1,257,0,2,2,0,1,5,0,24,25,6,0,3,6,39
10,BUZĂU,"ŞCOALA CÎRLIGU MARE",247,GLODEANU-SILIŞTEA,46910,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:18:32",300,300,0,214,188,0,26,330,116,198,16,0,135,2,2,1,0,1,0,1,5,12,1,0,1,2,35
10,BUZĂU,"ŞCOALA CLS.I-VIII VINTILEANCA",347,SĂHĂTENI,49153,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:01:01",652,652,0,462,423,0,39,720,258,425,37,4,328,2,2,5,1,5,4,2,5,20,9,0,5,4,29
10,BUZĂU,"ŞCOALA COZIENI",227,COZIENI,46554,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:53:32",468,468,0,350,314,0,36,510,160,305,45,2,182,3,0,2,8,2,1,2,35,17,10,1,7,8,25
10,BUZĂU,"ŞCOALA CU CLASELE I-IV GHERASENI",237,GHERĂSENI,46803,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:45",785,785,0,495,486,0,9,860,365,448,47,4,278,0,6,2,1,1,10,3,33,35,13,0,4,4,54
10,BUZĂU,"SCOALA CU CLASELE I-IV PRUND",114,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:21:50",372,372,0,268,248,0,20,410,142,254,14,2,160,1,2,2,0,2,1,1,27,11,6,1,8,2,28
10,BUZĂU,"ŞCOALA CU CLS.I-IV GĂGENI",345,SĂHĂTENI,49153,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:18:04",362,362,0,253,236,0,17,400,147,239,14,2,169,0,1,1,4,1,3,0,4,15,2,0,1,3,33
10,BUZĂU,"ŞCOALA CU CLS.I-IV ISTRIŢA DE JOS",346,SĂHĂTENI,49153,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:48",243,243,0,148,142,0,6,250,102,139,9,1,88,0,2,1,2,2,5,1,5,5,2,0,6,3,16
10,BUZĂU,"ŞCOALA CU CLS.I-IV SLOBOZIA",191,CĂTINA,45959,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:59",163,163,0,120,109,0,11,180,60,114,6,0,97,0,0,1,0,0,3,0,1,3,1,0,1,1,6
10,BUZĂU,"ŞCOALA CU CLS.I-IV SUDITI",238,GHERĂSENI,46803,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:42",405,405,0,225,220,0,5,440,215,212,13,0,154,1,3,0,1,0,3,0,7,6,6,3,0,6,22
10,BUZĂU,"SCOALA FOCŞĂNEI",394,"VADU PAŞII",49956,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:12:50",1424,1424,0,810,793,0,17,1571,761,766,44,2,520,0,7,3,7,0,47,0,45,60,0,1,19,2,53
10,BUZĂU,"ŞCOALA GĂVĂNEŞTI",343,SĂGEATA,49073,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:07:15",757,757,0,483,431,0,52,830,347,457,26,0,327,1,2,4,1,1,3,1,8,25,4,1,2,1,76
10,BUZĂU,"ŞCOALA GENERALĂ",120,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:52",554,554,0,355,348,0,7,610,255,334,21,0,261,0,0,0,3,0,3,1,9,9,3,1,12,0,32
10,BUZĂU,"ŞCOALA GENERALĂ BĂDILA",307,PÂRSCOV,48557,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:24",643,643,0,300,291,0,9,710,410,274,26,3,188,0,0,0,3,4,6,0,7,27,2,0,1,1,32
10,BUZĂU,"ŞCOALA GENERALĂ CĂLDĂRĂŞTI",131,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:32:42",1412,1412,0,995,973,0,22,1561,566,941,54,2,500,1,1,3,1,4,5,0,15,22,6,0,4,2,375
10,BUZĂU,"ŞCOALA GENERALA CIORANCA",290,"MOVILA BANULUI",47774,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:15",187,187,0,145,128,0,17,210,65,134,11,1,99,1,0,0,0,0,0,1,1,7,0,0,2,5,17
10,BUZĂU,"SCOALA GENERALA DIN POTIRNICHESTI",318,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:35",418,418,0,226,210,0,16,460,234,214,12,5,120,3,3,0,2,2,2,0,12,24,8,0,1,4,28
10,BUZĂU,"ŞCOALA GENERALĂ GRECEANCA",172,BREAZA,45619,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:45:13",740,740,0,372,323,0,49,820,448,351,21,6,225,1,3,1,1,3,4,2,17,29,3,0,4,4,48
10,BUZĂU,"SCOALA GENERALA MARACINENI",268,MĂRĂCINENI,47373,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:27:05",1476,1476,0,802,784,0,18,1610,808,762,40,0,444,4,13,0,7,3,17,6,55,50,37,0,10,21,95
10,BUZĂU,"ŞCOALA GENERALĂ MĂRĂCINENI",269,MĂRĂCINENI,47373,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:54",1260,1260,0,625,610,0,15,1380,755,602,23,1,330,3,22,1,10,8,8,5,40,47,13,1,13,25,75
10,BUZĂU,"ŞCOALA GENERALĂ NR.2 POGOANELE",130,"ORAŞ POGOANELE",48744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:42:49",1372,1372,0,961,911,0,50,1511,550,886,75,10,434,2,4,2,3,6,5,1,57,42,12,1,4,7,296
10,BUZĂU,"ŞCOALA GENERALĂ PLEŞI",156,BISOCA,45245,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:36",315,315,0,205,199,0,6,350,145,196,9,0,170,1,0,1,0,0,1,2,0,4,1,0,0,1,15
10,BUZĂU,"ŞCOALA GENERALĂ POTOCENI",272,MĂRĂCINENI,47373,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:17",1829,1829,0,995,985,0,10,2010,1015,956,39,3,587,4,19,8,5,11,15,4,39,55,45,3,14,16,128
10,BUZĂU,"SCOALA GENERALA PRUNENI",418,ZĂRNEŞTI,50415,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:20:37",273,273,0,220,190,0,30,300,80,212,8,1,170,0,6,2,0,1,0,1,9,7,2,0,1,0,12
10,BUZĂU,"ŞCOALA GENERALĂ ROBEŞTI",309,PÂRSCOV,48557,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:48:57",454,454,0,263,247,0,16,500,237,255,8,1,178,0,3,2,3,1,2,0,10,14,0,1,1,4,35
10,BUZĂU,"ŞCOALA GENERALĂ SĂRILE",158,BISOCA,45245,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:22:49",364,364,0,214,207,0,7,400,186,173,41,0,148,0,0,2,0,1,0,0,1,3,2,0,1,0,15
10,BUZĂU,"ŞCOALA GENERALĂ, SATUL SUDIŢI",319,"POŞTA CÂLNĂU",48771,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:11:51",1420,1420,0,840,810,0,30,1560,720,825,15,0,603,0,0,0,0,0,0,0,73,65,0,0,0,0,84
10,BUZĂU,"ŞCOALA GENERALĂ ZILIŞTEANCA",320,"POŞTA CÂLNĂU",48771,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:08:19",1055,1055,0,610,589,0,21,1160,550,579,31,4,366,2,4,3,4,7,6,1,40,29,11,0,12,14,76
10,BUZĂU,"ŞCOALĂ GIMNAZIALĂ",127,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:24:01",1180,1180,0,678,661,0,17,1301,623,643,35,5,410,3,9,3,4,1,0,0,20,10,7,0,28,9,134
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ALBEŞTI",366,SMEENI,49545,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:24:52",683,683,0,355,342,0,13,750,395,337,18,5,241,0,2,0,0,1,5,0,11,18,0,1,2,3,48
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALEXANDRU ODOBESCU",175,BUDA,45673,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:10:04",885,885,0,554,513,0,41,970,416,492,62,2,407,0,0,2,0,3,1,1,18,20,0,0,2,0,36
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALUNIȘ",219,COLŢI,46439,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:07:38",109,109,0,88,80,0,8,130,42,80,8,0,62,0,0,0,1,0,0,0,6,2,1,0,2,0,6
10,BUZĂU,"ŞCOALA GIMNAZIALA BĂBENI ”ION ARISTOTEL”",381,TOPLICENI,49769,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:44:26",813,813,0,448,420,0,28,900,452,413,35,0,264,0,2,5,5,3,8,1,32,14,12,2,1,8,56
10,BUZĂU,"ŞCOALA GIMNAZIALA BISCA-CHIOJDULUI",201,CHIOJDU,46180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:45:23",896,896,0,626,568,0,58,980,354,604,22,1,480,1,10,2,3,7,7,0,12,18,9,1,7,4,42
10,BUZĂU,"SCOALA GIMNAZIALA BÎSCENII DE SUS",180,CALVINI,45753,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:51:01",718,718,0,511,468,0,43,800,289,476,35,1,323,0,4,1,5,2,6,2,17,28,10,1,17,13,46
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOBOC",214,COCHIRLEANCA,46377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:02:45",1309,1309,0,817,796,0,21,1440,623,779,38,1,556,2,9,1,4,1,0,1,20,51,9,0,4,9,111
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOLDU",162,BOLDU,45361,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:51",799,799,0,524,506,0,18,880,356,494,30,0,385,1,4,3,2,0,6,2,25,14,2,0,1,8,41
10,BUZĂU,"ŞCOALA GIMNAZIALĂ BOZIORU",163,BOZIORU,45389,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:24:42",447,447,0,399,308,0,91,490,91,344,55,0,274,0,5,1,3,2,4,2,4,12,2,2,6,2,25
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BRĂTILEȘTI",169,BRĂEŞTI,45539,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:14:15",1020,1020,0,687,661,0,26,1121,434,611,76,5,497,1,2,1,4,7,7,0,13,18,4,2,2,7,41
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CAPITAN AVIATOR MIRCEA T. BĂDULESCU”",60,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:46:56",1225,1225,0,501,497,0,4,1300,799,475,26,4,224,7,22,5,3,0,1,6,60,19,27,3,20,10,64
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CAPITAN AVIATOR MIRCEA T. BĂDULESCU”",61,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:36:53",1104,1104,0,502,489,0,13,1200,698,481,21,1,245,3,36,4,7,4,2,3,67,14,10,2,16,14,53
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CĂPITAN AVIATOR MIRCEA T. BĂDULESCU”",59,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:30",1346,1346,0,1355,1339,0,16,1500,867,615,18,5,289,7,23,11,7,8,0,2,88,34,10,3,17,26,85
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CĂPITAN AVIATOR MIRCEA T. BĂDULESCU”",58,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:41:24",1239,1239,0,614,589,0,25,1400,786,594,20,2,297,4,0,7,12,6,1,9,85,26,27,6,24,3,85
10,BUZĂU,"ȘCOALA GIMNAZIALĂ C.A.ROSETTI",181,"C.A. ROSETTI",45815,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:53",645,645,0,414,410,0,4,710,296,386,28,4,265,0,6,0,1,1,3,0,9,14,10,3,8,10,52
10,BUZĂU,"ŞCOALA GIMNAZIALĂ CIUTA",267,MĂGURA,47337,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:59:26",674,674,0,495,484,0,11,740,245,459,36,1,315,0,1,0,2,0,4,3,11,30,3,0,3,0,86
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.1",212,COCHIRLEANCA,46377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:03:16",1219,1219,0,785,757,0,28,1340,555,750,35,1,347,6,1,3,1,3,3,1,18,22,10,0,3,4,327
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.2",213,COCHIRLEANCA,46377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:56:06",795,795,0,534,522,0,12,880,346,504,30,1,209,0,2,0,1,0,2,1,9,16,7,0,1,2,253
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COLȚI",218,COLŢI,46439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:08:12",350,350,0,278,259,0,19,380,102,244,34,1,158,2,1,4,2,1,0,0,21,11,2,1,9,4,27
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COLȚII DE JOS",220,COLŢI,46439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:47:10",222,222,0,169,159,0,10,251,82,148,21,2,102,0,0,1,2,2,2,0,5,3,2,0,6,1,20
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COMUNA BRĂDEANU",165,BRĂDEANU,45496,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:19",861,861,0,580,570,0,10,950,370,543,37,4,422,3,3,2,6,2,8,1,7,22,8,1,7,9,38
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COMUNA BRĂEŞTI",168,BRĂEŞTI,45539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:13:42",351,351,0,266,236,0,30,398,132,231,35,5,195,2,2,1,2,2,0,1,7,3,1,1,0,0,9
10,BUZĂU,"ŞCOALA GIMNAZIALA COMUNA SIRIU, JUDETUL BUZAU,DIN SATUL LUNCA JARISTEI",361,SIRIU,49484,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:15:16",1364,1364,0,972,931,0,41,1500,528,915,57,8,650,5,2,4,6,8,8,0,29,44,7,2,29,19,94
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN POPESCU” FUNDENI",417,ZĂRNEŞTI,50415,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:25:54",1831,1831,0,1176,1122,0,54,2010,834,1081,95,5,707,5,0,13,4,8,18,3,127,48,15,2,9,8,109
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COSTEȘTI",222,COSTEŞTI,46484,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:11",1289,1289,0,636,621,0,15,1420,784,609,27,0,407,1,3,2,1,3,1,1,28,42,9,1,10,13,87
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COȚATCU",314,PODGORIA,48682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:12",936,936,0,594,557,0,37,1020,426,561,33,2,387,2,2,2,2,1,4,5,54,33,2,0,3,3,59
10,BUZĂU,"ȘCOALA GIMNAZIALĂ DR. ILIE PAVEL",82,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:11:26",1810,1810,0,736,730,0,6,2000,1264,651,85,4,505,0,1,2,0,1,8,2,4,37,2,0,0,0,85
10,BUZĂU,"SCOALA GIMNAZIALA ”DUMITRU I. IONESCU” CALVINI",178,CALVINI,45753,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:05:39",1516,1516,0,903,862,0,41,1680,777,630,273,8,395,1,5,0,1,1,0,1,130,16,0,0,3,2,67
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DUMITRU N. CRISTEA” BEŞLII",275,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:22",386,386,0,259,232,0,27,420,161,233,26,2,173,0,0,1,1,0,3,0,10,4,4,1,1,3,30
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",2,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:37:37",1399,1399,0,647,633,0,14,1500,853,638,9,5,292,4,40,12,7,6,3,2,88,21,35,1,23,26,73
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",1,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:09:47",1491,1491,0,691,658,0,33,1600,909,661,30,5,324,6,27,13,10,8,3,5,63,40,28,4,24,17,84
10,BUZĂU,"ŞCOALA GIMNAZIALA FLORICA",231,FLORICA,50564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:38:06",989,989,0,719,676,0,43,1090,371,679,40,2,491,2,3,3,2,2,5,1,32,35,8,3,3,16,71
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GĂLBINAŞI",232,GĂLBINAŞI,46769,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:40:21",1129,1129,0,726,694,0,32,1240,514,692,34,0,428,4,8,0,11,7,14,0,64,30,14,0,16,14,82
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",18,"MUNICIPIUL BUZĂU",44818,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:27:34",1179,1179,0,476,466,0,10,1300,824,465,11,14,233,1,26,6,1,3,3,3,35,20,14,4,15,13,74
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",16,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:52:10",1032,1032,0,422,412,0,10,1100,678,408,14,0,217,6,14,3,5,0,3,6,37,11,25,1,7,11,62
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",17,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:24:12",1141,1141,0,520,512,0,8,1300,780,500,20,2,256,1,19,4,9,3,3,1,40,19,24,0,18,26,75
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",19,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:20",1136,1136,0,470,458,0,12,1200,730,461,9,1,231,1,14,4,4,7,7,2,55,29,13,1,8,5,79
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL ȘTEFAN GUȘĂ” SPĂTARU",226,COSTEŞTI,46484,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:12:03",1169,1169,0,650,635,0,15,1290,640,627,23,3,359,1,12,4,5,6,8,5,42,37,9,3,12,21,100
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",53,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:38:38",1111,1111,0,468,447,0,21,1200,732,443,25,1,253,2,21,3,3,0,1,5,47,12,17,2,8,10,58
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",54,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:34:09",1245,1245,0,597,582,0,15,1400,803,578,19,2,303,4,26,7,1,1,4,2,69,22,32,1,9,20,75
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",55,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:32:51",1091,1091,0,490,477,0,13,1200,710,466,24,4,235,1,22,9,4,2,2,6,54,16,23,2,15,16,55
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",56,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:18:13",1419,1419,0,669,651,0,18,1600,931,623,46,2,306,4,25,7,8,4,8,0,74,21,25,3,20,27,89
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",52,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:27",1388,1388,0,631,602,0,29,1600,969,619,12,8,304,12,27,8,11,5,6,1,74,22,22,4,16,12,87
10,BUZĂU,"ŞCOALA GIMNAZIALA GHERGHEASA",239,GHERGHEASA,46830,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:46:55",936,936,0,562,473,0,89,1030,468,542,20,2,448,0,0,0,1,2,1,1,7,18,1,0,4,2,55
10,BUZĂU,"SCOALA GIMNAZIALA GLODEANU SARAT",241,"GLODEANU SĂRAT",46867,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:20:25",1587,1587,0,1161,1103,0,58,1750,589,1028,133,7,705,4,7,2,3,5,10,5,64,30,9,2,12,18,145
10,BUZĂU,"ȘCOALA GIMNAZIALĂ GLODEANU-SILIȘTEA",245,GLODEANU-SILIŞTEA,46910,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:33:51",947,947,0,750,649,0,101,1040,290,692,58,0,516,0,2,6,0,1,3,2,6,38,9,0,0,14,95
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GREBĂNU",250,GREBĂNU,47006,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:25:45",1816,1816,0,1099,1021,0,78,2000,901,1003,96,6,740,3,6,7,0,10,9,3,13,80,5,3,8,5,105
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA BĂDICULUI",276,MÂNZĂLEŞTI,47630,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:32:59",333,333,0,194,185,0,9,370,176,181,13,0,149,0,0,1,1,1,0,0,4,2,2,0,3,0,18
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA DIMIENII",142,BECENI,45003,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:52",722,722,0,546,518,0,28,800,254,508,38,0,381,0,3,3,1,2,3,2,16,19,11,1,4,2,60
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",391,UNGURIU,50549,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:20",958,958,0,485,465,0,20,1060,575,447,38,1,278,3,8,0,4,0,7,2,55,16,11,0,6,12,44
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",390,UNGURIU,50549,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:57",923,923,0,566,460,0,106,1010,444,534,32,7,335,1,17,1,8,3,5,3,42,22,9,0,5,17,59
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",27,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:53",1451,1451,0,593,587,0,6,1600,1007,572,21,5,327,7,8,9,8,4,6,1,49,28,14,5,9,16,76
