precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
25,ILFOV,"SCOALA GIMNAZIALA” PETRU RARES”",169,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:47",1956,1956,0,826,668,0,158,2150,1324,813,13,3,190,3,2,73,90,90,221,45,2,58,4,15,8,7,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”PROF.ION IONIȚĂ ” BURIAȘ",262,PERIŞ,104546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:03:08",1055,1055,0,778,746,0,32,1150,372,729,49,9,284,19,9,107,12,6,63,67,6,24,74,14,11,23,1
25,ILFOV,"ŞCOALA MOARA DOMNEASCĂ",227,GĂNEASA,103130,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:16:05",559,559,0,411,385,0,26,600,189,401,10,5,256,7,0,60,7,6,8,20,11,8,2,6,2,0,3
25,ILFOV,"ŞCOALA PITEASCA",228,GĂNEASA,103130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:16:51",1141,1141,0,897,878,0,19,1250,353,817,80,6,675,3,0,87,3,3,0,28,4,3,0,1,1,2,1
25,ILFOV,"ȘCOALA PRIMARĂ NR. 1",224,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:52",909,909,0,778,636,0,142,1000,222,766,12,2,565,2,2,62,8,20,41,26,6,10,1,6,2,9,4
25,ILFOV,"ŞCOALĂ PRIMARĂ NR.1 CLINCENI",186,CLINCENI,102035,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:09:01",1626,1626,0,1027,991,0,36,1800,773,988,39,9,589,11,3,149,21,13,55,86,6,20,7,3,0,14,2
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SĂFTICA",142,BALOTEŞTI,100969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:30:30",1296,1296,0,710,680,0,30,1400,690,680,25,6,336,3,2,102,28,16,76,48,3,34,5,8,2,9,2
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SITARU",236,GRĂDIŞTEA,103443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:03:28",877,877,0,559,544,0,15,999,440,557,2,3,352,6,0,68,0,7,70,29,4,10,2,2,0,4,0
25,ILFOV,"SCOALA PRIMARA NR 1 VARTEJU",49,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:26:52",1099,1099,0,613,583,0,30,1200,587,587,26,2,328,8,3,76,16,11,60,27,3,22,7,8,3,11,2
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",285,VIDRA,105936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:25:55",1404,1404,0,617,603,0,14,1550,933,588,29,13,391,7,3,77,0,13,0,37,7,14,7,9,2,2,6
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",284,VIDRA,105936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:22",632,632,0,340,325,0,15,700,360,323,17,1,192,5,0,60,7,10,12,11,1,15,0,8,0,1,0
25,ILFOV,"SCOALA PRIMARA NR. 2",144,BERCENI,101145,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:29:52",1711,1711,0,1226,1037,0,189,1850,624,1186,40,22,480,12,3,127,150,42,143,41,14,74,12,27,14,18,7
25,ILFOV,"SCOALA PRIMARA NR. 2",145,BERCENI,101145,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:37:32",1719,1719,0,1402,1227,0,175,1850,448,1356,46,15,837,9,5,155,60,42,77,55,1,46,11,27,8,8,0
25,ILFOV,"ŞCOALA PRIMARĂ NR. 2 BALOTEŞTI",139,BALOTEŞTI,100969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:50:12",1564,1564,0,932,881,0,51,1700,770,901,29,5,349,4,7,101,100,40,172,35,4,49,4,6,7,13,5
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 BALOTEŞTI",140,BALOTEŞTI,100969,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:30:33",1038,1038,0,566,566,0,0,1100,534,548,18,5,282,5,2,107,15,19,39,26,3,17,5,17,2,3,1
25,ILFOV,"SCOALA PRIMARA NR 2 DUMITRANA",48,"ORAŞ MĂGURELE",179409,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:25:47",991,991,0,627,608,0,19,1050,423,593,33,2,360,9,1,76,12,5,47,38,2,13,9,7,1,8,3
25,ILFOV,"SCOALA PRIMARA NR 2 OLTENI",189,CLINCENI,102035,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:31:42",1120,1120,0,601,570,0,31,1250,649,578,23,1,328,2,1,75,18,7,56,36,1,21,5,16,5,4,2
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 OLTENI CLINCENI",190,CLINCENI,102035,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:57:18",1096,1096,0,584,558,0,26,1195,611,563,21,4,257,3,3,100,28,20,71,29,2,20,3,13,2,8,0
25,ILFOV,"SC PIEȚE ȘI TÎRGURI BRAGADIRU SRL",6,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:37",1490,1490,0,801,767,0,34,1600,799,769,32,7,333,7,6,133,20,17,87,62,4,39,12,16,8,14,4
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",84,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:17:27",1172,1172,0,680,490,0,190,1250,570,672,8,4,150,7,0,78,119,106,131,19,4,40,2,5,3,3,1
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",85,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:35:14",1421,1421,0,788,691,0,97,1548,760,764,0,2,141,3,3,94,137,83,218,16,3,42,5,9,2,4,2
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",86,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:32:20",1394,1394,0,640,574,0,66,1500,860,634,0,6,108,2,0,60,120,55,196,13,0,48,3,13,3,4,3
25,ILFOV,"SERVICIUL IMPOZITE ȘI TAXE",39,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:41",1918,1918,0,881,860,0,21,2100,1219,855,26,8,384,12,2,167,50,24,82,56,8,21,3,17,4,13,4
25,ILFOV,"SPAȚIU COMERCIAL",19,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:45:58",1610,1610,0,707,681,0,26,1750,1043,681,26,3,307,5,5,95,21,34,79,50,5,20,12,13,8,20,4
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",265,PETRĂCHIOAIA,104582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:49:16",470,470,0,346,341,0,5,500,154,338,8,2,249,0,2,34,5,4,7,20,0,7,0,3,0,3,2
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",266,PETRĂCHIOAIA,104582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:04:09",388,388,0,344,303,0,41,450,106,317,27,0,199,2,1,52,4,2,19,19,1,8,2,5,0,3,0
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",264,PETRĂCHIOAIA,104582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:16:44",292,292,0,228,215,0,13,300,72,214,14,2,143,0,0,30,1,4,2,19,2,2,1,5,0,3,0
25,ILFOV,"STRUCTURA CU GRUPE DE PREŞCOLARI",263,PETRĂCHIOAIA,104582,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 08:14:27",1676,1676,0,1160,1108,0,52,1850,690,1093,67,3,771,10,5,122,5,15,42,49,39,13,0,12,2,3,2
