precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"CENTRU ECONOMIC DE EDUCAȚIE ȘI AFACERI",173,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:17:26",1238,1238,0,1246,1238,0,8,1407,878,517,12,1,4,8,4,63,0,239,2,1,14,2,10,130,16,5,18
5,BIHOR,"CENTRUL AFTER SCHOOL HOLOD",406,HOLOD,29573,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:59",374,374,0,287,222,0,65,397,110,274,13,1,0,5,0,74,1,1,5,3,15,2,6,148,3,1,9
5,BIHOR,"CENTRUL CULTURAL MULTIFUNCTIONAL",623,TILEAGD,31716,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:05:09",1839,1839,0,880,850,0,30,2017,1137,825,44,4,6,12,3,115,2,187,15,2,26,13,25,353,11,11,40
5,BIHOR,"CENTRUL DE AFACERI",312,CEFA,28246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:55:26",997,997,0,661,606,0,55,1090,429,622,39,0,2,4,6,88,7,18,5,1,8,6,0,437,11,7,22
5,BIHOR,"CENTRUL DE INFORMARE TURISTICĂ BRATCA",262,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:29:17",1120,1120,0,874,842,0,32,1229,355,825,49,1,4,6,1,205,1,12,13,1,22,1,3,499,12,6,38
5,BIHOR,"CENTRUL DE ÎNGRIJIRE DE ZI",98,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:44:16",1105,1105,0,446,432,0,14,1218,772,439,7,6,2,15,4,69,1,101,9,0,23,3,13,159,15,0,19
5,BIHOR,"CENTRUL DE ÎNGRIJIRE DE ZI",97,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:16",1223,1223,0,518,509,0,9,1284,766,506,12,3,3,33,3,67,4,103,10,1,28,8,21,189,19,0,14
5,BIHOR,"CENTRUL DE PROMOVARE A CULTURII SÂNTION",261,BORŞ,27631,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:43",1700,1700,0,1020,969,0,51,1860,840,1000,20,0,1,13,0,23,5,851,2,0,24,1,7,52,7,2,12
5,BIHOR,"CENTRUL MULTIFUNCȚIONAL",185,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:10:52",1164,1164,0,618,605,0,13,1276,658,470,148,3,1,3,5,25,1,41,1,0,125,6,0,217,12,3,27
5,BIHOR,"CENTRU ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”ORIZONT”",99,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:31",1268,1268,0,457,446,0,11,1394,937,442,15,0,3,20,1,71,3,107,14,0,17,4,4,166,11,2,19
5,BIHOR,"CENTRU SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE (CANTINA SOCIALĂ)",364,DIOSIG,29092,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:20:54",1168,1168,0,523,499,0,24,1277,754,504,19,0,0,2,1,20,2,396,0,0,6,0,10,63,0,1,3
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",322,CETARIU,28415,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:13:46",912,912,0,634,612,0,22,1008,374,576,58,2,3,5,2,16,0,412,8,3,8,1,4,93,10,0,9
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",547,SÂNIOB,28610,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:23",1089,1089,0,778,751,0,27,1195,417,728,50,0,0,1,1,10,0,693,0,1,1,3,1,10,3,1,3
5,BIHOR,"CLĂDIREA MUZEULUI",195,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:36:48",1439,1439,0,784,771,0,13,1572,788,694,90,1,0,0,4,32,0,522,0,0,8,0,1,108,5,2,11
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ",510,RĂBĂGANI,30648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:43:16",99,99,0,76,68,0,8,108,32,70,6,0,0,1,0,21,0,1,3,0,4,0,0,39,1,0,0
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ DE INTERES PUBLIC",625,TILEAGD,31716,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:39:02",466,466,0,283,274,0,9,509,226,264,19,0,0,1,0,41,1,2,3,1,11,3,5,180,4,1,11
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ RÂPA",636,TINCA,31789,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:54",423,423,0,320,267,0,53,463,143,294,26,1,3,2,0,40,0,3,1,0,14,1,1,207,2,8,11
5,BIHOR,"CLUBUL COPIILOR",160,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:11",1205,1205,0,575,545,0,30,1320,745,563,12,3,4,9,3,54,0,270,6,1,16,2,13,156,10,1,15
5,BIHOR,"CLUBUL TINERETULUI",197,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:57:23",746,746,0,541,496,0,45,816,275,518,23,1,1,1,2,7,0,476,1,0,3,1,1,18,1,3,2
5,BIHOR,"COLEGIUL ECONOMIC ” PARTENIE COSMA ”",1,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:28",1542,1542,0,827,692,0,135,1667,840,805,22,3,3,41,0,109,2,92,18,3,80,3,72,296,63,3,17
5,BIHOR,"COLEGIUL NAŢIONAL ”EMANUIL GOJDU”",125,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:22:14",739,739,0,317,297,0,20,806,489,305,12,0,0,27,4,29,2,75,12,1,28,7,14,92,6,0,8
5,BIHOR,"COLEGIUL NAŢIONAL ”EMANUIL GOJDU”",126,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:11:10",699,699,0,356,303,0,53,767,411,349,7,0,1,22,0,38,0,64,10,3,38,4,21,127,13,0,8
5,BIHOR,"COLEGIUL NAŢIONAL ”IOSIF VULCAN”",131,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:17",892,892,0,345,297,0,48,978,633,333,12,0,3,13,3,40,4,108,3,1,22,0,17,100,7,1,11
5,BIHOR,"COLEGIUL NAŢIONAL ”IOSIF VULCAN”",130,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:53",740,740,0,330,305,0,25,811,481,323,7,0,8,19,0,29,1,109,8,1,26,1,11,92,9,1,8
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",135,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:30",1061,1061,0,506,462,0,44,1176,670,485,21,1,3,18,4,73,3,58,7,3,46,4,29,193,22,1,20
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",133,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:27",1262,1262,0,603,579,0,24,1385,782,591,12,4,3,36,3,90,3,67,14,3,45,2,22,246,25,5,23
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",134,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:03",1035,1035,0,447,433,0,14,1139,692,434,13,3,2,10,1,71,2,43,7,3,29,2,16,216,13,2,14
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",132,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:00",1726,1726,0,770,724,0,46,1894,1123,754,16,2,5,42,6,107,2,117,17,3,50,5,24,331,26,0,17
5,BIHOR,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",121,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:33",1057,1057,0,456,424,0,32,1216,760,446,10,0,3,33,4,54,3,135,7,1,30,4,27,118,12,0,15
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",154,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:26:26",1501,1501,0,882,867,0,15,1649,767,852,30,4,1,19,2,81,2,442,10,2,32,0,11,223,13,1,9
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",155,"MUNICIPIUL MARGHITA",26877,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:53:24",1457,1457,0,797,784,0,13,1598,801,751,46,0,0,20,0,71,0,303,0,0,32,0,19,264,17,5,20
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",156,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:29:31",1212,1212,0,653,633,0,20,1332,679,634,17,5,3,21,0,45,2,235,13,1,17,6,7,248,16,1,14
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",158,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:43:51",1229,1229,0,650,629,0,21,1344,694,639,11,2,2,15,1,45,1,214,11,2,23,5,9,269,11,2,27
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",157,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:42:03",1136,1136,0,598,591,0,7,1262,664,589,9,0,1,4,7,49,0,258,5,1,12,1,8,213,7,3,20
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",25,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:09",1653,1653,0,634,604,0,30,1821,1187,617,17,2,2,20,3,92,5,88,19,3,32,2,29,271,22,3,24
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",24,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:10:10",1321,1321,0,547,532,0,15,1455,908,541,6,3,2,20,5,83,1,74,9,3,19,5,23,239,28,3,24
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",27,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:12:59",1377,1377,0,559,541,0,18,1506,947,546,13,3,4,24,3,75,4,79,9,1,32,8,21,234,24,3,22
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",26,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:24:22",1483,1483,0,575,538,0,37,1631,1056,559,16,1,1,21,1,92,2,46,12,1,41,5,26,246,29,2,33
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",23,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:21:56",1610,1610,0,699,634,0,65,1765,1066,688,11,5,0,51,2,78,1,81,33,0,61,7,34,278,40,5,12
5,BIHOR,"COLEGIUL NAȚIONAL TEODOR NEŞ",172,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:56:58",732,732,0,390,383,0,7,802,419,376,7,1,0,4,2,34,1,197,4,2,26,5,7,77,7,0,9
5,BIHOR,"COLEGIUL TEHNIC ALEXANDRU ROMAN",183,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:02",1466,1466,0,683,666,0,17,1615,932,658,25,6,7,7,5,98,3,87,12,3,54,7,15,289,15,10,40
5,BIHOR,"COLEGIUL TEHNIC ”IOAN CIORDAŞ”",149,"MUNICIPIUL BEIUŞ",26804,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:20:43",1156,1156,0,626,611,0,15,1268,642,593,33,1,3,12,5,96,3,89,13,3,23,2,8,295,4,1,35
5,BIHOR,"COLEGIUL TEHNIC„UNIREA” ŞTEI",203,"ORAŞ ŞTEI",26840,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:15:04",1007,1007,0,531,495,0,36,1109,578,518,13,3,4,9,2,75,4,8,9,4,36,2,5,327,15,1,14
5,BIHOR,"COLEGIUL TEHNIC „UNIREA” ŞTEI - ŞCOALA DE ŞOFERI",204,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:36",1221,1221,0,625,585,0,40,1348,723,606,19,0,2,10,1,120,3,2,16,2,25,1,20,347,14,8,35
5,BIHOR,CONTAINER,330,CHIŞLAZ,28530,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:27:18",480,480,0,397,340,0,57,522,125,371,26,1,0,2,3,39,1,5,3,0,11,1,4,284,4,1,12
5,BIHOR,"CREŞA NR.2 ”PICIORUŞE VESELE”",9,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:53:59",1131,1131,0,405,393,0,12,1240,835,394,9,0,1,13,0,68,1,75,4,1,17,2,6,170,15,3,18
5,BIHOR,"CREȘA NR. 2 ” PICIORUȘE VESELE ”",7,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:30:25",735,735,0,252,237,0,15,813,561,244,8,2,1,11,0,24,1,39,3,0,23,5,5,108,12,2,8
5,BIHOR,"CREȘA ORADEA",37,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:51:05",1738,1738,0,771,745,0,26,1926,1155,756,15,1,2,44,4,122,0,67,14,3,52,8,22,353,30,2,32
5,BIHOR,"FOSTĂ GRADINIȚA PONIȚA",526,ROŞIA,30844,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:17",591,591,0,450,444,0,6,634,184,422,28,1,3,7,0,65,0,1,3,2,4,1,4,307,0,6,18
5,BIHOR,"FOSTA ŞCOALĂ CU CLASELE I - IV",598,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:19:41",85,85,0,62,50,0,12,91,29,59,3,0,0,1,0,2,0,1,0,0,3,0,2,49,0,0,1
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",594,ŞOIMI,31422,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:51:00",126,126,0,90,84,0,6,139,49,88,2,0,0,0,0,12,0,2,0,0,5,1,0,60,0,2,6
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",597,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:05:07",61,61,0,53,47,0,6,66,13,50,3,0,0,0,0,8,0,1,0,0,1,0,1,37,0,0,2
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I- IV",595,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:58:28",127,127,0,110,104,0,6,137,27,105,5,0,0,0,0,26,0,2,0,0,1,0,0,68,3,1,4
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV CIULEȘTI",576,SPINUŞ,31208,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:01:33",149,149,0,124,94,0,30,162,38,122,2,0,2,0,0,10,0,1,0,0,3,1,1,94,0,2,8
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV GURBEŞTI",577,SPINUŞ,31208,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:49:55",90,90,0,68,61,0,7,97,29,65,3,0,0,0,0,10,0,1,0,0,1,0,0,49,2,0,2
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV NĂDAR",578,SPINUŞ,31208,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:21:51",178,178,0,143,117,0,26,205,62,139,4,0,1,0,0,23,0,1,0,1,6,0,0,96,3,2,6
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I-IV ȘOIMI",593,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:00:57",631,631,0,192,184,0,8,695,503,161,31,0,0,3,1,18,1,4,1,1,2,9,6,109,3,0,3
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - VIII",599,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:26:20",103,103,0,73,62,0,11,112,39,70,3,0,0,4,0,8,0,0,0,0,8,2,0,48,0,0,0
5,BIHOR,"FOSTA ȘCOALĂ CU CLS.I-IV",532,SĂCĂDAT,30871,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:34",140,140,0,106,75,0,31,150,44,102,4,0,1,2,2,14,0,1,1,0,2,1,0,65,3,0,10
5,BIHOR,"FOSTA ȘCOALĂ PRIMARĂ CU CLASELE I-IV",589,ŞIMIAN,31333,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:32:14",141,141,0,115,102,0,13,153,38,110,5,0,0,0,0,1,0,103,1,0,1,0,0,4,0,0,0
5,BIHOR,"FOSTA ŞCOALA PRIMARĂ DIN SĂRSIG",333,CHIŞLAZ,28530,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:41",219,219,0,166,131,0,35,235,69,155,11,1,0,2,1,24,0,9,3,0,0,0,1,100,0,4,10
5,BIHOR,"FOST SEDIU PRIMARIE",581,"SUPLACU DE BARCĂU",31262,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:35",992,992,0,597,591,0,6,1081,484,578,19,0,1,9,2,74,2,227,2,0,24,1,5,199,9,4,19
5,BIHOR,"FOSTUL MAGAZIN WAGNER",166,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:44:52",1490,1490,0,752,740,0,12,1635,883,721,31,4,1,7,4,39,1,503,4,3,18,2,4,110,2,4,15
5,BIHOR,"FUNDAŢIA DE SCLEROZĂ MULTIPLĂ",94,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:37:28",1214,1214,0,463,450,0,13,1335,872,454,9,2,7,5,2,42,2,93,7,4,19,3,24,209,17,2,16
5,BIHOR,"FUNDAŢIA DE SCLEROZĂ MULTIPLĂ",93,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:53",1031,1031,0,421,408,0,13,1131,713,413,5,0,2,20,1,41,1,57,12,1,23,3,15,202,17,1,17
5,BIHOR,GRADINITA,562,"SÂNNICOLAU ROMÂN",32179,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:56:31",552,552,0,465,432,0,33,601,136,406,59,2,1,4,4,26,0,7,0,0,2,2,0,321,4,1,32
5,BIHOR,GRĂDINIŢA,313,CEFA,28246,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:24:39",161,161,0,121,106,0,15,174,53,115,6,0,0,2,0,14,1,3,8,1,0,0,0,76,2,2,6
5,BIHOR,"GRĂDINIȚA CETEA",253,BOROD,27560,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:48:55",174,174,0,137,117,0,20,187,50,128,9,0,0,4,0,18,0,1,2,1,0,0,2,96,1,0,3
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL",292,BUNTEŞTI,27971,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:32:49",367,367,0,299,291,0,8,400,101,295,4,2,0,4,0,140,0,2,2,0,11,0,1,122,4,0,7
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL ”101 DALMAŢIENI” CORDĂU",557,SÂNMARTIN,26582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:23:00",1412,1412,0,987,949,0,38,1541,554,951,36,2,1,9,5,139,2,8,8,1,19,6,9,672,16,6,48
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL BELFIR",633,TINCA,31789,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:37:32",462,462,0,228,219,0,9,497,269,195,33,0,1,0,0,15,0,60,1,1,8,2,1,98,7,1,0
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",184,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:45",1198,1198,0,685,656,0,29,1314,629,676,9,6,2,26,2,83,1,154,8,0,34,5,10,299,15,7,24
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",81,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:43",1988,1988,0,833,820,0,13,2183,1350,815,18,2,0,15,2,74,1,436,12,1,29,5,13,169,22,5,29
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.17",56,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:05:53",1495,1495,0,619,605,0,14,1655,1036,602,17,3,3,49,4,71,2,129,12,1,51,9,28,212,16,1,11
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 PETREU",476,PETREU,27169,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:31:56",1423,1423,0,748,701,0,47,1559,811,693,55,1,1,7,0,30,1,568,3,0,8,0,3,62,2,0,7
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",33,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:41",1564,1564,0,763,684,0,79,1717,954,746,17,2,8,37,0,125,1,104,15,3,42,8,40,287,33,7,34
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 SITANI",496,POMEZEU,30470,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:41:49",351,351,0,285,263,0,22,381,96,269,16,1,0,4,1,56,0,0,2,1,2,0,0,188,4,2,8
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 ZĂVOIU",546,SÂMBĂTA,31057,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:20:10",206,206,0,201,154,0,47,211,10,193,8,0,1,3,0,37,1,1,1,1,13,0,0,128,4,0,3
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",648,"UILEACU DE BEIUŞ",31921,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:35:50",323,323,0,306,263,0,43,353,47,294,12,0,0,2,0,25,0,2,2,3,19,2,3,221,1,4,10
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR,3",587,ŞIMIAN,31333,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:58:12",254,254,0,137,124,0,13,273,136,131,6,0,0,0,0,13,0,104,0,0,2,0,0,5,0,1,6
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",363,DERNA,29038,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:16:17",211,211,0,138,120,0,18,225,87,126,12,0,0,4,0,21,0,2,1,0,1,2,0,81,2,1,11
5,BIHOR,"GRĂDINIȚĂ CU PROGRAM NORMAL NR.3",342,COPĂCEL,28816,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:04:04",352,352,0,274,229,0,45,384,110,265,9,0,1,1,1,27,2,2,3,3,18,8,2,186,6,0,5
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 MUNTENI",283,BULZ,27935,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:58:14",395,395,0,326,320,0,6,431,105,304,22,0,0,2,1,50,1,0,1,2,7,2,0,224,1,0,13
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 OGEȘTI",543,SÂMBĂTA,31057,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:51:08",170,170,0,143,125,0,18,184,41,139,4,0,0,2,3,20,0,5,2,0,4,0,0,96,2,0,5
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.4 ROGOZ",544,SÂMBĂTA,31057,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:15:13",229,229,0,193,159,0,34,239,46,179,14,0,0,0,0,23,0,10,2,0,8,0,0,126,1,2,7
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 UCURIŞ",465,OLCEA,30229,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:17:15",447,447,0,205,189,0,16,491,286,192,13,0,0,1,0,65,0,1,0,0,4,24,0,81,2,0,14
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL SĂCĂDAT",531,SĂCĂDAT,30871,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:10:22",756,756,0,640,519,0,121,826,188,612,26,4,0,10,2,98,0,9,7,1,12,5,21,397,22,4,20
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT",148,"MUNICIPIUL BEIUŞ",26804,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:48:14",1067,1067,0,516,496,0,20,1177,661,499,17,1,1,19,1,73,1,36,9,1,43,6,11,249,10,9,29
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT",473,PALEU,32161,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:57",769,769,0,507,489,0,18,840,333,498,9,3,2,41,6,34,3,79,10,1,37,0,20,215,22,2,23
5,BIHOR,"GRĂDINIȚĂ CU PROGRAM PRELUNGIT",193,"ORAŞ SĂCUENI",30915,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:15:30",1161,1161,0,663,647,0,16,1299,636,633,30,2,0,1,2,25,0,509,5,0,3,0,3,68,5,2,8
