precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ROMÂNIA SOCIALISTĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi"
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",149,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:08",1010,1010,0,601,588,0,13,1116,515,564,37,7,3,3,49,7,9,6,3,3,0,32,9,5,6,422,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",16,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:32",1365,1365,0,569,554,0,15,1500,931,550,19,8,8,3,122,13,28,14,3,3,5,44,9,8,9,268,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ ”GHEORGHE LAZĂR”",15,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:51:12",1464,1464,0,648,632,0,16,1600,952,625,23,13,4,6,87,9,45,19,5,7,1,44,14,14,20,331,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GIURGENI",153,GIURGENI,93646,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:48",1084,1084,0,745,667,0,78,1200,455,718,27,1,1,0,79,4,24,5,0,12,1,65,2,6,1,514,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”IONEL PERLEA” OGRADA",183,OGRADA,179819,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:54:20",1178,1178,0,571,565,0,6,1300,729,554,17,5,6,3,104,7,14,2,1,2,1,37,7,9,1,352,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA",161,"ION ROATĂ",103862,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:18",860,860,0,504,488,0,16,950,446,455,49,15,15,5,102,11,43,9,3,5,0,36,6,8,8,185,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA(STRUCTURA BROSTENI)",163,"ION ROATĂ",103862,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:32:15",1178,1178,0,662,653,0,9,1293,631,574,88,20,27,10,159,21,24,5,1,8,6,51,18,4,0,202,18
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",173,"MIHAIL KOGĂLNICEANU",93995,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:25:23",1225,1224,1,808,767,1,40,1350,542,731,77,12,1,3,103,10,47,55,3,12,6,50,6,8,6,400,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP A",35,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:10:37",1418,1418,0,525,516,0,9,1550,1025,479,46,6,1,5,89,0,8,5,1,4,1,57,4,1,7,290,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",37,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:06:59",953,953,0,420,408,0,12,1050,630,394,26,4,4,2,61,11,7,1,1,3,2,46,9,6,4,231,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",36,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:57:38",966,966,0,369,359,0,10,1050,681,345,24,2,4,2,37,7,3,5,2,2,1,37,5,3,2,231,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP D",38,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:33:56",854,854,0,382,375,0,7,950,568,365,17,4,2,3,47,4,13,1,0,3,3,36,10,2,9,226,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALA MILOŞEŞTI",174,MILOŞEŞTI,94045,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:16",1348,1348,0,875,862,0,13,1450,575,813,62,6,3,0,57,6,25,6,2,4,1,51,3,2,6,641,0
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",179,MOVILIŢA,104270,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:48",1129,1129,0,808,779,0,29,1250,442,753,55,0,7,4,167,4,31,4,1,18,3,29,22,3,20,437,3
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",180,MOVILIŢA,104270,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:27",809,809,0,563,543,0,20,900,337,515,48,4,4,0,109,0,24,2,0,6,0,27,6,3,4,325,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",4,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:41:50",891,891,0,479,365,0,114,1000,521,447,32,6,8,6,71,16,34,11,5,7,5,7,9,14,9,232,7
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",3,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:54:37",1061,1061,0,457,421,0,36,1200,753,425,22,6,2,1,66,11,33,14,2,2,2,22,10,14,10,228,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",32,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:13",1043,1043,0,503,495,0,8,1150,647,477,26,3,8,5,77,12,25,9,3,4,2,24,12,6,7,278,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",33,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:49",989,989,0,468,453,0,15,1100,632,448,20,8,4,4,83,13,25,10,6,3,3,29,4,10,7,238,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PERIEȚI",185,PERIEŢI,94161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:42",1034,1034,0,650,620,0,30,1150,500,626,24,16,4,4,89,11,28,7,7,1,3,48,11,6,9,381,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PLATONEȘTI",190,PLATONEŞTI,180000,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:41:08",731,731,0,514,488,0,26,806,292,501,13,6,1,2,175,6,58,1,1,9,2,24,2,4,1,208,1
23,IALOMIŢA,"SCOALA GIMNAZIALA RADULESTI",191,RĂDULEŞTI,101243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:09:31",684,684,0,581,453,0,128,750,169,535,46,5,1,4,40,2,10,5,3,2,1,25,5,3,0,429,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ”",40,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:46:37",935,935,0,328,318,0,10,1050,722,312,16,7,2,2,42,5,10,3,3,1,0,61,2,4,4,164,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",41,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:30",793,793,0,320,304,0,16,900,580,303,17,4,5,1,48,2,7,10,2,3,1,23,9,7,4,176,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",42,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:28:53",956,956,0,395,384,0,11,1050,655,326,69,7,8,3,59,5,14,4,0,8,0,25,1,2,4,185,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”ROMAN IALOMIȚEANUL”",99,AXINTELE,100923,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:37:42",499,499,0,351,334,0,17,550,199,320,31,4,2,1,30,0,7,3,0,2,0,26,3,3,0,238,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SĂVENI",201,SĂVENI,94376,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:29:17",1209,1209,0,607,581,0,26,1300,693,585,22,7,1,2,86,7,12,5,4,1,1,42,5,3,4,404,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:55:06",1006,1006,0,581,554,0,27,1100,519,541,40,4,0,3,74,9,11,2,1,2,0,23,2,7,0,402,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",19,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:24",1454,1454,0,682,665,0,17,1624,942,652,30,5,4,2,72,19,66,17,1,2,9,23,19,22,11,370,10
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ „SF. ANDREI”",20,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:35:34",1312,1312,0,640,620,0,20,1458,818,624,16,6,4,2,97,23,70,10,3,2,3,29,18,21,24,308,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",83,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:14:22",1450,1450,0,566,545,0,21,1599,1033,557,9,5,1,1,102,11,71,33,2,4,2,17,14,9,5,278,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",84,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:13:19",1553,1553,0,499,492,0,7,1708,1209,461,38,3,0,1,86,4,42,11,0,11,0,13,5,2,3,279,1
23,IALOMIŢA,"ŞCOALA NOUĂ",168,MANASIA,100736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:38",1284,1284,0,713,696,0,17,1400,687,667,46,8,3,2,109,22,151,42,3,3,3,57,11,2,3,246,2
23,IALOMIŢA,"ŞCOALA NOUĂ",169,MANASIA,100736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:02",1223,1223,0,661,653,0,8,1350,689,614,47,8,0,6,102,11,114,36,1,5,1,37,8,10,1,270,4
23,IALOMIŢA,"ŞCOALA NOUĂ",170,MANASIA,100736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:28:31",1131,1131,0,608,595,0,13,1250,642,584,24,2,8,3,89,10,102,55,2,0,2,34,14,9,6,243,5
23,IALOMIŢA,"ŞCOALA NR.1 JILAVELE",164,JILAVELE,103960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:46",1107,1107,0,690,675,0,15,1219,529,638,52,4,2,1,91,9,7,4,1,5,1,31,13,7,2,455,5
23,IALOMIŢA,"ŞCOALA NR.2 JILAVELE",165,JILAVELE,103960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:30",1170,1170,0,723,705,0,18,1300,577,680,43,0,6,2,86,18,10,10,2,5,0,55,9,5,5,467,0
23,IALOMIŢA,"ŞCOALA ORBOEŞTI",96,ANDRĂŞEŞTI,92872,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:50:10",257,257,0,177,155,0,22,300,123,164,13,0,0,0,33,2,8,4,0,1,0,9,2,1,0,103,1
23,IALOMIŢA,"ŞCOALA PRIMARĂ",199,SĂLCIOARA,94330,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:37:53",792,792,0,646,571,0,75,900,254,596,50,0,2,2,104,3,1,6,1,2,1,24,5,12,0,433,0
23,IALOMIŢA,"ŞCOALA PRIMARĂ CONDEEŞTI",111,BĂRCĂNEŞTI,101056,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:44",1378,1378,0,843,822,0,21,1500,657,708,135,5,3,1,61,2,37,4,0,15,1,37,6,0,4,530,2
23,IALOMIŢA,"ȘCOALA PRIMARĂ HORIA",101,AXINTELE,100923,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:45",451,451,0,273,267,0,6,500,227,250,23,0,0,1,107,3,14,1,0,8,0,4,0,2,1,109,0
23,IALOMIŢA,"ȘCOALA PRIMARĂ MISLEANU",187,PERIEŢI,94161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:11:53",676,676,0,403,382,0,21,750,347,379,24,4,2,3,57,2,4,1,1,3,1,43,2,2,1,250,3
23,IALOMIŢA,"ȘCOALA PRIMARĂ PĂLTINIȘU",188,PERIEŢI,94161,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:04",920,920,0,532,520,0,12,1000,471,484,45,12,1,1,69,7,27,5,3,3,1,40,17,0,0,295,3
23,IALOMIŢA,"SCOALA PRIMARA SARATENI",200,SĂRĂŢENI,180019,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:48:33",886,886,0,522,451,0,71,950,428,471,51,4,3,5,50,7,10,8,0,3,1,26,4,7,5,335,3
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ ” ARETA TEODORESCU”",156,GRIVIŢA,93735,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:02",903,903,0,581,540,0,41,1000,419,532,49,7,0,2,65,2,80,9,1,5,1,25,8,8,1,318,0
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ” ARETA TEODORESCU”",157,GRIVIŢA,93735,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:02:38",899,899,0,560,494,0,66,1000,440,507,53,5,0,1,66,7,71,0,1,7,1,24,8,1,1,310,4
23,IALOMIŢA,"ŞCOALA REVIGA",193,REVIGA,94269,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:56:31",1012,1012,0,566,543,0,23,1100,534,523,43,1,1,1,35,5,16,1,1,5,1,24,8,0,7,415,2
23,IALOMIŢA,"ŞCOALA ROVINE",195,REVIGA,94269,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:42:25",699,699,0,402,381,0,21,750,348,365,37,5,2,0,19,1,1,4,1,0,1,31,2,4,4,288,2
23,IALOMIŢA,"ŞCOLA PROFESIONALĂ TRAIAN",215,TRAIAN,179702,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:16",1257,1257,0,874,827,0,47,1400,526,736,138,5,7,0,42,1,4,1,1,6,1,22,9,3,0,633,1
23,IALOMIŢA,"SEDIU CONSILIUL LOCAL",77,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:30",1291,1291,0,887,825,0,62,1400,513,850,37,7,5,5,81,18,64,7,3,6,2,42,23,8,15,563,1
23,IALOMIŢA,"SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR”,",12,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:43:06",880,880,0,430,406,0,24,1000,570,422,8,2,2,9,69,20,40,9,4,3,3,15,17,15,6,202,6
