precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITREL ION-PARTIDUL NAȚIONAL LIBERAL-voturi","OLAR CORNELIU-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHINESCU ION-PARTIDUL S.O.S. ROMÂNIA-voturi","ROF MARIUS-NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TALPAŞ CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"PIAŢA AGROALIMENTARĂ",76,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:17",943,927,7,1,8,898,884,6,1,7,784,114,978,80,154,264,113,38,165,50
1,ALBA,"PRIMĂRIA CENADE",220,CENADE,3761,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:28",1064,1039,8,9,8,888,879,1,8,0,638,250,1405,517,55,103,33,214,178,55
1,ALBA,"PRIMĂRIA COMUNEI ALMAȘU MARE",189,"ALMAŞU MARE",2309,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:25",1972,1959,7,0,6,1961,1952,5,0,4,1871,90,2106,145,390,460,354,359,259,49
1,ALBA,"PRIMARIA COMUNEI BLANDIANA",209,BLANDIANA,3397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:27",2808,2800,2,6,0,2513,2508,0,5,0,2418,95,3240,727,388,928,17,718,24,343
1,ALBA,"PRIMĂRIA COMUNEI CÎLNIC",218,CÂLNIC,4106,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:29",1614,1605,2,3,4,1422,1414,2,3,3,1364,58,1618,196,75,506,94,125,317,247
1,ALBA,"PRIMĂRIA COMUNEI CIURULEASA",236,CIURULEASA,4008,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:28",664,648,4,10,2,586,575,3,7,1,521,65,869,283,7,47,263,79,117,8
1,ALBA,"PRIMĂRIA COMUNEI CRĂCIUNELU DE JOS",238,"CRĂCIUNELU DE JOS",4188,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:29",2876,2848,10,9,9,2860,2847,5,4,4,2760,100,3043,183,391,278,250,76,55,1710
1,ALBA,"PRIMĂRIA COMUNEI GÂRBOVA",260,GÂRBOVA,4482,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:31",2693,2684,1,5,3,2483,2481,1,0,1,2102,381,2861,378,415,177,971,24,416,99
1,ALBA,"PRIMĂRIA COMUNEI IGHIU",277,IGHIU,4927,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:32",3085,3062,10,9,4,3045,3027,10,7,1,2982,63,3461,416,637,184,977,269,747,168
1,ALBA,"PRIMĂRIA COMUNEI NOȘLAC",327,NOŞLAC,6048,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:36",2998,2991,3,1,3,2684,2682,0,1,1,2376,308,3382,698,185,99,1077,290,488,237
1,ALBA,"PRIMĂRIA COMUNEI POIANA VADULUI",342,"POIANA VADULUI",6271,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:38",1864,1855,4,1,4,1483,1481,0,1,1,1440,43,2090,607,76,199,169,783,161,52
1,ALBA,"PRIMARIA COMUNEI PONOR",343,PONOR,6397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:38",2698,2682,6,8,2,2437,2434,0,3,0,2026,411,3047,610,442,56,34,210,1062,222
1,ALBA,"PRIMĂRIA COMUNEI RÎMEŢ",353,RÂMEŢ,6627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:39",2913,2899,4,9,1,2722,2714,2,5,1,1973,749,3290,568,93,754,17,423,325,361
1,ALBA,"PRIMARIA COMUNEI ROȘIA MONTANĂ",362,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:39",1098,1078,6,8,6,1049,1031,4,8,6,1043,6,1516,467,665,137,40,5,167,29
1,ALBA,"PRIMĂRIA COMUNEI SÂNTIMBRU",382,SÂNTIMBRU,7384,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:42",1354,1346,1,0,7,1321,1314,1,0,6,890,431,1477,156,16,201,266,30,349,28
1,ALBA,"PRIMĂRIA COMUNEI ŞUGAG",414,ŞUGAG,8014,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:44",2002,1989,9,3,1,1784,1772,8,3,1,1738,46,2365,581,238,415,566,154,122,243
1,ALBA,"PRIMĂRIA COMUNEI VIDRA",431,VIDRA,8425,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:46",2838,2821,8,9,0,2683,2671,7,5,0,2251,432,2969,286,281,133,89,729,584,435
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",244,"DAIA ROMÂNĂ",4240,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:29",3014,3007,0,2,5,2489,2484,0,1,4,2407,82,3262,773,656,938,243,182,11,377
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",245,"DAIA ROMÂNĂ",4240,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:29",1813,1793,3,7,10,1030,1024,0,6,0,898,132,2187,1157,4,366,301,11,162,54
1,ALBA,"PRIMĂRIA LOPADEA NOUĂ",296,"LOPADEA NOUĂ",5210,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:34",920,909,7,1,3,911,909,0,1,1,883,28,995,84,39,95,95,26,527,101
1,ALBA,"PRIMĂRIA ORAŞULUI CÂMPENI",124,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",3259,3237,5,8,9,2699,2683,3,6,7,2430,269,3293,594,16,34,622,472,140,1146
1,ALBA,"PRIMĂRIA ROŞIA DE SECAŞ",359,"ROŞIA DE SECAŞ",6930,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:40",1392,1373,10,5,4,1113,1100,9,1,3,532,581,1858,745,17,35,106,86,53,235
1,ALBA,"PRIMĂRIA VALEA LUNGĂ",426,"VALEA LUNGĂ",8354,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:46",2276,2253,6,8,9,1917,1908,2,1,6,1534,383,2355,438,523,126,28,542,312,3
1,ALBA,"REFUGIU TURISTIC VALEA BARNII",326,MOGOŞ,5826,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:36",2116,2100,4,7,5,1359,1348,1,5,5,1143,216,2235,876,132,260,193,117,318,123
1,ALBA,"SALA DE FESTIVITĂŢI DIN SÎNCRAI",75,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:16",1214,1198,2,6,8,1156,1146,2,6,2,916,240,1279,123,179,389,140,118,25,65
1,ALBA,"SALA DE FESTIVITĂŢI MESENTEA",257,"GALDA DE JOS",4366,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:30",1314,1297,5,5,7,1300,1291,3,4,2,1294,6,1555,255,252,441,107,9,275,210
1,ALBA,"SALA DE ÎNTRUNIRI",242,CRICĂU,4142,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:29",2636,2616,5,9,6,2309,2300,1,4,4,1947,362,3038,729,26,417,80,1002,227,195
1,ALBA,"SALA MULTIFUNCȚIONALĂ BIIA",407,ŞONA,7865,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:43",2012,1999,5,8,0,1521,1512,3,6,0,1115,406,2330,809,217,32,20,69,675,102
1,ALBA,"SALA PAROHIALĂ SIBIŞENI",436,"VINŢU DE JOS",8826,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:47",1942,1928,3,9,2,1886,1877,0,9,0,1650,236,2012,126,98,281,39,111,552,569
1,ALBA,"SC HIDROCONSTRUCȚIA SA SEBEȘ PUNCT DE LUCRU SAT LAZURI",395,SOHODOL,7446,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:42",3134,3124,0,7,3,3058,3055,0,3,0,2878,180,3609,551,727,589,419,21,319,803
1,ALBA,"ȘCOALA CU CLASELE I-IV - CORNA",365,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:40",2378,2356,10,3,9,2353,2346,6,1,0,2320,33,2699,346,82,947,322,58,181,730
1,ALBA,"ȘCOALA CU CLASELE I-IV DEALU GEOAGIULUI",284,ÎNTREGALDE,4981,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:33",2633,2608,7,8,10,2574,2561,4,7,2,2172,402,2961,387,182,561,401,721,295,12
1,ALBA,"ȘCOALA CU CLASELE I-IV GHIONCANI",285,ÎNTREGALDE,4981,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:33",2681,2664,9,3,5,2639,2625,9,0,5,2400,239,2709,70,823,597,196,209,28,547
1,ALBA,"ŞCOALA CU CLASELE I-IV - GURA ROȘIEI",363,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:39",2325,2312,9,1,3,2303,2291,9,1,2,2198,105,2528,225,330,227,744,419,389,89
1,ALBA,"ȘCOALA CU CLASELE I-IV - LUNCA",346,POŞAGA,6468,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:38",1978,1957,6,6,9,1972,1958,3,4,7,1948,24,2472,500,216,153,205,63,132,1179
1,ALBA,"ȘCOALA CU CLASELE I-IV - ORĂȘTI",347,POŞAGA,6468,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:38",2046,2021,10,7,8,1774,1758,7,6,3,1429,345,2218,444,197,427,1,77,193,534
1,ALBA,"ŞCOALA CU CLASELE I-IV RĂCĂTĂU",211,BLANDIANA,3397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:27",2396,2384,0,10,2,2349,2344,0,4,1,2233,116,2775,426,191,100,630,225,120,967
1,ALBA,"ŞCOALA CU CLASELE I-IV, SAT BUTEŞTI",325,MOGOŞ,5826,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:36",1488,1479,4,1,4,1483,1479,3,1,0,1188,295,1878,395,13,98,296,55,710,16
1,ALBA,"ŞCOALA CU CLASELE I-IV - VÎRTOP",366,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:40",1602,1589,1,7,5,1589,1579,1,6,3,1583,6,2061,472,62,179,274,330,280,458
1,ALBA,"ŞCOALA GENERALĂ CISTEIU DE MUREŞ",163,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:21",3370,3349,10,4,7,3270,3251,10,4,5,2653,617,3865,595,371,140,125,72,1611,334
1,ALBA,"SCOALA GENERALA CRĂCIUNELU DE SUS",227,"CETATEA DE BALTĂ",3958,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:28",2235,2220,10,2,3,1725,1715,6,2,2,1694,31,2337,612,160,185,41,52,1016,240
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",118,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:26",2893,2868,9,10,6,2734,2715,9,8,2,2273,461,3286,552,441,246,462,292,191,641
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",117,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:26",1549,1536,0,8,5,1491,1485,0,5,1,1405,86,1903,412,784,4,22,57,38,500
1,ALBA,"ŞCOALA GENERALĂ CUNŢA",411,ŞPRING,7945,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:44",2942,2924,8,10,0,2861,2847,5,9,0,2845,16,3406,545,62,198,594,180,721,1090
1,ALBA,"SCOALA GENERALA SÎNTĂMĂRIE",228,"CETATEA DE BALTĂ",3958,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:28",1781,1759,10,5,7,1537,1521,8,1,7,1212,325,2252,715,5,474,99,335,136,163
1,ALBA,"ŞCOALA GIMNAZIALĂ AMPOIŢA",310,METEŞ,5577,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:35",2296,2282,5,8,1,2268,2264,1,3,0,2257,11,2345,77,213,475,553,525,79,412
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ARON COTRUŞ” CERGĂU MARE",221,CERGĂU,3805,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:28",2025,2010,6,4,5,1514,1503,6,2,3,1428,86,2484,970,304,61,2,71,130,860
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AUGUSTIN BENA” PIANU DE JOS",338,PIANU,6217,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:37",1047,1031,7,9,0,1042,1039,1,2,0,894,148,1220,178,290,265,113,46,72,108
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",5,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:09",2052,2038,5,7,2,1923,1915,3,3,2,1375,548,2087,164,257,68,116,36,602,296
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",4,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:09",3105,3088,2,10,5,2670,2664,2,3,1,2637,33,3437,767,687,173,692,387,94,604
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” ABRUD",113,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:14",2951,2937,3,9,2,2650,2644,0,4,2,2203,447,3432,782,16,86,176,198,1669,58
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” GRADINIȚA CU PROGRAM NORMAL NR. 1 ABRUD",114,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:14",1262,1257,2,2,1,1227,1226,0,1,0,1023,204,1641,414,171,1,420,255,114,62
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU” GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1 ABRUD",115,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:14",2984,2965,4,8,7,2767,2764,1,2,0,2385,382,3215,448,109,635,204,232,898,307
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",417,UNIREA,8158,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:45",1020,1007,3,9,1,745,740,0,5,0,564,181,1342,597,71,9,18,18,113,335
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",418,UNIREA,8158,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:45",2513,2493,5,9,6,2244,2234,2,7,1,2164,80,2518,274,347,390,175,75,347,830
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",173,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:24",3244,3239,5,0,0,3133,3132,1,0,0,2410,723,3650,517,103,136,1433,21,211,506
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",174,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:24",3346,3339,1,5,1,3176,3173,0,2,1,2610,566,3782,606,878,208,268,1003,174,79
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",59,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",2197,2182,7,7,1,2193,2185,4,4,0,1823,370,2680,487,496,261,236,71,633,126
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",61,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",2956,2940,1,6,9,2874,2866,1,5,2,2177,697,2965,91,1029,267,23,47,263,548
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",60,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",780,769,4,3,4,695,686,3,3,3,618,77,1087,392,34,22,114,305,99,44
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",58,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",3519,3503,3,5,8,3277,3270,1,0,6,2722,555,3862,585,362,675,1051,133,222,279
1,ALBA,"ȘCOALA GIMNAZIALĂ „AXENTE SEVER” AIUD",62,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:15",1591,1575,9,1,6,1454,1441,8,0,5,1399,55,1717,263,72,7,55,887,302,76
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” MĂNĂRADE",92,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",2045,2032,0,4,9,1974,1967,0,3,4,1257,717,2444,470,267,31,122,37,623,177
1,ALBA,"ŞCOALA GIMNAZIALĂ BENIC",254,"GALDA DE JOS",4366,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:30",2857,2845,6,6,0,2814,2813,1,0,0,2046,768,2883,69,137,314,65,1317,4,209
1,ALBA,"ŞCOALA GIMNAZIALĂ CÂMPENI",125,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",2763,2757,0,6,0,2046,2046,0,0,0,1936,110,2903,857,821,245,228,373,261,8
1,ALBA,"ȘCOALA GIMNAZIALĂ CÂMPENI",126,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",3056,3033,5,9,9,2741,2733,5,2,1,2559,182,3475,734,605,158,898,565,209,124
1,ALBA,"ŞCOALĂ GIMNAZIALĂ CIUGUD",230,CIUGUD,1071,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:14",1620,1599,1,10,10,1560,1554,0,5,1,1153,407,2086,526,135,158,95,148,603,14
1,ALBA,"ŞCOALA GIMNAZIALĂ - CRĂCIUNELU DE JOS",239,"CRĂCIUNELU DE JOS",4188,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:29",1767,1760,4,2,1,1738,1735,3,0,0,1446,292,2158,420,55,189,95,130,616,361
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DAVID PRODAN” SĂLIȘTEA",369,SĂLIŞTEA,7044,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:40",2984,2963,9,3,9,2895,2886,4,1,4,2858,37,3319,424,113,1723,192,201,450,179
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DEMETRIU RADU” RĂDEȘTI",350,RĂDEŞTI,6547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:38",1977,1958,9,4,6,1834,1828,4,2,0,1827,7,2406,572,375,195,88,40,292,837
1,ALBA,"ŞCOALA GIMNAZIALĂ ”EMIL RACOVIŢĂ” GÎRDA DE SUS",263,"GÂRDA DE SUS",4525,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:31",2873,2856,5,9,3,2785,2769,4,9,3,2443,342,3052,267,1136,353,36,240,562,116
1,ALBA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE MAIER” UNIREA",419,UNIREA,8158,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:45",3170,3161,6,0,3,2946,2943,1,0,2,2480,466,3331,385,72,164,696,224,627,697
1,ALBA,"ŞCOALA GIMNAZIALĂ GHEŢARI",265,"GÂRDA DE SUS",4525,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:31",3146,3136,5,1,4,2943,2939,1,1,2,2859,84,3566,623,8,1879,197,198,118,459
1,ALBA,"ŞCOALA GIMNAZIALĂ GÎRDE I - COMUNA BISTRA",208,BISTRA,3039,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:27",2345,2330,4,5,6,1915,1900,4,5,6,1806,109,2546,631,317,157,492,563,87,190
1,ALBA,"ȘCOALA GIMNAZIALĂ HOREA",271,HOREA,4767,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:32",3487,3473,6,3,5,3006,3001,3,0,2,2943,63,3950,944,436,170,902,148,992,295
1,ALBA,"ȘCOALA GIMNAZIALĂ IGHIEL",279,IGHIU,4927,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:32",3211,3198,2,7,4,3082,3071,1,6,4,2399,683,3334,252,1401,167,400,174,178,79
1,ALBA,"ȘCOALA GIMNAZIALĂ ÎNTREGALDE",283,ÎNTREGALDE,4981,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:33",3067,3055,2,4,6,2793,2788,0,4,1,2516,277,3364,571,272,7,667,85,660,825
1,ALBA,"ŞCOALA GIMNAZIALĂ IOAN MAIORESCU BUCERDEA GRANOASĂ",213,"BUCERDEA GRÂNOASĂ",9026,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:47",1225,1215,0,4,6,1122,1118,0,1,3,1023,99,1246,124,79,35,244,2,454,209
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOAN MIHU” VINEREA",154,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:21",1403,1382,8,4,9,740,730,0,1,9,558,182,1761,1021,0,81,144,44,7,282
1,ALBA,"ȘCOALA GIMNAZIALĂ IOAN MIHU - VINEREA",153,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:21",3289,3272,9,7,1,3101,3094,4,3,0,2681,420,3457,356,213,652,288,34,52,1442
1,ALBA,"ŞCOALA GIMNAZIALĂ „ION AGÂRBICEANU”",18,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",1618,1597,9,3,9,1508,1501,4,3,0,1040,468,1859,351,151,49,103,55,335,347
1,ALBA,"ŞCOALA GIMNAZIALĂ „ION AGÂRBICEANU”",17,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:10",3520,3497,6,7,10,3352,3341,5,5,1,2991,361,3610,258,608,71,171,104,1911,126
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",316,MIHALŢ,5700,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:36",3172,3153,5,9,5,2877,2871,0,3,3,2797,80,3376,499,2166,213,156,18,61,183
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",315,MIHALŢ,5700,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:35",2631,2611,9,9,2,2582,2576,3,1,2,2579,3,2793,211,351,795,246,462,55,670
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION MICU MOLDOVAN” BLAJ",88,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:18",1673,1668,2,2,1,1361,1358,0,2,1,1032,329,2165,804,84,401,2,253,246,46
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOSIF PERVAIN” CUGIR",148,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:20",1678,1674,0,3,1,919,916,0,2,1,865,54,1759,840,134,93,335,159,64,80
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOSIF PERVAIN” CUGIR",147,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:20",3083,3056,10,8,9,2827,2816,10,0,1,2259,568,3504,677,173,125,366,155,653,787
1,ALBA,"ȘCOALA GIMNAZIALĂ IOSIF PERVAIN CUGIR",149,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:20",3350,3324,9,9,8,3108,3098,4,0,6,2822,286,3469,361,1704,140,124,17,569,268
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU” VINŢU DE JOS",435,"VINŢU DE JOS",8826,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:46",2605,2579,10,9,7,2581,2573,8,0,0,2073,508,2813,232,149,172,46,742,312,652
1,ALBA,"ŞCOALA GIMNAZIALĂ LANCRĂM",108,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:23",2421,2402,5,4,10,1831,1817,5,3,6,1648,183,2840,1009,189,929,154,183,90,103
1,ALBA,"ŞCOALA GIMNAZIALĂ LĂZEȘTI",389,SCĂRIŞOARA,7197,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:41",1989,1978,4,5,2,1913,1906,4,1,2,1592,321,2106,193,405,590,164,7,201,225
1,ALBA,"ȘCOALA GIMNAZIALĂ LIVEZILE",292,LIVEZILE,5167,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:33",1811,1800,1,5,5,988,983,1,2,2,825,163,2205,1217,76,4,2,465,119,159
1,ALBA,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",67,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:16",2199,2186,1,6,6,2006,2000,0,1,5,1330,676,2317,311,436,90,166,542,86,10
1,ALBA,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",66,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:16",1378,1362,1,5,10,1349,1342,0,5,2,1308,41,1852,503,1,308,644,82,51,222
1,ALBA,"ȘCOALA GIMNAZIALĂ LOMAN",376,SĂSCIORI,7099,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:41",1879,1875,2,0,2,1588,1586,1,0,1,1353,235,2269,681,236,27,512,415,101,62
1,ALBA,"ȘCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",156,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-05-29 10:29:21",1894,1878,6,7,3,1819,1806,6,5,2,920,899,1986,167,75,271,19,1,396,158
