precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STĂVĂRACHE COSTEL-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","FLOREA GABRIEL-FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GÂDEA ADRIAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","MARDALE GEORGE-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi","ŢOLE MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"ŞCOALA CU CLASELE I - VIII SPĂTĂREI",178,FURCULEŞTI,152948,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:13:58",772,716,0,31,25,560,504,0,31,25,541,19,819,259,15,37,182,12,295
36,TELEORMAN,"ȘCOALA DE ȘOFERI AMATORI",33,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:08:59",1418,1403,0,11,4,568,553,0,11,4,509,59,1550,982,14,66,323,28,78
36,TELEORMAN,"ȘCOALA GENARALĂ NR. 2",312,TROIANUL,154790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:31",783,713,0,35,35,527,466,0,35,26,456,71,825,298,84,45,250,26,51
36,TELEORMAN,"ȘCOALA GENERALĂ",314,TROIANUL,154790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:10",162,143,0,13,6,109,90,0,13,6,96,13,160,51,9,7,73,3,4
36,TELEORMAN,"ŞCOALA GENERALĂ MOLDOVENI",187,ISLAZ,151736,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:31",698,681,0,7,10,422,405,0,7,10,409,13,750,328,27,16,228,18,120
36,TELEORMAN,"ŞCOALA GENERALA NR. 3 CIOLĂNEŞTII DIN VALE",140,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:09",477,442,0,6,29,283,248,0,6,29,278,5,490,207,8,37,150,6,77
36,TELEORMAN,"ȘCOALA GENERALĂ POENI",246,POENI,153696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 05:45:23",1153,1109,0,33,11,822,778,0,33,11,792,30,1220,398,20,195,423,14,140
36,TELEORMAN,"ȘCOALA GENERALĂ POROSCHIA",251,POROSCHIA,151834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:13",1404,1384,0,20,0,967,947,0,20,0,908,59,1520,553,47,183,598,32,48
36,TELEORMAN,"ȘCOALA GENERALĂ PREAJBA",248,POENI,153696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:23",325,310,0,11,4,263,248,0,11,4,246,17,340,77,6,30,64,10,136
36,TELEORMAN,"ȘCOALA GENERALĂ RĂDOIEȘTI CETATEA",257,RĂDOIEŞTI,153865,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:06",288,258,0,13,17,176,146,0,13,17,169,7,300,124,4,7,131,0,27
36,TELEORMAN,"ȘCOALA GENERALĂ VĂTAȘI",249,POENI,153696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:03",435,412,0,16,7,332,309,0,16,7,318,14,450,118,2,39,40,6,231
36,TELEORMAN,"ȘCOALĂ GIMNAZIALĂ",328,VIIŞOARA,154914,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:42:17",655,585,0,30,40,523,453,0,30,40,502,21,690,167,3,39,127,9,324
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",27,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:29",1228,1224,0,4,0,520,516,0,4,0,510,10,1390,870,38,59,256,31,126
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",30,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:57",1319,1311,2,6,0,590,582,2,6,0,574,16,1450,860,48,93,272,30,131
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",28,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:03",1274,1268,0,5,1,472,466,0,5,1,472,0,1460,988,29,58,264,13,108
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",29,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:13:34",1251,1238,2,6,5,558,547,0,6,5,534,24,1420,862,41,64,300,21,108
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",47,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:13:24",1021,1009,0,7,5,449,437,0,7,5,427,22,1110,661,158,50,154,10,55
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",46,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:51:23",1274,1267,0,3,4,393,386,0,3,4,369,24,1420,1027,104,52,175,15,23
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",45,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:21:51",1215,1196,0,2,17,495,476,0,2,17,459,36,1350,855,103,43,263,13,37
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ANTONEŞTI",125,CĂLINEŞTI,152350,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:09:56",256,186,0,44,26,221,151,0,44,26,217,4,230,9,1,6,85,4,121
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BĂBĂIŢA",94,BĂBĂIŢA,152038,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:22",1373,1307,0,5,61,995,929,0,5,61,980,15,1510,515,7,75,679,19,200
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BOGDANA",104,BOGDANA,152127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:34",737,683,0,28,26,737,683,0,28,26,537,36,740,167,11,23,269,16,218
36,TELEORMAN,"SCOALA GIMNAZIALA BRANCENI",116,BRÂNCENI,152252,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:50:43",1093,1026,0,22,45,784,717,0,22,45,751,33,1130,346,22,100,542,24,63
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BUZESCU",123,BUZESCU,152332,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:55",1201,1119,0,29,53,769,691,0,29,49,752,17,1230,461,12,35,484,11,210
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CĂLINEȘTI",124,CĂLINEŞTI,152350,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:11:38",1181,1079,0,79,23,913,811,0,79,23,879,34,1200,287,6,5,329,9,530
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂŢUIU (FOST LOCAL AL ȘCOLII CU CLASELE I-IV)",128,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:21",478,427,0,19,32,338,287,0,19,32,329,9,500,162,6,27,278,9,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂȚUIU ( FOST LOCAL AL ȘCOLII CU CLASELE I-IV )",129,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:39",215,201,0,6,8,159,145,0,6,8,156,3,230,71,4,33,107,1,11
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂȚUIU ( FOST LOCAL AL ȘCOLII NICOLAE BĂLCESCU )",131,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:26",465,420,0,22,23,309,264,0,22,23,298,11,460,151,5,76,200,6,11
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CERVENIA",135,CERVENIA,152500,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:41",1214,1182,4,8,20,740,712,0,8,20,704,36,1330,590,12,262,368,29,33
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CERVENIA",136,CERVENIA,152500,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:53:53",1045,1017,1,10,17,601,574,0,10,17,562,39,1120,519,11,226,260,17,48
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ COMUNA TALPA",299,TALPA,154521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:21",751,568,0,96,87,666,483,0,96,87,656,10,720,54,4,23,194,19,416
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ COPĂCEANCA",126,CĂLINEŞTI,152350,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:19:45",750,671,0,53,26,550,471,0,53,26,533,17,730,180,13,14,220,7,279
36,TELEORMAN,"SCOALA GIMNAZIALĂ CU CLASELE I-VIII MERENII DE JOS",208,MERENI,153295,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:10",1214,1178,0,5,31,778,742,0,5,31,750,28,1290,512,2,65,32,7,644
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII, NR. 2",74,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:29",1611,1584,2,25,0,1112,1087,0,25,0,1076,36,1790,678,88,141,441,41,365
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”DAN BERINDEI”",37,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 03:21:19",1123,1100,1,6,16,474,452,0,6,16,448,26,1210,736,120,46,235,18,29
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ DRĂCŞANI",163,DRĂCŞENEI,152797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:59",298,261,0,5,32,224,187,0,5,32,211,13,320,96,7,14,173,3,14
36,TELEORMAN,"ŞCOALA GİMNAZİALĂ DRĂGĂNEŞTİ DE VEDE",165,"DRĂGĂNEŞTI DE VEDE",152868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:54:09",1168,1088,0,34,46,814,734,0,34,46,788,26,1190,376,31,48,425,22,262
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ DRĂGĂNEŞTI VLAŞCA",168,DRĂGĂNEŞTI-VLAŞCA,152902,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:10:38",1101,982,1,67,51,564,446,0,67,51,559,5,1080,516,9,15,529,3,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ FÂNTÂNELE",171,FÂNTÂNELE,155118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:40:59",1302,1157,2,93,50,985,842,0,93,50,966,19,1270,285,18,65,609,25,249
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ FURCULEŞTI",177,FURCULEŞTI,152948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:25:54",1387,1293,0,45,49,676,582,0,45,49,638,38,1470,794,14,54,398,9,163
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GALA GALACTION”",41,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:51:34",1030,1025,0,2,3,375,370,0,2,3,362,13,1130,755,93,53,176,11,29
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GALA GALACTION”",42,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:41:18",1092,1082,0,3,7,327,317,0,3,7,297,30,1200,873,64,37,161,9,26
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ GĂLĂTENI",181,GĂLĂTENI,153026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:02:03",716,658,0,58,0,564,506,0,58,0,542,22,730,166,4,30,212,19,277
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ GRATIA",183,GRATIA,153062,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:18:37",1076,1015,0,34,27,721,660,0,34,27,697,24,1150,429,26,32,534,16,89
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GRIGORE DIMITRIE GHICA” PERETU",229,PERETU,153543,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:53:06",930,919,0,8,3,577,566,0,8,3,552,25,1010,433,14,27,243,17,251
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GRIGORE DIMITRIE GHICA” PERETU",230,PERETU,153543,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:33:16",1094,1081,0,12,1,664,651,0,12,1,644,20,1200,536,18,61,375,20,170
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”I.GH.DUCA”",317,ŢIGĂNEŞTI,154834,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:47",1441,1402,0,1,38,817,778,0,1,38,795,22,1540,723,20,72,627,19,57
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ION PREOTU”",311,TROIANUL,154790,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:50:32",1244,1178,0,39,27,824,758,0,39,27,689,135,1295,471,120,84,382,44,59
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LICURICIU",127,CĂLINEŞTI,152350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:02",450,349,0,72,29,351,250,0,72,29,341,10,380,29,3,14,110,5,209
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LIȚA",192,LIŢA,151763,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:46:18",1021,984,0,8,29,695,658,0,8,29,664,31,1080,385,23,34,472,15,120
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MAVRODIN",198,MAVRODIN,153204,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:51:10",908,872,0,27,9,685,649,0,27,9,653,32,950,265,13,30,300,15,295
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MAVRODIN",197,MAVRODIN,153204,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:43:31",1080,1020,0,23,37,750,690,0,23,37,711,39,1120,370,14,33,241,7,416
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MERIŞANI",95,BĂBĂIŢA,152038,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:37",821,768,0,18,35,627,574,0,18,35,607,20,890,263,3,34,376,10,184
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",21,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:50:44",994,987,0,5,2,446,439,0,5,2,423,23,1120,674,41,57,227,11,87
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",20,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:49",1286,1266,4,13,3,539,523,0,13,3,518,21,1395,856,42,55,270,23,128
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",67,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:41",1418,1409,0,8,1,640,631,0,8,1,618,22,1550,910,56,65,389,16,92
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",66,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:33",1058,1042,0,9,7,418,402,0,9,7,398,20,1160,742,23,46,237,17,75
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIRON RADU PARASCHIVESCU”",87,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:10",1423,1407,0,13,3,588,572,0,13,3,569,19,1550,962,36,74,321,21,117
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MOŞTENI",211,MOŞTENI,153384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:43",499,449,0,21,29,383,333,0,21,29,375,8,530,147,0,17,287,6,65
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ MOȘTENI",210,MOŞTENI,153384,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:16",641,576,0,41,24,494,429,0,41,24,483,11,670,176,14,26,364,9,70
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NANOV",212,NANOV,151816,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:19:30",1729,1652,0,60,17,1137,1060,0,60,17,1113,24,1810,673,23,67,443,34,546
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NĂSTURELU",214,NĂSTURELU,153400,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:42",1183,1166,0,11,6,799,782,0,11,6,752,47,1310,511,5,61,437,13,236
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NENCIULEȘTI",218,NENCIULEŞTI,154996,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:07",659,626,0,15,18,363,330,0,15,18,338,24,690,328,5,26,212,7,88
36,TELEORMAN,"SCOALA GIMNAZIALA NR.1",201,MĂLDĂENI,153277,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:57:10",1122,1076,0,9,37,655,609,0,9,37,620,27,1230,583,41,91,385,16,87
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.1",156,DOBROTEŞTI,152760,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:31:38",1290,1237,0,26,27,726,676,0,26,24,695,31,1360,634,50,61,513,23,48
36,TELEORMAN,"ŞCOALA GIMNAZIALA NR.1 BLEJEŞTI",100,BLEJEŞTI,152083,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:22:22",980,972,0,5,3,599,591,0,5,3,576,23,1070,471,17,62,433,30,34
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CĂLUGĂRU",108,BOTOROAGA,152172,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:14",661,611,1,22,27,463,413,1,22,27,459,4,670,207,0,56,159,0,244
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CIOLĂNEŞTII DIN DEAL",137,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:45",669,636,0,6,27,409,376,0,6,27,388,21,700,291,4,77,94,9,204
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 ISLAZ",186,ISLAZ,151736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:42",665,654,0,8,3,377,366,0,8,3,363,14,785,408,33,25,191,6,108
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 MÎRZĂNEŞTI",204,MÂRZĂNEŞTI,153339,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:32",546,491,0,31,24,379,324,0,31,24,364,15,540,161,10,19,155,12,168
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 OLTENI",221,OLTENI,153473,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 18:14:11",1500,1444,0,51,5,1107,1051,0,51,5,925,129,1600,546,177,348,308,50,42
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",227,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:50",1003,949,0,23,31,645,591,0,23,31,618,27,1070,425,61,44,381,11,121
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",228,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:01",1243,1202,0,20,21,817,776,0,20,21,785,32,1340,523,72,52,402,51,208
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2",72,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:01",1361,1350,0,4,7,453,442,0,4,7,428,25,1490,1037,27,59,240,25,77
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR. 2",158,DOBROTEŞTI,152760,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:45",926,878,0,19,29,545,497,0,19,29,530,15,960,415,21,64,407,13,25
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",91,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:16",1211,1188,3,5,15,650,630,0,5,15,625,25,1310,660,43,86,350,18,128
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",90,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:18:46",1217,1185,2,9,21,679,649,0,9,21,656,23,1300,621,35,69,425,27,100
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 BACIU COMUNA BLEJEŞTI",102,BLEJEŞTI,152083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:16",782,758,0,11,13,505,481,0,11,13,483,22,850,345,11,90,347,20,15
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2, CERNETU",205,MÂRZĂNEŞTI,153339,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:18:56",1140,1009,0,79,52,934,803,0,79,52,814,41,1110,255,12,46,395,15,346
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2 CIOLĂNEŞTII DIN DEAL",138,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:59",529,494,0,13,22,344,309,0,13,22,328,16,541,197,16,56,146,11,99
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2 COSMEȘTI",145,COSMEŞTI,152582,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:27:41",893,832,0,12,49,712,651,0,12,49,700,12,900,188,8,40,615,15,22
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS ( CORP A)",223,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:06",889,859,0,6,24,592,562,0,6,24,564,28,970,378,22,38,248,15,241
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS (CORP A)",224,ORBEASCA,153507,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:25",733,695,0,19,19,481,443,0,19,19,471,10,780,299,28,25,198,11,209
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 PERII-BROŞTENI",222,OLTENI,153473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:49",865,836,0,26,3,624,595,0,26,3,568,56,920,296,67,149,300,12,40
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.3",86,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:26:02",1442,1421,0,15,6,637,616,0,15,6,617,20,1560,923,48,69,346,44,110
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",226,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:24",1014,991,0,10,13,715,692,0,10,13,685,30,1100,385,16,28,142,15,484
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",225,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:31:14",835,808,1,12,14,625,599,0,12,14,579,46,905,280,11,34,103,9,422
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.4",58,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:40",1608,1594,4,10,0,568,558,0,10,0,544,24,1760,1192,50,84,290,34,86
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.5",13,"MUNICIPIUL ALEXANDRIA",151790,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:34:13",913,901,3,7,2,429,419,1,7,2,417,12,1000,571,36,35,219,12,115
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",22,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:55",913,903,1,7,2,331,322,0,7,2,330,1,1000,669,35,45,166,17,67
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",23,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:10:21",903,891,0,12,0,338,326,0,12,0,326,12,1020,682,34,48,171,11,62
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",3,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:16",1161,1155,0,5,1,551,545,0,5,1,542,9,1340,789,31,72,318,15,106
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",2,"MUNICIPIUL ALEXANDRIA",151790,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:07:25",1118,1108,2,8,0,523,515,0,8,0,512,11,1272,749,45,75,260,28,104
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",5,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:27",1103,1087,2,13,1,499,485,0,13,1,481,18,1250,751,44,50,267,12,108
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",4,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:04:24",1293,1285,3,3,2,553,548,0,3,2,528,25,1410,857,30,54,269,26,149
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 1 LUNCA",194,LUNCA,153151,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:56:12",864,809,0,10,45,591,536,0,10,45,567,24,890,299,16,182,336,9,24
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 2 PRUNDU",196,LUNCA,153151,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:49",1253,1248,0,5,0,541,536,0,5,0,516,25,1370,829,5,88,405,6,12
