precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"ȘCOALA GIMNAZIALĂ SAVIN POPESCU",43,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:50",1052,1049,1,2,0,369,367,0,2,0,346,23,1153,784,146,13,39,17,124,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SFÂNTUL GHEORGHE",1,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:56",1255,1243,6,6,0,504,498,0,6,0,492,12,1299,795,227,38,58,26,132,11
19,GIURGIU,"ŞCOALA GIMNAZIALA ” SFANTUL NECTARIE” OGREZENI",180,OGREZENI,104485,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:07",980,939,0,22,19,685,644,0,22,19,664,21,1054,369,337,60,40,4,222,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ STOLNICUL CONSTANTIN CANTACUZINO - ISVOARELE",161,ISVOARELE,179766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:07:20",1153,1007,1,132,13,853,708,0,132,13,833,20,1106,253,351,14,78,3,384,3
19,GIURGIU,"ŞCOALA GIMNZIALA NR. 1 GRADINARI",147,GRĂDINARI,103407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:04",856,810,4,25,17,584,542,0,25,17,562,22,890,306,224,21,55,1,260,1
19,GIURGIU,"ŞCOALA HODIVOAIA",191,PUTINEIU,104715,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:27:50",349,306,0,40,3,278,235,0,40,3,265,13,329,51,84,5,14,3,156,3
19,GIURGIU,"ŞCOALA JAPCA",243,VEDEA,105909,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:28:00",670,605,1,32,32,501,437,0,32,32,454,47,695,194,289,7,31,0,126,1
19,GIURGIU,"ŞCOALA PIMARĂ NR.5 BĂNEASA",70,BĂNEASA,101001,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:29:27",535,504,0,20,11,369,338,0,20,11,355,14,567,198,240,7,32,2,71,3
19,GIURGIU,"ŞCOALA PRIMARA FLORIN NICULESCU BILA",206,SCHITU,104975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:45:27",321,274,0,33,14,230,183,0,33,14,222,8,316,86,172,3,17,3,27,0
19,GIURGIU,"ŞCOALA PRIMARA , NR.1 CAMINEASCA",207,SCHITU,104975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:59:40",427,320,0,52,55,332,225,0,52,55,320,12,410,78,281,2,10,1,25,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR 1 DEALU",109,"CREVEDIA MARE",102348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:27:30",1112,1104,0,6,2,675,667,0,6,2,631,44,1207,532,249,242,35,1,102,2
19,GIURGIU,"ŞCOALA PRIMARA NR.1 HOBAIA",183,OGREZENI,104485,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:56:29",727,706,0,13,8,504,483,0,13,8,487,17,785,281,240,49,32,0,165,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.1 PRUNDU",188,PRUNDU,104680,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:49:43",1038,1037,1,0,0,652,652,0,0,0,635,17,1138,486,518,6,54,3,53,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.1 PUIENI",189,PRUNDU,104680,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:33:30",580,575,0,5,0,383,378,0,5,0,368,15,631,248,221,4,76,4,61,2
19,GIURGIU,"ŞCOALA PRIMARĂ NR.2 BĂNEASA",71,BĂNEASA,101001,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:36:19",756,711,0,20,25,560,515,0,20,25,533,27,812,252,413,12,36,6,65,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.2 CRÎNGURI",210,SINGURENI,105106,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:37:05",589,535,2,21,31,488,435,1,21,31,471,17,622,134,196,0,34,0,241,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 2 GHIZDARU",216,STĂNEŞTI,105295,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:24:16",401,377,0,21,3,236,212,0,21,3,225,11,415,179,122,6,31,12,54,0
19,GIURGIU,"SCOALA PRIMARA NR.2 ICOANA",227,ULMI,105623,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:15:54",889,885,1,3,0,573,570,0,3,0,545,28,976,403,89,133,61,67,189,6
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 2 MIHĂILEŞTI-DRĂGĂNESCU",61,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:34:46",372,356,0,16,0,298,282,0,16,0,285,13,394,96,157,7,17,5,96,3
19,GIURGIU,"ŞCOALA PRIMARA NR. 2 SADINA",202,"ROATA DE JOS",104831,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:29:57",1254,1246,0,8,0,828,820,0,8,0,784,44,1369,541,466,35,87,0,194,2
19,GIURGIU,"ŞCOALA PRIMARA NR. 2 TOMULEŞTI",223,TOPORU,154709,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:00",510,423,0,28,59,371,284,0,28,59,369,2,533,162,360,2,4,0,3,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 3",82,BUCŞANI,101378,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:02:05",484,446,0,38,0,376,338,0,38,0,363,13,487,111,178,12,16,1,155,1
19,GIURGIU,"ŞCOALA PRIMARA NR. 3 COLIBAŞI",97,COLIBAŞI,102071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:46",691,646,1,17,27,539,495,0,17,27,525,14,740,201,403,8,15,2,96,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 3 FRASINU",72,BĂNEASA,101001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:38",328,305,0,9,14,213,190,0,9,14,208,5,349,136,143,3,20,2,40,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR.3 MIRONEŞTI",144,GOSTINARI,103372,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:02",340,293,0,18,29,214,167,0,18,29,201,13,326,112,31,0,12,1,150,7
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 3 NOVACI",62,"ORAŞ MIHĂILEŞTI",104136,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:19:37",924,883,0,39,2,701,660,0,39,2,657,44,965,264,341,9,21,6,273,7
19,GIURGIU,"ŞCOALA PRIMARĂ NR.3 OBEDENI",235,VĂRĂŞTI,105874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:59:58",871,845,0,9,17,689,663,0,9,17,654,35,946,257,408,7,18,4,214,3
19,GIURGIU,"ȘCOALA PRIMARĂ NR. 3 SAT CĂRPENIȘU , COM GĂISENI",127,GĂISENI,103087,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:48:03",699,664,0,24,11,433,398,0,24,11,415,18,743,310,259,6,39,3,108,0
19,GIURGIU,"SCOALA PRIMARA NR.3 ULMI",224,ULMI,105623,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:29:05",957,945,0,9,3,591,579,0,9,3,559,32,1046,455,95,98,47,173,138,8
19,GIURGIU,"ŞCOALA PRIMARA NR. 3 ZORILE",149,GRĂDINARI,103407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:41",902,860,0,22,20,603,561,0,22,20,585,18,943,340,219,70,44,2,249,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 4",83,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:44",287,256,0,25,6,228,197,0,25,6,224,4,286,58,168,0,10,3,43,0
19,GIURGIU,"ŞCOALA PRIMARA NR.4 VALEA PLOPILOR",138,GHIMPAŢI,103238,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:48",575,556,1,1,17,379,361,0,1,17,344,35,609,230,329,5,5,0,5,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 5",80,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:27",353,331,0,22,0,270,248,0,22,0,268,2,361,91,225,4,3,0,35,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.5 POIANA LUI STÂNGĂ",241,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:07",586,575,0,9,2,415,404,0,9,2,413,2,635,220,278,25,25,6,77,2
19,GIURGIU,"ŞCOALA PRIMARĂ NR.6 CORBEANCA",238,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:14:10",404,390,0,13,1,309,295,0,13,1,297,12,432,123,205,25,13,1,51,2
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 6 SF. GHEORGHE",74,BĂNEASA,101001,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:44:40",232,200,0,28,4,180,148,0,28,4,170,10,222,42,121,1,8,4,36,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR.7 CUPELE",239,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:28",349,340,0,7,2,245,236,0,7,2,230,15,379,134,129,10,11,0,78,2
19,GIURGIU,"ŞCOALA PUŢU GRECI",151,GREACA,103470,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:59:39",238,219,0,8,11,187,168,0,8,11,176,11,260,73,34,5,28,6,102,1
19,GIURGIU,"ŞCOALA SCHITU",205,SCHITU,104975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:36:59",175,151,0,14,10,136,112,0,14,10,133,3,175,39,107,5,5,1,12,3
19,GIURGIU,"ŞCOALA STÂLPU",160,IEPUREŞTI,103693,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:43",247,210,0,31,6,218,181,0,31,6,207,11,234,16,120,1,12,0,73,1
19,GIURGIU,"ŞCOALA TEIUŞU",162,ISVOARELE,179766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:51:02",192,162,0,29,1,148,118,0,29,1,137,11,178,30,30,4,11,1,87,4
19,GIURGIU,"ŞCOALA VECHE CĂLUGĂRENI( MUZEU ).",90,CĂLUGĂRENI,101662,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:23:37",1450,1409,0,39,2,973,932,0,39,2,922,51,1556,583,643,26,50,6,190,7
19,GIURGIU,"ŞCOALA VIERU",192,PUTINEIU,104715,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:46",588,531,0,53,4,437,380,0,53,4,414,23,572,135,216,9,18,1,170,0
19,GIURGIU,"ŞCOALA ZBOIU",152,GREACA,103470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:13",226,198,0,11,17,166,138,0,11,17,158,8,230,64,18,0,22,2,116,0
19,GIURGIU,"SEDIUL FOSTEI SECŢII DE MECANIZARE A SATULUI DIMITRIE CANTEMIR",165,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:34",146,102,0,30,14,98,54,0,30,14,96,2,126,28,83,1,2,0,8,2
19,GIURGIU,"SEMINARUL TEOLOGIC TEOCTIST PATRIARHUL",6,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:33:03",994,985,1,7,1,401,393,0,7,1,381,20,1088,687,184,15,58,10,108,6
