precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ŞERBAN MARCEL-IULIAN-voturi"
8,BRAŞOV,"LICEUL ”ANDREI MUREŞANU”",6,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:58",1370,1327,22,6,15,615,595,0,6,14,588,25,1500,887,47,52,73,147,15,244,10
8,BRAŞOV,"LICEUL ”ANDREI MUREŞANU”",5,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:23",1338,1294,12,12,20,664,631,1,12,20,648,16,1400,736,61,41,102,153,25,250,16
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",121,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:58",1167,1159,2,6,0,546,540,0,6,0,512,33,1300,706,51,36,113,133,16,154,9
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",122,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:43",1347,1339,3,5,0,601,596,0,5,0,555,46,1500,899,55,31,122,144,18,169,16
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",123,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:06:05",1312,1307,2,3,0,581,578,0,3,0,542,39,1500,919,47,28,111,144,17,176,19
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",120,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:56",999,993,4,2,0,433,431,0,2,0,407,26,1100,667,40,28,64,89,10,163,13
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",119,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:50",1413,1407,0,6,0,729,723,0,6,0,697,32,1600,871,44,54,162,181,24,215,17
8,BRAŞOV,"LICEUL DE ARTE PLASTICE „HANS MATTIS-TEUTSCH”",70,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:46",1227,1209,4,14,0,615,601,0,14,0,595,20,1300,685,53,41,87,140,21,243,10
8,BRAŞOV,"LICEUL DE ARTE PLASTICE „HANS MATTIS-TEUTSCH”",72,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:01",1395,1387,3,5,0,681,675,1,5,0,653,28,1500,819,58,38,113,153,21,259,11
8,BRAŞOV,"LICEUL DE ARTE PLASTICE „HANS MATTIS-TEUTSCH”",71,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:49",1552,1537,4,10,1,695,684,0,10,1,653,31,1700,1005,66,28,105,163,29,247,15
8,BRAŞOV,"LICEUL DE MUZICĂ ”TUDOR CIORTEA”",27,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:20",1245,1210,16,10,9,599,580,0,10,9,577,21,1300,701,59,52,55,142,7,256,6
8,BRAŞOV,"LICEUL GEORGE MOROIANU",238,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:11",1759,1747,0,10,2,896,884,0,10,2,849,15,1900,1030,50,321,122,220,16,111,9
8,BRAŞOV,"LICEUL GEORGE MOROIANU CORPUL C",234,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:54",1604,1594,3,7,0,911,904,0,7,0,891,20,1800,889,42,450,118,155,24,90,12
8,BRAŞOV,"LICEUL GEORGE MOROIANU CORPUL C",235,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:22",1463,1452,2,9,0,690,681,0,9,0,676,14,1600,910,50,147,143,182,18,122,14
8,BRAŞOV,"LICEUL TEHNOLOGIC „AUREL VIJOLI”",222,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:39",1354,1343,0,7,4,452,441,0,7,4,381,71,1500,1048,64,14,155,46,74,21,7
8,BRAŞOV,"LICEUL TEHNOLOGIC „AUREL VIJOLI”",223,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:41",1102,1089,0,11,2,454,441,0,11,2,356,96,1200,748,84,6,106,30,103,19,8
8,BRAŞOV,"LICEUL TEHNOLOGIC MALAXA",292,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:21",1003,996,2,5,0,416,411,0,5,0,389,27,1100,684,64,5,165,77,34,31,13
8,BRAŞOV,"LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”",100,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:59",1366,1355,5,6,0,617,611,0,6,0,593,24,3000,2383,65,30,137,142,14,186,19
8,BRAŞOV,"LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”",98,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:03",1270,1260,1,8,1,584,575,0,8,1,556,28,1400,816,52,25,99,129,29,203,19
8,BRAŞOV,"LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”",97,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:27",1009,997,6,5,1,452,446,0,5,1,438,14,1100,648,36,30,78,124,16,145,9
8,BRAŞOV,"LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”",99,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:20",848,845,0,3,0,388,385,0,3,0,375,13,1000,612,24,27,81,100,13,108,22
8,BRAŞOV,"LICEUL TEOLOGIC ORTODOX ”SF. CONSTANTIN BRÂNCOVEANU”",225,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:19",1609,1600,2,7,0,491,484,0,7,0,459,32,1800,1309,91,9,184,77,46,44,8
8,BRAŞOV,"LICEUL TEOLOGIC ORTODOX ”SF. CONSTANTIN BRÂNCOVEANU”",224,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:58",1775,1768,1,5,1,541,535,0,5,1,523,18,2000,1459,70,17,201,96,28,89,22
8,BRAŞOV,"LICEUL TEORETIC",203,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:34",1274,1264,2,8,0,600,592,0,8,0,567,33,1400,800,54,6,200,163,36,88,20
8,BRAŞOV,"LICEUL TEORETIC I.C. DRĂGUȘANU",276,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:36",1556,1540,3,12,1,631,616,2,12,1,577,16,1700,1069,81,11,189,81,18,197,0
8,BRAŞOV,"LICEUL TEORETIC MIHAIL SAULESCU",254,"ORAŞ PREDEAL",40303,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:02",910,889,2,11,8,521,500,2,11,8,497,24,1000,479,50,8,140,202,17,66,14
8,BRAŞOV,"LICEUL TEORETIC MIHAIL SĂULESCU",255,"ORAŞ PREDEAL",40303,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:05",1150,1129,4,3,14,657,639,1,3,14,612,45,1200,543,76,10,188,190,40,100,8
8,BRAŞOV,"LICEUL TEORETIC M.I.MEŢIANU - CORP B",283,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:21",1586,1575,0,9,2,802,791,0,9,2,757,45,1700,898,128,16,311,200,26,60,16
8,BRAŞOV,"LICEUL TEORETIC M.I.MEŢIANU - CORP B",282,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:39:36",1353,1346,1,6,0,780,774,0,6,0,749,31,1500,720,89,11,280,231,15,88,35
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",343,FELDIOARA,40955,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:30",1369,1358,0,8,3,836,825,0,8,3,777,59,1500,664,162,29,53,450,11,62,10
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",344,FELDIOARA,40955,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:27",1214,1208,0,2,4,662,656,0,2,4,533,129,1300,638,85,14,77,311,15,23,8
8,BRAŞOV,"LICEU ZAJZONI RAB ISTVAN",233,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:39",1641,1612,0,29,0,756,727,0,29,0,727,17,1800,1056,58,273,87,155,13,132,9
8,BRAŞOV,"LOCAȚIA KREDENT",350,HĂLCHIU,41033,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:08",1620,1602,2,15,1,945,929,0,15,1,882,63,1800,855,150,25,128,361,32,148,38
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",306,BOD,40606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:01",890,867,2,9,12,456,435,0,9,12,439,17,1000,544,53,63,124,149,6,34,10
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",307,BOD,40606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:02:05",991,968,2,10,11,539,518,1,10,10,504,35,1100,561,79,51,168,141,14,39,12
8,BRAŞOV,"PRIMĂRIA BUNEŞTI",316,BUNEŞTI,40704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:55",647,644,0,3,0,429,426,0,3,0,368,61,704,275,62,10,99,130,25,39,3
8,BRAŞOV,"PRIMĂRIA COMUNEI BRAN",308,BRAN,40633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:33",763,749,2,10,2,517,505,0,10,2,486,31,800,283,56,7,89,260,12,52,10
8,BRAŞOV,"PRIMĂRIA COMUNEI BUDILA",315,BUDILA,40688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:53:49",1022,1002,0,15,5,720,700,0,15,5,537,183,1111,391,62,110,102,181,19,60,3
8,BRAŞOV,"PRIMĂRIA COMUNEI DUMBRĂVIŢA",339,DUMBRĂVIŢA,40928,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:48:30",1618,1608,2,7,1,941,933,0,7,1,867,74,1800,859,74,22,247,189,26,298,11
8,BRAŞOV,"PRIMĂRIA COMUNEI MOIECIU",386,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:13",1258,1224,3,9,22,895,864,0,9,22,825,70,1300,405,83,14,198,353,18,151,8
8,BRAŞOV,"PRIMĂRIA COMUNEI MOIECIU",385,MOIECIU,41471,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:42",1082,1075,1,2,4,700,694,0,2,4,649,51,1200,500,56,12,195,291,12,71,12
8,BRAŞOV,"PRIMĂRIA COMUNEI ȘOARȘ",428,ŞOARŞ,41943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:40",507,492,0,12,3,301,286,0,12,3,259,42,500,199,40,10,49,124,8,26,2
8,BRAŞOV,"PRIMĂRIA DRĂGUŞ",338,DRĂGUŞ,42480,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:40",1016,905,5,63,43,722,614,4,62,42,687,35,999,277,101,22,308,117,11,120,8
8,BRAŞOV,"PRIMĂRIA GHIMBAV",249,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:56",1478,1468,3,7,0,729,721,1,7,0,697,32,1608,879,78,23,163,264,26,118,25
8,BRAŞOV,"PRIMARIA VICTORIA",275,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:26",1234,1218,0,16,0,552,536,0,16,0,516,36,1352,800,65,10,183,75,17,161,5
8,BRAŞOV,PRIMĂRIE,419,ŞINCA,41854,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:53",725,717,1,7,0,434,427,0,7,0,406,28,800,366,77,5,170,98,23,24,9
8,BRAŞOV,"SALA DE SPORT",236,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:06",1452,1443,0,9,0,649,640,0,9,0,627,22,1600,951,49,60,206,187,19,96,10
8,BRAŞOV,"SALA DE SPORT",237,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:47",1377,1372,1,4,0,655,651,0,4,0,640,15,1500,845,61,58,200,193,32,75,21
8,BRAŞOV,"SALA DE SPORT",252,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:02",2041,2021,0,19,1,1162,1142,0,19,1,1143,19,2200,1038,86,38,106,520,30,338,25
8,BRAŞOV,"SALA DE SPORT A LICEULUI TEORETIC MITROPOLIT IOAN MEŢIANU",281,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:11",1347,1337,0,10,0,736,726,0,10,0,690,46,1500,764,81,17,293,204,21,62,12
8,BRAŞOV,"ŞCOALA DE ARTE SI MESERII",205,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:21",1512,1501,1,10,0,683,672,1,10,0,600,83,1704,1021,66,23,367,57,41,37,9
8,BRAŞOV,"ŞCOALA DE ARTE SI MESERII",204,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:30",1058,1043,7,8,0,529,521,0,8,0,508,21,1200,671,50,10,229,133,20,56,10
8,BRAŞOV,"SCOALA GENERALA",409,"SÂMBĂTA DE SUS",42464,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:56",1365,1311,1,15,38,936,883,0,15,38,868,68,1423,487,118,13,205,437,25,55,15
8,BRAŞOV,"ȘCOALĂ GENERALĂ",426,"ŞINCA NOUĂ",42449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:13",231,212,0,16,3,137,118,0,16,3,128,9,225,88,61,5,9,42,1,10,0
8,BRAŞOV,"ȘCOALĂ GENERALĂ",424,ŞINCA,41854,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:53",190,184,0,6,0,128,122,0,6,0,101,27,218,90,15,5,52,15,11,2,1
8,BRAŞOV,"ȘCOALA GENERALĂ BĂRCUT",429,ŞOARŞ,41943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:23",348,330,0,15,3,192,174,0,15,3,166,26,369,177,12,8,16,112,7,10,1
8,BRAŞOV,"SCOALA GENERALA „BETHLEN SAMUEL”",403,RACOŞ,41701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:39",1132,1119,0,9,4,688,675,0,9,4,348,339,1200,508,55,138,18,87,20,16,14
8,BRAŞOV,"SCOALA GENERALA CARPINIS",436,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:53",1316,1301,10,5,0,637,632,0,5,0,620,17,1400,763,58,17,117,198,22,187,21
8,BRAŞOV,"SCOALA GENERALA, CORP B",334,CRISTIAN,40900,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:07",1988,1940,27,15,6,1103,1080,2,15,6,1067,36,2100,997,69,24,158,539,35,226,16
8,BRAŞOV,"ŞCOALA GENERALĂ DACIA",372,JIBERT,41284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:17",633,615,0,15,3,379,361,0,15,3,324,55,700,321,52,17,146,85,11,11,2
8,BRAŞOV,"ȘCOALA GENERALĂ FELMER",430,ŞOARŞ,41943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:48",391,371,0,19,1,262,242,0,19,1,207,55,1876,687,31,7,38,101,6,23,1
8,BRAŞOV,"ŞCOALA GENERALĂ FUNDATA",347,FUNDATA,40991,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:30",435,383,1,25,26,359,308,0,25,26,345,14,456,97,44,3,90,194,3,10,1
8,BRAŞOV,"ŞCOALA GENERALĂ GHIMBAV CLASELE I-IV",251,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:01",1541,1528,4,8,1,742,733,0,8,1,709,33,1700,958,105,24,116,251,55,130,28
8,BRAŞOV,"ŞCOALA GENERALĂ GHIMBAV CLASELE V-VIII",250,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:10",1817,1786,17,11,3,906,889,3,11,3,869,37,2000,1094,92,22,119,424,58,154,0
8,BRAŞOV,"ŞCOALA GENERALĂ GRÎNARI",373,JIBERT,41284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:13",191,181,2,7,1,189,181,0,7,1,178,9,500,313,15,118,12,17,0,16,0
8,BRAŞOV,"ŞCOALA GENERALA I",270,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:07",1071,1062,0,4,5,511,502,0,4,5,477,34,1200,689,44,53,157,193,7,18,5
8,BRAŞOV,"SCOALA GENERALA II",272,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:23",1522,1515,2,3,2,807,802,0,3,2,727,80,1700,893,94,93,187,299,15,30,9
8,BRAŞOV,"ŞCOALA GENERALĂ JIBERT",371,JIBERT,41284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:13",619,612,1,6,0,311,304,1,6,0,269,42,701,390,39,7,61,85,4,73,0
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 11 ȘTEFAN OCTAVIAN IOSIF",58,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:08",1266,1261,1,4,0,558,554,0,4,0,515,43,1400,842,153,45,106,135,11,51,14
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 11 ȘTEFAN OCTAVIAN IOSIF",59,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:20",1042,1034,2,6,0,511,505,0,6,0,476,35,1200,689,32,40,99,110,25,156,14
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 1 RÂȘNOV",260,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:48",1407,1401,0,6,0,701,695,0,6,0,655,46,1500,799,122,13,103,218,25,166,8
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 1 RÂȘNOV",259,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:18",1497,1488,2,6,1,803,796,0,6,1,779,24,1600,797,60,25,86,358,20,212,18
8,BRAŞOV,"ŞCOALA GENERALA NR.2",193,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:42",1094,1085,1,8,0,504,496,0,8,0,478,26,1200,696,53,32,172,111,28,69,13
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",265,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:13",1384,1380,2,0,2,658,656,0,0,2,641,17,1500,842,86,8,82,289,17,147,12
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",266,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:42",1192,1180,6,3,3,591,584,1,3,3,571,20,1300,709,62,13,78,267,14,132,5
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",264,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:53",1644,1637,0,7,0,776,769,0,7,0,749,27,1800,1024,90,16,97,287,21,225,13
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",201,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:55",1286,1278,2,6,0,546,538,2,6,0,524,22,1400,842,55,8,205,130,20,80,26
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",202,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:23",946,940,0,6,0,422,416,0,6,0,403,19,1000,578,33,9,183,88,27,47,16
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",200,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:06",886,879,0,7,0,396,389,0,7,0,368,21,1000,604,37,9,164,87,15,36,20
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",262,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:12",1305,1296,8,0,1,652,651,0,0,1,636,15,1400,749,73,12,81,269,20,173,8
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",263,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:49",867,861,1,5,0,411,406,0,5,0,401,10,1103,692,33,7,49,81,14,213,4
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",261,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:16:20",1653,1644,6,2,1,900,897,0,2,1,858,31,1800,898,80,12,129,409,29,192,7
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 9",89,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:37",1379,1372,2,5,0,562,557,0,5,0,537,25,1500,938,78,12,116,126,23,167,15
8,BRAŞOV,"ŞCOALA GENERALĂ OLTEŢ",455,VIŞTEA,42236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:59",327,306,0,21,0,180,159,0,21,0,162,18,333,153,23,5,61,57,8,6,2
8,BRAŞOV,"ŞCOALA GENERALĂ PALOŞ",325,CAŢA,40768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:49",220,182,0,37,1,147,109,0,37,1,139,8,200,53,18,1,16,98,0,6,0
8,BRAŞOV,"ŞCOALA GENERALĂ PREDELUŢ",310,BRAN,40633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:45:02",906,894,4,6,2,594,586,0,6,2,559,35,1005,411,57,5,114,304,14,52,13
8,BRAŞOV,"SCOALA GENERALA PURCARENI",437,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:03",1231,1212,1,13,5,725,707,0,13,5,696,14,1414,704,48,215,85,227,13,95,13
8,BRAŞOV,"ȘCOALA GENERALĂ RODBAV",431,ŞOARŞ,41943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:34",266,256,1,6,3,156,146,1,6,3,138,18,300,144,30,2,23,57,8,16,2
8,BRAŞOV,"ŞCOALA GENERALĂ SAT VLĂDENI",341,DUMBRĂVIŢA,40928,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:42",751,738,0,12,1,436,423,0,12,1,394,42,807,371,52,6,76,159,14,80,7
8,BRAŞOV,"ŞCOALA GENERALĂ ŞIRNEA",348,FUNDATA,40991,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:20",195,170,0,18,7,142,117,0,18,7,137,5,200,58,15,1,7,102,7,4,1
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU",440,TELIU,42058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:29",1529,1515,0,8,6,1067,1053,0,8,6,964,98,1659,592,92,81,740,34,8,8,1
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU VALE",442,TELIU,42058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:04",824,807,0,7,10,603,586,0,7,10,555,48,900,297,120,9,54,333,15,21,3
8,BRAŞOV,"ȘCOALA GENERALĂ TOARCLA",327,CINCU,40820,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:56",281,266,0,9,6,180,166,0,9,5,148,32,302,122,42,8,55,34,7,2,0
8,BRAŞOV,"ŞCOALA GENERALĂ UNGRA",449,UNGRA,42156,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:43",1140,1135,0,4,1,693,688,0,4,1,597,95,1298,605,161,11,26,367,16,16,0
8,BRAŞOV,"ŞCOALA GENERALĂ VĂLENI",375,JIBERT,41284,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:12",141,134,0,7,0,98,91,0,7,0,87,11,139,41,10,5,19,36,4,13,0
8,BRAŞOV,"SCOALA GENERALA ZIZIN",438,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:33",1139,1127,2,8,2,842,832,0,8,2,758,84,1300,458,429,160,31,85,11,39,3
8,BRAŞOV,"SCOALA GENERALA ZIZIN",439,TĂRLUNGENI,42003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:37",1237,1219,1,8,9,890,872,1,8,9,820,70,1303,413,481,178,25,83,18,30,5
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BOD SAT",304,BOD,40606,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:07",1602,1584,2,9,7,899,883,0,9,7,878,21,1700,801,109,20,179,371,26,161,12
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BUDILA",314,BUDILA,40688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:28",1131,1113,2,5,11,649,632,1,5,11,605,44,1200,550,76,225,92,49,23,139,1
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",354,HĂRMAN,41088,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:19",1731,1723,5,1,2,895,892,0,1,2,856,39,1900,1005,100,34,130,290,29,248,25
