precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"THUMA HUBERT PETRU ŞTEFAN-ALIANȚA ELECTORALĂ PSD PNL-voturi","MIHALCEA SERGIU-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOBEI VICTOR-HORIA-PARTIDUL S.O.S. ROMÂNIA-voturi","TĂNĂSESCU CLAUDIU-PARTIDUL ROMÂNIA MARE-voturi","DANCĂ IONEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",64,"ORAŞ PANTELIMON",179515,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 21:07:53",1691,1676,6,9,0,680,669,2,9,0,651,29,1900,1220,428,96,34,12,81
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",66,"ORAŞ PANTELIMON",179515,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:49:18",1856,1843,2,10,1,816,805,0,10,1,791,25,2000,1172,479,143,58,19,92
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",71,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:32",1519,1507,8,4,0,611,607,0,4,0,589,22,1700,1089,306,90,50,17,126
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",67,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:52:21",1882,1874,1,7,0,831,824,0,7,0,802,29,2050,1219,472,140,63,29,98
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",69,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:32",1508,1493,7,8,0,707,699,0,8,0,677,30,1650,943,435,75,54,19,94
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",65,"ORAŞ PANTELIMON",179515,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:00:06",1765,1750,3,12,0,762,750,0,12,0,735,27,1900,1138,402,105,35,23,170
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",72,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:01",1076,1063,5,8,0,480,472,0,8,0,474,6,1200,720,236,117,40,17,64
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",74,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:07",1782,1740,30,12,0,643,631,0,12,0,631,12,1900,1257,270,109,27,16,209
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",73,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:39:14",1524,1503,8,13,0,569,556,0,13,0,537,19,1604,1048,225,72,31,17,192
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",63,"ORAŞ PANTELIMON",179515,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 21:32:16",1567,1552,3,11,1,650,638,0,11,1,623,27,1700,1050,380,92,38,24,89
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",70,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:55",1558,1550,1,7,0,738,731,0,7,0,702,36,1700,962,486,102,48,12,54
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",68,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:30:18",1242,1236,0,6,0,528,522,0,6,0,499,29,1400,872,311,81,30,16,61
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",273,"ŞTEFĂNEŞTII DE JOS",105419,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:47:07",1169,1124,1,33,11,883,838,1,33,11,820,62,1250,368,555,81,125,14,45
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",276,"ŞTEFĂNEŞTII DE JOS",105419,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 14:58:46",1275,1240,0,21,14,1002,967,0,21,14,889,113,1400,398,622,101,110,27,29
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",274,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:21:30",1274,1240,0,21,13,1005,971,0,21,13,919,86,1400,395,637,89,152,20,21
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP A",280,TUNARI,105570,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:14:34",1850,1761,0,78,11,1182,1093,0,78,11,1153,29,1900,718,916,77,26,20,114
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP B",282,TUNARI,105570,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:47:03",1841,1786,0,53,2,1022,967,0,53,2,1022,0,1950,928,551,109,17,21,324
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP C",281,TUNARI,105570,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:42:25",1558,1523,0,26,9,963,928,0,26,9,929,34,1650,687,658,83,31,8,149
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - SALA DE SPORT",279,TUNARI,105570,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 12:39:55",2039,1951,0,76,12,1240,1152,0,76,12,1193,37,2150,910,872,88,39,17,177
25,ILFOV,"SCOALA GIMNAZIALA NR.2",197,CORBEANCA,102160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:58:16",1274,1221,16,36,1,816,778,1,36,1,772,44,1358,542,253,163,49,25,282
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",233,GLINA,179347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:42:21",1190,1183,0,7,0,565,558,0,7,0,535,30,1300,735,372,83,30,11,39
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",122,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:07",1900,1863,6,21,10,988,957,0,21,10,946,42,2200,1212,594,93,91,45,123
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",123,"ORAŞ VOLUNTARI",179551,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:18:58",1909,1824,44,36,5,1067,1026,0,36,5,1015,37,2100,1033,641,126,75,35,138
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",234,GLINA,179347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:33",939,929,0,10,0,506,496,0,10,0,484,22,1011,505,335,65,21,9,54
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",124,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:13:53",1793,1767,0,17,9,1004,978,0,17,9,959,45,2002,998,576,118,80,35,150
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",160,CERNICA,101742,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:37",1325,1309,0,14,2,771,755,0,14,2,738,33,1450,679,598,61,54,6,19
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",161,CERNICA,101742,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:25:50",1344,1326,0,16,2,768,750,0,16,2,713,55,1447,679,622,48,22,8,13
25,ILFOV,"ȘCOALA GIMNAZIALA NR.2",198,CORBEANCA,102160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:35:26",1417,1380,3,33,1,930,895,1,33,1,878,52,1541,611,264,110,44,28,432
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",245,JILAVA,179383,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:12:05",863,821,0,15,27,602,560,0,15,27,505,97,900,298,381,59,40,12,13
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",244,JILAVA,179383,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:39:30",1308,1291,4,11,2,738,725,0,11,2,703,35,1400,662,500,103,35,18,47
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",26,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:11:44",1449,1435,0,5,9,878,864,0,5,9,846,32,1600,722,508,113,51,33,141
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",25,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:53:12",1275,1250,5,13,7,750,730,0,13,7,728,22,1300,550,400,99,62,41,126
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",27,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:32:56",1695,1644,6,16,29,1180,1135,0,16,29,1141,39,1850,670,666,174,98,57,146
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",28,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:02:40",1577,1541,1,21,14,981,945,1,21,14,933,48,1750,769,557,111,81,46,138
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",211,DOBROEŞTI,179310,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:12:03",1798,1752,8,38,0,786,748,0,38,0,751,35,1948,1162,317,112,33,37,252
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",213,DOBROEŞTI,179310,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:02:41",1944,1895,23,26,0,611,585,0,26,0,592,19,2100,1489,163,118,45,24,242
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",212,DOBROEŞTI,179310,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:39",1667,1641,11,15,0,730,715,0,15,0,711,19,1791,1061,302,83,50,18,258
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",287,VIDRA,105936,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:00:35",1133,1128,0,1,4,586,581,0,1,4,548,34,1250,664,384,83,42,17,22
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",288,VIDRA,105936,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:39:22",991,989,0,2,0,461,459,0,2,0,437,24,1100,639,286,90,29,9,23
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2 DÂRVARI",185,CIOROGÂRLA,101957,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:14",1860,1835,1,17,7,1166,1142,0,17,7,1067,99,2054,888,845,99,52,22,49
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 MOARA VLASIEI",247,"MOARA VLĂSIEI",104243,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:42:07",1903,1887,2,5,9,1033,1019,0,5,9,988,45,2100,1067,721,119,53,13,82
25,ILFOV,"SCOALA GIMNAZIALA NR.2 PERIS",257,PERIŞ,104546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:30:19",1068,1054,4,7,3,666,655,1,7,3,631,35,1150,484,259,144,31,22,175
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2 PERIȘ",259,PERIŞ,104546,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:20:29",1012,999,0,12,1,651,638,0,12,1,607,44,1100,449,270,116,51,31,139
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",109,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:52",1716,1660,50,6,0,720,713,1,6,0,693,27,1900,1180,242,73,29,18,331
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",106,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:04",2165,1859,299,7,0,660,652,1,7,0,634,26,2100,1440,202,59,17,13,343
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",107,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:28",1894,1676,202,16,0,622,604,2,16,0,603,19,1800,1178,244,60,25,17,257
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",99,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:43:26",1638,1590,5,37,6,1134,1091,0,37,6,1114,20,1700,566,778,202,41,23,70
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",232,GLINA,179347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:01:32",1551,1541,0,10,0,822,812,0,10,0,758,64,1701,879,509,194,29,14,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",108,"ORAŞ VOLUNTARI",179551,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:33:08",1849,1769,63,16,1,773,756,0,16,1,741,32,2000,1227,359,108,54,40,180
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",98,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:11:41",1894,1824,13,45,12,1328,1270,1,45,12,1294,34,2000,672,709,322,47,32,184
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",158,CERNICA,101742,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:32",1579,1535,1,42,1,889,846,0,42,1,847,42,1700,811,654,76,69,14,34
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",157,CERNICA,101742,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:59",1272,1247,0,18,7,732,707,0,18,7,711,21,1400,668,554,62,56,15,24
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",111,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:39",2009,1889,108,12,0,731,716,3,12,0,704,27,2200,1469,259,69,24,23,329
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",110,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:07",1997,1849,139,8,1,739,729,1,8,1,717,22,2100,1361,239,83,23,15,357
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 ”AL. DIMITRIE GHICA ”",249,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:28:56",1614,1605,3,6,0,934,928,0,6,0,916,18,1805,871,723,84,41,12,56
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",32,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:23:52",643,613,1,21,8,429,400,0,21,8,393,15,700,291,245,44,31,12,61
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",31,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 21:34:24",1769,1726,4,29,10,1184,1145,0,29,10,1135,49,1900,716,646,163,95,59,172
25,ILFOV,"SCOALA GIMNAZIALA NR.3, ŞINDRILIŢA",229,GĂNEASA,103130,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:51",1168,1157,2,9,0,924,915,0,9,0,872,52,1273,349,759,66,22,13,12
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",290,VIDRA,105936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:06",1137,1133,0,4,0,589,585,0,4,0,375,142,1266,749,314,30,10,12,9
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",289,VIDRA,105936,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:46:00",846,838,0,6,2,390,382,0,6,2,370,20,900,510,255,59,18,9,29
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 4 BUFTEA",29,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:54:52",1127,1092,0,19,16,771,736,0,19,16,718,53,1200,429,467,102,49,38,62
25,ILFOV,"SCOALA GIMNAZIALA ” PETRU RARES”",167,CHIAJNA,179249,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:14:17",1975,1920,23,32,0,853,821,0,32,0,830,23,2100,1247,352,80,62,28,308
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES”",170,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:33",1990,1946,22,22,0,628,606,0,22,0,619,9,2100,1472,218,60,46,34,261
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES””",168,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:41",1972,1924,27,21,0,631,610,0,21,0,615,16,2100,1469,186,63,39,28,299
25,ILFOV,"SCOALA GIMNAZIALA” PETRU RARES”",169,CHIAJNA,179249,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:47",1991,1955,18,18,0,689,671,0,18,0,667,22,2150,1461,195,66,41,28,337
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”PROF.ION IONIȚĂ ” BURIAȘ",262,PERIŞ,104546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:03:12",1055,1036,0,18,1,765,746,0,18,1,716,49,1153,388,316,106,72,104,118
25,ILFOV,"ŞCOALA MOARA DOMNEASCĂ",227,GĂNEASA,103130,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:50",578,559,1,18,0,429,411,0,18,0,412,17,600,171,316,52,14,3,27
25,ILFOV,"ŞCOALA PITEASCA",228,GĂNEASA,103130,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 01:20:56",1159,1141,2,16,0,894,878,0,16,0,827,67,1250,356,696,77,29,7,18
25,ILFOV,"ȘCOALA PRIMARĂ NR. 1",224,DRAGOMIREŞTI-VALE,102605,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:52:56",1033,883,1,134,15,770,621,0,134,15,753,17,1024,254,612,48,23,10,60
25,ILFOV,"ŞCOALĂ PRIMARĂ NR.1 CLINCENI",186,CLINCENI,102035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:21",1641,1613,0,21,7,1002,974,0,21,7,971,31,1800,798,659,120,81,22,89
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SĂFTICA",142,BALOTEŞTI,100969,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:14:00",1299,1282,11,4,2,682,675,1,4,2,657,24,1459,777,376,105,43,14,119
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SITARU",236,GRĂDIŞTEA,103443,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:34:58",878,840,1,6,31,589,552,0,6,31,560,29,982,393,375,49,19,4,113
25,ILFOV,"SCOALA PRIMARA NR 1 VARTEJU",49,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:26:52",1102,1091,2,7,2,601,592,0,7,2,577,24,1200,599,377,71,32,13,84
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",285,VIDRA,105936,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:46:52",1412,1404,4,3,1,676,672,0,3,1,633,20,1550,874,437,60,30,22,84
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",284,VIDRA,105936,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:33:19",629,628,0,1,0,326,325,0,1,0,314,12,700,374,229,48,16,6,15
25,ILFOV,"SCOALA PRIMARA NR. 2",144,BERCENI,101145,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:27:49",1879,1711,5,140,23,1197,1034,0,140,23,1156,39,1900,703,673,108,62,38,275
25,ILFOV,"SCOALA PRIMARA NR. 2",145,BERCENI,101145,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:45:37",1905,1719,2,150,34,1406,1222,0,150,34,1357,49,1900,494,1002,141,49,30,135
25,ILFOV,"ŞCOALA PRIMARĂ NR. 2 BALOTEŞTI",139,BALOTEŞTI,100969,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 23:47:22",1567,1550,12,5,0,892,885,2,5,0,858,34,1700,808,463,70,32,10,283
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 BALOTEŞTI",140,BALOTEŞTI,100969,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:42:43",1038,1034,4,0,0,552,552,0,0,0,542,10,1100,548,356,92,31,18,45
25,ILFOV,"SCOALA PRIMARA NR 2 DUMITRANA",48,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:07",993,978,0,10,5,620,605,0,10,5,601,19,1100,480,417,69,29,20,66
25,ILFOV,"SCOALA PRIMARA NR 2 OLTENI",189,CLINCENI,102035,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 21:41:38",1114,1104,2,5,3,589,581,0,5,3,567,22,1250,661,374,75,28,16,74
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 OLTENI CLINCENI",190,CLINCENI,102035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:09:05",1100,1082,3,9,6,568,553,0,9,6,550,18,1195,627,306,86,34,10,114
25,ILFOV,"SC PIEȚE ȘI TÎRGURI BRAGADIRU SRL",6,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:05:28",1512,1490,5,15,2,782,764,1,15,2,742,40,1600,818,387,130,60,22,143
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",84,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:17:27",1195,1174,7,14,0,525,510,1,14,0,514,11,1300,775,182,74,22,11,225
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",85,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 23:00:18",1439,1407,5,27,0,718,691,0,27,0,698,3,1600,882,174,91,22,21,390
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",86,"ORAŞ POPEŞTI-LEORDENI",179533,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:33:29",1403,1379,10,14,0,592,578,0,14,0,579,0,1500,908,158,54,21,15,331
25,ILFOV,"SERVICIUL IMPOZITE ȘI TAXE",39,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:29:23",1915,1901,5,9,0,881,872,0,9,0,853,28,2100,1219,491,149,68,21,124
25,ILFOV,"SPAȚIU COMERCIAL",19,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:32",1625,1606,3,15,1,706,690,0,15,1,672,34,1800,1094,351,103,52,29,137
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",265,PETRĂCHIOAIA,104582,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 12:20:23",478,470,0,5,3,348,340,0,5,3,339,9,500,152,269,37,13,1,19
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",266,PETRĂCHIOAIA,104582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:10",413,377,0,25,11,328,292,0,25,11,302,26,454,123,224,37,15,7,19
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",264,PETRĂCHIOAIA,104582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:27",303,291,0,11,1,233,221,0,11,1,219,14,300,67,145,43,14,6,11
25,ILFOV,"STRUCTURA CU GRUPE DE PREŞCOLARI",263,PETRĂCHIOAIA,104582,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 14:58:59",1764,1676,1,52,35,1145,1060,0,52,33,1103,42,1850,705,842,110,43,23,85
