precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",3,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:50:10",1076,1061,0,10,5,421,406,0,10,5,404,17,1200,779,112,43,172,2,12,13,31,19
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",32,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:12",1049,1043,0,6,0,509,503,0,6,0,483,21,1150,646,132,62,219,6,15,11,14,24
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",33,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:55",996,988,1,7,0,468,461,0,7,0,443,25,967,499,123,61,185,4,23,12,15,20
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PERIEȚI",185,PERIEŢI,94161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:44",1053,1030,0,17,6,633,610,0,17,6,609,24,1140,507,80,65,375,10,30,13,31,5
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PLATONEȘTI",190,PLATONEŞTI,180000,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:36",755,722,0,24,9,512,479,0,24,9,486,26,806,294,25,177,191,4,19,5,65,0
23,IALOMIŢA,"SCOALA GIMNAZIALA RADULESTI",191,RĂDULEŞTI,101243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:11",778,660,0,94,24,574,456,0,94,24,520,54,748,170,96,29,363,1,18,6,6,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ”",40,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:30",945,935,0,10,0,328,318,0,10,0,315,13,1050,722,52,34,153,0,58,5,11,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",41,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:23",809,793,0,16,0,320,304,0,16,0,303,17,900,580,41,40,170,4,20,14,12,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",42,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:19",962,956,0,6,0,401,395,0,6,0,322,67,1050,661,91,56,126,1,29,15,4,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”ROMAN IALOMIȚEANUL”",99,AXINTELE,100923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:42",505,499,0,5,1,339,333,0,5,1,313,26,550,211,44,33,209,0,23,4,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SĂVENI",201,SĂVENI,94376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:17",1209,1194,0,5,10,596,581,0,5,10,553,32,1300,715,47,80,368,4,34,6,14,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:36",1015,1000,1,5,9,569,555,0,5,9,527,42,1100,531,33,87,378,1,18,3,7,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",19,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:24",1465,1454,3,8,0,677,669,0,8,0,648,29,1600,923,203,46,271,15,17,16,52,28
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ „SF. ANDREI”",20,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:35",1324,1312,0,12,0,632,620,0,12,0,616,16,1436,804,204,44,250,1,12,11,61,33
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",83,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:48",1467,1450,0,11,6,562,545,0,11,6,548,14,1593,1031,90,91,247,4,10,37,67,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",84,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:22",1561,1554,0,5,2,494,487,0,5,2,452,42,1703,1209,56,84,244,5,9,15,38,1
23,IALOMIŢA,"ŞCOALA NOUĂ",168,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:37",1302,1284,3,15,0,713,698,0,15,0,664,49,1400,687,74,97,223,3,33,47,182,5
23,IALOMIŢA,"ŞCOALA NOUĂ",169,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:02",1231,1221,0,8,2,662,652,0,8,2,620,42,1350,688,81,95,229,4,26,47,132,6
23,IALOMIŢA,"ŞCOALA NOUĂ",170,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:31",1141,1131,0,10,0,606,596,0,10,0,576,30,1257,651,83,77,206,3,27,66,109,5
23,IALOMIŢA,"ŞCOALA NR.1 JILAVELE",164,JILAVELE,103960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:47",1114,1088,1,6,19,682,656,1,6,19,633,49,1219,537,208,88,309,2,11,6,7,2
23,IALOMIŢA,"ŞCOALA NR.2 JILAVELE",165,JILAVELE,103960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:31",1182,1150,0,13,19,738,706,0,13,19,680,58,1280,542,229,82,305,1,37,8,13,5
23,IALOMIŢA,"ŞCOALA ORBOEŞTI",96,ANDRĂŞEŞTI,92872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:06",278,257,1,7,13,178,158,0,7,13,165,11,309,133,75,32,41,0,5,5,4,3
23,IALOMIŢA,"ŞCOALA PRIMARĂ",199,SĂLCIOARA,94330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:43:05",858,793,0,18,47,636,571,0,18,47,621,15,896,258,306,98,197,0,7,10,3,0
23,IALOMIŢA,"ŞCOALA PRIMARĂ CONDEEŞTI",111,BĂRCĂNEŞTI,101056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:42",1397,1378,0,13,6,841,822,0,13,6,762,79,1519,678,327,74,295,1,12,7,44,2
23,IALOMIŢA,"ȘCOALA PRIMARĂ HORIA",101,AXINTELE,100923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:45",452,449,0,3,0,270,267,0,3,0,251,19,497,227,23,108,101,1,4,1,13,0
23,IALOMIŢA,"ȘCOALA PRIMARĂ MISLEANU",187,PERIEŢI,94161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:43",686,667,0,10,9,401,382,0,10,9,387,14,740,339,100,35,210,1,24,6,5,6
23,IALOMIŢA,"ȘCOALA PRIMARĂ PĂLTINIȘU",188,PERIEŢI,94161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:04",931,920,0,8,3,538,527,0,8,3,500,30,1016,486,152,54,219,1,29,10,26,9
23,IALOMIŢA,"SCOALA PRIMARA SARATENI",200,SĂRĂŢENI,180019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:13",940,886,2,39,13,505,452,1,39,13,451,53,965,461,307,45,68,1,12,8,6,4
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ ” ARETA TEODORESCU”",156,GRIVIŢA,93735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:48",913,870,2,8,33,581,540,0,8,33,548,33,1000,419,322,51,59,2,7,9,86,12
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ” ARETA TEODORESCU”",157,GRIVIŢA,93735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:38",906,851,0,7,48,549,494,0,7,48,512,37,1000,451,314,38,62,0,17,8,68,5
23,IALOMIŢA,"ŞCOALA REVIGA",193,REVIGA,94269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:12",1018,1005,0,6,7,549,536,0,6,7,502,47,1100,551,150,46,280,0,10,5,9,2
23,IALOMIŢA,"ŞCOALA ROVINE",195,REVIGA,94269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:26",711,694,0,12,5,393,376,0,12,5,355,38,786,393,127,24,187,0,6,7,2,2
23,IALOMIŢA,"ŞCOLA PROFESIONALĂ TRAIAN",215,TRAIAN,179702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:17",1267,1225,1,9,32,869,827,1,9,32,815,54,1363,494,519,23,253,0,5,9,3,3
23,IALOMIŢA,"SEDIU CONSILIUL LOCAL",77,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:30",1317,1266,1,30,20,875,825,0,30,20,833,42,1400,525,221,62,460,1,25,4,52,8
23,IALOMIŢA,"SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR”,",12,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:20",887,881,1,5,0,422,417,0,5,0,412,10,1000,578,96,36,184,2,7,19,44,24
