precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL VERTICALA NOUĂ-voturi","FORȚA DREPTEI-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"GRĂDINIȚA PROGRAM PRELUNGIT NR. 4",160,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:39",1911,1871,5,13,22,911,876,1,13,21,883,28,2067,1156,432,147,192,22,3,8,2,27,9,1,3,3,17,17
26,MARAMUREŞ,"GRĂDINIȚA ROȘTI",180,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:47",512,504,2,6,0,303,297,0,6,0,281,22,600,297,57,135,24,8,1,8,1,6,12,0,4,1,15,9
26,MARAMUREŞ,"GRĂDINIȚA ȘESU MÂNĂSTIRII",388,ROZAVLEA,108669,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:29",833,791,0,29,13,833,791,0,29,13,435,31,1000,534,78,311,0,18,3,1,0,0,0,0,5,3,10,6
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",44,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:22",1095,1085,1,9,0,432,423,0,9,0,418,5,1200,777,121,75,31,21,16,7,1,53,13,4,3,1,60,12
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",43,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:22",1337,1304,24,9,0,587,578,0,9,0,565,22,1507,920,164,100,34,25,13,11,7,69,24,1,5,3,96,13
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",45,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:33",761,750,3,7,1,327,319,0,7,1,319,8,902,575,88,65,27,12,5,6,3,47,11,1,1,1,48,4
26,MARAMUREŞ,"LICEUL DE ARTE",51,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:09",1108,1094,3,7,4,546,535,0,7,4,532,14,1200,654,110,103,87,25,17,15,8,48,23,0,4,0,89,3
26,MARAMUREŞ,"LICEUL DE ARTE",52,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:07",1140,1123,8,9,0,598,588,1,9,0,589,9,1200,602,108,112,102,26,16,20,4,61,25,0,8,0,99,8
26,MARAMUREŞ,"LICEUL „REGELE FERDINAND”",93,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:44",267,258,0,9,0,267,258,0,9,0,253,14,1000,733,99,68,15,32,1,3,0,0,1,4,2,0,13,15
26,MARAMUREŞ,"LICEUL „REGELE FERDINAND”",94,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:46",1076,1040,1,3,32,472,437,0,3,32,449,23,1200,728,185,110,47,47,3,8,2,5,9,1,1,2,14,15
26,MARAMUREŞ,"LICEUL „TARAS SEVCENCO”",98,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:13",1227,1212,1,12,2,449,435,0,12,2,429,20,1400,951,116,86,126,31,6,11,0,6,4,5,2,2,16,18
26,MARAMUREŞ,"LICEUL „TARAS SEVCENCO”",99,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:28",1197,1180,5,10,2,457,445,0,10,2,440,17,1400,943,151,90,81,50,4,10,1,4,5,1,1,0,22,20
26,MARAMUREŞ,"LICEUL TEHNOLOGIC",216,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:49",1628,1615,0,8,5,637,624,0,8,5,617,20,1800,1163,251,239,20,15,6,13,0,0,6,3,15,0,21,28
26,MARAMUREŞ,"LICEUL TEHNOLOGIC",217,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:02",1638,1630,1,7,0,517,510,0,7,0,498,19,1800,1283,254,186,10,10,3,6,1,0,5,2,5,0,9,7
26,MARAMUREŞ,"LICEUL TEHNOLOGIC FORESTIER",105,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:00",1096,1087,2,6,1,439,433,0,6,0,414,25,1200,761,179,65,56,28,5,13,1,4,7,8,3,1,29,15
26,MARAMUREŞ,"LICEUL TEHNOLOGIC FORESTIER",104,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:35",815,808,0,5,2,326,319,0,5,2,311,15,1000,674,110,78,36,23,3,7,5,2,7,7,4,0,17,12
26,MARAMUREŞ,"LICEUL TEHNOLOGIC NR. 4",218,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:24",1047,1038,0,7,2,471,462,0,7,2,441,30,1100,629,285,117,2,3,4,4,0,0,1,1,1,1,8,14
26,MARAMUREŞ,"LICEUL TEHNOLOGIC NR. 4",219,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:50",947,933,0,11,3,480,466,0,11,3,448,32,1000,520,283,119,1,5,2,1,0,1,2,2,8,0,2,22
26,MARAMUREŞ,"LICEUL TEHNOLOGIC „TRAIAN VUIA”",176,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:02",1305,1286,5,13,1,706,692,0,13,1,689,17,1400,694,144,222,66,29,4,49,3,50,14,2,14,0,74,18
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",214,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:06",858,853,0,2,3,344,339,0,2,3,337,7,1000,656,152,116,13,19,0,4,0,0,2,4,10,0,9,8
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",215,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:49",918,913,2,2,1,401,397,1,2,1,386,15,1000,599,167,153,17,12,1,5,0,0,2,2,8,0,12,7
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",22,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:25",1383,1354,4,9,16,573,549,0,9,15,553,20,1600,1027,160,123,37,29,15,7,5,65,24,3,3,3,66,13
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",21,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:01",1347,1311,4,10,22,510,478,0,10,22,501,9,1500,990,131,83,84,34,11,9,5,43,20,1,1,2,62,15
26,MARAMUREŞ,"LICEUL TEORETIC „PETRU RAREȘ”",189,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:43:57",1814,1788,1,12,13,1070,1045,0,12,13,1026,41,1900,830,371,360,94,98,4,30,13,8,7,0,3,2,24,12
26,MARAMUREŞ,"LICEUL TEORETIC SANITAR",53,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:12",1326,1311,7,8,0,598,590,0,8,0,585,13,1400,802,104,120,96,34,7,12,5,63,18,0,7,3,107,9
26,MARAMUREŞ,PRIMĂRIA,257,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:39",534,466,0,48,20,408,340,0,48,20,384,24,500,92,268,39,14,37,0,4,0,5,2,3,1,0,10,1
26,MARAMUREŞ,PRIMĂRIA,270,"CÂMPULUNG LA TISA",107715,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:37",815,805,1,3,6,492,482,1,3,6,473,19,900,408,53,131,254,16,0,3,2,0,3,0,0,0,1,10
26,MARAMUREŞ,PRIMĂRIA,413,"SUCIU DE SUS",109041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:16:22",1417,1368,1,33,15,949,901,0,33,15,888,58,1497,548,359,160,6,62,13,57,3,6,122,2,4,3,71,20
26,MARAMUREŞ,PRIMĂRIA,348,"OARŢA DE JOS",108366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:10",371,332,0,24,15,240,201,0,24,15,240,0,400,160,139,33,6,9,2,4,0,22,12,0,1,1,9,2
26,MARAMUREŞ,PRIMĂRIA,230,"ASUAJU DE SUS",107083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:24",846,694,0,117,35,684,532,0,117,35,647,37,800,116,252,233,7,19,2,4,5,12,7,0,4,9,86,7
26,MARAMUREŞ,PRIMĂRIA,387,ROZAVLEA,108669,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:38:51",1986,1894,0,45,47,1143,1051,0,45,47,1074,69,2000,857,209,786,2,21,1,8,3,0,6,0,2,5,24,7
26,MARAMUREŞ,PRIMĂRIA,332,LĂPUŞ,108222,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:13",1379,1351,1,7,20,847,820,0,7,20,819,28,1500,653,137,574,4,18,2,6,3,9,2,1,8,0,34,21
26,MARAMUREŞ,PRIMĂRIA,364,"POIENILE IZEI",179604,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:50",737,644,3,42,48,629,536,3,42,48,613,15,800,171,436,148,0,12,0,2,0,0,2,0,1,0,9,3
26,MARAMUREŞ,PRIMĂRIA,404,SĂCEL,108874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:11:01",1396,1323,1,24,48,928,855,1,24,48,859,64,1500,572,263,311,2,79,4,23,1,1,8,2,31,10,79,45
26,MARAMUREŞ,PRIMĂRIA,342,MOISEI,108348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:37:09",1711,1687,2,11,11,982,960,0,11,11,946,28,1900,918,509,339,4,34,1,5,0,1,5,2,8,4,13,21
26,MARAMUREŞ,"PRIMĂRIA BISTRA",248,BISTRA,107270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:40",816,796,0,9,11,487,467,0,9,11,442,45,900,413,101,265,3,10,2,4,1,0,2,35,8,3,3,5
26,MARAMUREŞ,PRIMĂRIE,442,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:06",1390,1364,4,6,16,741,717,2,6,16,721,20,1500,759,231,404,2,20,5,4,0,3,8,0,15,0,21,8
26,MARAMUREŞ,PRIMÃRIE,297,COROIENI,107868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:08",305,291,0,8,6,193,179,0,8,6,183,10,300,107,30,81,4,28,1,2,17,1,0,1,0,0,18,0
26,MARAMUREŞ,"REGISTRU AUTO ROMÂN, REPREZENTANȚA MARAMUREȘ",28,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:07",1283,1273,0,10,0,425,415,0,10,0,412,13,1400,975,131,72,21,38,8,8,3,34,13,0,1,6,47,30
26,MARAMUREŞ,"SALA DE EVENIMENTE",410,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:59",402,394,0,6,2,215,207,0,6,2,190,25,450,235,26,123,1,14,1,3,0,1,2,4,0,2,5,8
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",428,"VADU IZEI",106648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:24",388,375,0,5,8,245,232,0,5,8,238,7,400,155,179,24,0,24,0,0,0,0,0,0,0,2,6,3
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",350,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:41",1451,1429,5,13,4,748,729,2,13,4,710,38,1600,852,287,117,107,44,7,21,2,10,6,5,36,0,48,20
26,MARAMUREŞ,"SALA DE SPORT",124,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:50",1045,1039,3,2,1,567,564,0,2,1,555,12,1200,633,198,140,20,52,12,15,2,22,13,0,5,2,58,16
26,MARAMUREŞ,"SALA DE SPORT",125,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:54",1234,1226,1,7,0,524,517,0,7,0,508,16,1300,776,179,128,50,33,10,8,0,18,7,2,12,0,35,26
26,MARAMUREŞ,"SALA DE SPORT",401,SĂCĂLĂŞENI,108794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:39",846,821,0,23,2,476,451,0,23,2,450,26,900,424,87,121,8,95,4,6,9,14,9,2,2,1,77,15
26,MARAMUREŞ,"SALA DE SPORT",153,"ORAŞ DRAGOMIREŞTI",108017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:44:58",1282,1225,0,17,40,687,630,0,17,40,650,37,1400,713,359,202,1,30,0,2,1,3,9,1,3,2,22,15
26,MARAMUREŞ,"SALA MULTIFUNCȚIONALĂ MĂGHERĂUȘ",175,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:31:47",1636,1626,1,8,1,810,801,1,8,0,790,20,1700,890,143,289,41,59,9,34,1,75,35,3,11,1,67,22
26,MARAMUREŞ,"SALA MULTIFUNCŢIONALĂ VIILE APEI",163,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:59",574,558,4,6,6,341,329,0,6,6,334,7,645,304,226,26,53,8,3,1,0,2,1,1,1,0,4,8
26,MARAMUREŞ,"SALA POLIVALENTĂ",112,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:54",985,975,1,6,3,386,377,0,6,3,379,7,1000,614,164,93,22,41,1,4,1,1,6,9,0,3,22,12
26,MARAMUREŞ,"SALA POLIVALENTĂ",113,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:12",782,774,0,7,1,284,276,0,7,1,275,9,800,516,110,61,41,17,1,8,0,2,7,0,0,0,17,11
26,MARAMUREŞ,"SALA POLIVALENTĂ",114,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:50:37",1865,1860,0,4,1,750,746,0,3,1,716,34,1800,1050,343,143,33,85,2,16,4,0,23,8,0,1,31,27
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",49,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:40",1421,1400,4,17,0,626,609,0,17,0,610,16,1600,974,150,146,46,32,21,20,0,59,30,2,10,4,71,19
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",48,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:55",1275,1266,0,8,1,516,507,0,8,1,505,11,1400,884,125,113,60,33,7,15,5,50,22,1,4,1,65,4
26,MARAMUREŞ,ŞCOALA,335,LEORDINA,108240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:15",552,529,3,2,18,286,266,0,2,18,255,31,600,314,128,41,2,36,1,2,0,1,2,2,0,13,22,5
26,MARAMUREŞ,ŞCOALA,162,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:10",704,686,2,10,6,382,366,0,10,6,375,7,800,418,248,55,1,19,1,12,2,4,1,1,1,4,9,17
26,MARAMUREŞ,ŞCOALA,290,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:30",234,226,0,6,2,126,118,0,6,2,121,5,300,174,27,78,2,4,1,1,0,0,0,1,0,1,4,2
26,MARAMUREŞ,ŞCOALA,294,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:34",301,294,0,6,1,196,189,0,6,1,182,14,300,104,34,121,3,7,0,0,0,0,1,0,0,0,11,5
26,MARAMUREŞ,ȘCOALA,309,DESEŞTI,107975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:41",774,716,0,36,22,610,552,0,36,22,579,31,800,190,204,291,2,24,1,5,0,1,2,7,15,0,23,4
26,MARAMUREŞ,"ŞCOALA BIRŢ",144,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:48",1351,1328,0,10,13,552,529,0,10,13,525,27,1400,848,228,156,3,55,2,6,0,0,9,1,7,4,22,32
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",246,BICAZ,107234,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:40",153,133,0,11,9,128,108,0,11,9,108,11,200,81,46,48,1,4,1,0,1,0,0,1,1,0,5,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",226,ARDUSAT,107001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:53:48",385,365,1,12,7,217,198,0,12,7,208,9,400,183,60,53,2,69,2,10,0,3,1,1,1,1,4,1
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",225,ARDUSAT,107001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:00",232,219,0,10,3,142,129,0,10,3,138,4,300,158,70,38,2,4,0,3,0,9,1,1,2,1,7,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",340,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:56",505,482,0,9,14,313,290,0,9,14,293,20,500,187,201,55,1,5,0,5,0,4,2,2,1,0,7,10
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",299,COROIENI,107868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:17",157,143,0,8,6,117,103,0,8,6,111,6,200,83,68,34,0,5,1,0,0,1,0,0,0,0,2,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",423,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:14",361,355,0,6,0,177,171,0,6,0,163,14,400,223,32,92,1,7,2,3,0,0,3,1,0,0,22,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",341,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:20",546,534,0,7,5,347,335,0,7,5,335,12,600,253,140,132,0,14,3,2,0,28,1,1,2,0,10,2
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",366,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:26:08",376,357,0,15,4,222,203,0,15,4,214,8,400,178,104,70,1,12,1,6,3,5,0,1,1,0,7,3
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",368,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:26",1211,1163,2,37,9,823,776,1,37,9,799,24,1300,477,367,190,15,43,16,24,20,28,16,3,12,1,48,16
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",375,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:30",231,216,0,13,2,140,125,0,13,2,131,9,299,159,46,53,2,8,1,2,3,3,3,0,5,0,2,3
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",420,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:05",201,192,0,9,0,99,90,0,9,0,97,2,201,102,23,54,0,5,1,1,0,0,0,0,0,0,11,2
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV GREBLE",328,"GROŞII ŢIBLEŞULUI",179622,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:46",818,797,0,13,8,488,467,0,13,8,477,11,900,412,75,318,27,20,0,0,1,1,9,0,1,0,16,9
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",253,"BOCICOIU MARE",107350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:37",689,670,0,6,13,366,347,0,6,13,335,30,800,434,121,23,4,79,2,3,2,0,4,74,1,1,12,9
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",304,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:46",341,330,0,6,5,213,202,0,6,5,208,5,400,187,123,73,2,4,0,2,0,0,0,0,1,0,3,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",376,REMEŢI,108552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:02",1391,1372,1,4,14,644,626,0,4,14,565,77,1500,857,152,225,8,21,2,10,0,2,1,111,2,0,15,16
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",254,"BOCICOIU MARE",107350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:47:16",1243,1230,3,1,9,581,571,0,1,9,554,27,1400,819,183,73,27,191,3,11,2,5,3,14,1,0,20,21
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",224,ARDUSAT,107001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:41",1686,1567,0,42,77,1000,881,0,42,77,866,31,1800,903,451,141,3,75,5,11,4,13,100,1,0,3,37,22
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",303,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:21",616,606,0,5,5,407,397,0,5,5,396,11,700,293,204,120,1,26,5,3,1,0,0,0,3,3,28,2
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-VIII",322,GIULEŞTI,108151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:53",1276,1225,0,6,45,841,790,0,6,45,787,54,1318,477,124,553,2,24,0,8,1,0,5,15,0,1,50,4
26,MARAMUREŞ,"ŞCOALA CU CLASELE V-VIII",305,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:33",827,803,2,3,19,665,642,1,3,19,654,11,900,235,117,475,11,17,1,5,1,1,2,0,2,0,18,4
26,MARAMUREŞ,"ŞCOALA CU CLS I-IV",424,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:55",421,418,0,3,0,253,250,0,3,0,235,18,500,247,59,112,1,21,6,4,0,4,9,1,0,0,10,8
26,MARAMUREŞ,"ȘCOALA DE LA PODUL RÂTULUI",418,ŞIEU,179613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:29",750,702,0,34,14,524,477,0,34,13,497,27,800,276,178,200,0,52,0,11,15,0,2,7,12,1,12,7
26,MARAMUREŞ,"ŞCOALA FÎNTÎNA",145,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:07",1184,1174,3,4,3,470,463,0,4,3,426,44,1300,830,187,160,1,28,2,9,0,0,5,1,5,0,10,18
26,MARAMUREŞ,"SCOALA GENERALĂ",425,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:01",1193,1182,1,6,4,686,675,1,6,4,657,29,1300,614,237,193,0,55,62,11,0,13,17,3,1,0,51,14
26,MARAMUREŞ,"ŞCOALA GENERALĂ",258,"BOIU MARE",107430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:34:25",46,41,0,4,1,46,41,0,4,1,46,0,100,54,38,3,1,0,1,1,0,0,0,0,1,1,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",197,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:38:55",68,58,0,10,0,36,26,0,10,0,34,2,100,64,10,15,3,1,0,2,0,0,0,0,1,0,2,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",190,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:23",269,261,0,8,0,130,122,0,8,0,122,8,300,170,64,32,2,11,1,0,2,1,0,0,1,1,3,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ",196,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:05",199,192,0,7,0,98,91,0,7,0,91,7,200,102,39,31,2,7,0,0,2,4,0,0,0,1,1,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ",198,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:36",203,196,0,7,0,110,103,0,7,0,105,5,300,190,15,73,1,8,0,1,0,0,0,1,0,0,5,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",353,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:39",962,946,0,6,10,598,582,0,6,10,574,24,1100,502,274,137,3,109,1,4,0,1,0,7,3,2,14,19
26,MARAMUREŞ,"ŞCOALA GENERALĂ",421,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:49",517,510,1,6,0,264,258,0,6,0,256,8,600,336,54,69,2,19,11,2,0,3,33,0,2,1,47,13
26,MARAMUREŞ,"ŞCOALA GENERALĂ",195,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:25",176,171,0,5,0,92,87,0,5,0,90,2,200,108,48,28,1,4,0,3,1,2,1,0,0,0,2,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",422,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:19",521,508,6,6,1,285,278,0,6,1,270,15,600,315,60,109,1,21,16,8,2,17,9,1,1,1,17,7
