precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL VERDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi"
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",130,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:49:59",1575,1560,0,14,1,795,780,0,14,1,764,31,1709,914,248,317,54,1,66,12,1,60,5
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",129,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:45:30",1671,1650,3,13,5,921,903,0,13,5,859,62,1800,879,255,394,51,8,77,14,10,50,0
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1 MOARA VLASIEI",248,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:45",1875,1857,0,13,5,990,972,0,13,5,954,36,1997,1007,97,739,34,10,57,7,2,6,2
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",251,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:30",1523,1492,3,28,0,804,776,0,28,0,779,25,1600,796,87,424,36,5,187,18,7,10,5
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",250,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:51",1361,1319,7,35,0,818,782,1,35,0,796,22,1500,682,56,438,16,3,241,28,8,2,4
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -",252,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:06",1399,1375,2,22,0,845,822,1,22,0,820,25,1500,655,76,531,21,8,147,21,5,7,4
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",253,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:38:19",1702,1677,0,25,0,1031,1006,0,25,0,979,52,1800,769,79,741,30,15,83,19,6,5,1
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",254,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:54",1781,1733,0,48,0,1000,952,0,48,0,980,20,1928,928,74,377,23,7,475,6,9,2,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",64,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:46:30",1691,1676,6,9,0,680,669,2,9,0,640,37,1900,1223,96,396,36,15,74,8,6,7,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",66,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:42:05",1856,1843,2,10,1,816,805,0,10,1,785,31,2000,1184,123,465,48,11,98,15,12,5,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",71,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:32",1519,1507,8,4,0,611,607,0,4,0,593,18,1700,1089,92,301,33,12,128,7,10,2,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",67,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:21",1882,1874,1,7,0,831,824,0,7,0,802,29,2050,1219,136,473,58,15,91,16,8,3,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",69,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:32",1508,1493,7,8,0,707,699,0,8,0,680,27,1650,943,92,425,41,7,82,13,13,4,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",65,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:16",1762,1750,0,12,0,762,750,0,12,0,729,33,1900,1138,113,382,32,11,157,13,10,6,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",72,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:05",1076,1063,5,8,0,480,472,0,8,0,473,7,1200,720,111,236,26,12,56,17,10,1,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",74,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:07",1782,1740,30,12,0,643,631,0,12,0,629,14,1900,1257,102,264,20,13,202,12,11,1,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",73,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:40",1524,1503,8,13,0,569,556,0,13,0,538,19,1600,1043,76,209,20,4,192,10,13,9,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",63,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:37",1567,1552,3,11,1,650,638,0,11,1,621,27,1700,1048,82,374,32,21,79,12,8,9,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",70,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:56",1558,1550,1,7,0,738,731,0,7,0,690,48,1700,962,113,465,36,10,43,11,5,3,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",68,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:33",1242,1236,0,6,0,528,522,0,6,0,493,35,1400,872,82,296,24,6,56,11,12,4,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",273,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:03:58",1169,1124,1,33,11,883,838,1,33,11,805,77,1250,368,63,580,96,3,42,12,1,7,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",276,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:14:26",1275,1240,0,21,14,1002,967,0,21,14,907,95,1400,398,81,714,62,8,20,11,1,7,3
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",274,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:21:30",1274,1240,0,21,13,1005,971,0,21,13,860,145,1400,395,100,629,80,8,31,8,0,0,4
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP A",280,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:34",1850,1761,0,78,11,1182,1093,0,78,11,1158,24,1900,718,91,875,19,8,148,13,2,0,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP B",282,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:03",1841,1786,0,53,2,1022,967,0,53,2,999,23,1950,928,108,529,16,8,311,9,16,0,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP C",281,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:40",1558,1523,0,26,9,963,928,0,26,9,927,36,1651,688,80,648,25,8,148,5,8,3,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - SALA DE SPORT",279,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:58",2039,1951,0,76,12,1240,1152,0,76,12,1208,32,2150,903,102,879,23,6,173,13,7,2,3
25,ILFOV,"SCOALA GIMNAZIALA NR.2",197,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:16",1274,1221,16,36,1,816,778,1,36,1,762,54,1349,533,153,225,32,23,272,11,39,6,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",233,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:42:22",1190,1183,0,7,0,565,558,0,7,0,534,31,1300,735,87,362,25,3,35,8,4,6,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",122,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:07",1900,1863,6,21,10,988,957,0,21,10,946,42,2200,1212,97,621,51,11,105,29,22,7,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",123,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:45:33",1909,1868,0,36,5,1067,1026,0,36,5,1021,37,2100,1033,142,662,31,2,127,32,10,3,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",234,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:30",939,929,0,10,0,506,496,0,10,0,483,23,1011,505,69,324,17,5,54,5,9,0,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",124,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:53",1793,1767,0,17,9,1004,978,0,17,9,958,46,2000,996,118,567,59,21,141,21,17,9,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",160,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:15",1325,1309,0,14,2,771,755,0,14,2,728,43,1450,679,67,585,34,4,26,7,2,1,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",161,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:31",1344,1326,0,16,2,768,750,0,16,2,719,49,1447,679,51,606,23,9,17,9,1,1,2
25,ILFOV,"ȘCOALA GIMNAZIALA NR.2",198,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:35:26",1417,1380,3,33,1,930,895,1,33,1,873,57,1541,611,123,210,31,19,428,9,35,9,9
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",245,JILAVA,179383,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:49:31",863,821,0,15,27,602,560,0,15,27,543,59,900,298,67,395,38,6,6,23,3,3,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",244,JILAVA,179383,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:07:18",1308,1291,4,11,2,738,725,0,11,2,697,41,1400,662,108,482,30,7,44,14,7,4,1
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",26,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:11:44",1449,1435,0,5,9,878,864,0,5,9,847,31,1600,722,114,492,18,9,138,19,4,48,5
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",25,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:21:43",1275,1250,5,13,7,750,730,0,13,7,722,28,1300,550,97,363,36,8,106,23,13,69,7
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",27,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:32:55",1695,1644,6,16,29,1180,1135,0,16,29,1152,28,1850,670,169,648,51,7,148,36,10,77,6
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",28,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:31",1577,1541,1,21,14,981,945,1,21,14,942,39,1750,769,121,521,50,13,116,27,12,82,0
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",211,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:12:03",1798,1752,8,38,0,786,748,0,38,0,761,25,1950,1164,97,290,21,34,225,26,57,4,7
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",213,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:46",1944,1895,23,26,0,611,585,0,26,0,602,9,2100,1489,112,129,31,40,224,15,27,20,4
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",212,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:39",1667,1641,11,15,0,730,715,0,15,0,715,15,1802,1072,81,282,28,21,248,14,32,5,4
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",287,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:49",1133,1128,0,1,4,586,581,0,1,4,546,34,1250,670,84,368,32,8,23,16,8,4,3
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",288,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:04",991,989,0,2,0,461,459,0,2,0,434,25,1100,636,87,280,19,4,29,2,8,2,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2 DÂRVARI",185,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:14",1860,1835,1,17,7,1166,1142,0,17,7,1044,122,2058,892,93,838,35,14,44,10,3,4,3
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 MOARA VLASIEI",247,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:42",1910,1896,0,5,9,1033,1019,0,5,9,993,40,2100,1067,139,706,36,2,77,16,7,5,5
25,ILFOV,"SCOALA GIMNAZIALA NR.2 PERIS",257,PERIŞ,104546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:19",1068,1054,4,7,3,666,655,1,7,3,627,39,1150,484,144,231,22,6,194,8,2,17,3
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2 PERIȘ",259,PERIŞ,104546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:01",1012,999,0,12,1,651,638,0,12,1,603,43,1100,449,112,258,31,10,130,21,5,33,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",109,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:51",1716,1660,50,6,0,720,713,1,6,0,703,17,1900,1180,74,229,22,11,323,10,25,6,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",106,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:04",2165,1859,299,7,0,660,652,1,7,0,648,12,2100,1440,70,203,8,15,321,10,11,9,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",107,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:28",1894,1676,202,16,0,622,604,2,16,0,605,17,1800,1178,59,230,0,25,262,5,16,6,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",99,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:43:26",1638,1590,5,37,6,1134,1091,0,37,6,1105,29,1700,566,204,773,43,9,12,12,13,11,28
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",232,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:01:32",1551,1541,0,10,0,822,812,0,10,0,745,76,1697,875,186,496,18,8,13,15,2,2,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",108,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:18",1849,1769,63,16,1,773,756,0,16,1,741,32,2000,1227,102,352,39,14,169,21,24,9,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",98,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:32:22",1894,1824,13,45,12,1328,1270,1,45,12,1290,38,2000,672,334,698,31,8,173,24,15,5,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",158,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:32",1579,1535,1,42,1,889,846,0,42,1,849,40,1700,811,74,657,56,4,37,10,4,2,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",157,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:44",1272,1247,0,18,7,732,707,0,18,7,709,23,1400,668,63,562,42,6,17,7,5,2,5
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",111,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:40",2009,1889,108,12,0,731,716,3,12,0,709,22,2200,1469,77,274,14,10,296,12,22,2,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",110,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:07",1997,1849,139,8,1,739,729,1,8,1,725,14,2100,1361,68,225,20,12,362,15,15,6,2
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 ”AL. DIMITRIE GHICA ”",249,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:56",1614,1605,3,6,0,934,928,0,6,0,904,30,1805,871,85,696,34,2,60,14,6,5,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",32,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:23",643,613,1,21,8,429,400,0,21,8,396,12,700,292,43,238,17,0,62,9,3,23,1
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",31,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:34:24",1769,1726,4,29,10,1184,1145,0,29,10,1155,29,1900,716,161,637,57,15,158,30,11,83,3
25,ILFOV,"SCOALA GIMNAZIALA NR.3, ŞINDRILIŢA",229,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:40",1168,1157,2,9,0,924,915,0,9,0,847,77,1273,349,82,713,15,6,9,12,5,2,3
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",290,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:05",1137,1133,0,4,0,589,585,0,4,0,352,164,1266,750,29,306,0,0,7,4,6,0,0
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",289,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:24",846,838,0,6,2,390,382,0,6,2,368,22,900,510,59,259,15,4,23,5,2,1,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 4 BUFTEA",29,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:54:51",1127,1092,0,19,16,771,736,0,19,16,710,61,1200,429,102,448,24,3,57,22,6,45,3
25,ILFOV,"SCOALA GIMNAZIALA ” PETRU RARES”",167,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:03:21",1975,1920,23,32,0,853,821,0,32,0,835,18,2100,1247,68,349,37,17,289,15,47,6,7
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES”",170,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:33",1990,1946,22,22,0,628,606,0,22,0,619,9,2100,1472,55,219,38,5,238,12,40,10,2
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES””",168,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:41",1972,1924,27,21,0,631,610,0,21,0,617,14,2100,1469,56,190,20,9,280,18,34,6,4
25,ILFOV,"SCOALA GIMNAZIALA” PETRU RARES”",169,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:47",1991,1955,18,18,0,689,671,0,18,0,671,18,2150,1461,60,207,33,8,311,12,35,5,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”PROF.ION IONIȚĂ ” BURIAȘ",262,PERIŞ,104546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:03:06",1055,1036,0,18,1,765,746,0,18,1,712,53,1153,388,99,297,49,17,103,72,9,59,7
25,ILFOV,"ŞCOALA MOARA DOMNEASCĂ",227,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:51",578,559,1,18,0,429,411,0,18,0,413,14,600,171,49,307,14,4,26,7,5,1,0
25,ILFOV,"ŞCOALA PITEASCA",228,GĂNEASA,103130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 00:16:51",1159,1141,2,16,0,894,878,0,16,0,792,102,1250,356,89,665,9,2,14,8,4,1,0
25,ILFOV,"ȘCOALA PRIMARĂ NR. 1",224,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:54",1033,883,1,134,15,770,621,0,134,15,753,17,1024,254,58,596,21,10,56,5,1,3,3
25,ILFOV,"ŞCOALĂ PRIMARĂ NR.1 CLINCENI",186,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:21",1641,1613,0,21,7,1002,974,0,21,7,963,39,1800,798,144,610,74,10,88,19,6,7,5
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SĂFTICA",142,BALOTEŞTI,100969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:13:33",1313,1296,11,4,2,682,675,1,4,2,660,21,1459,777,108,365,33,14,112,15,7,5,1
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SITARU",236,GRĂDIŞTEA,103443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:52",909,871,1,6,31,590,553,0,6,31,556,10,981,415,61,382,15,0,81,9,2,4,2
25,ILFOV,"SCOALA PRIMARA NR 1 VARTEJU",49,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:52",1102,1091,2,7,2,601,592,0,7,2,578,23,1200,599,74,349,34,10,89,14,5,1,2
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",285,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:51",1412,1404,4,3,1,676,672,0,3,1,640,31,1550,878,68,444,28,9,67,13,6,2,3
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",284,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:23",629,628,0,1,0,326,325,0,1,0,308,18,700,374,60,211,8,3,12,6,6,1,1
25,ILFOV,"SCOALA PRIMARA NR. 2",144,BERCENI,101145,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:53:08",1874,1711,0,140,23,1197,1034,0,140,23,1160,36,1900,704,111,654,41,15,265,31,28,10,5
25,ILFOV,"SCOALA PRIMARA NR. 2",145,BERCENI,101145,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:05:28",1900,1714,2,150,34,1506,1322,0,150,34,1350,61,1949,538,212,966,29,11,95,16,13,4,4
25,ILFOV,"ŞCOALA PRIMARĂ NR. 2 BALOTEŞTI",139,BALOTEŞTI,100969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:44:27",1567,1550,12,5,0,892,885,2,5,0,849,43,1700,808,74,417,25,8,284,9,21,4,7
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 BALOTEŞTI",140,BALOTEŞTI,100969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:33",1037,1037,0,0,0,552,552,0,0,0,538,14,1100,548,86,352,17,8,42,17,7,6,3
25,ILFOV,"SCOALA PRIMARA NR 2 DUMITRANA",48,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:08",993,978,0,10,5,620,605,0,10,5,592,28,1100,480,75,399,21,6,64,18,2,5,2
25,ILFOV,"SCOALA PRIMARA NR 2 OLTENI",189,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:58",1114,1104,2,5,3,589,581,0,5,3,557,24,1250,669,74,352,27,7,77,9,5,4,2
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 OLTENI CLINCENI",190,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:09:03",1100,1082,3,9,6,568,553,0,9,6,540,28,1195,627,86,284,31,6,116,5,6,3,3
25,ILFOV,"SC PIEȚE ȘI TÎRGURI BRAGADIRU SRL",6,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:37",1512,1490,5,15,2,782,764,1,15,2,746,36,1600,818,133,367,52,15,139,16,9,6,9
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",84,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:27",1195,1174,7,14,0,525,510,1,14,0,513,12,1300,775,73,174,14,3,220,7,15,4,3
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",85,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:53",1448,1421,0,27,0,718,691,0,27,0,701,4,1600,882,88,172,14,8,373,15,21,8,2
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",86,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:40",1408,1394,0,14,0,592,578,0,14,0,580,0,1500,920,50,134,15,6,342,8,18,5,2
25,ILFOV,"SERVICIUL IMPOZITE ȘI TAXE",39,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:41",1915,1901,5,9,0,881,872,0,9,0,856,24,2100,1219,141,487,51,13,132,13,14,4,1
25,ILFOV,"SPAȚIU COMERCIAL",19,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:17",1625,1606,3,15,1,706,690,0,15,1,667,39,1800,1094,105,347,34,18,128,20,10,1,4
