precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOLDOVAN EMIL-RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOREAN OVIDIU-IOSIF-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SIMIONCA IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","SIGHIARTĂU ROBERT-IONATAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SAS LÓRÁNT-ZOLTAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","TALOŞ MIRCEA-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",128,DUMITRA,33202,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:34:25",1128,1098,5,7,18,663,638,0,7,18,642,21,1228,565,297,49,126,154,14,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",129,DUMITRA,33202,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:36:54",1475,1465,1,4,5,892,883,0,4,5,871,21,1600,708,299,95,120,329,26,2
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ FÎNTÎNIŢA",189,"MICEŞTII DE CÂMPIE",33845,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:44:48",262,249,0,1,12,182,169,0,1,12,148,34,300,118,84,6,7,35,15,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HĂŞMAŞU CICEULUI",304,URIU,35269,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:34:28",181,173,0,8,0,117,109,0,8,0,116,1,190,73,53,3,2,57,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HERINA CLASELE I - IV",142,"GALAŢII BISTRIŢEI",33275,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:53:23",444,436,0,5,3,259,251,0,5,3,254,5,480,221,218,8,4,19,2,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ILIŞUA",305,URIU,35269,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:37:06",626,599,0,12,15,386,359,0,12,15,379,7,657,271,142,30,16,188,3,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LELEŞTI",126,CICEU-MIHĂIEŞTI,179953,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:26:08",121,112,1,8,0,74,66,0,8,0,74,0,120,46,50,2,11,10,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LUNCA SĂTEASCĂ",282,TÂRLIŞUA,35152,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:27",472,441,1,12,18,265,235,0,12,18,252,13,500,235,148,2,0,98,0,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ NR. 2 LUNCA LEŞULUI",161,LEŞU,33514,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:56:31",947,925,0,7,15,629,607,0,7,15,600,29,1000,371,261,16,83,236,1,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PERIŞOR",312,ZAGRA,35429,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:14:01",413,403,0,3,7,243,233,0,3,7,240,3,450,207,161,4,2,73,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PODEREE",137,FELDRU,33248,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:50:56",410,399,0,7,4,220,209,0,7,4,209,11,450,230,117,4,3,85,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ POIENILE ZAGREI",313,ZAGRA,35429,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:16:48",710,690,0,6,14,425,405,0,6,14,420,5,750,325,361,8,0,50,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PRUNDU BÂRGĂULUI",219,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:22",1110,1098,1,3,8,607,596,0,3,8,600,7,1200,593,468,24,12,84,9,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ PRUNDU BÂRGĂULUI",220,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:44",1417,1410,4,0,3,736,733,0,0,3,728,8,1500,764,520,47,43,110,5,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PURCĂRETE",198,NEGRILEŞTI,179659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:45:01",175,162,0,10,3,113,100,0,10,3,108,5,189,76,38,6,3,61,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ RETEAG POIENI, CLASELE I - IV",216,"PETRU RAREŞ",34173,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:31:23",746,738,0,4,4,352,344,0,4,4,301,43,793,441,109,30,11,146,2,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ŞIRIOARA",268,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:26:26",199,190,1,2,6,136,128,0,2,6,133,3,200,64,76,8,13,33,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ SUPLAI",314,ZAGRA,35429,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:21:12",533,517,0,4,12,289,273,0,4,12,285,4,580,291,260,6,0,19,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ TĂRPIU",131,DUMITRA,33202,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:42:05",795,782,0,6,7,378,365,0,6,7,356,22,841,463,185,18,18,122,12,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ URIU",302,URIU,35269,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:30:36",1347,1276,1,33,37,896,826,0,33,37,871,25,1402,506,222,21,25,590,13,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ZAGRA",310,ZAGRA,35429,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:05:44",828,801,0,4,23,543,516,0,4,23,532,11,900,357,409,12,14,97,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ANIEŞ",174,MAIERU,33621,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:51:45",1521,1515,1,0,5,965,960,0,0,5,936,29,1650,685,489,88,23,326,8,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",79,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:01:06",1451,1440,3,8,0,732,724,0,8,0,718,14,1600,868,266,24,43,379,3,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",78,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:55:03",1345,1330,2,7,6,621,608,0,7,6,604,17,1450,829,236,33,41,289,1,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",37,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:11:46",1173,1166,0,7,0,533,526,0,7,0,518,15,1300,767,298,19,37,147,13,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",36,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:45:13",1205,1193,3,7,2,562,553,0,7,2,551,11,1300,738,303,29,31,178,6,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BICHIGIU",294,TELCIU,35054,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:30:11",660,643,5,7,5,258,242,4,7,5,231,27,700,442,71,20,37,100,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDACU DE SUS",133,DUMITRIŢA,179686,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:35:30",1575,1535,1,10,29,895,855,1,10,29,829,66,1756,861,591,82,21,120,8,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDEŞTI",97,BUDEŞTI,32768,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:54:48",446,427,1,6,12,283,265,0,6,12,269,14,471,188,146,10,8,100,1,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDUŞ",93,"BUDACU DE JOS",32704,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:18:05",453,433,0,2,18,263,243,0,2,18,258,5,500,237,181,18,5,53,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CICEU-GIURGEŞTI",122,CICEU-GIURGEŞTI,32955,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:14:57",726,678,0,20,28,500,452,0,20,28,475,25,732,232,175,32,35,220,1,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA",225,REBRIŞOARA,34280,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:10:37",1401,1379,2,0,20,848,827,1,0,20,823,25,1500,652,459,24,10,322,5,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA",226,REBRIŞOARA,34280,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:05:35",1663,1633,0,6,24,1005,975,0,6,24,965,40,1800,795,423,30,4,505,0,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-VIII, ROMULI",234,ROMULI,34360,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:54:58",1066,1020,0,4,42,749,703,0,4,42,743,6,1100,351,453,79,8,199,1,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ COCIU",277,ŞINTEREAG,34903,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:10:21",840,832,0,2,6,512,504,0,2,6,496,16,890,378,238,13,37,201,1,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORMAIA",84,"ORAŞ SÂNGEORZ-BĂI",32599,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:04:32",773,765,0,8,0,393,385,0,8,0,318,62,840,460,92,18,2,205,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORVINEŞTI",177,MATEI,33658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:47:42",499,478,0,4,17,332,311,0,4,17,311,21,550,218,161,17,13,118,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”DEMIAN NECHITI”",147,"ILVA MICĂ",33364,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:19:08",1389,1352,0,0,37,843,806,0,0,37,828,15,1500,657,608,47,19,147,6,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOBRIC",104,"CĂIANU MIC",32811,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:02:43",1170,1126,1,0,43,549,506,0,0,43,536,13,1192,643,376,12,6,140,2,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOROLEA",165,LIVEZILE,33541,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:18",579,559,5,12,3,321,306,0,12,3,312,9,620,299,230,18,18,42,1,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ DUMITRIȚA",132,DUMITRIŢA,179686,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:37:33",1079,1047,2,6,24,637,607,0,6,24,605,27,1150,513,384,76,19,118,6,2
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ENEA GRAPINI” ŞANŢ",251,ŞANŢ,34618,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:12:43",1121,1098,0,4,19,825,802,0,4,19,799,26,1200,375,321,18,29,424,1,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ „GEORGE COŞBUC”",127,COŞBUC,33177,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:29:43",1613,1578,1,4,30,931,897,0,4,30,894,37,1732,801,538,33,14,306,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”GRIGORE SILAŞI”",63,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:13:14",1532,1518,2,6,6,804,791,1,6,6,784,20,1650,846,376,33,60,284,19,12
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ JOSENII BÎRGĂULUI",149,"JOSENII BÂRGĂULUI",33382,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:27:07",865,863,0,0,2,535,533,0,0,2,511,24,955,420,133,208,38,121,9,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ LIVEZILE",163,LIVEZILE,33541,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:30:28",1263,1247,1,10,5,687,672,0,10,5,669,18,1400,713,450,19,77,120,3,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” CHIUZA",118,CHIUZA,33122,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:14:17",732,705,1,20,6,517,491,0,20,6,496,21,800,283,260,19,23,190,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",15,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:50:11",1625,1611,6,8,0,782,774,0,8,0,766,16,1750,968,389,35,68,246,20,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",13,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:08",1585,1581,2,2,0,689,686,1,2,0,679,7,1800,1111,373,17,49,215,17,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",14,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:46:53",1574,1566,0,8,0,690,682,0,8,0,670,10,1690,1000,343,29,47,224,18,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MĂRIŞELU",186,MĂRIŞELU,33765,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:02:44",488,481,0,3,4,256,249,0,3,4,249,7,500,244,162,24,13,47,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MATEI",175,MATEI,33658,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:43:48",564,556,0,2,6,426,418,0,2,6,391,35,600,174,261,2,2,116,9,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",71,"ORAŞ NĂSĂUD",32544,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:33:06",1517,1493,6,11,7,759,741,0,11,7,743,16,1650,891,289,25,15,402,8,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MITITEI",202,NIMIGEA,33989,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:16",578,549,0,12,17,419,390,0,12,17,403,16,650,231,193,7,5,197,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MONARIU",95,"BUDACU DE JOS",32704,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:23:15",434,424,1,6,3,269,260,0,6,3,261,8,464,195,119,27,4,110,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MUREŞENII BÎRGĂULUI",298,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:48:04",1331,1321,1,6,3,698,689,0,6,3,680,18,1500,802,461,67,23,127,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NEGRILEŞTI",196,NEGRILEŞTI,179659,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:29:36",1086,993,1,54,38,718,625,1,54,38,678,40,1087,369,243,69,21,337,4,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NIMIGEA DE JOS",199,NIMIGEA,33989,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:17:10",1342,1274,1,21,46,885,819,0,21,45,864,21,1446,561,549,20,17,257,21,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",10,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:32",1359,1348,1,10,0,638,628,0,10,0,628,10,1500,862,327,21,47,205,17,11
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",11,"MUNICIPIUL BISTRIŢA",32394,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:45:49",1115,1092,1,7,15,543,521,0,7,15,532,11,1250,707,284,22,32,173,16,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",8,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:02",997,991,1,5,0,442,437,0,5,0,434,8,1100,658,218,18,43,143,8,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",9,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:16",1096,1089,1,6,0,448,442,0,6,0,440,8,1200,752,224,29,32,136,14,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR.1 GERSA I",227,REBRIŞOARA,34280,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:02:38",548,531,0,9,8,402,385,0,9,8,388,14,600,198,189,24,1,169,2,3
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ NR. 1 - LEȘU",160,LEŞU,33514,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:53:56",1343,1265,1,17,60,874,796,1,17,60,851,23,1450,576,499,18,2,299,1,32
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2",146,"ILVA MICĂ",33364,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:16:51",1261,1225,1,5,30,684,649,0,5,30,668,16,1334,650,469,37,15,139,6,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 BISTRIŢA BÎRGĂULUI",86,"BISTRIŢA BÂRGĂULUI",32633,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:23",969,958,0,7,4,516,505,0,7,4,499,17,1100,584,267,47,31,133,5,16
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",229,RODNA,34333,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:20:09",926,909,0,8,9,587,570,0,8,9,564,23,985,398,327,47,88,97,5,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",230,RODNA,34333,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:05",933,916,2,2,13,580,565,0,2,13,573,7,1000,420,297,66,87,119,1,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 4",32,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:31",1726,1715,6,4,1,822,817,0,4,1,805,17,1900,1078,353,45,66,314,20,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 4",31,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:42:45",1709,1701,4,4,0,923,919,0,4,0,914,9,1900,977,417,25,55,393,18,6
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ NR. 4",33,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:36",1231,1221,0,10,0,493,483,0,10,0,481,12,1350,857,243,27,36,163,9,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 7 VIIŞOARA",57,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:03:08",1552,1523,4,24,1,673,648,0,24,1,640,33,1770,1097,266,59,27,270,12,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR.7 VIIŞOARA",58,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:11",1205,1194,7,4,0,554,550,0,4,0,544,10,1370,816,253,35,24,221,10,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ PIATRA FÎNTÎNELE",299,"TIHA BÂRGĂULUI",35090,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:20:31",320,310,0,8,2,171,162,0,8,1,162,9,345,174,101,18,5,35,2,1
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ REBRA CLASELE I-IV",223,REBRA,34262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:38:47",1042,1020,1,8,13,646,625,0,8,13,611,35,1150,504,179,102,46,284,0,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ REBRA CLASELE I-IV",224,REBRA,34262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:41:58",1114,1079,1,17,17,645,613,0,17,15,623,22,1150,505,167,145,41,267,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SEBIŞ",272,ŞIEUŢ,34850,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:05:47",667,649,1,1,16,502,485,0,1,16,484,18,700,198,313,19,24,126,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”SEVER POP” POIANA ILVEI",218,"POIANA ILVEI",179720,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:17",1197,1152,0,0,45,834,789,0,0,45,819,15,1319,485,564,55,50,150,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SIMIONEŞTI",96,"BUDACU DE JOS",32704,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:25:21",179,169,1,2,7,113,104,1,2,6,107,6,200,87,65,4,4,34,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SITA",249,SPERMEZEU,34547,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 21:08:32",173,163,0,3,7,173,163,0,3,7,167,6,284,111,47,10,0,110,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",40,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:13:14",1343,1326,7,10,0,608,598,0,10,0,585,13,1508,900,307,21,47,193,7,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",39,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:13",1221,1174,4,8,35,624,581,0,8,35,614,10,1300,676,317,24,51,197,16,9
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",41,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:40",1330,1318,6,6,0,606,600,0,6,0,589,17,1500,894,295,22,41,214,11,6
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",42,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:27",899,881,2,15,1,423,407,0,15,1,421,2,1000,577,207,16,37,144,14,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TELCIŞOR",296,TELCIU,35054,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:16:26",872,856,0,5,11,468,452,0,5,11,425,27,950,482,72,50,93,202,3,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”TEODOR COTUŢIU” DUMBRĂVIŢA",247,SPERMEZEU,34547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:47:24",630,611,0,4,15,355,336,0,4,15,338,17,700,345,96,26,1,214,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TIHA BÎRGĂULUI",297,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:43:40",1366,1348,2,5,11,701,685,0,5,11,682,19,1500,799,450,56,18,148,3,7
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",300,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:52:16",566,558,0,8,0,237,229,0,8,0,213,24,600,363,92,40,1,78,0,2
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",301,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:56:37",1632,1621,3,4,4,751,743,0,4,4,719,32,1800,1049,382,87,9,233,3,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ” VALEA SPINULUI”",75,"ORAŞ NĂSĂUD",32544,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:44:50",1032,1025,2,5,0,534,529,0,5,0,461,50,1100,589,134,18,11,295,1,2
