precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLĂRAŞU COSMIN-ALIN-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",3,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:48",1404,1385,12,7,0,643,636,0,7,0,621,22,1600,957,29,207,82,12,149,89,16,10,27
22,HUNEDOARA,"CENTRUL CULTURAL RECREATIV PLOSCA",484,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:17",264,256,0,4,4,153,145,0,4,4,138,15,300,147,4,47,14,1,60,2,2,0,8
22,HUNEDOARA,"CENTRUL DE INFORMARE TURISTICĂ VORŢA",516,VORŢA,92097,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:19:04",150,113,0,30,7,130,93,0,30,7,122,8,147,17,1,37,14,0,61,1,1,1,6
22,HUNEDOARA,"CENTRUL DE SĂNĂTATE MULTIFUNCŢIONAL",192,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:58:57",1404,1380,2,13,9,748,726,0,13,9,727,21,1500,752,7,231,140,8,262,36,20,3,20
22,HUNEDOARA,"CENTRUL DE SERVICII SOCIAL-CULTURALE ȘI FESTIVE",403,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:29",423,387,0,18,18,308,275,0,16,17,294,14,443,135,3,87,61,2,122,11,1,1,6
22,HUNEDOARA,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",293,BOŞOROD,88449,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:49",446,423,3,11,9,300,277,3,11,9,276,22,476,176,5,159,22,3,62,17,3,1,4
22,HUNEDOARA,"CENTRUL NAŢIONAL DE INFORMARE ŞI PROMOVARE TURISTICĂ",248,"ORAŞ URICANI",87139,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:29",1848,1839,2,3,4,713,706,0,3,4,680,33,2073,1360,12,406,112,5,91,25,10,2,17
22,HUNEDOARA,"CENTRUL REZIDENȚIAL PENTRU VÂRSTNICI ORĂȘTIE",132,"MUNICIPIUL ORĂŞTIE",87638,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:46:16",1512,1498,1,13,0,578,565,0,13,0,561,17,1600,1022,24,240,111,5,97,66,3,4,11
22,HUNEDOARA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”RUDOLF STEINER” (FOSTUL CENTRU DE ZI)",99,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:38",1107,1098,0,9,0,357,348,0,9,0,339,18,1200,843,8,171,64,9,39,27,6,1,14
22,HUNEDOARA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”RUDOLF STEINER” (FOSTUL CENTRU DE ZI)",98,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:52:43",1118,1112,0,6,0,369,363,0,6,0,351,18,1200,831,8,225,52,8,30,13,7,0,8
22,HUNEDOARA,"CINEMATOGRAF CULTURAL LUPENI",117,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:07",1239,1230,1,8,0,500,492,0,8,0,464,36,1400,900,11,288,68,1,43,16,2,1,34
22,HUNEDOARA,"CLĂDIRE DISPENSAR MEDICAL CERNIȘOARA FLORESE",328,BUNILA,89026,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:08:46",143,111,0,24,8,143,111,0,24,8,138,4,166,23,0,24,7,2,100,1,1,0,3
22,HUNEDOARA,"CLĂDIRE MULTIFUNCȚIONALĂ DIN CADRUL PARCULUI DE AFACERI SIMERIA",241,"ORAŞ SIMERIA",87665,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:25",1383,1365,0,16,2,699,681,0,16,2,664,35,1510,811,32,194,85,5,249,53,5,10,31
22,HUNEDOARA,"CLĂDIRE MULTIFUNCȚIONALĂ DIN CADRUL PARCULUI DE AFACERI SIMERIA",242,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:00",997,983,3,9,2,534,522,1,9,2,514,20,1600,1066,14,169,95,2,157,47,10,3,17
22,HUNEDOARA,"CLUB ŞCOLAR SPORTIV",31,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:13",1270,1254,6,10,0,585,575,0,10,0,568,17,1300,715,23,165,84,14,130,73,36,9,34
22,HUNEDOARA,"CLUB SPORTIV ȘCOLAR",144,"MUNICIPIUL PETROŞANI",86990,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:07:02",937,924,0,12,1,391,378,0,12,1,380,11,1100,709,14,155,73,5,69,30,5,4,25
22,HUNEDOARA,"CLUBUL COPIILOR PETRILA",226,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:01",1275,1268,0,7,0,481,474,0,7,0,460,21,1400,919,17,222,95,5,40,46,11,4,20
22,HUNEDOARA,"CLUBUL COPIILOR ȘI ELEVILOR",182,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:36:39",1014,1004,1,9,0,447,438,0,9,0,422,25,1100,653,14,162,85,4,115,24,8,2,8
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ŞCOALĂ GENERALĂ NR. 3)",84,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:25",1254,1246,1,7,0,614,607,0,7,0,576,38,1400,786,19,311,55,15,86,50,10,2,28
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ŞCOALĂ GENERALĂ NR. 3)",83,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:51",1236,1221,3,12,0,544,532,0,12,0,523,21,1300,756,13,270,60,12,75,53,10,6,24
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ȘCOALĂ GENERALĂ NR. 3)",82,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:25",1420,1411,1,8,0,510,502,0,8,0,480,30,1600,1090,20,250,74,14,53,29,9,2,29
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTUL LICEU NR. 2)",71,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:36",1257,1250,1,5,1,509,502,1,5,1,479,30,1300,791,16,230,63,15,62,39,7,5,42
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTUL LICEU NR. 2)",70,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:54",1139,1131,2,6,0,462,456,0,6,0,439,17,1200,744,6,193,68,13,66,39,15,3,36
22,HUNEDOARA,"COLEGIUL ECONOMIC ”HERMES ”",150,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:26:57",1502,1412,0,55,35,585,543,0,10,32,576,9,1600,1015,17,221,176,6,57,49,9,8,33
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”DECEBAL”",17,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:54:51",1133,1113,7,11,2,531,518,0,11,2,505,25,1200,670,10,165,57,10,128,74,13,9,39
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ ”CARMEN SYLVA” (GRĂDINIȚA CU PROGRAM NORMAL NR.5)",152,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:45",1361,1347,0,14,0,496,482,0,14,0,456,40,1500,1004,25,192,92,7,50,42,5,3,40
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ ”CARMEN SYLVA” (GRĂDINIȚA CU PROGRAM NORMAL NR.5)",151,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:02",1360,1352,1,7,0,525,518,0,7,0,492,33,1500,975,26,197,108,11,43,57,7,6,37
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ CARMEN SYLVA (LICEUL DE INFORMATICĂ)",149,"MUNICIPIUL PETROŞANI",86990,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:46:56",1286,1280,0,6,0,576,570,0,6,0,538,29,1500,933,37,206,125,5,77,47,5,13,23
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",73,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:00:02",1150,1107,0,7,36,542,499,0,7,36,515,27,1200,658,8,237,75,20,57,61,10,2,45
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",74,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:51",1213,1190,0,5,18,447,426,0,5,16,419,28,1300,853,7,207,64,7,49,40,4,2,39
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",72,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:46",1338,1297,2,4,35,634,597,0,4,33,609,25,1600,966,24,273,76,14,90,65,8,4,55
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",77,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:57:04",1210,1201,1,7,1,529,520,1,7,1,503,24,1300,771,21,208,74,21,76,38,10,3,52
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",76,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:48",1094,1086,0,8,0,364,356,0,8,0,349,15,1200,836,9,173,42,13,46,36,4,3,23
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",75,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:32",1442,1434,1,7,0,490,483,0,7,0,438,52,1600,1110,17,228,76,4,41,40,9,1,22
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR.5)",78,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:30:48",446,373,1,8,64,223,161,0,8,54,213,8,483,260,4,95,34,2,24,10,1,0,43
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ ZLAȘTI)",106,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:17",439,430,1,7,1,216,208,0,7,1,212,4,500,284,6,112,28,2,30,18,4,1,11
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”I.C.BRĂTIANU” HAŢEG",217,"ORAŞ HAŢEG",87576,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:02:13",1475,1424,1,38,12,837,786,1,38,12,788,37,1600,775,15,273,167,8,201,73,16,1,34
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU” (LICEUL TEORETIC)",147,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:20:22",1643,1626,5,5,7,674,661,1,5,7,645,29,1800,1126,19,228,226,4,71,32,16,9,40
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU” (ŞCOALA GIMNAZIALĂ DÂLJA MARE)",165,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:06:02",183,173,0,10,0,130,120,0,10,0,124,6,200,70,0,81,34,0,3,5,0,0,1
22,HUNEDOARA,"COLEGIUL NAȚIONAL PEDAGOGIC”REGINA MARIA”",13,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:03:16",1183,1144,21,17,1,567,548,1,17,1,552,15,1272,705,16,150,64,6,157,90,16,9,44
22,HUNEDOARA,"COLEGIUL NAȚIONAL SPORTIV CETATE DEVA",18,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:08",1365,1353,2,10,0,714,702,2,10,0,688,26,1500,786,12,208,108,5,175,93,12,14,61
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA",232,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:03:17",961,955,0,6,0,499,493,0,6,0,462,37,1165,666,14,232,134,4,25,26,10,2,15
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL „ANA COLDA”)",235,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 02:20:16",1164,1153,0,5,6,565,554,0,5,6,546,19,1200,635,5,330,104,0,35,31,11,4,26
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA (FOSTA ȘCOALĂ GIMNAZIALĂ „ANA COLDA”)",234,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:25",1332,1324,0,7,1,576,568,0,7,1,554,22,1400,824,11,325,116,3,38,19,14,4,24
22,HUNEDOARA,"COLEGIUL TEHNIC DE TRANSPORT FEROVIAR ”ANGHEL SALIGNY” SIMERIA",244,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:19",1228,1212,5,10,1,591,580,0,10,1,553,38,1150,559,18,177,118,4,162,43,8,4,19
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",36,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:47",1296,1287,0,9,0,460,451,0,9,0,439,21,1400,940,16,159,94,12,79,37,14,12,16
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",35,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:53",1861,1841,6,7,7,759,745,0,7,7,719,40,1900,1141,21,206,162,14,156,72,32,22,34
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",34,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:15:09",1416,1411,0,5,0,520,515,0,5,0,469,48,1503,986,21,161,105,8,73,58,12,9,22
22,HUNEDOARA,"COLEGIUL TEHNIC ”MATEI CORVIN” (FOSTUL LICEU NR. 1)",81,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:29",1015,998,7,10,0,421,411,0,10,0,408,13,1100,679,11,206,70,7,44,33,5,3,29
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",27,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:16",1245,1235,4,6,0,519,513,0,6,0,500,19,1300,781,23,156,88,6,127,47,12,12,29
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",28,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:12:21",1547,1534,4,8,1,623,614,0,8,1,582,41,1613,990,23,212,102,12,106,57,9,10,51
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",26,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:27:27",1414,1402,2,9,1,637,627,0,9,1,621,16,1500,863,30,192,90,13,134,81,14,15,52
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",29,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:17",1344,1333,1,10,0,541,531,0,10,0,519,22,1400,859,25,156,81,6,115,61,14,8,53
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",24,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:45",865,855,1,9,0,331,322,0,9,0,321,10,1100,769,8,96,51,3,73,52,12,3,23
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",25,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:06:11",743,732,2,9,0,306,297,0,9,0,287,10,1000,703,9,87,34,7,67,55,3,8,17
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA(FOSTA ȘCOALĂ GENERALĂ)",30,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:08",1462,1448,1,13,0,619,606,0,13,0,596,23,1600,981,24,167,117,11,113,79,18,28,39
22,HUNEDOARA,"CONSILIUL LOCAL CĂLAN",188,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:13",1037,1004,7,10,16,574,547,1,10,16,537,37,1100,526,9,129,79,7,256,13,32,5,7
22,HUNEDOARA,"COOPERATIVA DE CONSUM BULZEȘTII DE JOS",326,"BULZEŞTII DE SUS",88920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:53",157,107,0,49,1,139,89,0,49,1,125,14,173,34,2,38,22,1,52,1,2,0,7
22,HUNEDOARA,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ PETRILA",231,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:49",1234,1225,0,9,0,445,436,0,9,0,425,20,1400,955,10,211,117,3,30,28,11,1,14
22,HUNEDOARA,"DIRECȚIA GENERALĂ DE ASISTENȚĂ SOCIALĂ ȘI PROTECȚIA COPILULUI",21,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:00",1034,1026,0,8,0,480,472,0,8,0,462,18,1100,620,25,163,53,6,89,69,12,15,30
22,HUNEDOARA,"DIRECŢIA SILVICĂ DEVA",22,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:23",1115,1102,0,12,1,467,454,0,12,1,449,18,1200,733,19,163,56,6,94,59,11,9,32
22,HUNEDOARA,"DISPENSAR GOVĂJDIA",369,GHELARI,86883,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:31:36",88,81,0,7,0,42,35,0,7,0,42,0,88,46,0,18,6,3,6,3,0,0,6
22,HUNEDOARA,"DISPENSAR UMAN BÂRSĂU",378,HĂRĂU,89801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:29",423,402,0,7,14,288,267,0,7,14,280,8,458,170,10,151,46,0,39,19,7,3,5
22,HUNEDOARA,"GALERIA FORMA",16,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:35:10",1226,1206,8,12,0,599,587,0,12,0,585,14,1297,698,22,170,90,8,154,74,14,19,34
22,HUNEDOARA,"GRĂDINIŢA „CĂSUȚA CU POVEȘTI”",130,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:35",1358,1331,3,10,14,566,542,0,10,14,525,41,1450,884,15,224,108,4,99,40,9,4,22
22,HUNEDOARA,"GRĂDINIŢA CU ORAR NORMAL MICRO III PN 2 ”ZORI DE ZI”",93,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:50",1260,1248,0,12,0,498,486,0,12,0,455,31,1300,813,13,251,59,9,48,34,11,5,25
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL DIN CADRUL ȘCOLII GIMNAZIALE NR. 6",179,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:28",1226,1216,0,10,0,391,381,0,10,0,364,27,1300,909,9,165,87,1,78,9,1,0,14
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL MICRO VII PN6",69,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:19:13",1187,1176,1,10,0,368,358,0,10,0,346,22,1300,932,20,179,64,11,27,27,6,2,10
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 GEOAGIU,",205,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:18",1250,1210,2,17,21,909,871,0,17,21,848,61,1300,391,4,249,84,4,479,9,4,3,12
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 LUPENI",118,"MUNICIPIUL LUPENI",87059,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:37:19",1471,1464,0,7,0,502,495,0,7,0,465,37,1600,1098,6,327,56,9,35,7,1,3,21
22,HUNEDOARA,"GRADINITA CU PROGRAM NORMAL NR.1 SIMERIA",240,"ORAŞ SIMERIA",87665,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:49:22",1455,1444,0,10,1,791,780,0,10,1,742,39,1600,819,35,241,98,8,288,44,6,5,17
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",125,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:59",902,897,0,5,0,297,292,0,5,0,286,11,1000,703,8,192,40,5,32,2,2,0,5
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",124,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:19",921,917,0,4,0,355,351,0,4,0,344,11,1000,645,8,206,55,8,32,16,3,2,14
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",126,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:23",1180,1175,0,5,0,425,420,0,5,0,414,11,1200,775,16,255,67,7,32,11,6,4,16
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL ŞCOALA GIMNAZIALĂ NR. 1",113,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:44",776,769,0,7,0,282,275,0,7,0,263,19,900,618,10,161,40,3,24,6,2,2,15
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT AEROPORT",155,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:47:06",823,813,1,9,0,242,233,0,9,0,222,20,924,682,6,93,76,5,13,15,2,3,9
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",92,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:08",1049,1043,1,5,0,391,386,0,5,0,359,32,1100,709,7,200,72,3,30,25,8,1,13
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",90,"MUNICIPIUL HUNEDOARA",86810,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:05:58",1102,1098,0,4,0,419,415,0,4,0,402,17,1200,781,11,227,61,14,33,24,10,2,20
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",91,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:01",954,947,2,5,0,347,342,0,5,0,334,13,1000,653,5,190,55,12,22,17,7,0,26
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",40,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:51",1129,1115,1,12,1,495,482,0,12,1,474,21,1200,705,27,126,93,8,91,63,11,26,29
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",42,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:40:41",840,833,0,6,1,352,345,0,6,1,336,16,1100,748,13,110,58,5,73,33,10,8,26
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",41,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:23:58",898,886,1,10,1,383,373,0,9,1,365,16,1100,719,12,92,62,5,93,43,19,14,25
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR 7",12,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:06",1197,1151,32,14,0,537,523,0,14,0,517,20,1300,763,19,151,70,9,133,73,13,16,33
