precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NICOLAE CREVEDIA",107,"CREVEDIA MARE",102348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:59",1192,1178,0,12,2,805,791,0,12,2,779,25,1285,481,512,63,180,20,2,2
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:36",943,936,0,6,1,583,576,0,6,1,553,30,1030,447,128,192,54,66,111,2
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:55",1015,1006,1,7,1,616,608,0,7,1,584,14,1111,513,168,204,63,63,78,8
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1",79,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:18",814,753,0,54,7,624,563,0,54,7,605,19,832,208,13,112,451,25,3,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR,10",30,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:44",807,799,0,7,1,283,275,0,7,1,276,7,893,610,15,101,101,33,18,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",27,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:39",1019,1010,0,9,0,389,380,0,9,0,378,11,1115,726,17,150,163,31,15,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",26,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:01",1024,1005,8,7,4,380,369,0,7,4,373,7,1117,737,26,123,143,61,15,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",28,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:01",997,984,0,12,1,373,360,0,12,1,352,12,1125,761,22,127,128,44,25,6
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.10",29,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:17",1181,1172,1,7,1,461,453,0,7,1,430,17,1285,838,26,146,142,66,40,10
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 ADUNAŢII COPĂCENI",64,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:14",1528,1510,0,15,3,742,724,0,15,3,718,24,1660,918,43,81,490,99,5,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",51,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:18",1604,1598,0,3,3,638,632,0,3,3,594,44,1757,1119,9,195,371,15,3,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",49,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:06",1138,1130,0,3,5,641,633,0,3,5,608,33,1257,616,28,96,431,35,4,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",50,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:04",1392,1379,0,9,4,638,625,0,9,4,605,33,1523,883,17,94,463,27,1,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR1 BUTURUGENI",86,BUTURUGENI,101617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:48",996,966,1,22,7,717,688,0,22,7,683,34,1069,352,22,154,426,67,8,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 CUCURUZU",195,RĂSUCENI,104788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:05:30",632,599,0,19,14,454,421,0,19,14,438,16,673,219,5,40,374,7,3,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",114,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:11",1136,1121,0,11,4,537,522,0,11,4,518,19,1236,699,35,88,288,82,8,17
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",116,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:47",1156,1150,0,5,1,537,531,0,5,1,503,34,1270,733,45,86,285,72,4,11
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",115,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:37",996,993,0,0,3,413,410,0,0,3,385,28,1098,685,31,69,229,47,4,5
19,GIURGIU,"SCOALA GIMNAZIALA NR.1GHIMPATI",134,GHIMPAŢI,103238,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:00",1194,1094,0,22,78,856,756,0,22,78,856,0,1296,440,10,0,836,10,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 GOSTINARI",143,GOSTINARI,103372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:30",1605,1473,1,91,40,1088,956,1,91,40,1051,37,1619,531,23,799,148,71,4,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.1 IZVOARELE",163,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:40",909,739,0,81,89,706,536,0,81,89,702,4,1000,294,7,58,627,10,0,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 JOIȚA",169,JOIŢA,103997,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:23",1897,1847,2,37,11,1192,1144,0,37,11,1135,57,2029,837,101,216,599,151,37,31
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",55,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:28",1419,1405,0,9,5,593,579,0,9,5,570,23,1537,944,20,114,360,67,5,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",56,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:52",1543,1534,1,5,3,640,632,0,5,3,593,41,1689,1055,29,94,400,50,8,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",176,MÂRŞA,104225,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:48",998,934,0,15,49,661,597,0,15,49,642,19,1025,363,116,45,449,28,4,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",177,MÂRŞA,104225,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:23",1208,1172,0,8,28,817,781,0,8,28,779,24,1293,490,108,66,558,40,5,2
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:36",1105,1090,0,13,2,636,621,0,13,2,620,16,1210,574,120,160,118,110,105,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 POPEŞTI",63,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:37",856,821,0,35,0,698,663,0,35,0,676,22,928,230,13,266,355,39,3,0
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 ROATA DE JOS",197,"ROATA DE JOS",104831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:40",963,943,2,16,2,657,638,1,16,2,624,33,1039,382,19,181,353,66,4,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 ROATA DE JOS",196,"ROATA DE JOS",104831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:54",920,898,1,20,1,616,595,0,20,1,597,19,987,371,17,144,369,57,3,7
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",204,SĂBĂRENI,179775,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:38",1245,1124,1,95,25,899,779,0,95,25,883,16,1257,358,69,342,397,62,10,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",203,SĂBĂRENI,179775,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:32",1218,1124,3,72,19,872,781,0,72,19,854,18,1230,358,51,325,423,42,8,5
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI ,",126,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:58",802,772,0,6,24,492,462,0,6,24,474,18,870,378,9,65,331,67,2,0
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI .",125,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:43",990,967,1,3,19,506,484,0,3,19,482,24,1082,576,10,62,315,88,2,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 SLOBOZIA",212,SLOBOZIA,100549,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:27",763,763,0,0,0,428,428,0,0,0,400,28,842,414,13,235,72,63,14,3
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI",214,STĂNEŞTI,105295,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:10",1153,992,0,99,62,831,673,0,99,59,818,13,1096,265,7,162,598,41,4,6
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 VALEA DRAGULUI",231,"VALEA DRAGULUI",105776,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:29",1196,1146,0,20,30,1038,988,0,20,30,964,24,1256,262,390,130,410,20,0,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 VÂNĂTORII MICI",237,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:26",801,783,0,14,4,542,524,0,14,4,524,18,863,321,82,118,303,19,2,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 VĂRĂŞTI",234,VĂRĂŞTI,105874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:44",840,811,1,4,24,678,650,0,4,24,663,15,914,236,13,276,339,31,4,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.1 VĂRĂȘTI",233,VĂRĂŞTI,105874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:54",951,928,0,10,13,703,680,0,10,13,682,21,1020,317,13,356,273,32,2,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 VLAD-TEPES, CORP B",104,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:24",1273,1109,2,41,121,900,737,1,41,121,897,3,1349,449,1,21,874,1,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2",84,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:41:49",574,538,0,36,0,454,418,0,36,0,444,10,587,133,3,40,392,7,1,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 2 BÎCU",170,JOIŢA,103997,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:07:44",1532,1439,3,82,8,1072,982,0,82,8,1036,36,1580,508,155,466,267,111,20,17
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CÂMPURELU",98,COLIBAŞI,102071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:49",1045,993,0,4,48,655,603,0,4,48,640,15,1147,492,8,83,488,51,5,5
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",199,"ROATA DE JOS",104831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:23",983,979,1,3,0,535,531,1,3,0,510,25,1080,545,16,124,303,44,14,9
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",200,"ROATA DE JOS",104831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:27",1075,1061,0,14,0,523,509,0,14,0,492,31,1171,648,23,68,330,56,10,5
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 CHIRIACU",164,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:54",1174,967,0,102,105,801,594,0,102,105,789,12,1015,214,0,71,686,27,0,5
