precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL VERDE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",130,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:49:59",1575,1560,0,14,1,795,780,0,14,1,764,31,1709,914,54,5,248,317,60,1,66,12,1
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",129,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:45:30",1671,1650,3,13,5,921,903,0,13,5,859,62,1800,879,51,0,255,394,50,10,77,14,8
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1 MOARA VLASIEI",248,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:45",1875,1857,0,13,5,990,972,0,13,5,954,36,1997,1007,34,2,97,739,6,2,57,7,10
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",251,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:30",1523,1492,3,28,0,804,776,0,28,0,779,25,1600,796,36,5,87,424,10,7,187,18,5
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",250,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:51",1361,1319,7,35,0,818,782,1,35,0,796,22,1500,682,16,4,56,438,2,8,241,28,3
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -",252,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:06",1399,1375,2,22,0,845,822,1,22,0,820,25,1500,655,21,4,76,531,7,5,147,21,8
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",253,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:38:19",1702,1677,0,25,0,1031,1006,0,25,0,979,52,1800,769,30,1,79,741,5,6,83,19,15
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",254,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:54",1781,1733,0,48,0,1000,952,0,48,0,980,20,1928,928,23,7,74,377,2,9,475,6,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",64,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:54:45",1691,1676,6,9,0,680,669,2,9,0,640,37,1900,1223,36,2,96,396,7,6,74,8,15
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",66,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:42:05",1856,1843,2,10,1,816,805,0,10,1,785,31,2000,1184,48,8,123,465,5,12,98,15,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",71,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:32",1519,1507,8,4,0,611,607,0,4,0,593,18,1700,1089,33,8,92,301,2,10,128,7,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",67,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:21",1882,1874,1,7,0,831,824,0,7,0,802,29,2050,1219,58,2,136,473,3,8,91,16,15
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",69,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:32",1508,1493,7,8,0,707,699,0,8,0,680,27,1650,943,41,3,92,425,4,13,82,13,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",65,"ORAŞ PANTELIMON",179515,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:57:37",1765,1750,3,12,0,762,750,0,12,0,729,33,1900,1138,32,5,113,382,6,10,157,13,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",72,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:05",1076,1063,5,8,0,480,472,0,8,0,473,7,1200,720,26,4,111,236,1,10,56,17,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",74,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:07",1782,1740,30,12,0,643,631,0,12,0,629,14,1900,1257,20,4,102,264,1,11,202,12,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",73,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:39:14",1524,1503,8,13,0,569,556,0,13,0,538,19,1600,1043,20,5,76,209,9,13,192,10,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",63,"ORAŞ PANTELIMON",179515,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:33:47",1567,1552,3,11,1,650,638,0,11,1,621,27,1700,1050,32,4,82,374,9,8,79,12,21
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",70,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:56",1558,1550,1,7,0,738,731,0,7,0,690,48,1700,962,36,4,113,465,3,5,43,11,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",68,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:30:18",1242,1236,0,6,0,528,522,0,6,0,493,35,1400,872,24,2,82,296,4,12,56,11,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",273,"ŞTEFĂNEŞTII DE JOS",105419,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:47:07",1169,1124,1,33,11,883,838,1,33,11,805,77,1250,368,96,1,63,580,7,1,42,12,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",276,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:14:26",1275,1240,0,21,14,1002,967,0,21,14,907,95,1400,398,62,3,81,714,7,1,20,11,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",274,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:21:30",1274,1240,0,21,13,1005,971,0,21,13,860,145,1400,395,80,4,100,629,0,0,31,8,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP A",280,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:34",1850,1761,0,78,11,1182,1093,0,78,11,1158,24,1900,718,19,2,91,875,0,2,148,13,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP B",282,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:03",1841,1786,0,53,2,1022,967,0,53,2,999,23,1950,928,16,2,108,529,0,16,311,9,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP C",281,TUNARI,105570,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:42:25",1558,1523,0,26,9,963,928,0,26,9,927,36,1651,688,25,2,80,648,3,8,148,5,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - SALA DE SPORT",279,TUNARI,105570,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:42:01",2039,1951,0,76,12,1240,1152,0,76,12,1208,32,2150,910,23,3,102,879,2,7,173,13,6
25,ILFOV,"SCOALA GIMNAZIALA NR.2",197,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:16",1274,1221,16,36,1,816,778,1,36,1,762,54,1349,533,32,1,153,225,6,39,272,11,23
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",233,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:42:22",1190,1183,0,7,0,565,558,0,7,0,534,31,1300,735,25,4,87,362,6,4,35,8,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",122,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:07",1900,1863,6,21,10,988,957,0,21,10,946,42,2200,1212,51,3,97,621,7,22,105,29,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",123,"ORAŞ VOLUNTARI",179551,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:56:53",1909,1824,44,36,5,1067,1026,0,36,5,1021,46,2100,1033,31,12,142,662,3,10,127,32,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",234,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:30",939,929,0,10,0,506,496,0,10,0,483,23,1011,505,17,0,69,324,0,9,54,5,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",124,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:53",1793,1767,0,17,9,1004,978,0,17,9,958,46,2000,996,59,5,118,567,9,17,141,21,21
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",160,CERNICA,101742,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:37",1325,1309,0,14,2,771,755,0,14,2,731,40,1450,679,35,2,67,586,2,2,26,7,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",161,CERNICA,101742,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:13",1344,1326,0,16,2,768,750,0,16,2,726,42,1447,679,23,2,51,613,1,1,17,9,9
25,ILFOV,"ȘCOALA GIMNAZIALA NR.2",198,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:35:26",1417,1380,3,33,1,930,895,1,33,1,873,57,1541,611,31,9,123,210,9,35,428,9,19
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",245,JILAVA,179383,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:12:05",863,821,0,15,27,602,560,0,15,27,543,59,900,298,38,2,67,395,3,3,6,23,6
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",244,JILAVA,179383,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:39:30",1308,1291,4,11,2,738,725,0,11,2,697,41,1400,662,30,1,108,482,4,7,44,14,7
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",26,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:11:44",1449,1435,0,5,9,878,864,0,5,9,847,31,1600,722,18,5,114,492,48,4,138,19,9
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",25,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:21:43",1275,1250,5,13,7,750,730,0,13,7,722,28,1300,550,36,7,97,363,69,13,106,23,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",27,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:32:55",1695,1644,6,16,29,1180,1135,0,16,29,1152,28,1850,670,51,6,169,648,77,10,148,36,7
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",28,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:02:41",1577,1541,1,21,14,981,945,1,21,14,942,39,1750,769,50,0,121,521,82,12,116,27,13
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",211,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:12:03",1798,1752,8,38,0,786,748,0,38,0,761,25,1950,1164,21,7,97,290,4,57,225,26,34
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",213,DOBROEŞTI,179310,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:02:41",1944,1895,23,26,0,611,585,0,26,0,602,9,2100,1489,31,4,112,129,20,27,224,15,40
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",212,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:39",1667,1641,11,15,0,730,715,0,15,0,715,15,1802,1072,28,4,81,282,5,32,248,14,21
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",287,VIDRA,105936,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:59:18",1133,1128,0,1,4,586,581,0,1,4,546,34,1250,664,32,3,84,368,4,8,23,16,8
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",288,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:35:27",991,989,0,2,0,461,459,0,2,0,434,25,1100,639,19,3,87,280,2,8,29,2,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2 DÂRVARI",185,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:14",1860,1835,1,17,7,1166,1142,0,17,7,1044,122,2058,892,35,3,93,838,4,3,44,10,14
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 MOARA VLASIEI",247,"MOARA VLĂSIEI",104243,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:44:06",1903,1887,2,5,9,1033,1019,0,5,9,993,40,2100,1067,36,5,139,706,5,7,77,16,2
25,ILFOV,"SCOALA GIMNAZIALA NR.2 PERIS",257,PERIŞ,104546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:19",1068,1054,4,7,3,666,655,1,7,3,627,39,1150,484,22,3,144,231,17,2,194,8,6
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2 PERIȘ",259,PERIŞ,104546,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:38:50",1012,999,0,12,1,651,638,0,12,1,603,43,1100,449,31,3,112,258,33,5,130,21,10
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",109,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:51",1716,1660,50,6,0,720,713,1,6,0,703,17,1900,1180,22,3,74,229,6,25,323,10,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",106,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:04",2165,1859,299,7,0,660,652,1,7,0,648,12,2100,1440,8,1,70,203,9,11,321,10,15
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",107,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:28",1894,1676,202,16,0,622,604,2,16,0,605,17,1800,1178,0,2,59,230,6,16,262,5,25
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",99,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:43:26",1638,1590,5,37,6,1134,1091,0,37,6,1105,29,1700,566,43,28,204,773,11,13,12,12,9
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",232,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:01:32",1551,1541,0,10,0,822,812,0,10,0,745,76,1697,875,18,5,186,496,2,2,13,15,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",108,"ORAŞ VOLUNTARI",179551,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 11:28:57",1849,1769,63,16,1,773,756,0,16,1,741,32,2000,1227,39,11,102,353,9,24,169,20,14
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",98,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:13:23",1894,1824,13,45,12,1328,1270,1,45,12,1290,38,2000,672,31,2,334,698,5,15,173,24,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",158,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:32",1579,1535,1,42,1,889,846,0,42,1,849,40,1700,811,56,5,74,657,2,4,37,10,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",157,CERNICA,101742,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:50:58",1272,1247,0,18,7,732,707,0,18,7,710,22,1400,668,42,5,63,563,2,5,17,7,6
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",111,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:40",2009,1889,108,12,0,731,716,3,12,0,709,22,2200,1469,14,2,77,274,2,22,296,12,10
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",110,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:07",1997,1849,139,8,1,739,729,1,8,1,725,14,2100,1361,20,2,68,225,6,15,362,15,12
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 ”AL. DIMITRIE GHICA ”",249,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:56",1614,1605,3,6,0,934,928,0,6,0,904,30,1805,871,34,2,85,696,5,6,60,14,2
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",32,"ORAŞ BUFTEA",100576,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:21:30",643,613,1,21,8,429,400,0,21,8,396,12,700,291,17,1,43,238,23,3,62,9,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",31,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:34:24",1769,1726,4,29,10,1184,1145,0,29,10,1155,29,1900,716,57,3,161,637,83,11,158,30,15
25,ILFOV,"SCOALA GIMNAZIALA NR.3, ŞINDRILIŢA",229,GĂNEASA,103130,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:51",1168,1157,2,9,0,924,915,0,9,0,847,77,1273,349,15,3,82,713,2,5,9,12,6
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",290,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:05",1137,1133,0,4,0,589,585,0,4,0,352,164,1266,750,0,0,29,306,0,6,7,4,0
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",289,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:41:00",846,838,0,6,2,390,382,0,6,2,368,22,900,510,15,0,59,259,1,2,23,5,4
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 4 BUFTEA",29,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:54:51",1127,1092,0,19,16,771,736,0,19,16,710,61,1200,429,24,3,102,448,45,6,57,22,3
25,ILFOV,"SCOALA GIMNAZIALA ” PETRU RARES”",167,CHIAJNA,179249,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:17",1975,1920,23,32,0,853,821,0,32,0,835,18,2100,1247,37,7,68,349,6,47,289,15,17
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES”",170,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:33",1990,1946,22,22,0,628,606,0,22,0,619,9,2100,1472,38,2,55,219,10,40,238,12,5
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES””",168,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:41",1972,1924,27,21,0,631,610,0,21,0,617,14,2100,1469,20,4,56,190,6,34,280,18,9
25,ILFOV,"SCOALA GIMNAZIALA” PETRU RARES”",169,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:47",1991,1955,18,18,0,689,671,0,18,0,671,18,2150,1461,33,0,60,207,5,35,311,12,8
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”PROF.ION IONIȚĂ ” BURIAȘ",262,PERIŞ,104546,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:26:22",1055,1036,0,18,1,765,746,0,18,1,712,53,1153,388,49,7,99,297,59,9,103,72,17
25,ILFOV,"ŞCOALA MOARA DOMNEASCĂ",227,GĂNEASA,103130,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:18:34",578,559,1,18,0,429,411,0,18,0,413,14,600,171,14,0,49,307,1,5,26,7,4
25,ILFOV,"ŞCOALA PITEASCA",228,GĂNEASA,103130,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 01:20:56",1159,1141,2,16,0,894,878,0,16,0,792,102,1250,356,9,0,89,665,1,4,14,8,2
25,ILFOV,"ȘCOALA PRIMARĂ NR. 1",224,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:54",1033,883,1,134,15,770,621,0,134,15,753,17,1024,254,21,3,58,596,3,1,56,5,10
25,ILFOV,"ŞCOALĂ PRIMARĂ NR.1 CLINCENI",186,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:21",1641,1613,0,21,7,1002,974,0,21,7,963,39,1800,798,74,5,144,610,7,6,88,19,10
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SĂFTICA",142,BALOTEŞTI,100969,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:19:01",1299,1282,11,4,2,682,675,1,4,2,660,21,1459,777,33,1,108,365,5,7,112,15,14
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SITARU",236,GRĂDIŞTEA,103443,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:04:07",878,840,1,6,31,589,552,0,6,31,556,10,981,415,15,2,61,382,4,2,81,9,0
25,ILFOV,"SCOALA PRIMARA NR 1 VARTEJU",49,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:52",1102,1091,2,7,2,601,592,0,7,2,578,23,1200,599,34,2,74,349,1,5,89,14,10
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",285,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:44:21",1412,1404,4,3,1,676,672,0,3,1,640,31,1550,874,28,3,68,444,2,6,67,13,9
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",284,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:26:21",629,628,0,1,0,326,325,0,1,0,308,18,700,374,8,1,60,211,1,6,12,6,3
25,ILFOV,"SCOALA PRIMARA NR. 2",144,BERCENI,101145,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:27:49",1879,1711,5,140,23,1197,1034,0,140,23,1160,36,1900,703,41,5,111,654,10,28,265,31,15
25,ILFOV,"SCOALA PRIMARA NR. 2",145,BERCENI,101145,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:00:02",1905,1719,2,150,34,1406,1222,0,150,34,1354,52,1900,490,29,4,212,967,5,13,95,18,11
25,ILFOV,"ŞCOALA PRIMARĂ NR. 2 BALOTEŞTI",139,BALOTEŞTI,100969,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 23:47:16",1567,1550,12,5,0,892,885,2,5,0,849,43,1700,808,25,7,74,417,4,21,284,9,8
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 BALOTEŞTI",140,BALOTEŞTI,100969,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:42:43",1038,1034,4,0,0,552,552,0,0,0,538,14,1100,548,17,3,86,352,6,7,42,17,8
25,ILFOV,"SCOALA PRIMARA NR 2 DUMITRANA",48,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:08",993,978,0,10,5,620,605,0,10,5,592,28,1100,480,21,2,75,399,5,2,64,18,6
25,ILFOV,"SCOALA PRIMARA NR 2 OLTENI",189,CLINCENI,102035,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:41:38",1114,1104,2,5,3,589,581,0,5,3,557,32,1250,661,27,2,74,352,4,5,77,9,7
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 OLTENI CLINCENI",190,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:09:03",1100,1082,3,9,6,568,553,0,9,6,540,28,1195,627,31,3,86,284,3,6,116,5,6
25,ILFOV,"SC PIEȚE ȘI TÎRGURI BRAGADIRU SRL",6,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:37",1512,1490,5,15,2,782,764,1,15,2,746,36,1600,818,52,9,133,367,6,9,139,16,15
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",84,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:27",1195,1174,7,14,0,525,510,1,14,0,513,12,1300,775,14,3,73,174,4,15,220,7,3
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",85,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 23:00:18",1439,1407,5,27,0,718,691,0,27,0,701,4,1600,882,14,2,88,172,8,21,373,15,8
25,ILFOV,"SC RAFFAELLO SHOES FACTORY SRL",86,"ORAŞ POPEŞTI-LEORDENI",179533,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:31:33",1403,1379,10,14,0,592,578,0,14,0,580,0,1500,908,15,2,50,134,5,18,342,8,6
25,ILFOV,"SERVICIUL IMPOZITE ȘI TAXE",39,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:26:05",1915,1901,5,9,0,881,872,0,9,0,856,24,2100,1219,51,1,141,487,4,14,132,13,13
25,ILFOV,"SPAȚIU COMERCIAL",19,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:17",1625,1606,3,15,1,706,690,0,15,1,667,39,1800,1094,34,4,105,347,1,10,128,20,18
