precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",3,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:32:12",1071,1056,0,10,5,421,406,0,10,5,404,17,1200,779,172,43,13,2,19,112,12,31
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",32,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:04:44",1049,1043,0,6,0,509,503,0,6,0,483,21,1150,641,219,62,11,6,24,132,15,14
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",33,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:55",996,988,1,7,0,468,461,0,7,0,443,25,967,499,185,61,12,4,20,123,23,15
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PERIEȚI",185,PERIEŢI,94161,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:24:47",1053,1030,4,13,6,633,610,4,13,6,609,24,1140,507,375,65,13,10,5,80,30,31
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PLATONEȘTI",190,PLATONEŞTI,180000,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:36",755,722,0,24,9,512,479,0,24,9,486,26,806,294,191,177,5,4,0,25,19,65
23,IALOMIŢA,"SCOALA GIMNAZIALA RADULESTI",191,RĂDULEŞTI,101243,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:56",778,660,0,94,24,574,456,0,94,24,520,54,748,174,363,29,6,1,1,96,18,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ”",40,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:30",945,935,0,10,0,328,318,0,10,0,315,13,1050,722,153,34,5,0,2,52,58,11
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",41,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:23",809,793,0,16,0,320,304,0,16,0,303,17,900,580,170,40,14,4,2,41,20,12
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",42,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:43:07",962,956,0,6,0,401,395,0,6,0,322,79,1050,649,126,56,15,1,0,91,29,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”ROMAN IALOMIȚEANUL”",99,AXINTELE,100923,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:17:06",504,498,0,5,1,339,333,0,5,1,313,26,550,211,209,33,4,0,0,44,23,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SĂVENI",201,SĂVENI,94376,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:18:36",1214,1199,0,5,10,596,581,0,5,10,553,43,1300,704,368,80,6,4,0,47,34,14
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:36",1015,1000,1,5,9,569,555,0,5,9,527,42,1100,531,378,87,3,1,0,33,18,7
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",19,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:24",1465,1454,3,8,0,677,669,0,8,0,648,29,1600,923,271,46,16,15,28,203,17,52
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ „SF. ANDREI”",20,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:35",1324,1312,0,12,0,632,620,0,12,0,616,16,1436,804,250,44,11,1,33,204,12,61
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",83,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:42:15",1461,1444,0,11,6,562,545,0,11,6,549,13,1593,1031,247,91,37,4,2,90,11,67
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",84,"ORAŞ ŢĂNDĂREI",92765,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:12:40",1560,1552,1,5,2,494,487,0,5,2,454,40,1703,1209,245,85,15,5,1,56,9,38
23,IALOMIŢA,"ŞCOALA NOUĂ",168,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:37",1302,1284,3,15,0,713,698,0,15,0,664,49,1400,687,223,97,47,3,5,74,33,182
23,IALOMIŢA,"ŞCOALA NOUĂ",169,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:02",1231,1221,0,8,2,662,652,0,8,2,620,42,1350,688,229,95,47,4,6,81,26,132
23,IALOMIŢA,"ŞCOALA NOUĂ",170,MANASIA,100736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:31",1141,1131,0,10,0,606,596,0,10,0,576,30,1257,651,206,77,66,3,5,83,27,109
23,IALOMIŢA,"ŞCOALA NR.1 JILAVELE",164,JILAVELE,103960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:47",1114,1088,1,6,19,682,656,1,6,19,633,49,1219,537,309,88,6,2,2,208,11,7
23,IALOMIŢA,"ŞCOALA NR.2 JILAVELE",165,JILAVELE,103960,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:46:01",1183,1150,1,13,19,738,706,0,13,19,680,58,1280,542,305,82,8,1,5,229,37,13
23,IALOMIŢA,"ŞCOALA ORBOEŞTI",96,ANDRĂŞEŞTI,92872,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:13:35",265,244,1,7,13,178,158,0,7,13,165,11,309,133,41,32,5,0,3,75,5,4
23,IALOMIŢA,"ŞCOALA PRIMARĂ",199,SĂLCIOARA,94330,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:04:51",811,746,0,18,47,636,571,0,18,47,621,15,896,260,197,98,10,0,0,306,7,3
23,IALOMIŢA,"ŞCOALA PRIMARĂ CONDEEŞTI",111,BĂRCĂNEŞTI,101056,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:27",1388,1369,0,13,6,841,822,0,13,6,762,79,1519,678,295,74,7,1,2,327,12,44
23,IALOMIŢA,"ȘCOALA PRIMARĂ HORIA",101,AXINTELE,100923,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:12:35",452,449,0,3,0,270,267,0,3,0,251,19,497,227,101,108,1,1,0,23,4,13
23,IALOMIŢA,"ȘCOALA PRIMARĂ MISLEANU",187,PERIEŢI,94161,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:33:18",686,667,1,9,9,401,382,1,9,9,387,14,740,339,210,35,6,1,6,100,24,5
23,IALOMIŢA,"ȘCOALA PRIMARĂ PĂLTINIȘU",188,PERIEŢI,94161,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:34:28",928,917,1,7,3,530,519,1,7,3,500,30,1016,486,219,54,10,1,9,152,29,26
23,IALOMIŢA,"SCOALA PRIMARA SARATENI",200,SĂRĂŢENI,180019,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:53:40",927,873,2,39,13,505,452,1,39,13,451,54,965,460,68,45,8,1,4,307,12,6
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ ” ARETA TEODORESCU”",156,GRIVIŢA,93735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:48",913,870,2,8,33,581,540,0,8,33,548,33,1000,419,59,51,9,2,12,322,7,86
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ” ARETA TEODORESCU”",157,GRIVIŢA,93735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:38",906,851,0,7,48,549,494,0,7,48,512,37,1000,451,62,38,8,0,5,314,17,68
23,IALOMIŢA,"ŞCOALA REVIGA",193,REVIGA,94269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:12",1018,1005,0,6,7,549,536,0,6,7,502,47,1100,551,280,46,5,0,2,150,10,9
23,IALOMIŢA,"ŞCOALA ROVINE",195,REVIGA,94269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:26",711,694,0,12,5,393,376,0,12,5,355,38,786,393,187,24,7,0,2,127,6,2
23,IALOMIŢA,"ŞCOLA PROFESIONALĂ TRAIAN",215,TRAIAN,179702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:17",1267,1225,1,9,32,869,827,1,9,32,815,54,1363,494,253,23,9,0,3,519,5,3
23,IALOMIŢA,"SEDIU CONSILIUL LOCAL",77,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:30",1317,1266,1,30,20,875,825,0,30,20,833,42,1400,525,460,62,4,1,8,221,25,52
23,IALOMIŢA,"SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR”,",12,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:37:01",887,881,1,5,0,422,417,0,5,0,412,10,1000,578,184,36,19,2,24,96,7,44
