precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZETEA GABRIEL-VALER-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTEŢCO GABRIEL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PINTÉR ZSOLT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POP DARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MORARIU CĂLIN-TEODOR-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PONDE ELENA-SIMONA-PARTIDUL ECOLOGIST ROMÂN-voturi","ROPAN MIHAI-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","POP NADIA-MARIA-PARTIDUL VERTICALA NOUĂ-voturi","OPRIŞ DUMITRU-CRISTIAN-FORȚA DREPTEI-voturi","FILIP MARIANA-FLORENTINA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CÎMPEAN CORNELIA-PARTIDUL PATRIOȚILOR-voturi","IVAN DAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","IVAŞCO ALINA-PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",213,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:32",1043,1026,2,6,9,484,469,0,6,9,455,29,1200,716,226,186,2,14,2,2,0,0,2,12,0,2,7
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",212,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:52",1058,1048,0,6,4,479,469,0,6,4,460,19,1200,721,240,149,2,28,1,1,0,1,2,15,0,9,12
26,MARAMUREŞ,"GRĂDINIȚA NR. 9",101,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:07",1511,1505,2,4,0,640,636,0,4,0,619,21,1600,960,212,143,120,68,4,14,4,6,15,1,1,19,12
26,MARAMUREŞ,"GRĂDINIȚA PROGRAM PRELUNGIT NR. 4",160,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:39",1911,1871,5,13,22,911,876,1,13,21,886,25,2067,1156,423,149,194,37,0,6,1,25,5,2,3,18,23
26,MARAMUREŞ,"GRĂDINIȚA ROȘTI",180,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:47",512,504,2,6,0,303,297,0,6,0,286,17,600,297,66,123,23,14,4,7,1,6,10,6,0,20,6
26,MARAMUREŞ,"GRĂDINIȚA ȘESU MÂNĂSTIRII",388,ROZAVLEA,108669,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:28",833,791,0,29,13,833,791,0,29,13,442,24,1000,534,107,298,0,18,2,1,1,0,0,1,1,8,5
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",44,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:22",1095,1085,1,9,0,432,423,0,9,0,419,4,1200,777,138,68,38,26,9,7,4,53,17,1,1,52,5
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",43,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:20:23",1337,1304,24,9,0,587,578,0,9,0,566,21,1499,912,179,105,33,28,12,12,7,63,19,4,3,90,11
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",45,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:33",761,750,3,7,1,327,319,0,7,1,320,7,900,573,89,67,30,20,6,7,3,45,4,3,1,42,3
26,MARAMUREŞ,"LICEUL DE ARTE",51,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:09",1108,1094,3,7,4,546,535,0,7,4,531,15,1200,654,120,110,86,19,9,10,8,49,24,0,1,89,6
26,MARAMUREŞ,"LICEUL DE ARTE",52,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:07",1140,1123,8,9,0,598,588,1,9,0,592,6,1200,602,126,121,103,20,13,9,3,62,20,11,3,88,13
26,MARAMUREŞ,"LICEUL „REGELE FERDINAND”",93,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:44",267,258,0,9,0,267,258,0,9,0,254,13,900,633,94,70,18,38,0,3,1,0,3,0,2,11,14
26,MARAMUREŞ,"LICEUL „REGELE FERDINAND”",94,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:46",1076,1040,1,3,32,472,437,0,3,32,454,18,1200,728,194,109,43,56,1,11,2,5,4,1,2,13,13
26,MARAMUREŞ,"LICEUL „TARAS SEVCENCO”",98,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:13:12",1227,1212,1,12,2,449,435,0,12,2,429,20,1300,851,117,84,130,40,3,7,0,8,4,3,3,14,16
26,MARAMUREŞ,"LICEUL „TARAS SEVCENCO”",99,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:28",1197,1180,5,10,2,457,445,0,10,2,439,18,1300,843,156,92,81,51,1,11,1,6,7,0,0,21,12
26,MARAMUREŞ,"LICEUL TEHNOLOGIC",216,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:41:54",1628,1615,0,8,5,637,624,0,8,5,621,16,1800,1163,258,239,20,23,1,5,2,1,4,16,2,26,24
26,MARAMUREŞ,"LICEUL TEHNOLOGIC",217,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:57",1638,1630,1,7,0,517,510,0,7,0,501,16,1800,1283,254,175,21,28,3,3,0,0,3,2,1,3,8
26,MARAMUREŞ,"LICEUL TEHNOLOGIC FORESTIER",105,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:00",1096,1087,2,6,1,439,433,0,6,0,420,19,1200,761,176,72,60,37,2,11,2,3,5,5,4,31,12
26,MARAMUREŞ,"LICEUL TEHNOLOGIC FORESTIER",104,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:37",815,808,0,5,2,326,319,0,5,2,305,21,900,574,118,68,37,29,1,6,1,3,7,2,1,22,10
26,MARAMUREŞ,"LICEUL TEHNOLOGIC NR. 4",218,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:24",1047,1038,0,7,2,471,462,0,7,2,443,28,1100,629,276,106,3,13,1,1,0,2,1,3,1,7,29
26,MARAMUREŞ,"LICEUL TEHNOLOGIC NR. 4",219,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:39",947,933,0,11,3,480,466,0,11,3,455,25,1000,520,279,119,1,20,0,1,0,2,0,11,1,1,20
26,MARAMUREŞ,"LICEUL TEHNOLOGIC „TRAIAN VUIA”",176,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:20:02",1305,1286,5,13,1,706,692,0,13,1,692,14,1400,694,163,215,61,38,4,30,2,54,19,13,2,80,11
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",214,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:08",858,853,0,2,3,344,339,0,2,3,333,11,1000,656,141,124,13,27,0,5,0,0,1,4,2,8,8
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",215,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:15:49",918,913,2,2,1,401,397,1,2,1,391,10,1000,599,172,153,16,18,0,5,0,1,1,8,0,9,8
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",22,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:26",1383,1354,4,9,16,573,549,0,9,15,550,23,1500,927,162,134,38,34,5,10,3,66,17,6,3,65,7
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",21,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:02",1347,1311,4,10,22,510,478,0,10,22,494,16,1500,990,135,94,87,31,4,7,5,39,16,3,3,56,14
26,MARAMUREŞ,"LICEUL TEORETIC „PETRU RAREȘ”",189,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:43:57",1814,1788,1,12,13,1070,1045,0,12,13,1044,24,1900,830,412,331,93,119,5,18,19,12,3,2,2,21,7
26,MARAMUREŞ,"LICEUL TEORETIC SANITAR",53,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:13",1326,1311,7,8,0,598,590,0,8,0,587,11,1400,802,123,126,93,32,6,8,6,66,12,8,1,98,8
26,MARAMUREŞ,PRIMĂRIA,257,"BOIU MARE",107430,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:48",534,466,0,48,20,408,340,0,48,20,391,17,500,92,278,36,3,1,51,1,0,1,7,0,1,9,3
26,MARAMUREŞ,PRIMĂRIA,270,"CÂMPULUNG LA TISA",107715,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:38",815,805,1,3,6,492,482,1,3,6,474,18,900,408,45,121,266,19,1,3,2,0,4,2,1,2,8
26,MARAMUREŞ,PRIMĂRIA,413,"SUCIU DE SUS",109041,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:16:22",1417,1368,1,33,15,949,901,0,33,15,895,51,1498,549,381,153,4,106,5,43,11,7,97,2,3,65,18
26,MARAMUREŞ,PRIMĂRIA,348,"OARŢA DE JOS",108366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:09",371,332,0,24,15,240,201,0,24,15,239,1,400,160,140,28,4,10,0,2,1,42,4,1,0,6,1
26,MARAMUREŞ,PRIMĂRIA,230,"ASUAJU DE SUS",107083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:24",846,694,0,117,35,684,532,0,117,35,661,23,800,116,274,252,4,22,2,2,0,17,2,1,10,70,5
26,MARAMUREŞ,PRIMĂRIA,387,ROZAVLEA,108669,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:38:51",1986,1894,0,45,47,1143,1051,0,45,47,1077,66,2000,857,202,807,0,21,1,4,2,1,4,2,5,22,6
26,MARAMUREŞ,PRIMĂRIA,332,LĂPUŞ,108222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:14",1379,1351,1,7,20,847,820,0,7,20,812,35,1500,653,133,585,0,46,2,0,0,6,4,1,3,17,15
26,MARAMUREŞ,PRIMĂRIA,364,"POIENILE IZEI",179604,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:49",737,644,3,42,48,629,536,3,42,48,605,16,800,171,417,150,0,16,0,2,0,0,1,1,1,9,8
26,MARAMUREŞ,PRIMĂRIA,404,SĂCEL,108874,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:11:01",1396,1323,1,24,48,928,855,1,24,48,864,63,1500,572,257,304,7,122,4,14,1,1,10,26,16,60,42
26,MARAMUREŞ,PRIMĂRIA,342,MOISEI,108348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:37:10",1711,1687,2,11,11,982,960,0,11,11,959,23,1900,918,449,371,6,80,0,10,1,2,10,5,0,16,9
26,MARAMUREŞ,"PRIMĂRIA BISTRA",248,BISTRA,107270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:39",816,796,0,9,11,487,467,0,9,11,454,33,900,413,120,285,4,22,0,0,0,0,0,7,0,4,12
26,MARAMUREŞ,PRIMĂRIE,442,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:53:06",1390,1364,4,6,16,741,717,2,6,16,726,15,1500,759,260,395,0,32,1,1,1,6,1,10,0,14,5
26,MARAMUREŞ,PRIMÃRIE,297,COROIENI,107868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:08",305,291,0,8,6,193,179,0,8,6,183,10,299,106,31,59,5,25,1,1,39,1,1,0,1,18,1
26,MARAMUREŞ,"REGISTRU AUTO ROMÂN, REPREZENTANȚA MARAMUREȘ",28,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:07",1283,1273,0,10,0,425,415,0,10,0,406,19,1400,975,136,75,23,43,8,6,2,34,10,0,2,44,23
26,MARAMUREŞ,"SALA DE EVENIMENTE",410,STRÂMTURA,109005,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:59",402,394,0,6,2,215,207,0,6,2,194,21,450,235,27,117,3,26,0,1,2,1,1,1,1,4,10
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",428,"VADU IZEI",106648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:35:24",388,375,0,5,8,245,232,0,5,8,241,4,400,155,169,24,0,38,0,0,1,0,0,0,2,3,4
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",350,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:41",1451,1429,5,13,4,748,729,2,13,4,709,39,1600,852,301,115,115,58,3,15,1,12,4,26,2,41,16
26,MARAMUREŞ,"SALA DE SPORT",124,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:50",1045,1039,3,2,1,567,564,0,2,1,550,17,1200,633,184,148,28,65,6,16,1,19,16,6,1,48,12
26,MARAMUREŞ,"SALA DE SPORT",125,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:54",1234,1226,1,7,0,524,517,0,7,0,512,12,1300,776,175,116,65,54,9,13,1,20,1,15,0,28,15
26,MARAMUREŞ,"SALA DE SPORT",401,SĂCĂLĂŞENI,108794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:38",846,821,0,23,2,476,451,0,23,2,453,23,900,424,91,111,11,125,1,3,8,19,3,0,2,73,6
26,MARAMUREŞ,"SALA DE SPORT",153,"ORAŞ DRAGOMIREŞTI",108017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:44:58",1282,1225,0,17,40,687,630,0,17,40,658,27,1400,715,364,207,3,43,1,3,1,3,8,2,1,12,10
26,MARAMUREŞ,"SALA MULTIFUNCȚIONALĂ MĂGHERĂUȘ",175,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:31:47",1636,1626,1,8,1,810,801,1,8,0,790,20,1700,885,167,281,44,74,8,20,4,68,26,12,1,70,15
26,MARAMUREŞ,"SALA MULTIFUNCŢIONALĂ VIILE APEI",163,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:59",574,558,4,6,6,341,329,0,6,6,338,3,645,304,225,24,59,14,0,1,0,5,1,0,0,2,7
26,MARAMUREŞ,"SALA POLIVALENTĂ",112,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:53",985,975,1,6,3,386,377,0,6,3,380,6,1000,614,159,99,23,46,2,2,1,3,6,1,3,21,14
26,MARAMUREŞ,"SALA POLIVALENTĂ",113,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:12",782,774,0,7,1,284,276,0,7,1,274,10,850,566,106,61,37,19,0,7,1,5,5,1,1,20,11
26,MARAMUREŞ,"SALA POLIVALENTĂ",114,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:50:38",1865,1860,0,4,1,750,746,0,3,1,725,25,2000,1250,353,142,31,115,3,9,1,5,10,0,2,32,22
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",49,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:41",1421,1400,4,17,0,626,609,0,17,0,597,29,1600,974,166,138,47,33,17,15,1,57,21,14,0,76,12
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",48,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:55",1275,1266,0,8,1,516,507,0,8,1,506,10,1400,884,140,108,60,33,7,11,5,52,17,1,5,60,7
26,MARAMUREŞ,ŞCOALA,335,LEORDINA,108240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:15",552,529,3,2,18,286,266,0,2,18,261,23,599,315,128,44,4,51,0,1,0,0,2,1,10,16,4
26,MARAMUREŞ,ŞCOALA,162,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:10",704,686,2,10,6,382,366,0,10,6,368,14,800,418,247,53,2,21,1,6,2,7,1,2,0,9,17
26,MARAMUREŞ,ŞCOALA,290,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:30",234,226,0,6,2,126,118,0,6,2,123,3,300,174,28,71,1,7,2,2,0,1,3,0,1,5,2
26,MARAMUREŞ,ŞCOALA,294,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:34",301,294,0,6,1,196,189,0,6,1,190,6,300,104,44,118,3,6,0,0,1,1,1,0,1,9,6
26,MARAMUREŞ,ȘCOALA,309,DESEŞTI,107975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:39",774,716,0,36,22,610,552,0,36,22,587,23,800,190,216,293,4,29,0,5,0,3,0,9,0,22,6
26,MARAMUREŞ,"ŞCOALA BIRŢ",144,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:48",1351,1328,0,10,13,552,529,0,10,13,528,24,1400,848,204,171,3,72,1,1,1,2,12,6,8,21,26
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",246,BICAZ,107234,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:41",153,133,0,11,9,128,108,0,11,9,114,5,199,80,49,55,1,5,0,0,0,0,0,0,0,4,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",226,ARDUSAT,107001,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:53:51",385,365,1,12,7,217,198,0,12,7,213,4,400,183,59,46,1,85,3,3,2,3,2,1,2,5,1
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",225,ARDUSAT,107001,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:00",232,219,0,10,3,142,129,0,10,3,140,2,300,158,67,37,2,8,1,3,1,12,1,1,1,6,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",340,"MIREŞU MARE",108268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:56",505,482,0,9,14,313,290,0,9,14,302,11,501,188,213,61,0,9,0,1,0,3,0,2,0,6,7
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",299,COROIENI,107868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:17",157,143,0,8,6,117,103,0,8,6,113,4,200,83,70,34,0,4,0,0,1,1,0,0,0,3,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",423,ŞIŞEŞTI,109096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:13",361,355,0,6,0,177,171,0,6,0,171,6,400,223,32,99,1,12,0,1,0,0,1,1,0,21,3
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",341,"MIREŞU MARE",108268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:19",546,534,0,7,5,347,335,0,7,5,339,8,600,253,152,116,0,28,1,0,0,29,1,0,1,9,2
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",366,RECEA,106407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:26:09",376,357,0,15,4,222,203,0,15,4,214,8,400,178,102,75,2,13,3,2,4,4,2,1,0,5,1
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",368,RECEA,106407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:26",1211,1163,2,37,9,823,776,1,37,9,800,23,1300,477,380,198,18,55,7,11,16,37,13,19,2,30,14
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",375,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:30",231,216,0,13,2,140,125,0,13,2,133,7,300,160,45,57,2,7,0,2,3,3,5,4,0,3,2
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",420,ŞIŞEŞTI,109096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:06",201,192,0,9,0,99,90,0,9,0,98,1,200,101,26,52,0,6,0,0,0,1,0,1,0,12,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV GREBLE",328,"GROŞII ŢIBLEŞULUI",179622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:46",818,797,0,13,8,488,467,0,13,8,477,11,898,410,72,317,31,29,0,0,0,1,6,1,0,11,9
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",253,"BOCICOIU MARE",107350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:38",689,670,0,6,13,366,347,0,6,13,349,17,800,434,164,42,2,113,0,3,1,0,2,4,1,8,9
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",304,CUPŞENI,107920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:19",341,330,0,6,5,213,202,0,6,5,209,4,400,187,124,74,2,5,0,0,1,0,0,0,0,3,0
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",376,REMEŢI,108552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:02",1391,1372,1,4,14,644,626,0,4,14,591,53,1500,856,176,295,8,49,1,9,0,2,5,1,4,23,18
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",254,"BOCICOIU MARE",107350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:30",1243,1230,3,1,9,581,571,0,1,9,555,26,1400,819,179,84,24,209,1,6,1,4,4,1,4,13,25
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",224,ARDUSAT,107001,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:41",1686,1567,0,42,77,1000,881,0,42,77,895,24,1800,881,454,138,6,113,2,10,3,20,90,0,0,33,26
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",303,CUPŞENI,107920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:20",616,606,0,5,5,407,397,0,5,5,401,6,700,293,212,127,2,28,3,0,1,0,0,3,0,22,3
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-VIII",322,GIULEŞTI,108151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:54",1276,1225,0,6,45,841,790,0,6,45,812,29,1318,477,121,555,3,64,0,4,2,3,2,5,0,49,4
26,MARAMUREŞ,"ŞCOALA CU CLASELE V-VIII",305,CUPŞENI,107920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:33",827,803,2,3,19,665,642,1,3,19,652,13,900,235,119,469,6,28,1,2,1,1,0,2,1,18,4
26,MARAMUREŞ,"ŞCOALA CU CLS I-IV",424,ŞIŞEŞTI,109096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:55",421,418,0,3,0,253,250,0,3,0,234,19,500,247,62,107,1,31,1,5,0,6,5,1,0,8,7
26,MARAMUREŞ,"ȘCOALA DE LA PODUL RÂTULUI",418,ŞIEU,179613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:36",750,702,0,34,14,524,477,0,34,13,506,18,800,276,175,209,0,57,1,8,15,3,1,15,0,14,8
26,MARAMUREŞ,"ŞCOALA FÎNTÎNA",145,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:07",1184,1174,3,4,3,470,463,0,4,3,442,28,1300,830,174,197,2,40,1,1,0,0,3,6,1,6,11
26,MARAMUREŞ,"SCOALA GENERALĂ",425,ŞIŞEŞTI,109096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:36:10",1193,1182,1,6,4,686,675,1,6,4,663,23,1300,614,275,195,2,74,22,14,0,16,10,3,0,42,10
26,MARAMUREŞ,"ŞCOALA GENERALĂ",258,"BOIU MARE",107430,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:34:25",46,41,0,4,1,46,41,0,4,1,44,2,100,54,38,4,1,1,0,0,0,0,0,0,0,0,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",197,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:39:26",68,58,0,10,0,36,26,0,10,0,35,1,100,64,8,15,3,4,0,1,0,0,1,2,0,1,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",190,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:23",269,261,0,8,0,130,122,0,8,0,125,5,300,170,62,31,2,17,0,1,2,0,0,0,1,5,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ",196,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:17:05",199,192,0,7,0,98,91,0,7,0,91,7,200,102,39,27,2,12,0,1,3,3,0,0,0,1,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ",198,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:37",203,196,0,7,0,110,103,0,7,0,105,5,300,190,13,71,1,12,0,1,0,1,0,1,1,3,1
